sample_id,split,region,root_abs,power_abs,dI_dV_rel,dI_dIL_rel,dI_dI0_rel,dI_da_rel,dI_dRs_rel,dI_dRsh_rel,residual,exp_argument,status
pvext_0000056,cal,short_circuit,8.8817841970012523e-16,0,1.4396898951248853e-16,1.1105290273274953e-16,6.2989234740917582e-16,6.6597769020603405e-16,3.8158253454531913e-16,3.375045487581815e-16,6.4423293089088673e-16,2.2473492590725344,0
pvext_0000057,cal,open_circuit,7.3600048039641763e-16,2.0092000979632374e-14,2.1693668328694665e-16,1.2321521519324122e-16,2.5960953426898624e-16,1.5211417646856302e-16,3.6395562057142595e-11,1.4530636936423163e-16,5.377642775528102e-16,22.821757971656275,0
pvext_0000066,cal,mpp_near,2.2204460492503131e-16,3.5527136788005009e-15,2.0975609627016351e-15,1.1437061977672824e-16,2.0252250083722649e-15,2.2759515081663922e-15,1.7646584976716806e-15,1.9339796015800955e-16,1.8041124150158794e-16,16.939594344978744,0
pvext_0000067,cal,interior,8.8817841970012523e-16,0,6.5191212042270125e-16,1.1218802773634799e-16,6.9903837874638654e-16,6.492282705629211e-16,6.7785370644252188e-16,1.6955525575866201e-16,5.9674487573602164e-16,16.415440956936507,0
pvext_0000076,cal,short_circuit,4.4408920985006262e-16,8.4703294725430034e-22,0,0,2.9658756068439344e-16,2.7444620162824899e-16,2.6361936216349841e-16,2.3444875003283517e-16,3.677613769070831e-16,0.91785185433535821,0
pvext_0000077,cal,open_circuit,5.5511151231257827e-17,1.7763568394002505e-15,2.9922045117398021e-16,0,1.2407744133208527e-16,1.1809442181755856e-16,2.6065151627577911e-16,1.2232810165937577e-16,8.3613671542082102e-16,20.274070815688521,0
pvext_0000086,cal,mpp_near,1.7763568394002505e-15,2.8421709430404007e-14,5.7950099976367282e-16,1.4924433558792149e-16,4.3619686260264494e-16,3.7328015339900644e-16,1.427458790327739e-16,0,9.298117831235686e-16,18.741077308912491,0
pvext_0000087,cal,interior,4.4408920985006262e-16,0,1.8511635417564785e-16,2.2223001443329067e-16,3.3596646274127972e-16,3.1888366139969464e-16,0,1.1434098753758803e-16,3.2265856653168612e-16,7.2120585003421258,0
pvext_0000096,cal,short_circuit,8.8817841970012523e-16,0,1.4329034769773809e-16,1.1106238158375003e-16,4.2138582037954873e-16,4.9171518172694689e-16,2.3581789186809558e-16,3.194464198869303e-16,8.1857264022655585e-16,2.2443272789472926,0
pvext_0000097,cal,open_circuit,6.3837823915946501e-16,3.2418512319054571e-14,3.0639102968000754e-16,1.3950707244674841e-15,4.741508769146277e-16,3.6691184566475996e-16,5.5071956333258272e-14,1.4179726099630071e-15,2.1767310176556975e-14,26.725620495460166,0
pvext_0000106,cal,mpp_near,2.2204460492503131e-16,7.1054273576010019e-15,1.3641021241533239e-15,1.2038102161158907e-16,1.5638199500402722e-15,1.3647957853276829e-15,1.3552270556467899e-15,1.8923560207974485e-16,7.2858385991025898e-17,16.150749071524707,0
pvext_0000107,cal,interior,0,0,9.1569126897423654e-16,0,1.7452282167362569e-15,1.6561098910160846e-15,9.1712430485988865e-16,0,2.4286128663675299e-17,14.979912111460939,0
pvext_0000116,cal,short_circuit,2.2204460492503131e-16,3.3881317890172014e-21,0,1.1105100102955883e-16,2.1486182624413021e-16,1.9167045314958116e-16,0,0,1.4961989980299961e-16,0.70985526601258631,0
pvext_0000117,cal,open_circuit,2.7755575615628914e-16,1.2434497875801753e-14,0,0,0,0,9.0020426962500702e-16,3.9200792760244464e-16,4.9960036108132044e-16,27.081400302649318,0
pvext_0000126,cal,mpp_near,1.7763568394002505e-15,0,8.4041319812749241e-16,1.2166811230277122e-16,7.9592605418839083e-16,9.3840624599581115e-16,6.9638255144109428e-16,1.9937231846653758e-16,3.3306690738754696e-16,25.020999311230362,0
pvext_0000127,cal,interior,0,0,1.3292063278388161e-16,0,4.810344546816353e-16,2.6689108181968373e-16,1.3769638727035883e-16,0,4.163336342344337e-16,13.496284099218965,0
pvext_0000136,cal,short_circuit,0,0,0,0,3.9030407372162596e-16,3.9608170880484778e-16,1.9889627080938371e-16,1.4302113346416384e-16,6.0368376963992887e-16,1.1869745306601851,0
pvext_0000137,cal,open_circuit,4.3772494309757271e-15,2.0324367189239467e-13,5.6844836165477863e-16,4.3846471167233534e-16,3.5210730652573682e-16,4.7433074340458298e-16,8.1191139039196704e-12,5.0811309174228897e-16,8.2572837456496018e-16,25.578106964530495,0
pvext_0000146,cal,mpp_near,8.8817841970012523e-16,0,4.4395181112697514e-16,0,2.0266212031411444e-16,2.3083129710458161e-16,1.2907161457022584e-16,0,5.2215176626901894e-16,15.421507539379947,0
pvext_0000147,cal,interior,0,0,1.308738577342913e-15,1.1539483701036629e-16,1.5890016276764073e-15,1.6862037866635796e-15,1.387223140529508e-15,2.0425577072636403e-16,9.8879238130678004e-17,22.330796922610435,0
pvext_0000156,cal,short_circuit,1.7763568394002505e-15,4.4408920985006262e-16,0,0,4.5432999019702741e-16,7.9394049939908506e-16,1.6823340448461612e-16,2.4180406246494757e-16,1.1102230246251565e-15,1.9285058976962288,0
pvext_0000157,cal,open_circuit,3.5679196142696101e-15,8.0303819149918354e-14,8.3756618843220691e-16,1.2173686602584224e-16,8.9585397638130829e-16,1.0053008938132253e-15,3.0676477710429458e-11,2.9192656840422675e-16,8.6736173798840355e-18,18.6649684846609,0
pvext_0000166,cal,mpp_near,3.5527136788005009e-15,5.6843418860808015e-14,1.166562811412348e-15,4.4589280190129926e-16,1.2868401733170161e-15,1.3623162266709337e-15,1.7139714820852815e-15,1.626429888539497e-16,5.0792703376600912e-15,16.181801785058372,0
pvext_0000167,cal,interior,0,0,1.6516876099314026e-16,1.110807710798627e-16,1.0743320948124997e-15,1.1222003903371474e-15,2.5518771950835686e-16,0,3.7470027081099033e-16,12.40468109053552,0
pvext_0000176,cal,short_circuit,0,0,1.2158361758170344e-16,2.2210478378327497e-16,1.3153319713946501e-16,0,2.1552827510676854e-16,1.8472167413508949e-16,2.8731357570865868e-17,0.35216690702139303,0
pvext_0000177,cal,open_circuit,1.1529143321997205e-15,4.8208968284405018e-14,8.1465556105401285e-16,2.1496131521260615e-15,9.5000048568803755e-16,1.0173365583685247e-15,3.3546891388020141e-10,2.1051078377009525e-15,2.3314683517128287e-14,25.674569000204563,0
pvext_0000186,cal,mpp_near,1.7763568394002505e-15,1.1368683772161603e-13,8.4693977910395671e-16,0,8.1077911987210779e-16,6.3001408186642608e-16,4.0682118598780527e-16,0,1.3322676295501878e-15,22.313419711154719,0
pvext_0000187,cal,interior,0,2.8421709430404007e-14,2.2864463460153789e-15,9.0666569539714767e-16,2.4123887038750173e-15,2.6159354907946e-15,2.4182096643336235e-15,6.6969596212042849e-16,3.6082248300317588e-15,25.709300655881005,0
pvext_0000196,cal,short_circuit,0,4.4408920985006262e-16,0,0,1.6475133760228792e-16,0,1.7613506184410709e-16,0,4.5016074201598144e-16,0.51519963366743626,0
pvext_0000197,cal,open_circuit,5.1400093762418025e-15,1.8534208456183476e-13,1.9928107277911209e-16,8.4641037974602802e-16,4.0815537095004733e-16,4.0087595829548507e-16,6.1822301675556889e-10,6.2842948675573383e-16,1.5543122344752192e-14,23.890895442339886,0
pvext_0000206,cal,mpp_near,4.4408920985006262e-16,0,4.8874250418703454e-16,0,3.4412053415707004e-16,4.7953252582048246e-16,3.7890401316999699e-16,0,2.3592239273284576e-16,21.80326983267161,0
pvext_0000207,cal,interior,1.7763568394002505e-15,7.1054273576010019e-15,1.1930991436856721e-16,1.1109182487516514e-16,9.3290235247407212e-16,9.5116221925675562e-16,0,1.6486848744805874e-16,1.7676832220203664e-15,6.4146051013745797,0
pvext_0000216,cal,short_circuit,0,1.7347234759768071e-18,0,1.1119104919272508e-16,1.6482395614964768e-16,1.2197968715430754e-16,0,0,2.9490299091605721e-17,0.5155772595251864,0
pvext_0000217,cal,open_circuit,1.3322676295501878e-14,4.4408920985006262e-13,8.8419927583281158e-16,8.7851042729735127e-16,7.8475734658105074e-16,8.160284460315479e-16,1.9472242142834814e-14,9.3665975881874761e-16,2.6298407895808396e-15,23.120241570822301,0
pvext_0000226,cal,mpp_near,0,0,1.5166263482175524e-15,2.5506387322543219e-16,1.610927517432496e-15,1.6249283392766992e-15,1.5070731879443463e-15,3.9178606791324126e-16,5.5511151231257827e-16,24.20885939600446,0
pvext_0000227,cal,interior,0,2.8421709430404007e-14,2.0707883780911291e-15,1.1375008543090483e-16,2.0224346081219912e-15,2.2016852833572419e-15,1.9395450278339432e-15,1.54301195150526e-16,2.4980018054066022e-16,22.393698724128214,0
pvext_0000236,cal,short_circuit,0,0,0,1.1112795581165173e-16,1.2127973253928522e-16,2.3232762121882644e-16,1.3614714867374927e-16,2.7913209334916186e-16,4.1286418728248009e-16,2.1199062234356747,0
pvext_0000237,cal,open_circuit,1.2033221099237712e-15,5.2178096912602889e-14,8.5655709655795699e-16,1.6056023600169608e-15,7.7446470716520063e-16,9.9210190946996568e-16,2.947210397892914e-11,1.5498403875449995e-15,1.6292522886374172e-14,22.121334594870262,0
pvext_0000246,cal,mpp_near,0,5.6843418860808015e-14,6.2568490353300946e-16,1.1422846083939e-16,3.3567862762559855e-16,5.4702389860203223e-16,4.0431614198900878e-16,1.1765014985594877e-16,5.2735593669694936e-16,18.330167315198594,0
pvext_0000247,cal,interior,8.8817841970012523e-16,0,0,0,6.3723108932396928e-16,6.6017923572219008e-16,0,0,5.620504062164855e-16,13.907355800722003,0
pvext_0000256,cal,short_circuit,0,3.3881317890172014e-21,1.4179020344105727e-16,1.1105246826033251e-16,3.1989382675541402e-16,0,0,1.8034603540913976e-16,5.8546917314217239e-16,2.4939434177798314,0
pvext_0000257,cal,open_circuit,5.4886650779906176e-15,1.421640583032513e-13,1.2320997574187727e-15,1.3515665616915907e-15,1.2605961437931435e-15,1.2626991210077157e-15,3.3105110282921388e-13,1.1059352844315064e-15,2.2939983246317297e-14,21.470230817531103,0
pvext_0000266,cal,mpp_near,0,0,2.3299895684920334e-16,0,1.1228717873921143e-16,3.9490745274347438e-16,0,0,2.7755575615628914e-17,14.580463632278267,0
pvext_0000267,cal,interior,1.7763568394002505e-15,2.8421709430404007e-14,1.6175081541559174e-16,0,3.9614913833183671e-16,4.6387542539396393e-16,1.448145617948132e-16,0,1.6792123247455493e-15,10.917625412229343,0
pvext_0000276,cal,short_circuit,0,0,0,1.1105762077638984e-16,1.4675494577694557e-16,1.9164347685969303e-16,1.3238351230039216e-16,1.9105075749054218e-16,4.4235448637408581e-17,1.3930272018831609,0
pvext_0000277,cal,open_circuit,1.1574994274223265e-15,4.2867453158143207e-14,4.9577955792499755e-16,1.9051395568942784e-16,5.5594359547065834e-16,6.9120891957515732e-16,2.0442615705296755e-09,1.7535623803406984e-16,4.4408920985006262e-16,19.253470399887423,0
pvext_0000286,cal,mpp_near,8.8817841970012523e-16,2.8421709430404007e-14,0,1.2124639509063566e-16,0,1.7636445105698551e-16,3.0454460909953231e-16,3.9575801627549703e-16,8.5001450322863548e-16,15.888290621924746,0
pvext_0000287,cal,interior,2.2204460492503131e-16,3.5527136788005009e-15,1.7549745187185974e-15,1.1353120852050831e-16,2.0525672803943609e-15,1.9511620294436976e-15,1.8773079690868857e-15,0,1.3877787807814457e-17,16.573976884429115,0
pvext_0000296,cal,short_circuit,1.7763568394002505e-15,6.7762635780344027e-21,3.6161206724662394e-16,2.221989894193308e-16,2.50393942397779e-16,5.0953684181343983e-16,3.6126722346564237e-16,3.8056388582450051e-16,1.2628786905111156e-15,0.63519896145786003,0
pvext_0000297,cal,open_circuit,1.8239533147723641e-15,1.1016534906538311e-13,4.5275596912365878e-16,5.7115998797046609e-16,4.622313885375827e-16,5.1014013698546746e-16,6.0403443446654785e-12,3.4205078016097073e-16,1.008915173628111e-14,28.40749460445133,0
pvext_0000306,cal,mpp_near,0,0,6.489903190158877e-16,0,7.2147354241415312e-16,5.8648890809269515e-16,5.9033827693379386e-16,2.3353458046814584e-16,2.7755575615628914e-16,24.792091053977089,0
pvext_0000307,cal,interior,0,0,6.022771132266485e-16,1.2333673363221271e-16,6.7763678097832389e-16,6.2102324578633684e-16,7.8289675481246711e-16,0,1.2177758801357186e-15,24.859043276069574,0
pvext_0000316,cal,short_circuit,8.8817841970012523e-16,4.3368086899420177e-19,1.1578673720366117e-16,1.1118270025639056e-16,9.0950482272081263e-16,1.1248016521513004e-15,2.0515654309515285e-16,2.7737235017577234e-16,7.5026790335996907e-16,2.8122540394758619,0
pvext_0000317,cal,open_circuit,1.4366112466301928e-14,5.4917181913083368e-13,1.2060370613002634e-15,7.0397291839117503e-16,1.0925398266425017e-15,1.1561173698724314e-15,2.8492196773835949e-12,5.5750964317067754e-16,7.7715611723760958e-16,26.711002583822555,0
pvext_0000326,cal,mpp_near,0,7.1054273576010019e-15,4.004598818050924e-16,1.1649353363801634e-16,4.4465123476037799e-16,5.8063760447089092e-16,5.551240797408016e-16,0,1.0408340855860843e-16,22.633014780738311,0
pvext_0000327,cal,interior,8.8817841970012523e-16,2.8421709430404007e-14,1.1031602616879481e-15,1.2445928728289935e-16,1.1766187211477899e-15,1.1214870693079056e-15,9.7880128397725013e-16,4.2240612886746109e-16,2.7755575615628914e-17,23.805489327992337,0
pvext_0000336,cal,short_circuit,0,0,1.4588690253126449e-16,1.1105013104929463e-16,0,0,1.4623925305334041e-16,1.4239622699936315e-16,4.0419056990259605e-16,1.0011225558187264,0
pvext_0000337,cal,open_circuit,2.23283305907096e-15,6.4272372146678691e-14,5.2869806227076446e-16,2.2534438362645751e-15,4.9920335208417189e-16,3.9901657007460164e-16,3.5964281557378331e-11,1.9679279336498054e-15,3.2536473515420994e-14,21.203004515733191,0
pvext_0000346,cal,mpp_near,8.8817841970012523e-16,5.6843418860808015e-14,4.0301114404606202e-16,1.220869009294317e-16,2.9952714923419674e-16,0,3.9963752390895224e-16,1.2742037738621124e-16,6.0368376963992887e-16,19.896943450974234,0
pvext_0000347,cal,interior,0,0,1.288068291249571e-16,2.2208668963675754e-16,2.3082661288232199e-16,1.6941658210960432e-16,1.7976257126020613e-16,3.6200550240180635e-16,2.6194324487249787e-16,5.5106301646459492,0
pvext_0000356,cal,short_circuit,0,0,3.4749655770302992e-16,1.1103357844051396e-16,1.2149372070990586e-16,1.3002680390888733e-16,2.6196892494641094e-16,3.1484816794399361e-16,2.4741493576119211e-16,1.0395017432533356,0
pvext_0000357,cal,open_circuit,5.3429483060085659e-16,1.1074474670635936e-14,1.6721516428130141e-16,0,0,0,5.114457128642721e-14,1.7708214449313465e-16,7.9797279894933126e-17,19.164985811205305,0
pvext_0000366,cal,mpp_near,4.4408920985006262e-16,0,4.8162390329647983e-16,1.1308944703729598e-16,5.5393975291711536e-16,5.9441916095309214e-16,3.457886741655476e-16,0,1.2490009027033011e-16,21.690445207670322,0
pvext_0000367,cal,interior,4.4408920985006262e-15,1.1368683772161603e-13,1.0265158872188146e-15,4.5960294219878932e-16,1.0690560388466567e-15,1.2751846215486697e-15,6.8062034695306936e-16,3.7694231975697527e-16,2.7755575615628914e-16,28.422163879553256,0
pvext_0000376,cal,short_circuit,1.7763568394002505e-15,0,2.1818614587105948e-16,1.1109144763033664e-16,3.340069497042511e-16,4.4766854378031938e-16,0,0,9.2460761269563818e-16,0.84604370973542387,0
pvext_0000377,cal,open_circuit,8.4814425448109798e-16,2.6236825212411219e-14,0,3.4039346696382171e-16,1.1207399313428271e-16,0,5.4983316796617478e-12,4.2734144129064581e-16,3.4833247397614286e-15,28.143682939975672,0
pvext_0000386,cal,mpp_near,0,0,3.8120194242131611e-16,0,1.9783337781203315e-16,1.5766453905403802e-16,2.4659804998554448e-16,1.1701115804506957e-16,2.9143354396410359e-16,19.582662302219738,0
pvext_0000387,cal,interior,8.8817841970012523e-16,7.1054273576010019e-15,2.6162155250693376e-16,1.1144818177775169e-16,3.6971316406417679e-16,4.6319526170870623e-16,3.5837396274596448e-16,3.8627798802185822e-16,7.0776717819853729e-16,6.4270697505833079,0
pvext_0000396,cal,short_circuit,0,0,0,1.1102547750811972e-16,0,2.0062772050052032e-16,1.6291790753750686e-16,0,1.4062102177136993e-16,0.38264657233223942,0
pvext_0000397,cal,open_circuit,2.1638451901324126e-15,1.1202762892695284e-13,9.5890165046363363e-16,1.5918236203191371e-15,9.060993996846621e-16,8.2125896900664184e-16,1.1966588878125288e-09,1.4706397310081773e-15,2.3946122862383845e-14,21.799734725726687,0
pvext_0000406,cal,mpp_near,0,1.4210854715202004e-14,7.2108596076692011e-16,1.1700607751613597e-16,6.0685877223763156e-16,6.1562411439414692e-16,6.8466697494370333e-16,1.1415118781555082e-16,2.7755575615628914e-16,15.905752968189175,0
pvext_0000407,cal,interior,0,0,1.2832848181906186e-16,1.1112359770459587e-16,0,0,0,1.2483825365672688e-16,6.8695049648681561e-16,18.073720750943824,0
pvext_0000416,cal,short_circuit,0,0,0,1.1125543402362283e-16,3.173918925243845e-16,2.2228544520841182e-16,1.4709217923972876e-16,1.3580271504575712e-16,4.649058915617843e-16,1.3361165915417204,0
pvext_0000417,cal,open_circuit,2.6367796834847468e-15,5.9063864910058328e-14,4.9064674961117528e-16,1.2710158533124954e-15,5.5671458710328312e-16,6.3075457249059048e-16,1.6667352784586485e-14,1.2180955708260934e-15,2.3573157315048832e-14,20.744465726982735,0
pvext_0000426,cal,mpp_near,4.4408920985006262e-16,1.4210854715202004e-14,3.0743489094044699e-16,1.2569947629334068e-16,3.8874238591799265e-16,4.7746956718872399e-16,1.1661119049592125e-16,1.1314753331252626e-16,3.7643499428696714e-16,15.506509589801038,0
pvext_0000427,cal,interior,2.6645352591003757e-15,7.1054273576010019e-14,1.0393139791402852e-15,1.5536053312881531e-15,1.1061150324770339e-15,1.019869970683826e-15,1.5963697338977367e-15,1.6548164230158038e-15,1.4668821712859881e-14,23.300592680307176,0
pvext_0000436,cal,short_circuit,0,5.5511151231257827e-17,1.1123691313125448e-16,0,2.1130512379899898e-16,2.0297306432179657e-16,1.1690336733565061e-16,2.7425257779470911e-16,1.4181364416110398e-16,0.71861605943352691,0
pvext_0000437,cal,open_circuit,9.5029992193087403e-15,3.281573011373537e-13,0,6.8630386633348409e-16,1.7380831855856282e-16,0,9.1416961003125047e-09,6.6572710445151083e-16,8.3266726846886741e-16,25.228053620482196,0
pvext_0000446,cal,mpp_near,1.7763568394002505e-15,1.1368683772161603e-13,2.4882664164849647e-15,3.872827156288676e-16,2.4992722387107324e-15,2.5455662787488591e-15,2.7974262599241913e-15,1.5786871615468637e-16,3.7192471324942744e-15,24.004989325770701,0
pvext_0000447,cal,interior,2.2204460492503131e-16,0,1.3057882558644833e-16,0,0,1.2816861416324868e-16,0,2.4968482343697952e-16,1.6653345369377348e-16,16.579855692988254,0
pvext_0000456,cal,short_circuit,0,0,1.7788618569183791e-16,0,1.3684569915703226e-16,1.6773912228298777e-16,0,0,5.2150124496552763e-17,0.34060594886443407,0
pvext_0000457,cal,open_circuit,1.4321877017664519e-14,6.7501559897209518e-13,8.5946990752524528e-16,1.3759847995040092e-16,7.65514570494817e-16,1.049016555644701e-15,1.7397337434581302e-14,0,2.3561014250716994e-14,21.850795769053558,0
pvext_0000466,cal,mpp_near,2.2204460492503131e-16,0,1.1134183548563003e-15,2.2736340427080162e-16,1.393338655933945e-15,1.581039523349962e-15,1.0632008250331991e-15,1.6145422912873722e-16,5.5511151231257827e-17,22.313711507564292,0
pvext_0000467,cal,interior,8.8817841970012523e-16,1.4210854715202004e-14,0,0,7.8342266850227e-16,8.1285145080812777e-16,0,0,6.1409211049578971e-16,12.315198271611486,0
pvext_0000476,cal,short_circuit,8.8817841970012523e-16,0,0,1.1113826044017572e-16,3.7650608540392523e-16,2.1477177982304175e-16,0,1.4276245932456462e-16,6.9388939039072284e-16,1.7444810424656745,0
pvext_0000477,cal,open_circuit,2.1121342522190112e-15,5.7975325928882881e-14,2.0450160948342652e-16,0,1.215012302464154e-16,1.4053545293400249e-16,1.2756699555246573e-11,2.042722582811968e-16,1.1379786002407855e-15,23.285806899116196,0
pvext_0000486,cal,mpp_near,0,2.8421709430404007e-14,0,2.422069583922324e-16,1.583068700363622e-16,1.8534196307851567e-16,0,1.2324654623664423e-16,3.677613769070831e-16,22.605966973934677,0
pvext_0000487,cal,interior,3.5527136788005009e-15,8.5265128291212022e-14,1.5330903104427951e-15,1.1287342809113974e-15,1.6791308606997938e-15,1.9513159190099147e-15,2.1019212702523071e-15,6.6549062935448299e-16,8.2156503822261584e-15,16.844488770198652,0
pvext_0000496,cal,short_circuit,1.7763568394002505e-15,1.3552527156068805e-20,0,0,4.1370555237824532e-16,2.9690411876732393e-16,1.2365665056902347e-16,0,1.0794316829265682e-15,1.1466324350526991,0
pvext_0000497,cal,open_circuit,3.318526009543632e-15,1.3155535688591513e-13,3.249020793253686e-16,2.2131315209853088e-16,1.8080116837231274e-16,3.8416040895984419e-16,2.4601882973432024e-11,4.6099802359580704e-16,1.6306400674181987e-16,20.303449003960086,0
pvext_0000506,cal,mpp_near,1.7763568394002505e-15,2.8421709430404007e-14,1.7373805042056681e-15,6.3566107373954844e-16,1.9613118693853203e-15,1.9957329465036376e-15,1.9208327258856703e-15,6.017036344427692e-16,3.219646771412954e-15,21.864936663381471,0
pvext_0000507,cal,interior,8.8817841970012523e-16,2.8421709430404007e-14,1.9640262295258658e-15,1.1110024535073007e-16,1.8501860895358592e-15,2.2569970952289104e-15,1.7049444808855445e-15,0,4.4582393332603942e-16,20.977539094196437,0
pvext_0000516,cal,short_circuit,8.8817841970012523e-16,6.7762635780344027e-21,1.6822808733112857e-16,0,1.7177216431179504e-16,2.0258651550423128e-16,1.1616319689519303e-16,1.1892986788462537e-16,6.3100566438656358e-16,0.28005747269920384,0
pvext_0000517,cal,open_circuit,2.832803436270126e-15,1.7541523789077473e-13,2.0502221413629781e-16,5.119933980809183e-16,1.1122431719841199e-16,3.5844133207455875e-16,2.5590989551547324e-13,6.9816980351363006e-16,2.8449465006019636e-15,27.460890446002747,0
pvext_0000526,cal,mpp_near,8.8817841970012523e-16,0,8.5339786096564159e-16,1.2066805675427233e-16,9.2283006808901427e-16,1.0756891842482298e-15,7.8498180386301907e-16,2.1461392908419072e-16,6.0368376963992887e-16,25.557954163628647,0
pvext_0000527,cal,interior,1.7763568394002505e-15,0,2.4877260295936619e-15,0,2.8747152734347623e-15,3.1204773519928597e-15,2.6168857766392831e-15,1.6798383700703837e-16,1.3062467774105357e-15,16.155076773832775,0
pvext_0000536,cal,short_circuit,0,5.5511151231257827e-17,1.3165771289217662e-16,0,0,0,1.2038576819535852e-16,1.1715211710680025e-16,5.8113236445223038e-16,2.2406965331912994,0
pvext_0000537,cal,open_circuit,3.7470027081099033e-16,1.6431300764452317e-14,1.3015513084350694e-15,1.6803726556957034e-15,1.1300338607231439e-15,1.2084556291654521e-15,5.907014355528628e-15,1.5756310606417063e-15,1.7284784714632906e-14,21.547858351341972,0
pvext_0000546,cal,mpp_near,8.8817841970012523e-16,0,2.432706651126128e-15,0,2.5458107430372625e-15,2.5293729072876349e-15,2.5908278877762981e-15,0,3.4867941867133823e-16,24.41286227377341,0
pvext_0000547,cal,interior,8.8817841970012523e-16,0,8.4257067989057807e-16,0,1.0945096580350388e-15,1.0340554625178191e-15,1.0442569771392504e-15,1.3201214901672618e-16,2.3314683517128287e-15,26.307768809558596,0
pvext_0000556,cal,short_circuit,4.4408920985006262e-16,1.7347234759768071e-18,1.6578107898267594e-16,2.2220271834145771e-16,2.1905307961210634e-16,5.2033170709446436e-16,2.9312069049630325e-16,2.0009130071014844e-16,3.8510861166685117e-16,0.70031067489227194,0
pvext_0000557,cal,open_circuit,5.368969158148218e-15,2.333688797762079e-13,8.148708150547517e-16,7.672651189039705e-16,9.7428087470488651e-16,8.111061970512103e-16,4.3324669282016231e-13,6.4094138813778523e-16,1.3069406668009265e-14,26.793872806004071,0
pvext_0000566,cal,mpp_near,0,2.8421709430404007e-14,3.6722835430441391e-16,0,5.7226741167064903e-16,3.4402011821891941e-16,4.2167738990234558e-16,1.51120686395068e-16,1.3183898417423734e-16,17.171211359205607,0
pvext_0000567,cal,interior,0,1.4210854715202004e-14,1.9149634476681949e-16,0,4.6121587495517227e-16,2.8697172032043263e-16,0,0,1.9428902930940239e-16,12.85144526365789,0
pvext_0000576,cal,short_circuit,0,1.1102230246251565e-16,0,0,1.4127020337466128e-16,1.7726599683653174e-16,1.7928586870402933e-16,1.6001953185655026e-16,1.9081958235744878e-16,2.6091586889224412,0
pvext_0000577,cal,open_circuit,1.7347234759768071e-16,4.8988590961585032e-15,1.7192374627913498e-16,1.385227156660918e-16,3.1500861723736293e-16,0,3.9739259940651694e-14,1.6881154182744852e-16,1.1136924715771102e-15,19.97284974836413,0
pvext_0000586,cal,mpp_near,4.4408920985006262e-16,1.4210854715202004e-14,1.2198896945831476e-15,0,1.2471207530058911e-15,1.593646528367645e-15,1.0038304959761456e-15,0,4.163336342344337e-16,21.948229944709819,0
pvext_0000587,cal,interior,4.4408920985006262e-16,7.1054273576010019e-15,0,0,1.1907941661834766e-15,9.5903297285926183e-16,0,0,4.2067044292437572e-16,10.509874406227603,0
pvext_0000596,cal,short_circuit,8.8817841970012523e-16,2.2204460492503131e-16,0,1.1115389068259994e-16,1.9639804072039261e-16,0,1.447970270758888e-16,2.1789362662531982e-16,7.3552275381416621e-16,1.1829072590224161,0
pvext_0000597,cal,open_circuit,2.3580817033990852e-15,7.9574638978813228e-14,1.2392251986171987e-15,7.721380957001541e-16,1.0963951701073436e-15,1.2443309469400632e-15,1.3113566458185653e-09,7.0793627384413615e-16,7.1991024253037494e-15,21.254726088880318,0
pvext_0000606,cal,mpp_near,8.8817841970012523e-16,2.8421709430404007e-14,2.5664766215540733e-16,1.3382144050416284e-16,2.18763103430088e-16,3.5565918879806687e-16,2.7041883481060705e-16,1.9298609302302681e-16,8.7430063189231078e-16,17.530343671867254,0
pvext_0000607,cal,interior,0,2.8421709430404007e-14,4.3525142022942492e-16,1.1118563451230542e-16,4.2406881017459876e-16,6.6592976593466764e-16,2.6000599539545325e-16,0,5.7939764097625357e-16,12.236571845783454,0
pvext_0000616,cal,short_circuit,0,2.1684043449710089e-19,0,1.1150402312859718e-16,0,1.2282483478872277e-16,1.151093489143889e-16,0,1.1796119636642288e-16,0.92297724723151808,0
pvext_0000617,cal,open_circuit,3.7177292494527947e-15,1.7937040741600185e-13,8.1992866777114524e-16,2.1939668919834347e-15,7.9185022855123772e-16,9.2937796147254368e-16,3.2422750188888552e-12,2.1106483055587178e-15,2.5132673719951981e-14,28.234155880532853,0
pvext_0000626,cal,mpp_near,2.2204460492503131e-16,7.1054273576010019e-15,2.8280337639982279e-15,0,2.9232804972437708e-15,3.075708818517421e-15,2.6114593271000812e-15,1.588360282009911e-16,1.0755285551056204e-16,21.057440502825855,0
pvext_0000627,cal,interior,0,0,1.4594902876325758e-16,1.1223160688086065e-16,3.707008267067361e-16,1.3812051532982501e-16,1.5258247037835064e-16,0,2.7061686225238191e-16,17.92560831402897,0
pvext_0000636,cal,short_circuit,0,0,1.1502482202864926e-16,0,2.0250529897672954e-16,2.4142001331445509e-16,0,0,1.3097162243624894e-16,2.2801799210929765,0
pvext_0000637,cal,open_circuit,1.0491607582707729e-14,4.9649173661237e-13,5.855210919941318e-16,5.4841859516804808e-16,4.6413501427521146e-16,5.4430822754791274e-16,1.1673126888293217e-13,5.594877807300638e-16,7.2164496600635175e-16,20.673596711607345,0
pvext_0000646,cal,mpp_near,0,0,1.6990883002211085e-15,1.1660458899016922e-16,1.750330714719687e-15,1.7459478816685154e-15,1.7918504818756028e-15,0,7.0776717819853729e-16,24.952577302204787,0
