index,path,root_abs,rho,accepted,status
464,1,7.1054273576010019e-15,5.0952438128365432e-10,1,1
465,0,2.0623166285815842e-08,2.1123165841726633e-08,1,1
466,0,7.4029925745122682e-08,7.4502817207485803e-08,1,1
467,1,0,5.0000000000000003e-10,1,1
468,1,8.8817841970012523e-16,5.0832089952496065e-10,1,1
469,0,1.8825100589481281e-08,1.9325100589481282e-08,1,1
470,1,0,5.263908894737597e-10,1,1
471,1,8.8817841970012523e-16,5.0594191362779387e-10,1,1
472,1,2.708944180085382e-14,9.9920201306008486e-10,1,1
473,1,4.8849813083506888e-15,5.1234834456909087e-10,1,1
474,1,4.4408920985006262e-16,5.0240119035765932e-10,1,1
475,1,4.4408920985006262e-16,5.0091171514782221e-10,1,1
476,1,4.4408920985006262e-16,5.3819966565288272e-10,1,1
477,1,6.4837024638109142e-14,5.0007949196856319e-10,1,1
478,1,0,5.0091393559387146e-10,1,1
479,1,0,5.0884758932784283e-10,1,1
480,1,7.1054273576010019e-15,5.3879518928329165e-10,1,1
481,0,3.1409168599338955e-09,3.6409168599338954e-09,1,1
482,1,8.8817841970012523e-15,3.7859732712609006e-09,1,1
483,1,7.1054273576010019e-15,6.9889512259396728e-10,1,1
484,1,2.6645352591003757e-15,5.1206457156399668e-10,1,1
485,1,3.1086244689504383e-15,5.0000310862446898e-10,1,1
486,1,1.3322676295501878e-15,8.4251890212999573e-10,1,1
487,1,8.8817841970012523e-16,5.0985922454788127e-10,1,1
488,1,8.8817841970012523e-16,5.1397326698793225e-10,1,1
489,1,0,5.0020117241206211e-10,1,1
490,1,1.3322676295501878e-15,5.0934807786734385e-10,1,1
491,1,0,5.040367709175371e-10,1,1
492,1,8.8817841970012523e-16,5.0318056692094618e-10,1,1
493,1,8.8817841970012523e-16,5.0000088817841973e-10,1,1
494,1,1.3322676295501878e-15,5.0352651241541938e-10,1,1
495,1,4.4408920985006262e-16,5.0000044408920988e-10,1,1
496,1,4.4408920985006262e-16,6.7947332509038464e-10,1,1
497,1,4.4408920985006262e-16,5.0042144066014774e-10,1,1
498,1,8.8817841970012523e-16,5.2901323625792432e-10,1,1
499,1,3.5527136788005009e-15,5.0004440892098504e-10,1,1
500,1,0,5.0037791991758243e-10,1,1
501,1,0,5.0002797762022059e-10,1,1
502,1,0,5.0000000000000003e-10,1,1
503,1,2.2204460492503131e-15,5.0000222044604928e-10,1,1
504,1,1.3322676295501878e-15,5.0941380307040166e-10,1,1
505,1,4.4408920985006262e-16,5.0274313904924387e-10,1,1
506,1,0,9.501856665228842e-10,1,1
507,1,2.1316282072803006e-14,5.0002176037128268e-10,1,1
508,1,0,5.054551918537982e-10,1,1
509,0,7.7453283786610427e-08,7.7938177203958956e-08,1,1
510,1,1.7763568394002505e-15,5.3378142210408444e-10,1,1
511,1,4.4408920985006262e-16,5.1018296558186197e-10,1,1
512,1,1.3322676295501878e-15,5.0000133226762958e-10,1,1
513,1,3.1086244689504383e-15,5.0008615330671094e-10,1,1
514,1,1.7763568394002505e-15,5.4287015187287583e-10,1,1
515,1,4.5874415377511468e-13,5.00459188242985e-10,1,1
516,1,4.4408920985006262e-16,5.0008837375276019e-10,1,1
517,1,4.4408920985006262e-16,5.0000799360577733e-10,1,1
518,1,0,5.0000000000000003e-10,1,1
519,1,4.4408920985006262e-16,5.0009414691248824e-10,1,1
520,1,6.3060667798708891e-14,5.0006306066779874e-10,1,1
521,1,4.4408920985006262e-16,5.0000044408920988e-10,1,1
522,1,0,5.2303357504729323e-10,1,1
523,1,4.4408920985006262e-16,5.0691402490815566e-10,1,1
524,1,8.8817841970012523e-16,5.0696687152412781e-10,1,1
525,1,0,5.0000000000000003e-10,1,1
526,1,4.4408920985006262e-16,5.0000133226762958e-10,1,1
527,1,4.4408920985006262e-16,6.4745671350624437e-10,1,1
528,1,0,6.1080025785759065e-10,1,1
529,1,0,6.0297718233687195e-10,1,1
530,0,9.863777350460623e-08,9.9137773504606228e-08,1,1
531,0,3.6676525816403682e-08,3.7176505388300027e-08,1,1
532,1,0,5.0015631940186725e-10,1,1
533,1,0,5.2027134016202584e-10,1,1
534,1,4.4408920985006262e-16,5.0000399680288868e-10,1,1
535,1,1.6209256159527285e-13,5.0026378899065097e-10,1,1
536,1,0,5.2395239562247301e-10,1,1
537,1,4.4408920985006262e-16,6.6858558993249065e-10,1,1
538,1,1.7763568394002505e-15,7.8058755319193554e-10,1,1
539,1,0,5.1281241779338419e-10,1,1
540,1,4.3041126218668069e-12,5.0431121804922444e-10,1,1
541,1,1.3322676295501878e-15,5.9995559935305212e-10,1,1
542,1,4.4408920985006262e-16,6.6731327434627022e-10,1,1
543,1,1.7763568394002505e-15,5.0023181456754176e-10,1,1
544,1,1.3322676295501878e-15,5.001327826737452e-10,1,1
545,1,1.865174681370263e-13,5.0018651746813706e-10,1,1
546,1,1.1013412404281553e-13,5.0011013412404285e-10,1,1
547,1,4.4408920985006262e-16,5.1787636705330445e-10,1,1
548,1,2.6645352591003757e-14,5.1813571515185689e-10,1,1
549,1,8.8817841970012523e-16,5.2131406162675379e-10,1,1
550,1,0,5.0000000000000003e-10,1,1
551,1,0,5.0064526162191217e-10,1,1
552,1,8.8817841970012523e-16,5.0134026123532752e-10,1,1
553,1,8.8817841970012523e-16,5.0000444089209853e-10,1,1
554,1,0,5.0656763532447261e-10,1,1
555,1,5.2002846473442332e-13,5.0014566126083085e-10,1,1
556,1,1.3322676295501878e-15,5.0116484599743675e-10,1,1
557,1,0,5.246043185825329e-10,1,1
558,1,4.3698378249246161e-13,5.004760636329593e-10,1,1
559,1,1.7763568394002505e-15,5.0095923269327617e-10,1,1
560,1,3.5527136788005009e-15,5.0039968028886509e-10,1,1
561,1,2.5313084961453569e-14,7.2068302740763105e-10,1,1
562,1,0,1.1002256469628264e-09,1,1
563,1,8.8817841970012523e-16,5.8611245050360597e-10,1,1
564,1,4.4408920985006262e-16,7.5705304551593148e-10,1,1
565,1,1.7763568394002505e-15,5.1339151012302867e-10,1,1
566,1,8.8817841970012523e-16,6.8767742915315469e-10,1,1
567,1,4.0589753780295723e-13,5.0038991032624839e-10,1,1
568,1,3.0864200084579352e-13,5.0016697754290365e-10,1,1
569,0,9.7354779349245746e-08,9.7826477099812789e-08,1,1
570,1,8.8817841970012523e-16,5.0000088817841973e-10,1,1
571,1,1.3322676295501878e-15,5.0095434771196782e-10,1,1
572,1,4.4408920985006262e-16,7.1882140543993958e-10,1,1
573,1,4.4408920985006262e-16,6.2331025089906692e-10,1,1
574,1,8.8817841970012523e-16,5.0029753977059957e-10,1,1
575,1,8.8817841970012523e-16,5.0026334490144112e-10,1,1
576,0,5.879172437772695e-08,5.9291724377726948e-08,1,1
577,1,8.8817841970012523e-16,5.0346744855050932e-10,1,1
578,1,3.5527136788005009e-15,8.3077141026183202e-10,1,1
579,1,4.8849813083506888e-15,7.4133717246854761e-10,1,1
580,1,4.4408920985006262e-16,7.2306512192926678e-10,1,1
581,1,8.8817841970012523e-16,8.7938363561806912e-10,1,1
582,1,2.6645352591003757e-15,8.2440627961705107e-10,1,1
583,1,8.8817841970012523e-16,5.7900613496758527e-10,1,1
584,0,1.8065863471861121e-08,1.8566545592887452e-08,1,1
585,1,1.7763568394002505e-15,5.8962830477798892e-10,1,1
586,1,0,5.0016076029396575e-10,1,1
587,1,8.8817841970012523e-16,5.1046229769485766e-10,1,1
588,1,8.8817841970012523e-16,5.018847146066037e-10,1,1
589,1,1.7763568394002505e-15,5.0156230584025255e-10,1,1
590,1,4.4408920985006262e-16,8.4410874150125895e-10,1,1
591,1,8.8817841970012523e-16,5.0188693505265295e-10,1,1
592,1,8.8817841970012523e-16,5.0000310862446898e-10,1,1
593,1,1.3322676295501878e-15,5.0175726100337673e-10,1,1
594,1,1.020961093445294e-12,5.0102673425317338e-10,1,1
595,1,5.3290705182007514e-15,5.1374012015276097e-10,1,1
596,1,1.3322676295501878e-15,5.0119326770686715e-10,1,1
597,1,8.8817841970012523e-16,6.628785994967075e-10,1,1
598,1,4.4408920985006262e-16,5.0000222044604928e-10,1,1
599,1,1.7763568394002505e-15,5.0008704148513064e-10,1,1
