domain,sample_id,split,branch,parameter_index,relative_step,absolute_step,fd_gradient,reference_gradient,absolute_error,relative_error,minus_root_count,plus_root_count,branch_stable
bem,bem_0000657,cal,smooth,0,3e-3,0.041460321024432899,-0.00165884410121324898531885,-0.001658826640788515097847778,1.7460424733887471e-8,1.0525768217459869e-5,1,1,1
bem,bem_0000657,cal,smooth,0,1e-3,0.0138201070081443,-0.001658828580817856389469102,-0.001658826640788515097847778,1.9400293412916213e-9,1.1695190405004817e-6,1,1,1
bem,bem_0000657,cal,smooth,0,3e-4,0.0041460321024432899,-0.001658826815390973062612678,-0.001658826640788515097847778,1.746024579647649e-10,1.0525660347591746e-7,1,1,1
bem,bem_0000657,cal,smooth,0,1e-4,0.00138201070081443,-0.001658826660188786419927627,-0.001658826640788515097847778,1.9400271322079848e-11,1.1695177087858937e-8,1,1,1
bem,bem_0000657,cal,smooth,0,3e-5,0.00041460321024432899,-0.001658826642534539498559839,-0.001658826640788515097847778,1.7460244007120606e-12,1.0525659268904052e-9,1,1,1
bem,bem_0000657,cal,smooth,0,1e-5,0.000138201070081443,-0.001658826640982517808859496,-0.001658826640788515097847778,1.9400271101171735e-13,1.1695176954687629e-10,1,1,1
bem,bem_0000666,cal,smooth,0,1e-2,0.10205944745107308,-0.004686368984582502768215848,-0.004685766385302799056036664,6.0259927970371218e-7,0.0001286020749121857,1,1,1
bem,bem_0000666,cal,smooth,0,3e-3,0.030617834235321924,-0.004685820613356068157353388,-0.004685766385302799056036664,5.4228053269101317e-8,1.1572931471613911e-5,1,1,1
bem,bem_0000666,cal,smooth,0,1e-3,0.010205944745107308,-0.004685772410584603011145986,-0.004685766385302799056036664,6.0252818039551093e-9,1.2858690144804881e-6,1,1,1
bem,bem_0000666,cal,smooth,0,3e-4,0.0030617834235321924,-0.004685766927577573292216565,-0.004685766385302799056036664,5.422747742361799e-10,1.157280857912718e-7,1,1,1
bem,bem_0000666,cal,smooth,0,1e-4,0.0010205944745107308,-0.004685766445555546004192117,-0.004685766385302799056036664,6.0252746948155453e-11,1.2858674973029382e-8,1,1,1
bem,bem_0000666,cal,smooth,0,3e-5,0.00030617834235321924,-0.004685766390725546222558748,-0.004685766385302799056036664,5.4227471665220834e-12,1.1572807350214622e-9,1,1,1
bem,bem_0000666,cal,smooth,0,1e-5,0.00010205944745107308,-0.004685766385905326518409087,-0.004685766385302799056036664,6.0252746237242287e-13,1.2858674821311795e-10,1,1,1
bem,bem_0000667,cal,smooth,0,1e-2,0.12365238831913633,-0.002050344853326495043787377,-0.002050104166468649180206986,2.4068685784586358e-7,0.00011740225778890647,1,1,1
bem,bem_0000667,cal,smooth,0,3e-3,0.037095716495740898,-0.002050125826014199864909239,-0.002050104166468649180206986,2.1659545550684702e-8,1.0565095132699408e-5,1,1,1
bem,bem_0000667,cal,smooth,0,1e-3,0.012365238831913633,-0.002050106573062634412630301,-0.002050104166468649180206986,2.4065939852324233e-9,1.1738886367797769e-6,1,1,1
bem,bem_0000667,cal,smooth,0,3e-4,0.0037095716495740898,-0.002050104383061880713329079,-0.002050104166468649180206986,2.1659323153312209e-10,1.0564986651688477e-7,1,1,1
bem,bem_0000667,cal,smooth,0,1e-4,0.0012365238831913633,-0.002050104190534561576316606,-0.002050104166468649180206986,2.406591239610962e-11,1.1738872975202864e-8,1,1,1
bem,bem_0000667,cal,smooth,0,3e-5,0.00037095716495740898,-0.002050104168634581273143099,-0.002050104166468649180206986,2.1659320929361139e-12,1.0564985566889418e-9,1,1,1
bem,bem_0000667,cal,smooth,0,1e-5,0.00012365238831913633,-0.002050104166709308301422463,-0.002050104166468649180206986,2.4065912121547785e-13,1.1738872841277067e-10,1,1,1
bem,bem_0000676,cal,smooth,0,1e-2,0.13034917921489635,-0.002484806429529514461305845,-0.002484497268617200218169463,3.0916091231424314e-7,0.00012443600410408711,1,1,1
bem,bem_0000676,cal,smooth,0,3e-3,0.039104753764468905,-0.002484525090077918870919386,-0.002484497268617200218169463,2.782146071865275e-8,1.119802427238625e-5,1,1,1
bem,bem_0000676,cal,smooth,0,1e-3,0.013034917921489635,-0.002484500359861103792303825,-0.002484497268617200218169463,3.0912439035741344e-9,1.2442130416567662e-6,1,1,1
bem,bem_0000676,cal,smooth,0,3e-4,0.0039104753764468905,-0.002484497546828849438304116,-0.002484497268617200218169463,2.7821164922013465e-10,1.119790521544744e-7,1,1,1
bem,bem_0000676,cal,smooth,0,1e-4,0.0013034917921489635,-0.002484497299529602736145898,-0.002484497268617200218169463,3.0912402517976435e-11,1.2442115718316483e-8,1,1,1
bem,bem_0000676,cal,smooth,0,3e-5,0.00039104753764468905,-0.002484497271399316414577226,-0.002484497268617200218169463,2.7821161964077629e-12,1.119790402489035e-9,1,1,1
bem,bem_0000676,cal,smooth,0,1e-5,0.00013034917921489635,-0.002484497268926324239697455,-0.002484497268617200218169463,3.0912402152799205e-13,1.244211557133414e-10,1,1,1
bem,bem_0000677,cal,smooth,0,1e-2,0.060008434374207056,-0.00971128003476337653123698,-0.009709703444558518217460155,1.5765902048583138e-6,0.00016237264236343506,1,1,1
bem,bem_0000677,cal,smooth,0,3e-3,0.018002530312262117,-0.009709845319855829864384417,-0.009709703444558518217460155,1.4187529731164692e-7,1.4611702419310884e-5,1,1,1
bem,bem_0000677,cal,smooth,0,1e-3,0.0060008434374207056,-0.009709719208306384816573594,-0.009709703444558518217460155,1.5763747866599113e-8,1.6235045649549044e-6,1,1,1
bem,bem_0000677,cal,smooth,0,3e-4,0.0018002530312262117,-0.009709704863294044322127004,-0.009709703444558518217460155,1.4187355261046668e-9,1.4611522732959988e-7,1,1,1
bem,bem_0000677,cal,smooth,0,1e-4,0.00060008434374207056,-0.009709703602195781490264849,-0.009709703444558518217460155,1.5763726327280469e-10,1.6235023466257075e-8,1,1,1
bem,bem_0000677,cal,smooth,0,3e-5,0.00018002530312262117,-0.009709703458745871733823875,-0.009709703444558518217460155,1.418735351636372e-11,1.4611520936115256e-9,1,1,1
bem,bem_0000677,cal,smooth,0,1e-5,6.0008434374207056e-5,-0.009709703446134890828648908,-0.009709703444558518217460155,1.5763726111887533e-12,1.6235023244424413e-10,1,1,1
bem,bem_0000686,cal,smooth,0,1e-2,0.096240762288062278,-0.003460752101199040430456338,-0.003460265123141681245134866,4.8697805735918532e-7,0.00014073431948967048,1,1,1
bem,bem_0000686,cal,smooth,0,3e-3,0.028872228686418683,-0.003460308945900653596632179,-0.003460265123141681245134866,4.3822758972351497e-8,1.2664566850462448e-5,1,1,1
bem,bem_0000686,cal,smooth,0,1e-3,0.0096240762288062278,-0.003460269992285688742854886,-0.003460265123141681245134866,4.86914400749772e-9,1.4071592303530991e-6,1,1,1
bem,bem_0000686,cal,smooth,0,3e-4,0.0028872228686418683,-0.003460265561364115371460574,-0.003460265123141681245134866,4.3822243412632571e-10,1.2664417856180051e-7,1,1,1
bem,bem_0000686,cal,smooth,0,1e-4,0.00096240762288062278,-0.003460265171833057671402341,-0.003460265123141681245134866,4.8691376426267476e-11,1.4071573909359603e-8,1,1,1
bem,bem_0000686,cal,smooth,0,3e-5,0.00028872228686418683,-0.003460265127523905070844162,-0.003460265123141681245134866,4.3822238257092964e-12,1.2664416366253868e-9,1,1,1
bem,bem_0000686,cal,smooth,0,1e-5,9.6240762288062278e-5,-0.003460265123628595003032678,-0.003460265123141681245134866,4.8691375789781168e-13,1.4071573725418117e-10,1,1,1
bem,bem_0000687,cal,smooth,0,1e-2,0.069525399983611038,-0.009658413717538364570346498,-0.009656459624771771324937149,1.9540927665932454e-6,0.00020236120094992165,1,1,1
bem,bem_0000687,cal,smooth,0,3e-3,0.020857619995083311,-0.009656635473890807695422855,-0.009656459624771771324937149,1.7584911903637049e-7,1.8210516676864027e-5,1,1,1
bem,bem_0000687,cal,smooth,0,1e-3,0.0069525399983611038,-0.009656479163374947819579085,-0.009656459624771771324937149,1.9538603176494642e-8,2.0233712908996327e-6,1,1,1
bem,bem_0000687,cal,smooth,0,3e-4,0.0020857619995083311,-0.009656461383244134334954674,-0.009656459624771771324937149,1.7584723630100175e-9,1.8210321705265543e-7,1,1,1
bem,bem_0000687,cal,smooth,0,1e-4,0.00069525399983611038,-0.009656459820157570654515279,-0.009656459624771771324937149,1.9538579932957813e-10,2.0233688838542214e-8,1,1,1
bem,bem_0000687,cal,smooth,0,3e-5,0.00020857619995083311,-0.009656459642356493072311852,-0.009656459624771771324937149,1.7584721747374703e-11,1.8210319755559807e-9,1,1,1
bem,bem_0000687,cal,smooth,0,1e-5,6.9525399983611038e-5,-0.009656459626725629294989407,-0.009656459624771771324937149,1.953857970052258e-12,2.0233688597837814e-10,1,1,1
bem,bem_0000696,cal,smooth,0,1e-2,0.012422795542815379,-0.3335408973920028217933729,-0.3335303278720264480492603,1.0569519976373744e-5,3.1689831757756088e-5,1,1,1
bem,bem_0000696,cal,smooth,0,3e-3,0.0037268386628446137,-0.3335312791426202372375695,-0.3335303278720264480492603,9.5127059378918831e-7,2.8521262214996683e-6,1,1,1
bem,bem_0000696,cal,smooth,0,1e-3,0.0012422795542815379,-0.3335304335688938347831997,-0.3335303278720264480492603,1.0569686738673394e-7,3.1690331749168304e-7,1,1,1
bem,bem_0000696,cal,smooth,0,3e-4,0.00037268386628446137,-0.3335303373847458922778458,-0.3335303278720264480492603,9.5127194442285855e-9,2.8521302710074863e-8,1,1,1
bem,bem_0000696,cal,smooth,0,1e-4,0.00012422795542815379,-0.3335303289289952886599674,-0.3335303278720264480492603,1.0569688406107071e-9,3.1690336748514804e-9,1,1,1
bem,bem_0000696,cal,smooth,0,3e-5,3.7268386628446137e-5,-0.3335303279671536438421661,-0.3335303278720264480492603,9.5127195792905723e-11,2.8521303115021507e-10,1,1,1
bem,bem_0000696,cal,smooth,0,1e-5,1.2422795542815379e-5,-0.3335303278825961364720417,-0.3335303278720264480492603,1.0569688422781389e-11,3.1690336798508212e-11,1,1,1
bem,bem_0000697,cal,smooth,0,1e-2,0.033356045379014989,-0.07836285537253329017334076,-0.07835618701280440693915984,6.6683597288832342e-6,8.5103167766363345e-5,1,1,1
bem,bem_0000697,cal,smooth,0,3e-3,0.010006813613704497,-0.07835678712669145535739169,-0.07835618701280440693915984,6.0011388704841823e-7,7.6587938990746438e-6,1,1,1
bem,bem_0000697,cal,smooth,0,1e-3,0.0033356045379014989,-0.07835625369174925509702341,-0.07835618701280440693915984,6.6678944848157864e-8,8.509723021267187e-7,1,1,1
bem,bem_0000697,cal,smooth,0,3e-4,0.0010006813613704497,-0.07835619301390559465865649,-0.07835618701280440693915984,6.0011011877194967e-9,7.658745807448287e-8,1,1,1
bem,bem_0000697,cal,smooth,0,1e-4,0.00033356045379014989,-0.07835618767959339020359714,-0.07835618701280440693915984,6.667889832644373e-10,8.5097170840571329e-9,1,1,1
bem,bem_0000697,cal,smooth,0,3e-5,0.00010006813613704497,-0.07835618707281541504809796,-0.07835618701280440693915984,6.0011008108938126e-11,7.6587453265345284e-10,1,1,1
bem,bem_0000697,cal,smooth,0,1e-5,3.3356045379014989e-5,-0.07835618701947229672528252,-0.07835618701280440693915984,6.6678897861226858e-12,8.5097170246850667e-11,1,1,1
bem,bem_0000706,cal,smooth,0,1e-2,0.033177031502689838,-0.04918570902601240307505461,-0.04917903093145244223181874,6.6780945599608432e-6,0.0001357915036851584,1,1,1
bem,bem_0000706,cal,smooth,0,3e-3,0.0099531094508069513,-0.04917963191563015146033896,-0.04917903093145244223181874,6.0098417770922852e-7,1.2220333876584566e-5,1,1,1
bem,bem_0000706,cal,smooth,0,1e-3,0.0033177031502689838,-0.04917909770703916422575235,-0.04917903093145244223181874,6.6775586721993934e-8,1.3578060701331879e-6,1,1,1
bem,bem_0000706,cal,smooth,0,3e-4,0.00099531094508069513,-0.04917903694125081415061806,-0.04917903093145244223181874,6.0097983719187993e-9,1.2220245617070981e-7,1,1,1
bem,bem_0000706,cal,smooth,0,1e-4,0.00033177031502689838,-0.04917903159920777358730198,-0.04917903093145244223181874,6.6775533135548324e-10,1.3578049805133928e-8,1,1,1
bem,bem_0000706,cal,smooth,0,3e-5,9.9531094508069513e-5,-0.04917903099155042161050638,-0.04917903093145244223181874,6.0097979378687634e-11,1.22202447344793e-9,1,1,1
bem,bem_0000706,cal,smooth,0,1e-5,3.3177031502689838e-5,-0.04917903093812999549178715,-0.04917903093145244223181874,6.6775532599684101e-12,1.3578049696171996e-10,1,1,1
bem,bem_0000707,cal,smooth,0,1e-2,0.079105078026294695,-0.006266156196380261010343902,-0.00626531316830896527903789,8.4302807129573131e-7,0.00013455481771604215,1,1,1
bem,bem_0000707,cal,smooth,0,3e-3,0.023731523407888409,-0.006265389032252719076662471,-0.00626531316830896527903789,7.5863943753797625e-8,1.2108563724720184e-5,1,1,1
bem,bem_0000707,cal,smooth,0,1e-3,0.0079105078026294695,-0.006265321597552223061481568,-0.00626531316830896527903789,8.4292432577824437e-9,1.345382590038597e-6,1,1,1
bem,bem_0000707,cal,smooth,0,3e-4,0.0023731523407888409,-0.006265313926940000319869483,-0.00626531316830896527903789,7.5863103504083159e-10,1.210842961335306e-7,1,1,1
bem,bem_0000707,cal,smooth,0,1e-4,0.00079105078026294695,-0.006265313252601294123295274,-0.00626531316830896527903789,8.4292328844257385e-11,1.3453809343581183e-8,1,1,1
bem,bem_0000707,cal,smooth,0,3e-5,0.00023731523407888409,-0.006265313175895274789205202,-0.00626531316830896527903789,7.5863095101673125e-12,1.2108428272253292e-9,1,1,1
bem,bem_0000707,cal,smooth,0,1e-5,7.9105078026294695e-5,-0.006265313169151888557107119,-0.00626531316830896527903789,8.4292327806922909e-13,1.3453809178013326e-10,1,1,1
bem,bem_0000716,cal,smooth,0,1e-2,0.10897978958181287,-0.003578541782992328112134573,-0.00357807887003908080179371,4.6291295324731034e-7,0.00012937472036278906,1,1,1
bem,bem_0000716,cal,smooth,0,3e-3,0.032693936874543862,-0.003578120527584661933993718,-0.00357807887003908080179371,4.16575455811322e-8,1.1642433577960009e-5,1,1,1
bem,bem_0000716,cal,smooth,0,1e-3,0.010897978958181287,-0.003578083498610131367016096,-0.00357807887003908080179371,4.6285710505652224e-9,1.2935911193356864e-6,1,1,1
bem,bem_0000716,cal,smooth,0,3e-4,0.0032693936874543862,-0.003578079286610013389033047,-0.00357807887003908080179371,4.1657093258723934e-10,1.1642307163080769e-7,1,1,1
bem,bem_0000716,cal,smooth,0,1e-4,0.0010897978958181287,-0.00357807891632473546569353,-0.00357807887003908080179371,4.628565466389982e-11,1.293589558672704e-8,1,1,1
bem,bem_0000716,cal,smooth,0,3e-5,0.00032693936874543862,-0.003578078874204789675348388,-0.00357807887003908080179371,4.1657088735546782e-12,1.1642305898945093e-9,1,1,1
bem,bem_0000716,cal,smooth,0,1e-5,0.00010897978958181287,-0.003578078870501937342848539,-0.00357807887003908080179371,4.628565410548294e-13,1.2935895430660922e-10,1,1,1
bem,bem_0000717,cal,smooth,0,1e-2,0.071977239329954203,-0.008807858635626176509363509,-0.00880660841126531786165275,1.2502243608586477e-6,0.00014196434114856002,1,1,1
bem,bem_0000717,cal,smooth,0,3e-3,0.021593171798986261,-0.008806720918817208296360473,-0.00880660841126531786165275,1.1250755189043471e-7,1.2775355350933541e-5,1,1,1
bem,bem_0000717,cal,smooth,0,1e-3,0.0071977239329954203,-0.008806620911980956638048157,-0.00880660841126531786165275,1.2500715638776395e-8,1.4194699088454547e-6,1,1,1
bem,bem_0000717,cal,smooth,0,3e-4,0.0021593171798986261,-0.008806609536328461440306999,-0.00880660841126531786165275,1.1250631435786542e-9,1.2775214827759182e-7,1,1,1
bem,bem_0000717,cal,smooth,0,1e-4,0.00071977239329954203,-0.008806608536272321468952613,-0.00880660841126531786165275,1.2500700360729986e-10,1.4194681740066046e-8,1,1,1
bem,bem_0000717,cal,smooth,0,3e-5,0.00021593171798986261,-0.008806608422515948059918763,-0.00880660841126531786165275,1.1250630198266013e-11,1.277521342254111e-9,1,1,1
bem,bem_0000717,cal,smooth,0,1e-5,7.1977239329954203e-5,-0.008806608412515387882447719,-0.00880660841126531786165275,1.2500700207949687e-12,1.4194681566582349e-10,1,1,1
bem,bem_0000726,cal,smooth,0,1e-2,0.061877541913594492,-0.009467968907384802991133089,-0.009466674195424721560714525,1.2947119600814304e-6,0.00013676523912771493,1,1,1
bem,bem_0000726,cal,smooth,0,3e-3,0.018563262574078347,-0.009466790706290886910862372,-0.009466674195424721560714525,1.1651086616535015e-7,1.2307476074507801e-5,1,1,1
bem,bem_0000726,cal,smooth,0,1e-3,0.0061877541913594492,-0.009466687140947494437469229,-0.009466674195424721560714525,1.2945522772876755e-8,1.3674837124038106e-6,1,1,1
bem,bem_0000726,cal,smooth,0,3e-4,0.0018563262574078347,-0.009466675360520450257220468,-0.009466674195424721560714525,1.1650957286965059e-9,1.230733945887354e-7,1,1,1
bem,bem_0000726,cal,smooth,0,1e-4,0.00061877541913594492,-0.009466674324879789624810616,-0.009466674195424721560714525,1.2945506806409609e-10,1.3674820258065098e-8,1,1,1
bem,bem_0000726,cal,smooth,0,3e-5,0.00018563262574078347,-0.009466674207075677554397095,-0.009466674195424721560714525,1.165095599368257e-11,1.2307338092731151e-9,1,1,1
bem,bem_0000726,cal,smooth,0,1e-5,6.1877541913594492e-5,-0.009466674196719272225389037,-0.009466674195424721560714525,1.2945506646745119e-12,1.3674820089405559e-10,1,1,1
bem,bem_0000727,cal,smooth,0,1e-2,0.014394788308942807,-0.299164316035629913565282,-0.2991526099278298988421776,1.1706107800014723e-5,3.9130889758370497e-5,1,1,1
bem,bem_0000727,cal,smooth,0,3e-3,0.0043184364926828422,-0.299153663476709744686515,-0.2991526099278298988421776,1.0535488798458443e-6,3.5217773299721883e-6,1,1,1
bem,bem_0000727,cal,smooth,0,1e-3,0.0014394788308942807,-0.2991527269888084993228037,-0.2991526099278298988421776,1.1706097860048063e-7,3.9130856531293979e-7,1,1,1
bem,bem_0000727,cal,smooth,0,3e-4,0.00043184364926828422,-0.2991526204633178904664059,-0.2991526099278298988421776,1.0535487991624228e-8,3.5217770602656278e-8,1,1,1
bem,bem_0000727,cal,smooth,0,1e-4,0.00014394788308942807,-0.2991526110984396748842259,-0.2991526099278298988421776,1.1706097760420484e-9,3.9130856198261354e-9,1,1,1
bem,bem_0000727,cal,smooth,0,3e-5,4.3184364926828422e-5,-0.2991526100331847786777198,-0.2991526099278298988421776,1.0535487983554225e-10,3.5217770575680068e-10,1,1,1
bem,bem_0000727,cal,smooth,0,1e-5,1.4394788308942807e-5,-0.2991526099395359966016017,-0.2991526099278298988421776,1.1706097759424185e-11,3.9130856194930952e-11,1,1,1
bem,bem_0000736,cal,smooth,0,1e-2,0.096687866987216289,-0.003772415540025565463052545,-0.003771960928992887216634185,4.5461103267824642e-7,0.00012052379153344716,1,1,1
bem,bem_0000736,cal,smooth,0,3e-3,0.029006360096164887,-0.003772001839639445563698768,-0.003771960928992887216634185,4.0910646558347065e-8,1.0845988950704799e-5,1,1,1
bem,bem_0000736,cal,smooth,0,1e-3,0.0096687866987216289,-0.003771965474577831838025921,-0.003771960928992887216634185,4.5455849446213917e-9,1.2050986291194331e-6,1,1,1
bem,bem_0000736,cal,smooth,0,3e-4,0.0029006360096164887,-0.003771961338095097647384682,-0.003771960928992887216634185,4.091022104307505e-10,1.084587614060946e-7,1,1,1
bem,bem_0000736,cal,smooth,0,1e-4,0.00096687866987216289,-0.003771960974448684130578988,-0.003771960928992887216634185,4.5455796913944803e-11,1.2050972364149459e-8,1,1,1
bem,bem_0000736,cal,smooth,0,3e-5,0.00029006360096164887,-0.003771960933083908895430753,-0.003771960928992887216634185,4.0910216787965679e-12,1.0845875012519999e-9,1,1,1
bem,bem_0000736,cal,smooth,0,1e-5,9.6687866987216289e-5,-0.003771960929447445180520412,-0.003771960928992887216634185,4.5455796388622706e-13,1.2050972224879168e-10,1,1,1
bem,bem_0000737,cal,smooth,0,1e-2,0.072604423464878707,-0.006297853038562556341662846,-0.006296999835380708767090227,8.5320318184757457e-7,0.00013549360078647532,1,1,1
bem,bem_0000737,cal,smooth,0,3e-3,0.021781327039463612,-0.006297076614825773247586589,-0.006296999835380708767090227,7.6779445064480496e-8,1.2193020020912627e-5,1,1,1
bem,bem_0000737,cal,smooth,0,1e-3,0.0072604423464878707,-0.006297008366343808566290121,-0.006296999835380708767090227,8.5309630997991999e-9,1.3547662891567201e-6,1,1,1
bem,bem_0000737,cal,smooth,0,3e-4,0.0021781327039463612,-0.006297000603166503731682444,-0.006296999835380708767090227,7.6778579496459222e-10,1.2192882563703813e-7,1,1,1
bem,bem_0000737,cal,smooth,0,1e-4,0.00072604423464878707,-0.006296999920690232905853947,-0.006296999835380708767090227,8.530952413876372e-11,1.3547645921703603e-8,1,1,1
bem,bem_0000737,cal,smooth,0,3e-5,0.00021781327039463612,-0.006296999843058565851177341,-0.006296999835380708767090227,7.6778570840871141e-12,1.2192881189146355e-9,1,1,1
bem,bem_0000737,cal,smooth,0,1e-5,7.2604423464878707e-5,-0.006296999836233803997791954,-0.006296999835380708767090227,8.5309523070172701e-13,1.3547645752005168e-10,1,1,1
bem,bem_0000746,cal,smooth,0,1e-2,0.036524283590329092,-0.04644646568921036611641406,-0.04644076636085986410811904,5.6993283505020083e-6,0.0001227225301627534,1,1,1
bem,bem_0000746,cal,smooth,0,3e-3,0.010957285077098728,-0.04644127926189887255767987,-0.04644076636085986410811904,5.1290103900844956e-7,1.1044198431676205e-5,1,1,1
bem,bem_0000746,cal,smooth,0,1e-3,0.0036524283590329092,-0.04644082334948802936832877,-0.04644076636085986410811904,5.698862816526021e-8,1.2271250591008776e-6,1,1,1
bem,bem_0000746,cal,smooth,0,3e-4,0.0010957285077098728,-0.04644077148983254797138425,-0.04644076636085986410811904,5.1289726838632652e-9,1.1044117239602548e-7,1,1,1
bem,bem_0000746,cal,smooth,0,1e-4,0.00036524283590329092,-0.04644076693074568025402108,-0.04644076636085986410811904,5.6988581614590205e-10,1.2271240567343438e-8,1,1,1
bem,bem_0000746,cal,smooth,0,3e-5,0.00010957285077098728,-0.04644076641214958717614945,-0.04644076636085986410811904,5.1289723068030413e-11,1.1044116427686093e-9,1,1,1
bem,bem_0000746,cal,smooth,0,1e-5,3.6524283590329092e-5,-0.04644076636655872222302741,-0.04644076636085986410811904,5.6988581149083778e-12,1.2271240467106843e-10,1,1,1
bem,bem_0000747,cal,smooth,0,1e-2,0.13799034663905989,-0.002981794736817873743695176,-0.002981408940292931739844059,3.8579652494200385e-7,0.00012940074061228859,1,1,1
bem,bem_0000747,cal,smooth,0,3e-3,0.041397103991717966,-0.002981443658264979157447128,-0.002981408940292931739844059,3.4717972047417603e-8,1.1644820533746191e-5,1,1,1
bem,bem_0000747,cal,smooth,0,1e-3,0.013799034663905989,-0.002981412797809095273438564,-0.002981408940292931739844059,3.8575161635335945e-9,1.2938567773780751e-6,1,1,1
bem,bem_0000747,cal,smooth,0,3e-4,0.0041397103991717966,-0.002981409287469014981702502,-0.002981408940292931739844059,3.4717608324185844e-10,1.1644698536650508e-7,1,1,1
bem,bem_0000747,cal,smooth,0,1e-4,0.0013799034663905989,-0.002981408978868048471471648,-0.002981408940292931739844059,3.8575116731627589e-11,1.2938552712543176e-8,1,1,1
bem,bem_0000747,cal,smooth,0,3e-5,0.00041397103991717966,-0.002981408943764692208542969,-0.002981408940292931739844059,3.4717604686989101e-12,1.1644697316691483e-9,1,1,1
bem,bem_0000747,cal,smooth,0,1e-5,0.00013799034663905989,-0.002981408940678682902669969,-0.002981408940292931739844059,3.8575116282590993e-13,1.2938552561930964e-10,1,1,1
bem,bem_0000756,cal,smooth,0,1e-2,0.11717460654155422,-0.003072747925461812187209153,-0.003072359121018255370028219,3.8880444355681718e-7,0.00012654915270059895,1,1,1
bem,bem_0000756,cal,smooth,0,3e-3,0.035152381962466267,-0.003072394109583234357615301,-0.003072359121018255370028219,3.4988564978987587e-8,1.1388175535739948e-5,1,1,1
bem,bem_0000756,cal,smooth,0,1e-3,0.011717460654155422,-0.003072363008599130892143096,-0.003072359121018255370028219,3.8875808755221149e-9,1.2653406461916714e-6,1,1,1
bem,bem_0000756,cal,smooth,0,3e-4,0.0035152381962466267,-0.003072359470900150720507865,-0.003072359121018255370028219,3.4988189535047965e-10,1.1388053335201263e-7,1,1,1
bem,bem_0000756,cal,smooth,0,1e-4,0.0011717460654155422,-0.003072359159894017774576516,-0.003072359121018255370028219,3.8875762404548297e-11,1.2653391375570677e-8,1,1,1
bem,bem_0000756,cal,smooth,0,3e-5,0.00035152381962466267,-0.003072359124517073948092962,-0.003072359121018255370028219,3.4988185780647433e-12,1.1388052113208526e-9,1,1,1
bem,bem_0000756,cal,smooth,0,1e-5,0.00011717460654155422,-0.00307235912140701298943864,-0.003072359121018255370028219,3.8875761941042102e-13,1.265339122470739e-10,1,1,1
bem,bem_0000757,cal,smooth,0,1e-2,0.09087957104509611,-0.008476853418560689091636526,-0.00847567615119565678124122,1.1772673650323104e-6,0.00013889952188253845,1,1,1
bem,bem_0000757,cal,smooth,0,3e-3,0.027263871313528833,-0.008475782095818971597173477,-0.00847567615119565678124122,1.0594462331481593e-7,1.2499843248478814e-5,1,1,1
bem,bem_0000757,cal,smooth,0,1e-3,0.009087957104509611,-0.00847568792272827206663145,-0.00847567615119565678124122,1.177153261528539e-8,1.3888605941633093e-6,1,1,1
bem,bem_0000757,cal,smooth,0,3e-4,0.0027263871313528833,-0.008475677210632648292703832,-0.00847567615119565678124122,1.0594369915114626e-9,1.2499734211317273e-7,1,1,1
bem,bem_0000757,cal,smooth,0,1e-4,0.0009087957104509611,-0.008475676268910868840625704,-0.00847567615119565678124122,1.1771521205938448e-10,1.3888592480350785e-8,1,1,1
bem,bem_0000757,cal,smooth,0,3e-5,0.00027263871313528833,-0.008475676161790025772199491,-0.00847567615119565678124122,1.0594368990958271e-11,1.2499733120954287e-9,1,1,1
bem,bem_0000757,cal,smooth,0,1e-5,9.087957104509611e-5,-0.008475676152372808890425728,-0.00847567615119565678124122,1.1771521091845079e-12,1.3888592345738081e-10,1,1,1
bem,bem_0000766,cal,smooth,0,1e-2,0.078961348348257845,-0.009015604393005894621222153,-0.009014170735701774224683153,1.4336573041203965e-6,0.00015904483575424345,1,1,1
bem,bem_0000766,cal,smooth,0,3e-3,0.023688404504477353,-0.009014299751684777931197934,-0.009014170735701774224683153,1.2901598300370651e-7,1.4312573700509381e-5,1,1,1
bem,bem_0000766,cal,smooth,0,1e-3,0.0078961348348257845,-0.009014185070682320252259185,-0.009014170735701774224683153,1.4334980546027576e-8,1.5902716917987869e-6,1,1,1
bem,bem_0000766,cal,smooth,0,3e-4,0.0023688404504477353,-0.009014172025848706050301268,-0.009014170735701774224683153,1.2901469318256181e-9,1.4312430612344921e-7,1,1,1
bem,bem_0000766,cal,smooth,0,1e-4,0.00078961348348257845,-0.009014170879051420448865246,-0.009014170735701774224683153,1.4334964622418209e-10,1.5902699252902712e-8,1,1,1
bem,bem_0000766,cal,smooth,0,3e-5,0.00023688404504477353,-0.009014170748603242253127975,-0.009014170735701774224683153,1.2901468028444822e-11,1.4312429181474132e-9,1,1,1
bem,bem_0000766,cal,smooth,0,1e-5,7.8961348348257845e-5,-0.009014170737135270671001378,-0.009014170735701774224683153,1.433496446318225e-12,1.5902699076252009e-10,1,1,1
bem,bem_0000767,cal,smooth,0,1e-2,0.11981452117847832,-0.001357586634000435804538087,-0.001357400172197885639528622,1.8646180255016501e-7,0.00013736686230726519,1,1,1
bem,bem_0000767,cal,smooth,0,3e-3,0.035944356353543496,-0.001357416951718070627444562,-0.001357400172197885639528622,1.6779520184987916e-8,1.236151322849674e-5,1,1,1
