domain,sample_id,branch,valid_steps,best_relative_error,convergence_observed
bem,bem_0002327,smooth,7,1.2004792346835042e-10,1
bem,bem_0002336,smooth,7,1.4299392145631628e-10,1
bem,bem_0002337,smooth,7,1.2741879578761754e-10,1
bem,bem_0002346,smooth,7,5.197515983292236e-11,1
bem,bem_0002347,smooth,7,8.645766406875749e-11,1
bem,bem_0002356,smooth,7,1.2318506780421484e-10,1
bem,bem_0002357,smooth,7,1.374641711385043e-10,1
bem,bem_0002366,smooth,7,1.6661320198692145e-10,1
bem,bem_0002367,smooth,7,1.372590240367342e-10,1
bem,bem_0002376,smooth,7,1.3244549145605624e-10,1
bem,bem_0002377,smooth,7,7.43202747862723e-11,1
bem,bem_0002386,smooth,7,1.454796634008498e-10,1
bem,bem_0002387,smooth,7,1.2792662430864392e-10,1
bem,bem_0002396,smooth,7,1.4691064180354764e-10,1
bem,bem_0002397,smooth,7,1.2975597594505947e-10,1
bem,bem_0002406,smooth,7,1.486264949262837e-10,1
bem,bem_0002407,smooth,7,8.635148047892245e-11,1
bem,bem_0002416,smooth,7,1.261241735109512e-10,1
bem,bem_0002417,smooth,7,1.3931280907270984e-10,1
bem,bem_0002426,smooth,7,1.2268108235236214e-10,1
bem,bem_0002427,smooth,7,1.2010615375476833e-10,1
bem,bem_0002436,smooth,7,1.5845762759645592e-10,1
bem,bem_0002437,smooth,7,1.2835013494233689e-10,1
bem,bem_0002446,smooth,7,1.2870624094479416e-10,1
bem,bem_0002447,smooth,7,3.8306646872315274e-11,1
bem,bem_0002456,smooth,7,1.626487163647421e-10,1
bem,bem_0002457,smooth,7,1.2834228797787573e-10,1
bem,bem_0002466,smooth,7,1.650857038395765e-10,1
bem,bem_0002467,smooth,7,8.201507930413635e-11,1
bem,bem_0002476,smooth,7,1.3004294864100373e-10,1
bem,bem_0002477,smooth,7,1.623450344661164e-10,1
bem,bem_0002486,smooth,7,1.3222866855436e-10,1
bem,bem_0002487,smooth,7,1.5771477254132964e-10,1
bem,bem_0002496,smooth,7,6.22306069696955e-11,1
bem,bem_0002497,smooth,7,1.325547746576065e-10,1
bem,bem_0002506,smooth,7,1.422683796785359e-10,1
bem,bem_0002507,smooth,7,1.3496043694665252e-10,1
bem,bem_0002516,smooth,7,9.567633337106381e-11,1
bem,bem_0002517,smooth,7,1.4851000413735527e-10,1
bem,bem_0002526,smooth,7,1.4471498152142432e-10,1
bem,bem_0002527,smooth,7,1.9481007158736548e-11,1
bem,bem_0002536,smooth,7,1.3906852512906107e-10,1
bem,bem_0002537,smooth,7,1.4053308867033197e-10,1
bem,bem_0002546,smooth,7,1.4937292747067002e-10,1
bem,bem_0002547,smooth,7,1.2906486563972536e-10,1
bem,bem_0002556,smooth,7,1.5002117332813605e-10,1
bem,bem_0002557,smooth,7,1.2420465329986154e-10,1
bem,bem_0002566,smooth,7,1.533544588467361e-10,1
bem,bem_0002567,smooth,7,1.1615195290447043e-10,1
bem,bem_0002576,smooth,7,1.3633041362672868e-10,1
bem,bem_0002577,smooth,7,4.500758063996098e-11,1
bem,bem_0002586,smooth,7,1.5205741985927375e-10,1
bem,bem_0002587,smooth,7,1.2837020502626027e-10,1
bem,bem_0002596,smooth,7,1.6539096942847854e-10,1
bem,bem_0002597,smooth,7,2.438677949986982e-11,1
bem,bem_0002606,smooth,7,1.3658441916966925e-10,1
bem,bem_0002607,smooth,7,3.417492011538159e-11,1
bem,bem_0002616,smooth,7,1.3847026155861283e-10,1
bem,bem_0002617,smooth,7,1.4423336397663812e-10,1
bem,bem_0002626,smooth,7,1.3149560397165186e-10,1
bem,bem_0002627,smooth,7,1.2272772118329955e-10,1
bem,bem_0002636,smooth,7,2.0255181515502764e-10,1
bem,bem_0002637,smooth,7,1.508623908349708e-10,1
bem,bem_0002646,smooth,7,1.561306163711809e-10,1
bem,bem_0002647,smooth,7,1.2180800584163998e-10,1
bem,bem_0002656,smooth,7,1.090005878578664e-10,1
bem,bem_0002657,smooth,7,1.1698605629886483e-10,1
bem,bem_0002666,smooth,7,1.0259031683005779e-10,1
bem,bem_0002667,smooth,7,1.1596614422479014e-10,1
bem,bem_0002676,smooth,7,1.2877181763850684e-10,1
bem,bem_0002677,smooth,7,1.5045487967133502e-10,1
bem,bem_0002686,smooth,7,1.3008160429088065e-10,1
bem,bem_0002687,smooth,7,4.3078995827251055e-11,1
bem,bem_0002696,smooth,7,2.924562099379024e-10,1
bem,bem_0002697,smooth,7,3.9558346297613605e-11,1
bem,bem_0002706,smooth,7,1.9299448764190072e-10,1
bem,bem_0002707,smooth,7,1.3652846147268443e-10,1
bem,bem_0002716,smooth,7,1.5637826182603435e-10,1
bem,bem_0002717,smooth,7,1.6478287411579584e-10,1
bem,bem_0002726,smooth,7,1.238994705148994e-10,1
bem,bem_0002727,smooth,7,1.306610758001405e-10,1
bem,bem_0002736,smooth,7,1.792554954725627e-10,1
bem,bem_0002737,smooth,7,1.3491706431991494e-10,1
bem,bem_0002746,smooth,7,1.213742377446805e-10,1
bem,bem_0002747,smooth,7,1.217048980881427e-10,1
bem,bem_0002756,smooth,7,6.925246925611166e-11,1
bem,bem_0002757,smooth,7,1.2873004592791847e-10,1
bem,bem_0002766,smooth,7,2.454679292741627e-10,1
bem,bem_0002767,smooth,7,3.6383635738171536e-10,1
bem,bem_0002776,smooth,7,7.885731249335905e-11,1
bem,bem_0002777,smooth,7,1.45283514410748e-10,1
bem,bem_0002786,smooth,7,1.6223389817232005e-10,1
bem,bem_0002787,smooth,7,2.7331184446989713e-10,1
bem,bem_0002796,smooth,7,1.4556045266742811e-10,1
bem,bem_0002797,smooth,7,1.514151727701849e-10,1
bem,bem_0002806,smooth,7,1.445966086711883e-10,1
bem,bem_0002807,smooth,7,1.2327554518407164e-10,1
bem,bem_0002816,smooth,7,1.2402894125426768e-10,1
bem,bem_0002817,smooth,7,1.4632183826734488e-10,1
bem,bem_0002826,smooth,7,1.146398200398305e-10,1
bem,bem_0002827,smooth,7,1.2999675982302376e-10,1
bem,bem_0002836,smooth,7,1.2392186265720733e-10,1
bem,bem_0002837,smooth,7,1.4482843043274677e-10,1
bem,bem_0002846,smooth,7,8.793119689034087e-11,1
bem,bem_0002847,smooth,7,1.3205523124646348e-10,1
bem,bem_0002856,smooth,7,1.2679480465801842e-10,1
bem,bem_0002857,smooth,7,1.0678352646602786e-10,1
bem,bem_0002866,smooth,7,1.3722064412448647e-10,1
bem,bem_0002867,smooth,7,1.3477259783782052e-10,1
bem,bem_0002876,smooth,7,9.375666794735966e-11,1
bem,bem_0002877,smooth,7,2.918003767918587e-10,1
bem,bem_0002886,smooth,7,1.2963328619230193e-10,1
bem,bem_0002887,smooth,7,1.3381020089876424e-10,1
bem,bem_0002896,smooth,7,6.147901652103151e-11,1
bem,bem_0002897,smooth,7,1.444727737925618e-10,1
bem,bem_0002906,smooth,7,1.4094991835929498e-10,1
bem,bem_0002907,smooth,7,9.069970280572285e-11,1
bem,bem_0002916,smooth,7,1.2699052646643156e-10,1
bem,bem_0002917,smooth,7,1.706377810261409e-10,1
bem,bem_0002926,smooth,7,1.3501033588791503e-10,1
bem,bem_0002927,smooth,7,1.4029763948583976e-10,1
bem,bem_0002936,smooth,7,2.0563094595668317e-10,1
bem,bem_0002937,smooth,7,1.8926443375954158e-10,1
bem,bem_0002946,smooth,7,1.237869444728331e-10,1
bem,bem_0002947,smooth,7,1.629304061411182e-10,1
bem,bem_0002956,smooth,7,2.1743917539101057e-10,1
bem,bem_0002957,smooth,7,1.1408134361969427e-10,1
bem,bem_0002966,smooth,7,1.2932736097754802e-10,1
bem,bem_0002967,smooth,7,1.3954816669872635e-10,1
bem,bem_0002976,smooth,7,1.24568850259589e-10,1
bem,bem_0002977,smooth,7,1.822573749165347e-10,1
bem,bem_0002986,smooth,7,1.409799998973535e-10,1
bem,bem_0002987,smooth,7,8.891463675266159e-11,1
bem,bem_0002996,smooth,7,2.961797373868869e-10,1
bem,bem_0002997,smooth,7,1.3051542920601755e-10,1
kepler,kepler_0000006,ordinary,7,1.8122579691577593e-11,1
kepler,kepler_0000007,ordinary,7,1.719301182088805e-11,1
kepler,kepler_0000016,difficult,7,1.8516021033440212e-11,1
kepler,kepler_0000017,high_e,7,1.5418885053315e-11,1
kepler,kepler_0000026,ordinary,7,3.4522649343869007e-13,1
kepler,kepler_0000027,ordinary,7,1.9379582902124462e-11,1
kepler,kepler_0000036,difficult,7,1.8497938600661592e-11,1
kepler,kepler_0000037,high_e,7,1.6107186986816813e-11,1
kepler,kepler_0000046,ordinary,7,1.5620640250685467e-11,1
kepler,kepler_0000047,ordinary,7,1.750273672825185e-11,1
kepler,kepler_0000056,difficult,7,1.8420492311121795e-11,1
kepler,kepler_0000057,high_e,7,1.5149619409114203e-11,1
kepler,kepler_0000066,ordinary,7,1.5528925449800325e-11,1
kepler,kepler_0000067,ordinary,7,1.3540120715827069e-12,1
kepler,kepler_0000076,difficult,7,1.849666680390347e-11,1
kepler,kepler_0000077,high_e,7,1.472346678903322e-11,1
kepler,kepler_0000086,ordinary,7,1.45867350952171e-11,1
kepler,kepler_0000087,ordinary,7,1.2673203096048444e-11,1
kepler,kepler_0000096,difficult,7,1.851914715024799e-11,1
kepler,kepler_0000097,high_e,7,1.522159820568625e-11,1
kepler,kepler_0000106,ordinary,7,1.8559208277361905e-11,1
kepler,kepler_0000107,ordinary,7,8.035641749508857e-12,1
kepler,kepler_0000116,difficult,7,1.8530543043483346e-11,1
kepler,kepler_0000117,high_e,7,1.5250956324513538e-11,1
kepler,kepler_0000126,ordinary,7,1.75762411158457e-11,1
kepler,kepler_0000127,ordinary,7,4.797706993179838e-13,1
kepler,kepler_0000136,difficult,7,1.851965418808216e-11,1
kepler,kepler_0000137,high_e,7,1.5796628110497634e-11,1
kepler,kepler_0000146,ordinary,7,1.661641514808066e-11,1
kepler,kepler_0000147,ordinary,7,1.2697691433962447e-11,1
kepler,kepler_0000156,difficult,7,1.8518511418566942e-11,1
kepler,kepler_0000157,high_e,7,1.770732932889215e-11,1
kepler,kepler_0000166,ordinary,7,1.6104124880718373e-11,1
kepler,kepler_0000167,ordinary,7,1.8099025212804462e-11,1
kepler,kepler_0000176,difficult,7,1.851290562368398e-11,1
kepler,kepler_0000177,high_e,7,1.7258148660738533e-11,1
kepler,kepler_0000186,ordinary,7,1.6379377178851362e-11,1
kepler,kepler_0000187,ordinary,7,1.2905287121392225e-13,1
kepler,kepler_0000196,difficult,7,1.8508250966327837e-11,1
kepler,kepler_0000197,high_e,7,1.7473515307820426e-11,1
kepler,kepler_0000206,ordinary,7,1.7449595658057708e-11,1
kepler,kepler_0000207,ordinary,7,7.685556192112119e-12,1
kepler,kepler_0000216,difficult,7,1.851880200402173e-11,1
kepler,kepler_0000217,high_e,7,1.6199208384993494e-11,1
kepler,kepler_0000226,ordinary,7,4.250502216882275e-12,1
kepler,kepler_0000227,ordinary,7,1.6923612402865586e-11,1
kepler,kepler_0000236,difficult,7,1.849521030017721e-11,1
kepler,kepler_0000237,high_e,7,1.780866469068314e-11,1
kepler,kepler_0000246,ordinary,7,2.2576077431528166e-12,1
kepler,kepler_0000247,ordinary,7,1.993763191142647e-11,1
kepler,kepler_0000256,difficult,7,1.850998054284695e-11,1
kepler,kepler_0000257,high_e,7,2.012651469369541e-11,1
kepler,kepler_0000266,ordinary,7,7.048302693485556e-12,1
kepler,kepler_0000267,ordinary,7,1.7463835273520877e-11,1
kepler,kepler_0000276,difficult,7,1.851924927237562e-11,1
kepler,kepler_0000277,high_e,7,1.881702531684995e-11,1
kepler,kepler_0000286,ordinary,7,2.9528864511812352e-12,1
kepler,kepler_0000287,ordinary,7,1.679536503040514e-11,1
kepler,kepler_0000296,difficult,7,1.8513360911444804e-11,1
kepler,kepler_0000297,high_e,7,1.5214077158949827e-11,1
kepler,kepler_0000306,ordinary,7,1.2632351088861289e-11,1
kepler,kepler_0000307,ordinary,7,1.7003498635985513e-11,1
kepler,kepler_0000316,difficult,7,1.852068195862673e-11,1
kepler,kepler_0000317,high_e,7,1.8108987423095522e-11,1
kepler,kepler_0000326,ordinary,7,1.8074162565661937e-11,1
kepler,kepler_0000327,ordinary,7,7.123111363715794e-12,1
kepler,kepler_0000336,difficult,7,1.8532251437199508e-11,1
kepler,kepler_0000337,high_e,7,1.6957801403890553e-11,1
kepler,kepler_0000346,ordinary,7,1.746249240230269e-11,1
kepler,kepler_0000347,ordinary,7,7.151102731234137e-12,1
kepler,kepler_0000356,difficult,7,1.8512802707294804e-11,1
kepler,kepler_0000357,high_e,7,1.6515668116041745e-11,1
kepler,kepler_0000366,ordinary,7,1.5805033151905606e-11,1
kepler,kepler_0000367,ordinary,7,1.729600537675399e-11,1
kepler,kepler_0000376,difficult,7,1.8488916094643437e-11,1
kepler,kepler_0000377,high_e,7,1.7248042517188625e-11,1
kepler,kepler_0000386,ordinary,7,3.46983348385565e-12,1
kepler,kepler_0000387,ordinary,7,4.81911219160277e-13,1
kepler,kepler_0000396,difficult,7,1.8519534202907773e-11,1
kepler,kepler_0000397,high_e,7,2.0714015343337647e-11,1
kepler,kepler_0000406,ordinary,7,1.724665931873501e-11,1
kepler,kepler_0000407,ordinary,7,1.0186412886038052e-12,1
kepler,kepler_0000416,difficult,7,1.8516756103600594e-11,1
kepler,kepler_0000417,high_e,7,1.5535994820026437e-11,1
kepler,kepler_0000426,ordinary,7,5.800650747234769e-13,1
kepler,kepler_0000427,ordinary,7,1.0981993618914179e-11,1
kepler,kepler_0000436,difficult,7,1.8518491626432637e-11,1
kepler,kepler_0000437,high_e,7,1.7125393866419595e-11,1
kepler,kepler_0000446,ordinary,7,1.911840051339202e-11,1
kepler,kepler_0000447,ordinary,7,1.0119574997686494e-11,1
kepler,kepler_0000456,difficult,7,1.8518541246270702e-11,1
kepler,kepler_0000457,high_e,7,2.001202840948633e-11,1
kepler,kepler_0000466,ordinary,7,1.979273214134224e-11,1
kepler,kepler_0000467,ordinary,7,1.776819044186289e-11,1
kepler,kepler_0000476,difficult,7,1.8518358537821108e-11,1
kepler,kepler_0000477,high_e,7,1.9173339331227534e-11,1
kepler,kepler_0000486,ordinary,7,2.2050635935595694e-11,1
kepler,kepler_0000487,ordinary,7,1.8831435772493375e-11,1
kepler,kepler_0000496,difficult,7,1.848157697183602e-11,1
kepler,kepler_0000497,high_e,7,1.5358591267342357e-11,1
kepler,kepler_0000506,ordinary,7,1.6788007568873227e-11,1
kepler,kepler_0000507,ordinary,7,1.885998525245039e-11,1
kepler,kepler_0000516,difficult,7,1.844138411854802e-11,1
kepler,kepler_0000517,high_e,7,1.5717540671522792e-11,1
kepler,kepler_0000526,ordinary,7,2.6103821492961207e-12,1
kepler,kepler_0000527,ordinary,7,1.8137425537369026e-11,1
kepler,kepler_0000536,difficult,7,1.85143740999364e-11,1
kepler,kepler_0000537,high_e,7,1.8051903626775787e-11,1
kepler,kepler_0000546,ordinary,7,1.323509826381585e-11,1
kepler,kepler_0000547,ordinary,7,4.1717090339868187e-13,1
kepler,kepler_0000556,difficult,7,1.85083781712466e-11,1
kepler,kepler_0000557,high_e,7,1.504376546800598e-11,1
kepler,kepler_0000566,ordinary,7,4.0036617318950955e-13,1
kepler,kepler_0000567,ordinary,7,1.6066445155933008e-11,1
kepler,kepler_0000576,difficult,7,1.8519293584180614e-11,1
kepler,kepler_0000577,high_e,7,1.4954381618498812e-11,1
kepler,kepler_0000586,ordinary,7,1.645164491859564e-11,1
kepler,kepler_0000587,ordinary,7,1.5699275235572973e-11,1
kepler,kepler_0000596,difficult,7,1.8520358386042013e-11,1
kepler,kepler_0000597,high_e,7,1.5193219333225595e-11,1
kepler,kepler_0000606,ordinary,7,1.7061509989492693e-11,1
kepler,kepler_0000607,ordinary,7,1.7934364199028388e-11,1
kepler,kepler_0000616,difficult,7,1.8499186915328403e-11,1
kepler,kepler_0000617,high_e,7,1.7038020458509998e-11,1
kepler,kepler_0000626,ordinary,7,1.6688249201967233e-11,1
kepler,kepler_0000627,ordinary,7,1.741418051804647e-11,1
kepler,kepler_0000636,difficult,7,1.841101635795771e-11,1
kepler,kepler_0000637,high_e,7,1.4785474639372146e-11,1
kepler,kepler_0000646,ordinary,7,1.719701778594822e-11,1
kepler,kepler_0000647,ordinary,7,9.958998663519777e-14,1
kepler,kepler_0000656,difficult,7,1.8518916449216454e-11,1
kepler,kepler_0000657,high_e,7,1.5545274226136655e-11,1
kepler,kepler_0000666,ordinary,7,4.598607619407388e-13,1
kepler,kepler_0000667,ordinary,7,1.0439642397531026e-11,1
kepler,kepler_0000676,difficult,7,1.8506373990820344e-11,1
kepler,kepler_0000677,high_e,7,1.592702577076509e-11,1
kepler,kepler_0000686,ordinary,7,1.70495512198486e-11,1
kepler,kepler_0000687,ordinary,7,1.1437861705600786e-11,1
kepler,kepler_0000696,difficult,7,1.8514443358518684e-11,1
kepler,kepler_0000697,high_e,7,1.547020021370539e-11,1
kepler,kepler_0000706,ordinary,7,2.7477488430478204e-12,1
kepler,kepler_0000707,ordinary,7,8.473870213223096e-15,1
kepler,kepler_0000716,difficult,7,1.854112446302744e-11,1
kepler,kepler_0000717,high_e,7,1.866486177309071e-11,1
kepler,kepler_0000726,ordinary,7,1.5202770659049716e-11,1
kepler,kepler_0000727,ordinary,7,8.852396757597561e-15,1
kepler,kepler_0000736,difficult,7,1.8517578125934912e-11,1
kepler,kepler_0000737,high_e,7,1.7357093935759106e-11,1
kepler,kepler_0000746,ordinary,7,1.5223161073577246e-11,1
kepler,kepler_0000747,ordinary,7,8.463586389295107e-12,1
kepler,kepler_0000756,difficult,7,1.8515259412036794e-11,1
kepler,kepler_0000757,high_e,7,1.6083625431165597e-11,1
kepler,kepler_0000766,ordinary,7,1.8890794150241265e-11,1
kepler,kepler_0000767,ordinary,7,1.778724421712952e-11,1
kepler,kepler_0000776,difficult,7,1.8518821278085216e-11,1
kepler,kepler_0000777,high_e,7,2.037787648567175e-11,1
kepler,kepler_0000786,ordinary,7,4.02360839481775e-12,1
kepler,kepler_0000787,ordinary,7,9.388002559448467e-12,1
kepler,kepler_0000796,difficult,7,1.8467734535701683e-11,1
kepler,kepler_0000797,high_e,7,2.0242832229759806e-11,1
kepler,kepler_0000806,ordinary,7,1.0749120072604315e-11,1
kepler,kepler_0000807,ordinary,7,1.6836304285792607e-11,1
kepler,kepler_0000816,difficult,7,1.851831168372701e-11,1
kepler,kepler_0000817,high_e,7,1.6968581534232517e-11,1
kepler,kepler_0000826,ordinary,7,1.934027983683193e-11,1
kepler,kepler_0000827,ordinary,7,1.7855538836829545e-11,1
kepler,kepler_0000836,difficult,7,1.8497775917272216e-11,1
kepler,kepler_0000837,high_e,7,1.6246573198233473e-11,1
kepler,kepler_0000846,ordinary,7,6.0248930148184006e-12,1
kepler,kepler_0000847,ordinary,7,1.5624585263650366e-11,1
kepler,kepler_0000856,difficult,7,1.850332573184009e-11,1
kepler,kepler_0000857,high_e,7,1.758764208215695e-11,1
kepler,kepler_0000866,ordinary,7,2.1119794893120418e-11,1
kepler,kepler_0000867,ordinary,7,3.5555369955900686e-12,1
kepler,kepler_0000876,difficult,7,1.8509035276570495e-11,1
kepler,kepler_0000877,high_e,7,1.5532525425094838e-11,1
kepler,kepler_0000886,ordinary,7,1.4369633458794676e-11,1
kepler,kepler_0000887,ordinary,7,1.5074059026097506e-15,1
kepler,kepler_0000896,difficult,7,1.849911751629466e-11,1
kepler,kepler_0000897,high_e,7,1.800896218070237e-11,1
kepler,kepler_0000906,ordinary,7,1.6422208535601174e-11,1
kepler,kepler_0000907,ordinary,7,1.2106115999893296e-11,1
kepler,kepler_0000916,difficult,7,1.8519905303701738e-11,1
kepler,kepler_0000917,high_e,7,1.8872903497979767e-11,1
kepler,kepler_0000926,ordinary,7,1.471238902724664e-11,1
kepler,kepler_0000927,ordinary,7,1.8223629914523438e-11,1
kepler,kepler_0000936,difficult,7,1.851743650324511e-11,1
kepler,kepler_0000937,high_e,7,1.6724676687415154e-11,1
kepler,kepler_0000946,ordinary,7,6.128924634701773e-12,1
kepler,kepler_0000947,ordinary,7,8.752851787485574e-13,1
kepler,kepler_0000956,difficult,7,1.8518485762286218e-11,1
kepler,kepler_0000957,high_e,7,1.6226744288395887e-11,1
kepler,kepler_0000966,ordinary,7,3.0684479580993264e-12,1
kepler,kepler_0000967,ordinary,7,1.1651193851806458e-11,1
kepler,kepler_0000976,difficult,7,1.8518427535523984e-11,1
kepler,kepler_0000977,high_e,7,1.641700511939115e-11,1
kepler,kepler_0000986,ordinary,7,1.698682823901451e-11,1
kepler,kepler_0000987,ordinary,7,4.373165443214964e-13,1
kepler,kepler_0000996,difficult,7,1.852420487723465e-11,1
kepler,kepler_0000997,high_e,7,1.957396719348586e-11,1
kepler,kepler_0001006,ordinary,7,1.602129976951695e-11,1
kepler,kepler_0001007,ordinary,7,1.7555028615221285e-11,1
kepler,kepler_0001016,difficult,7,1.8518482849890456e-11,1
kepler,kepler_0001017,high_e,7,1.60446217118275e-11,1
kepler,kepler_0001026,ordinary,7,1.3363670901961493e-11,1
kepler,kepler_0001027,ordinary,7,6.417979034488939e-12,1
kepler,kepler_0001036,difficult,7,1.8399800847845707e-11,1
kepler,kepler_0001037,high_e,7,1.5030158229356278e-11,1
kepler,kepler_0001046,ordinary,7,7.311954370742193e-13,1
kepler,kepler_0001047,ordinary,7,1.841158884217371e-11,1
kepler,kepler_0001056,difficult,7,1.8518258102137367e-11,1
kepler,kepler_0001057,high_e,7,2.0999228873534895e-11,1
kepler,kepler_0001066,ordinary,7,1.5810517007210417e-11,1
kepler,kepler_0001067,ordinary,7,1.692932561964545e-11,1
kepler,kepler_0001076,difficult,7,1.8522398294284902e-11,1
kepler,kepler_0001077,high_e,7,1.7471580588647285e-11,1
kepler,kepler_0001086,ordinary,7,1.1845444679936935e-11,1
kepler,kepler_0001087,ordinary,7,1.742091800702015e-11,1
kepler,kepler_0001096,difficult,7,1.8524010680572015e-11,1
kepler,kepler_0001097,high_e,7,1.547833848969525e-11,1
kepler,kepler_0001106,ordinary,7,1.5508094804002483e-11,1
kepler,kepler_0001107,ordinary,7,1.4823633784068073e-11,1
kepler,kepler_0001116,difficult,7,1.8517656130025253e-11,1
kepler,kepler_0001117,high_e,7,1.5892203354081445e-11,1
kepler,kepler_0001126,ordinary,7,1.648734654003878e-11,1
kepler,kepler_0001127,ordinary,7,4.675482510453936e-13,1
kepler,kepler_0001136,difficult,7,1.8517183698580497e-11,1
kepler,kepler_0001137,high_e,7,1.6927576752252757e-11,1
kepler,kepler_0001146,ordinary,7,2.1840353588812876e-11,1
kepler,kepler_0001147,ordinary,7,1.5114203918853837e-11,1
kepler,kepler_0001156,difficult,7,1.852723872500561e-11,1
kepler,kepler_0001157,high_e,7,1.926024073535408e-11,1
kepler,kepler_0001166,ordinary,7,7.866632735801292e-12,1
kepler,kepler_0001167,ordinary,7,8.569003684122382e-13,1
kepler,kepler_0001176,difficult,7,1.8518270772734926e-11,1
kepler,kepler_0001177,high_e,7,1.80787084189285e-11,1
kepler,kepler_0001186,ordinary,7,1.7344855133592977e-11,1
kepler,kepler_0001187,ordinary,7,8.546017890740556e-13,1
kepler,kepler_0001196,difficult,7,1.8559670437829195e-11,1
kepler,kepler_0001197,high_e,7,1.5785950694594656e-11,1
kepler,kepler_0001206,ordinary,7,9.316924202210414e-12,1
kepler,kepler_0001207,ordinary,7,1.7707342101495216e-11,1
kepler,kepler_0001216,difficult,7,1.8559194558867086e-11,1
kepler,kepler_0001217,high_e,7,1.731769265638846e-11,1
kepler,kepler_0001226,ordinary,7,1.8560079386546465e-11,1
kepler,kepler_0001227,ordinary,7,8.550759641619829e-14,1
kepler,kepler_0001236,difficult,7,1.8500386695319836e-11,1
kepler,kepler_0001237,high_e,7,1.978612430292643e-11,1
kepler,kepler_0001246,ordinary,7,3.1550080844332004e-12,1
kepler,kepler_0001247,ordinary,7,1.3110077782289259e-11,1
kepler,kepler_0001256,difficult,7,1.8517125509934852e-11,1
kepler,kepler_0001257,high_e,7,1.969542173510855e-11,1
kepler,kepler_0001266,ordinary,7,1.7032003535440403e-11,1
kepler,kepler_0001267,ordinary,7,1.4506215528855052e-11,1
kepler,kepler_0001276,difficult,7,1.8512886147213028e-11,1
kepler,kepler_0001277,high_e,7,1.6248138225915834e-11,1
kepler,kepler_0001286,ordinary,7,7.023737734837957e-12,1
kepler,kepler_0001287,ordinary,7,1.8861911597599394e-11,1
kepler,kepler_0001296,difficult,7,1.8489374553096064e-11,1
kepler,kepler_0001297,high_e,7,1.7111111068958685e-11,1
kepler,kepler_0001306,ordinary,7,1.422651453723838e-11,1
kepler,kepler_0001307,ordinary,7,1.1715628070501839e-11,1
kepler,kepler_0001316,difficult,7,1.8518464223391692e-11,1
kepler,kepler_0001317,high_e,7,1.4693101388104616e-11,1
kepler,kepler_0001326,ordinary,7,1.733799425090722e-11,1
kepler,kepler_0001327,ordinary,7,6.320118105873205e-14,1
kepler,kepler_0001336,difficult,7,1.848505316594371e-11,1
kepler,kepler_0001337,high_e,7,1.6395241020103406e-11,1
kepler,kepler_0001346,ordinary,7,2.0632925580620036e-12,1
kepler,kepler_0001347,ordinary,7,8.498333996438042e-12,1
kepler,kepler_0001356,difficult,7,1.849735197897822e-11,1
kepler,kepler_0001357,high_e,7,1.5028491052516208e-11,1
kepler,kepler_0001366,ordinary,7,1.1259429331547737e-11,1
kepler,kepler_0001367,ordinary,7,1.7901911108300453e-11,1
kepler,kepler_0001376,difficult,7,1.8518832273792048e-11,1
kepler,kepler_0001377,high_e,7,1.5864215048377148e-11,1
kepler,kepler_0001386,ordinary,7,8.433752176851114e-12,1
kepler,kepler_0001387,ordinary,7,1.163936161146103e-11,1
kepler,kepler_0001396,difficult,7,1.8518451379453692e-11,1
kepler,kepler_0001397,high_e,7,1.5065023444638135e-11,1
kepler,kepler_0001406,ordinary,7,1.792934325155725e-11,1
kepler,kepler_0001407,ordinary,7,2.0847571154298483e-12,1
kepler,kepler_0001416,difficult,7,1.8518409629899963e-11,1
kepler,kepler_0001417,high_e,7,1.477791341755147e-11,1
kepler,kepler_0001426,ordinary,7,6.463394429427155e-12,1
kepler,kepler_0001427,ordinary,7,1.7851754571087045e-11,1
kepler,kepler_0001436,difficult,7,1.8494639297392018e-11,1
kepler,kepler_0001437,high_e,7,1.5651341854431193e-11,1
kepler,kepler_0001446,ordinary,7,7.408693076761887e-13,1
kepler,kepler_0001447,ordinary,7,1.8397511444395708e-11,1
kepler,kepler_0001456,difficult,7,1.8464631053137583e-11,1
kepler,kepler_0001457,high_e,7,1.5906373051504175e-11,1
kepler,kepler_0001466,ordinary,7,1.1684857145836622e-11,1
kepler,kepler_0001467,ordinary,7,9.711543568393048e-12,1
kepler,kepler_0001476,difficult,7,1.8517187759184152e-11,1
kepler,kepler_0001477,high_e,7,1.9849900211030245e-11,1
kepler,kepler_0001486,ordinary,7,1.6888148447979976e-12,1
kepler,kepler_0001487,ordinary,7,5.167118890423016e-13,1
kepler,kepler_0001496,difficult,7,1.848507127039886e-11,1
kepler,kepler_0001497,high_e,7,1.509840017084072e-11,1
kepler,kepler_0001506,ordinary,7,1.787516495187311e-11,1
kepler,kepler_0001507,ordinary,7,2.0701739739703997e-11,1
kepler,kepler_0001516,difficult,7,1.8518501956994255e-11,1
kepler,kepler_0001517,high_e,7,1.6118894796722177e-11,1
kepler,kepler_0001526,ordinary,7,3.945979495854382e-13,1
kepler,kepler_0001527,ordinary,7,1.8115763361924038e-11,1
kepler,kepler_0001536,difficult,7,1.8519731889136073e-11,1
kepler,kepler_0001537,high_e,7,1.5015066446862815e-11,1
kepler,kepler_0001546,ordinary,7,1.301017427988622e-11,1
kepler,kepler_0001547,ordinary,7,1.5280071613268957e-11,1
