epsilon,goal_median_ms,uniform_median_ms,uniform_over_goal,ci95_low,ci95_high,predicted_bound,load_error,torque_error,bound_pass,goal_failures,uniform_failures
0.0001,245.183487,244.65715,0.9976695593458648,0.9956741038666623,0.999767815072524,8.153846583439603e-06,1.1234287309077982e-08,6.181947011084313e-09,True,0,0
1e-05,268.392456,245.000931,0.9126152954236029,0.9112059467544988,0.9150905081947863,1.5414616504227361e-06,2.9976331314605088e-09,3.730412034798737e-09,True,0,0
1e-06,267.920288,268.778503,1.0031287165139404,0.9972410221077818,1.0071387701033137,8.471982547308578e-08,8.155130954328758e-11,1.0990180655781122e-10,True,0,0
1e-07,267.822083,267.873291,1.0001166271880955,0.9986961533833183,1.0031133485813222,6.477306403148226e-09,1.1666838062505853e-10,6.256309339376302e-11,True,0,0
