domain,n,mode,repetition,time_ms,throughput_mroots_s,checksum,nonfinite
bem,1,omp_parallel_simd,0,0.0186500549316,0.0536191450194,0.12307233740234183,0
bem,1,omp_parallel_simd,1,0.0190496444702,0.0524944180225,0.12307233740234183,0
bem,1,omp_parallel_simd,2,0.0186500549316,0.0536191450194,0.12307233740234183,0
bem,1,omp_parallel_simd,3,0.0186901092529,0.053504235126,0.12307233740234183,0
bem,1,omp_parallel_simd,4,0.0187292098999,0.0533925352615,0.12307233740234183,0
bem,1,omp_parallel_simd,5,0.0187702178955,0.0532758865969,0.12307233740234183,0
bem,1,omp_parallel_simd,6,0.0186395645142,0.0536493220773,0.12307233740234183,0
bem,1,omp_parallel_simd,7,0.0188798904419,0.0529664090519,0.12307233740234183,0
bem,1,omp_parallel_simd,8,0.0189304351807,0.0528249874055,0.12307233740234183,0
bem,1,omp_parallel_simd,9,0.0192899703979,0.0518404113314,0.12307233740234183,0
bem,1,omp_parallel_simd,10,0.01891040802,0.0528809319683,0.12307233740234183,0
bem,1,omp_parallel_simd,11,0.0193996429443,0.0515473404778,0.12307233740234183,0
bem,1,omp_parallel_simd,12,0.0189905166626,0.0526578616984,0.12307233740234183,0
bem,1,omp_parallel_simd,13,0.0187101364136,0.0534469646771,0.12307233740234183,0
bem,1,omp_parallel_simd,14,0.0193700790405,0.0516260154596,0.12307233740234183,0
bem,1,omp_parallel_simd,15,0.0188598632812,0.0530226537217,0.12307233740234183,0
bem,1,omp_parallel_simd,16,0.0191097259521,0.052329374189,0.12307233740234183,0
bem,1,omp_parallel_simd,17,0.0187997817993,0.0531921067316,0.12307233740234183,0
bem,1,omp_parallel_simd,18,0.0189905166626,0.0526578616984,0.12307233740234183,0
bem,1,omp_parallel_simd,19,0.0189790725708,0.0526896135873,0.12307233740234183,0
bem,1,omp_parallel_simd,20,0.0196104049683,0.050993337548,0.12307233740234183,0
bem,1,omp_parallel_simd,21,0.0193700790405,0.0516260154596,0.12307233740234183,0
bem,1,omp_parallel_simd,22,0.0533494949341,0.0187443199085,0.12307233740234183,0
bem,1,omp_parallel_simd,23,0.0233697891235,0.0427902876964,0.12307233740234183,0
bem,1,omp_parallel_simd,24,0.0189094543457,0.052883598951,0.12307233740234183,0
bem,1,omp_parallel_simd,25,0.0191202163696,0.0523006633747,0.12307233740234183,0
bem,1,omp_parallel_simd,26,0.0190200805664,0.0525760128359,0.12307233740234183,0
