timestamp, index, name, temperature.gpu, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%]
2026/08/24 16:40:01.158, 0, NVIDIA GeForce RTX 5090, 57, 227.04 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:01.158, 1, NVIDIA GeForce RTX 5090, 37, 15.05 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:01.362, 0, NVIDIA GeForce RTX 5090, 57, 227.04 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:01.362, 1, NVIDIA GeForce RTX 5090, 37, 16.41 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:01.566, 0, NVIDIA GeForce RTX 5090, 57, 229.68 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:01.567, 1, NVIDIA GeForce RTX 5090, 37, 16.41 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:01.770, 0, NVIDIA GeForce RTX 5090, 57, 229.68 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:01.771, 1, NVIDIA GeForce RTX 5090, 37, 16.41 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:01.975, 0, NVIDIA GeForce RTX 5090, 57, 229.68 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:01.975, 1, NVIDIA GeForce RTX 5090, 37, 16.41 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:02.179, 0, NVIDIA GeForce RTX 5090, 56, 229.57 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:02.180, 1, NVIDIA GeForce RTX 5090, 37, 16.41 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:02.383, 0, NVIDIA GeForce RTX 5090, 56, 229.57 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:02.384, 1, NVIDIA GeForce RTX 5090, 37, 13.68 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:02.588, 0, NVIDIA GeForce RTX 5090, 56, 228.93 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:02.588, 1, NVIDIA GeForce RTX 5090, 37, 13.68 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:02.792, 0, NVIDIA GeForce RTX 5090, 56, 228.93 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:02.792, 1, NVIDIA GeForce RTX 5090, 37, 13.68 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:02.997, 0, NVIDIA GeForce RTX 5090, 56, 228.93 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:02.997, 1, NVIDIA GeForce RTX 5090, 37, 13.68 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:03.201, 0, NVIDIA GeForce RTX 5090, 56, 226.79 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:03.201, 1, NVIDIA GeForce RTX 5090, 37, 13.68 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:03.405, 0, NVIDIA GeForce RTX 5090, 56, 226.79 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:03.405, 1, NVIDIA GeForce RTX 5090, 37, 13.54 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:03.610, 0, NVIDIA GeForce RTX 5090, 57, 226.29 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:03.610, 1, NVIDIA GeForce RTX 5090, 37, 13.54 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:03.814, 0, NVIDIA GeForce RTX 5090, 57, 226.29 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:03.814, 1, NVIDIA GeForce RTX 5090, 37, 13.54 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:04.018, 0, NVIDIA GeForce RTX 5090, 57, 226.29 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:04.019, 1, NVIDIA GeForce RTX 5090, 37, 13.54 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:04.222, 0, NVIDIA GeForce RTX 5090, 57, 227.27 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:04.223, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:04.427, 0, NVIDIA GeForce RTX 5090, 57, 227.27 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:04.427, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:04.631, 0, NVIDIA GeForce RTX 5090, 57, 228.31 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:04.632, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:04.835, 0, NVIDIA GeForce RTX 5090, 57, 228.31 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:04.836, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:05.040, 0, NVIDIA GeForce RTX 5090, 57, 228.31 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:05.041, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:05.244, 0, NVIDIA GeForce RTX 5090, 57, 227.62 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:05.245, 1, NVIDIA GeForce RTX 5090, 37, 13.97 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:05.449, 0, NVIDIA GeForce RTX 5090, 57, 227.62 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:05.449, 1, NVIDIA GeForce RTX 5090, 37, 13.97 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:05.653, 0, NVIDIA GeForce RTX 5090, 56, 227.21 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:05.653, 1, NVIDIA GeForce RTX 5090, 37, 13.97 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:05.857, 0, NVIDIA GeForce RTX 5090, 56, 227.21 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:05.858, 1, NVIDIA GeForce RTX 5090, 37, 13.97 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:06.062, 0, NVIDIA GeForce RTX 5090, 56, 225.50 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:06.062, 1, NVIDIA GeForce RTX 5090, 37, 13.97 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:06.266, 0, NVIDIA GeForce RTX 5090, 56, 225.50 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:06.266, 1, NVIDIA GeForce RTX 5090, 37, 13.83 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:06.470, 0, NVIDIA GeForce RTX 5090, 56, 225.50 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:06.470, 1, NVIDIA GeForce RTX 5090, 37, 13.83 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:06.673, 0, NVIDIA GeForce RTX 5090, 57, 224.94 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:06.674, 1, NVIDIA GeForce RTX 5090, 37, 13.83 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:06.878, 0, NVIDIA GeForce RTX 5090, 57, 224.94 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:06.878, 1, NVIDIA GeForce RTX 5090, 37, 13.83 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:07.082, 0, NVIDIA GeForce RTX 5090, 57, 226.36 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:07.083, 1, NVIDIA GeForce RTX 5090, 37, 13.83 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:07.286, 0, NVIDIA GeForce RTX 5090, 57, 226.36 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:07.287, 1, NVIDIA GeForce RTX 5090, 37, 13.85 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:07.490, 0, NVIDIA GeForce RTX 5090, 57, 226.36 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:07.490, 1, NVIDIA GeForce RTX 5090, 37, 13.85 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:07.691, 0, NVIDIA GeForce RTX 5090, 57, 228.73 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:07.692, 1, NVIDIA GeForce RTX 5090, 37, 13.85 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:07.892, 0, NVIDIA GeForce RTX 5090, 57, 228.73 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:07.893, 1, NVIDIA GeForce RTX 5090, 37, 14.88 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:08.094, 0, NVIDIA GeForce RTX 5090, 57, 227.94 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:08.094, 1, NVIDIA GeForce RTX 5090, 37, 14.88 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:08.295, 0, NVIDIA GeForce RTX 5090, 57, 227.94 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:08.296, 1, NVIDIA GeForce RTX 5090, 37, 16.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:08.500, 0, NVIDIA GeForce RTX 5090, 57, 227.94 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:08.500, 1, NVIDIA GeForce RTX 5090, 37, 16.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:08.704, 0, NVIDIA GeForce RTX 5090, 56, 226.93 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:08.704, 1, NVIDIA GeForce RTX 5090, 37, 16.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:08.908, 0, NVIDIA GeForce RTX 5090, 56, 226.93 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:08.909, 1, NVIDIA GeForce RTX 5090, 37, 16.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:09.113, 0, NVIDIA GeForce RTX 5090, 56, 226.68 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:09.113, 1, NVIDIA GeForce RTX 5090, 37, 16.86 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:09.317, 0, NVIDIA GeForce RTX 5090, 56, 226.68 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:09.317, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:09.521, 0, NVIDIA GeForce RTX 5090, 56, 226.68 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:09.522, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:09.726, 0, NVIDIA GeForce RTX 5090, 57, 226.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:09.726, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:09.930, 0, NVIDIA GeForce RTX 5090, 57, 226.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:09.931, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:10.134, 0, NVIDIA GeForce RTX 5090, 57, 227.87 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:10.135, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:10.338, 0, NVIDIA GeForce RTX 5090, 57, 227.87 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:10.339, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:10.543, 0, NVIDIA GeForce RTX 5090, 57, 227.87 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:10.543, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:10.747, 0, NVIDIA GeForce RTX 5090, 57, 230.29 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:10.747, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:10.952, 0, NVIDIA GeForce RTX 5090, 57, 230.29 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:10.952, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:11.156, 0, NVIDIA GeForce RTX 5090, 57, 229.57 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:11.156, 1, NVIDIA GeForce RTX 5090, 37, 13.80 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:11.360, 0, NVIDIA GeForce RTX 5090, 57, 229.57 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:11.360, 1, NVIDIA GeForce RTX 5090, 37, 14.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:11.565, 0, NVIDIA GeForce RTX 5090, 56, 228.98 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:11.565, 1, NVIDIA GeForce RTX 5090, 37, 14.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:11.769, 0, NVIDIA GeForce RTX 5090, 56, 228.98 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:11.769, 1, NVIDIA GeForce RTX 5090, 37, 14.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:11.973, 0, NVIDIA GeForce RTX 5090, 56, 228.98 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:11.974, 1, NVIDIA GeForce RTX 5090, 37, 14.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:12.178, 0, NVIDIA GeForce RTX 5090, 56, 226.75 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:12.181, 1, NVIDIA GeForce RTX 5090, 37, 14.03 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:12.385, 0, NVIDIA GeForce RTX 5090, 56, 226.75 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:12.385, 1, NVIDIA GeForce RTX 5090, 37, 14.24 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:12.589, 0, NVIDIA GeForce RTX 5090, 57, 226.21 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:12.590, 1, NVIDIA GeForce RTX 5090, 37, 14.24 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:12.794, 0, NVIDIA GeForce RTX 5090, 57, 226.21 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:12.794, 1, NVIDIA GeForce RTX 5090, 37, 14.24 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:12.997, 0, NVIDIA GeForce RTX 5090, 57, 226.21 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:12.998, 1, NVIDIA GeForce RTX 5090, 37, 14.24 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:13.201, 0, NVIDIA GeForce RTX 5090, 57, 226.96 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:13.202, 1, NVIDIA GeForce RTX 5090, 37, 14.24 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:13.405, 0, NVIDIA GeForce RTX 5090, 57, 226.96 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:13.406, 1, NVIDIA GeForce RTX 5090, 37, 14.27 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:13.610, 0, NVIDIA GeForce RTX 5090, 57, 227.88 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:13.610, 1, NVIDIA GeForce RTX 5090, 37, 14.27 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:13.814, 0, NVIDIA GeForce RTX 5090, 57, 227.88 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:13.814, 1, NVIDIA GeForce RTX 5090, 37, 14.27 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:14.018, 0, NVIDIA GeForce RTX 5090, 57, 227.88 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:14.019, 1, NVIDIA GeForce RTX 5090, 37, 14.27 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:14.222, 0, NVIDIA GeForce RTX 5090, 57, 228.07 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:14.223, 1, NVIDIA GeForce RTX 5090, 37, 14.22 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:14.427, 0, NVIDIA GeForce RTX 5090, 57, 228.07 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:14.427, 1, NVIDIA GeForce RTX 5090, 37, 14.22 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:14.631, 0, NVIDIA GeForce RTX 5090, 55, 227.40 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:14.631, 1, NVIDIA GeForce RTX 5090, 37, 14.22 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:14.832, 0, NVIDIA GeForce RTX 5090, 55, 227.40 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:14.832, 1, NVIDIA GeForce RTX 5090, 37, 14.87 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:40:15.034, 0, NVIDIA GeForce RTX 5090, 55, 227.40 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:15.034, 1, NVIDIA GeForce RTX 5090, 37, 14.87 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:40:15.235, 0, NVIDIA GeForce RTX 5090, 57, 226.27 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:15.235, 1, NVIDIA GeForce RTX 5090, 37, 15.49 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:15.436, 0, NVIDIA GeForce RTX 5090, 57, 226.27 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:15.437, 1, NVIDIA GeForce RTX 5090, 37, 15.49 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:15.640, 0, NVIDIA GeForce RTX 5090, 57, 227.08 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:15.641, 1, NVIDIA GeForce RTX 5090, 37, 15.49 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:15.844, 0, NVIDIA GeForce RTX 5090, 57, 227.08 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:15.845, 1, NVIDIA GeForce RTX 5090, 37, 16.84 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:16.049, 0, NVIDIA GeForce RTX 5090, 57, 227.08 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:16.049, 1, NVIDIA GeForce RTX 5090, 37, 16.84 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:16.253, 0, NVIDIA GeForce RTX 5090, 57, 228.46 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:16.253, 1, NVIDIA GeForce RTX 5090, 37, 16.84 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:16.458, 0, NVIDIA GeForce RTX 5090, 57, 228.46 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:16.458, 1, NVIDIA GeForce RTX 5090, 37, 16.84 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:16.662, 0, NVIDIA GeForce RTX 5090, 57, 229.29 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:16.662, 1, NVIDIA GeForce RTX 5090, 37, 16.84 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:16.866, 0, NVIDIA GeForce RTX 5090, 57, 229.29 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:16.866, 1, NVIDIA GeForce RTX 5090, 37, 14.36 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:17.071, 0, NVIDIA GeForce RTX 5090, 57, 227.51 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:17.071, 1, NVIDIA GeForce RTX 5090, 37, 14.36 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:17.275, 0, NVIDIA GeForce RTX 5090, 57, 227.51 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:17.275, 1, NVIDIA GeForce RTX 5090, 37, 14.36 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:17.479, 0, NVIDIA GeForce RTX 5090, 57, 227.51 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:17.480, 1, NVIDIA GeForce RTX 5090, 37, 14.36 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:17.683, 0, NVIDIA GeForce RTX 5090, 56, 227.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:17.684, 1, NVIDIA GeForce RTX 5090, 37, 14.36 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:17.888, 0, NVIDIA GeForce RTX 5090, 56, 227.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:17.888, 1, NVIDIA GeForce RTX 5090, 37, 14.35 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:18.092, 0, NVIDIA GeForce RTX 5090, 57, 226.03 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:18.093, 1, NVIDIA GeForce RTX 5090, 37, 14.35 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:18.297, 0, NVIDIA GeForce RTX 5090, 57, 226.03 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:18.297, 1, NVIDIA GeForce RTX 5090, 37, 14.35 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:18.501, 0, NVIDIA GeForce RTX 5090, 57, 226.03 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:18.502, 1, NVIDIA GeForce RTX 5090, 37, 14.35 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:18.705, 0, NVIDIA GeForce RTX 5090, 57, 227.16 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:18.706, 1, NVIDIA GeForce RTX 5090, 37, 14.35 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:18.910, 0, NVIDIA GeForce RTX 5090, 57, 227.16 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:18.910, 1, NVIDIA GeForce RTX 5090, 37, 14.30 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:19.114, 0, NVIDIA GeForce RTX 5090, 57, 228.84 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:19.115, 1, NVIDIA GeForce RTX 5090, 37, 14.30 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:19.318, 0, NVIDIA GeForce RTX 5090, 57, 228.84 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:19.319, 1, NVIDIA GeForce RTX 5090, 37, 14.30 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:19.523, 0, NVIDIA GeForce RTX 5090, 57, 228.84 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:19.523, 1, NVIDIA GeForce RTX 5090, 37, 14.30 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:19.727, 0, NVIDIA GeForce RTX 5090, 57, 228.24 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:19.728, 1, NVIDIA GeForce RTX 5090, 37, 14.48 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:19.931, 0, NVIDIA GeForce RTX 5090, 57, 228.24 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:19.931, 1, NVIDIA GeForce RTX 5090, 37, 14.48 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:20.135, 0, NVIDIA GeForce RTX 5090, 57, 227.09 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:20.136, 1, NVIDIA GeForce RTX 5090, 37, 14.48 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:20.339, 0, NVIDIA GeForce RTX 5090, 57, 227.09 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:20.340, 1, NVIDIA GeForce RTX 5090, 37, 14.48 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:20.544, 0, NVIDIA GeForce RTX 5090, 57, 227.09 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:20.544, 1, NVIDIA GeForce RTX 5090, 37, 14.48 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:20.748, 0, NVIDIA GeForce RTX 5090, 57, 226.58 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
