timestamp, index, name, temperature.gpu, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%]
2026/08/24 16:39:41.380, 1, NVIDIA GeForce RTX 5090, 37, 13.52 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:41.584, 0, NVIDIA GeForce RTX 5090, 55, 228.55 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:41.584, 1, NVIDIA GeForce RTX 5090, 37, 13.52 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:41.788, 0, NVIDIA GeForce RTX 5090, 55, 228.55 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:41.788, 1, NVIDIA GeForce RTX 5090, 37, 13.45 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:41.992, 0, NVIDIA GeForce RTX 5090, 55, 228.55 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:41.993, 1, NVIDIA GeForce RTX 5090, 37, 13.45 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:42.197, 0, NVIDIA GeForce RTX 5090, 54, 228.13 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:42.197, 1, NVIDIA GeForce RTX 5090, 37, 13.45 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:42.400, 0, NVIDIA GeForce RTX 5090, 54, 228.13 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:42.400, 1, NVIDIA GeForce RTX 5090, 37, 13.45 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:42.604, 0, NVIDIA GeForce RTX 5090, 55, 225.71 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:42.604, 1, NVIDIA GeForce RTX 5090, 37, 13.45 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:42.808, 0, NVIDIA GeForce RTX 5090, 55, 225.71 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:42.808, 1, NVIDIA GeForce RTX 5090, 37, 13.33 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:43.012, 0, NVIDIA GeForce RTX 5090, 55, 225.71 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:43.013, 1, NVIDIA GeForce RTX 5090, 37, 13.33 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:43.217, 0, NVIDIA GeForce RTX 5090, 56, 223.20 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:43.217, 1, NVIDIA GeForce RTX 5090, 37, 13.33 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:43.421, 0, NVIDIA GeForce RTX 5090, 56, 223.20 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:43.422, 1, NVIDIA GeForce RTX 5090, 37, 13.33 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:43.625, 0, NVIDIA GeForce RTX 5090, 56, 225.69 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:43.626, 1, NVIDIA GeForce RTX 5090, 37, 13.33 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:43.829, 0, NVIDIA GeForce RTX 5090, 56, 225.69 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:43.830, 1, NVIDIA GeForce RTX 5090, 37, 13.43 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:44.034, 0, NVIDIA GeForce RTX 5090, 56, 225.69 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:44.035, 1, NVIDIA GeForce RTX 5090, 37, 13.43 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:44.238, 0, NVIDIA GeForce RTX 5090, 56, 226.03 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:44.239, 1, NVIDIA GeForce RTX 5090, 37, 13.43 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:44.443, 0, NVIDIA GeForce RTX 5090, 56, 226.03 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:44.443, 1, NVIDIA GeForce RTX 5090, 37, 13.43 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:44.647, 0, NVIDIA GeForce RTX 5090, 55, 226.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:44.648, 1, NVIDIA GeForce RTX 5090, 37, 13.43 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:44.851, 0, NVIDIA GeForce RTX 5090, 55, 226.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:44.852, 1, NVIDIA GeForce RTX 5090, 37, 13.79 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:45.056, 0, NVIDIA GeForce RTX 5090, 55, 226.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:45.056, 1, NVIDIA GeForce RTX 5090, 37, 13.79 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:45.260, 0, NVIDIA GeForce RTX 5090, 54, 224.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:45.260, 1, NVIDIA GeForce RTX 5090, 37, 13.79 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:45.464, 0, NVIDIA GeForce RTX 5090, 54, 224.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:45.465, 1, NVIDIA GeForce RTX 5090, 37, 13.79 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:45.669, 0, NVIDIA GeForce RTX 5090, 55, 224.73 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:45.669, 1, NVIDIA GeForce RTX 5090, 37, 13.79 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:45.873, 0, NVIDIA GeForce RTX 5090, 55, 224.73 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:45.873, 1, NVIDIA GeForce RTX 5090, 37, 14.10 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:46.075, 0, NVIDIA GeForce RTX 5090, 56, 224.63 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:46.075, 1, NVIDIA GeForce RTX 5090, 37, 14.10 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:46.276, 0, NVIDIA GeForce RTX 5090, 56, 224.63 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:46.276, 1, NVIDIA GeForce RTX 5090, 37, 14.93 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:46.477, 0, NVIDIA GeForce RTX 5090, 56, 224.63 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:46.477, 1, NVIDIA GeForce RTX 5090, 37, 14.93 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:46.678, 0, NVIDIA GeForce RTX 5090, 56, 226.34 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:46.679, 1, NVIDIA GeForce RTX 5090, 37, 14.93 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:46.882, 0, NVIDIA GeForce RTX 5090, 56, 226.34 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:46.883, 1, NVIDIA GeForce RTX 5090, 37, 16.53 W, 600.00 W, 187 MHz, 405 MHz, 0 %
2026/08/24 16:39:47.086, 0, NVIDIA GeForce RTX 5090, 56, 227.00 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:47.087, 1, NVIDIA GeForce RTX 5090, 37, 16.53 W, 600.00 W, 187 MHz, 405 MHz, 0 %
2026/08/24 16:39:47.290, 0, NVIDIA GeForce RTX 5090, 56, 227.00 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:47.291, 1, NVIDIA GeForce RTX 5090, 37, 16.53 W, 600.00 W, 187 MHz, 405 MHz, 0 %
2026/08/24 16:39:47.495, 0, NVIDIA GeForce RTX 5090, 56, 227.00 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:47.495, 1, NVIDIA GeForce RTX 5090, 37, 16.53 W, 600.00 W, 187 MHz, 405 MHz, 0 %
2026/08/24 16:39:47.699, 0, NVIDIA GeForce RTX 5090, 56, 225.71 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:47.700, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:47.903, 0, NVIDIA GeForce RTX 5090, 56, 225.71 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:47.904, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:48.107, 0, NVIDIA GeForce RTX 5090, 54, 225.43 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:48.108, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:48.311, 0, NVIDIA GeForce RTX 5090, 54, 225.43 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:48.312, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:48.516, 0, NVIDIA GeForce RTX 5090, 54, 225.43 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:48.516, 1, NVIDIA GeForce RTX 5090, 37, 13.75 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:48.720, 0, NVIDIA GeForce RTX 5090, 56, 223.95 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:48.721, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:48.925, 0, NVIDIA GeForce RTX 5090, 56, 223.95 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:48.925, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:49.129, 0, NVIDIA GeForce RTX 5090, 56, 224.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:49.129, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:49.333, 0, NVIDIA GeForce RTX 5090, 56, 224.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:49.334, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:49.538, 0, NVIDIA GeForce RTX 5090, 56, 224.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:49.538, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:49.742, 0, NVIDIA GeForce RTX 5090, 56, 226.02 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:49.742, 1, NVIDIA GeForce RTX 5090, 37, 13.54 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:49.946, 0, NVIDIA GeForce RTX 5090, 56, 226.02 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:49.947, 1, NVIDIA GeForce RTX 5090, 37, 13.54 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:50.151, 0, NVIDIA GeForce RTX 5090, 56, 226.46 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:50.152, 1, NVIDIA GeForce RTX 5090, 37, 13.54 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:50.356, 0, NVIDIA GeForce RTX 5090, 56, 226.46 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:50.356, 1, NVIDIA GeForce RTX 5090, 37, 13.54 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:50.560, 0, NVIDIA GeForce RTX 5090, 55, 224.85 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:50.561, 1, NVIDIA GeForce RTX 5090, 37, 13.54 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:50.764, 0, NVIDIA GeForce RTX 5090, 55, 224.85 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:50.765, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:50.969, 0, NVIDIA GeForce RTX 5090, 55, 224.85 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:50.969, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:51.173, 0, NVIDIA GeForce RTX 5090, 55, 224.29 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:51.174, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:51.377, 0, NVIDIA GeForce RTX 5090, 55, 224.29 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:51.378, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:51.582, 0, NVIDIA GeForce RTX 5090, 56, 223.36 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:51.582, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:51.786, 0, NVIDIA GeForce RTX 5090, 56, 223.36 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:51.786, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:51.990, 0, NVIDIA GeForce RTX 5090, 56, 223.36 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:51.991, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:52.195, 0, NVIDIA GeForce RTX 5090, 56, 225.28 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:52.195, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:52.398, 0, NVIDIA GeForce RTX 5090, 56, 225.28 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:52.398, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:52.602, 0, NVIDIA GeForce RTX 5090, 56, 226.94 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:52.602, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:52.806, 0, NVIDIA GeForce RTX 5090, 56, 226.94 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:52.807, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:53.011, 0, NVIDIA GeForce RTX 5090, 56, 226.94 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:53.011, 1, NVIDIA GeForce RTX 5090, 37, 13.58 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:53.212, 0, NVIDIA GeForce RTX 5090, 56, 227.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:53.212, 1, NVIDIA GeForce RTX 5090, 37, 14.45 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:39:53.413, 0, NVIDIA GeForce RTX 5090, 56, 227.52 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:53.414, 1, NVIDIA GeForce RTX 5090, 37, 14.45 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:39:53.614, 0, NVIDIA GeForce RTX 5090, 55, 225.85 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:53.615, 1, NVIDIA GeForce RTX 5090, 37, 14.45 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:39:53.816, 0, NVIDIA GeForce RTX 5090, 55, 225.85 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:53.816, 1, NVIDIA GeForce RTX 5090, 37, 15.19 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:54.020, 0, NVIDIA GeForce RTX 5090, 55, 225.85 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:54.020, 1, NVIDIA GeForce RTX 5090, 37, 15.19 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:54.224, 0, NVIDIA GeForce RTX 5090, 55, 225.41 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:54.224, 1, NVIDIA GeForce RTX 5090, 37, 16.85 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:54.428, 0, NVIDIA GeForce RTX 5090, 55, 225.41 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:54.429, 1, NVIDIA GeForce RTX 5090, 37, 16.85 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:54.633, 0, NVIDIA GeForce RTX 5090, 56, 225.32 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:54.633, 1, NVIDIA GeForce RTX 5090, 37, 16.85 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:54.837, 0, NVIDIA GeForce RTX 5090, 56, 225.32 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:54.837, 1, NVIDIA GeForce RTX 5090, 37, 16.85 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:55.041, 0, NVIDIA GeForce RTX 5090, 56, 225.32 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:55.042, 1, NVIDIA GeForce RTX 5090, 37, 16.85 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:55.245, 0, NVIDIA GeForce RTX 5090, 56, 226.93 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:55.246, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:55.450, 0, NVIDIA GeForce RTX 5090, 56, 226.93 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:55.451, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:55.654, 0, NVIDIA GeForce RTX 5090, 56, 227.55 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:55.655, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:55.858, 0, NVIDIA GeForce RTX 5090, 56, 227.55 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:55.859, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:56.063, 0, NVIDIA GeForce RTX 5090, 56, 225.89 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:56.063, 1, NVIDIA GeForce RTX 5090, 37, 13.69 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:56.267, 0, NVIDIA GeForce RTX 5090, 56, 225.89 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:56.268, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:56.472, 0, NVIDIA GeForce RTX 5090, 56, 225.89 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:56.472, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:56.676, 0, NVIDIA GeForce RTX 5090, 55, 226.10 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:56.676, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:56.880, 0, NVIDIA GeForce RTX 5090, 55, 226.10 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:56.880, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:57.085, 0, NVIDIA GeForce RTX 5090, 55, 224.63 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:57.085, 1, NVIDIA GeForce RTX 5090, 37, 13.78 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:57.289, 0, NVIDIA GeForce RTX 5090, 55, 224.63 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:57.289, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:57.493, 0, NVIDIA GeForce RTX 5090, 55, 224.63 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:57.494, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:57.697, 0, NVIDIA GeForce RTX 5090, 56, 224.74 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:57.698, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:57.901, 0, NVIDIA GeForce RTX 5090, 56, 224.74 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:57.902, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:58.106, 0, NVIDIA GeForce RTX 5090, 56, 226.47 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:58.107, 1, NVIDIA GeForce RTX 5090, 37, 13.81 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:58.310, 0, NVIDIA GeForce RTX 5090, 56, 226.47 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:58.311, 1, NVIDIA GeForce RTX 5090, 37, 13.95 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:58.515, 0, NVIDIA GeForce RTX 5090, 56, 226.47 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:58.515, 1, NVIDIA GeForce RTX 5090, 37, 13.95 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:58.719, 0, NVIDIA GeForce RTX 5090, 56, 226.82 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:58.720, 1, NVIDIA GeForce RTX 5090, 37, 13.95 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:58.924, 0, NVIDIA GeForce RTX 5090, 56, 226.82 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:58.924, 1, NVIDIA GeForce RTX 5090, 37, 13.95 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:59.128, 0, NVIDIA GeForce RTX 5090, 56, 227.14 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:59.128, 1, NVIDIA GeForce RTX 5090, 37, 13.95 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:59.332, 0, NVIDIA GeForce RTX 5090, 56, 227.14 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:59.333, 1, NVIDIA GeForce RTX 5090, 37, 13.94 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:59.537, 0, NVIDIA GeForce RTX 5090, 56, 227.14 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:59.537, 1, NVIDIA GeForce RTX 5090, 37, 13.94 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:59.741, 0, NVIDIA GeForce RTX 5090, 55, 225.46 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:59.741, 1, NVIDIA GeForce RTX 5090, 37, 13.94 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:39:59.945, 0, NVIDIA GeForce RTX 5090, 55, 225.46 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:39:59.945, 1, NVIDIA GeForce RTX 5090, 37, 13.94 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:00.148, 0, NVIDIA GeForce RTX 5090, 56, 225.64 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:00.149, 1, NVIDIA GeForce RTX 5090, 37, 13.94 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:00.352, 0, NVIDIA GeForce RTX 5090, 56, 225.64 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:00.353, 1, NVIDIA GeForce RTX 5090, 37, 14.35 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:40:00.554, 0, NVIDIA GeForce RTX 5090, 56, 225.64 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:00.554, 1, NVIDIA GeForce RTX 5090, 37, 14.35 W, 600.00 W, 210 MHz, 405 MHz, 0 %
2026/08/24 16:40:00.755, 0, NVIDIA GeForce RTX 5090, 57, 225.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:00.755, 1, NVIDIA GeForce RTX 5090, 37, 15.05 W, 600.00 W, 195 MHz, 405 MHz, 0 %
2026/08/24 16:40:00.956, 0, NVIDIA GeForce RTX 5090, 57, 225.42 W, 600.00 W, 2902 MHz, 13801 MHz, 100 %
2026/08/24 16:40:00.957, 1, NVIDIA GeForce RTX 5090, 37, 15.05 W, 600.00 W, 195 MHz, 405 MHz, 0 %
