method,kernel_median_ms,e2e_median_ms,fp64_over_method_kernel,kernel_ci95_low,kernel_ci95_high,fp64_over_method_e2e,e2e_ci95_low,e2e_ci95_high,fp32,df32,fp64,solver_failures
fp64_compacted,1434.14783,1457.15027,1.0,0.9987587359154653,1.0012529461823052,1.0,0.9994164885545732,1.0005824275225288,0,0,2448000,0
fixed_df32,212.111359,224.275589,6.761309455997477,6.745472816208864,6.773407156334827,6.497506857773146,6.478160367798812,6.5055429073404465,0,2448000,0,888
threshold_adaptive,233.555969,246.026855,6.144318749913636,6.107748058351177,6.16217209797456,5.92352544415939,5.8937299706139825,5.944661310765508,0,2447017,983,0
certificate_root_branch,580.034546,592.504517,2.475143549595527,2.466223510456609,2.5001561880697274,2.4668216496058353,2.4483063107703646,2.485885623835163,204279,2107668,136053,0
certificate_root_branch_gradient,649.097229,662.96344,2.2118643283696384,2.1975908788978193,2.2266123445796766,2.198460570631388,2.192020625869699,2.2147722643109558,201120,2110820,136060,0
