epsilon,goal_median_ms,uniform_median_ms,uniform_over_goal,ci95_low,ci95_high,predicted_bound,load_error,torque_error,bound_pass,goal_failures,uniform_failures
0.0001,540.969971,538.364929,0.9943343448906513,0.9807837229068809,0.997034876386815,8.153846583439603e-06,1.1234287309077982e-08,6.181947011084313e-09,True,0,0
1e-05,585.982971,539.549683,0.920705212352376,0.9037032344962665,0.9236596314195786,1.5414616504227361e-06,2.9976331314605088e-09,3.730412034798737e-09,True,0,0
1e-06,587.145203,591.755249,1.005266584260749,0.9896623709020971,1.0176559565272911,8.471982547308578e-08,8.155130954328758e-11,1.0990180655781122e-10,True,0,0
1e-07,585.429016,588.28595,1.0031975111422091,0.9890783434694699,1.0141738256330635,6.477306403148226e-09,1.1666838062505853e-10,6.256309339376302e-11,True,0,0
