channel,unit,finite,nonfinite,min,median,max
AB1N001Vx,m/s,48001,0,6.818375160617642,11.629078718904236,16.082871850885304
AB1N002Vx,m/s,48001,0,6.488785165591047,11.387663698163514,15.924512657655987
AB1N003Vx,m/s,48001,0,5.962942120298392,11.544136032289343,16.018305297592455
AB1N004Vx,m/s,48001,0,6.186998736506291,11.715019024598998,16.58949248138306
AB1N005Vx,m/s,48001,0,5.473426470204306,11.858164274805082,16.556597132340062
AB1N006Vx,m/s,48001,0,5.209239674982113,11.898412568907954,16.418030374343147
AB1N007Vx,m/s,48001,0,4.90441645723789,11.90441383219187,17.147536723764112
AB1N008Vx,m/s,48001,0,4.6590305736876285,11.871131214033703,17.559926725255814
AB1N009Vx,m/s,48001,0,5.15120966641606,11.834754156175935,18.031417459045162
AB1N010Vx,m/s,48001,0,5.583221115487471,11.759081628804688,18.07872816474071
AB1N011Vx,m/s,48001,0,5.294939853575483,11.651173364576039,19.372893929833452
AB1N012Vx,m/s,48001,0,5.299349458145597,11.601754873830439,18.483151960312355
AB1N013Vx,m/s,48001,0,5.8657035770196755,11.524820541273032,17.801182730596775
AB1N014Vx,m/s,48001,0,6.1196928508920285,11.44688326746907,18.142785586416775
AB1N015Vx,m/s,48001,0,3.753018618970157,11.350774164639454,18.18686366028446
AB1N016Vx,m/s,48001,0,3.5107903399634584,11.281475724218204,17.30955756199065
AB1N017Vx,m/s,48001,0,2.123910707632818,11.236711963597491,17.865299954534294
AB1N018Vx,m/s,48001,0,0.10454593141503876,11.211252248551567,17.4358046642243
AB1N019Vx,m/s,48001,0,-0.8475546852992109,11.192695482819627,18.54782585351243
AB2N001Vx,m/s,48001,0,6.42732670063354,11.59993129591474,16.107503109467384
AB2N002Vx,m/s,48001,0,6.371070392600922,11.386049903965336,15.640549715663271
AB2N003Vx,m/s,48001,0,5.768834135400034,11.598811314393298,16.171799169717726
AB2N004Vx,m/s,48001,0,5.1395603612846985,11.740945721826721,15.68947481300904
AB2N005Vx,m/s,48001,0,4.548046947437661,11.874334278177814,16.147870153832674
AB2N006Vx,m/s,48001,0,4.391484476089199,11.926478679025795,17.006929714982856
AB2N007Vx,m/s,48001,0,4.037135235202187,11.913544437319898,17.919475838842864
AB2N008Vx,m/s,48001,0,4.761878106539984,11.84388797385824,18.18698893253749
AB2N009Vx,m/s,48001,0,3.911687408667934,11.815439028622553,17.600298135943333
AB2N010Vx,m/s,48001,0,4.204165326658956,11.75742593839115,17.765007703558222
AB2N011Vx,m/s,48001,0,4.526914934934358,11.681914820703671,17.89878402043883
AB2N012Vx,m/s,48001,0,5.380373648606096,11.61013308943856,17.92975714576968
AB2N013Vx,m/s,48001,0,4.535706827016964,11.555048916229907,18.24012833987223
AB2N014Vx,m/s,48001,0,3.185141425616792,11.467599820364534,18.56563535163518
AB2N015Vx,m/s,48001,0,-0.1394119526128874,11.385639667112716,17.91182360648382
AB2N016Vx,m/s,48001,0,0.01043526557646457,11.306583797972037,17.843039063383998
AB2N017Vx,m/s,48001,0,-1.6100357520608992,11.237595159858024,17.492505405077928
