split,path,gate,index,accepted,truth_good,false_accept,false_reject,root_abs,rho,tightness,beta,h,branch_distance,gradient_bound,residual,bracket,status
cal,fp32,posterior,60,1,1,0,0,5.2481004875204462e-08,5.2901107897281916e-08,1.0080048585783832,5.2481015871841431e-08,2.0354210979467781e-06,2.6660454462859535e-06,2.1913640103493766e-07,1.3779159646985141e-07,1,1
cal,fp32,posterior,61,0,0,0,0,5.8289669535582789e-07,5.8339669535582792e-07,1.000857784928245,5.8289743025682723e-07,9.8423457774068411e-06,4.0717946431730292e-07,0,5.4480613966069352e-07,0,1
cal,fp32,posterior,62,1,1,0,0,2.754310290953299e-08,2.8043102909532992e-08,1.0181533649873176,2.7543127317529466e-08,2.5551705855718438e-06,2.0127619832168285e-07,3.1360115909853494e-07,6.0019194724523877e-08,1,1
cal,fp32,posterior,63,0,0,0,0,5.6250621982556481e-07,5.6296637569756789e-07,1.0008180458380456,5.6250935551239698e-07,8.4074796558959575e-05,1.3371813475784575e-06,0,1.0615314296081721e-06,0,1
cal,fp32,posterior,64,0,0,0,0,2.0716398907438816e-07,2.0766398818620975e-07,1.0024135425951952,2.0716419500405872e-07,1.4372437733450362e-05,0.0037710847905636749,0,2.645636528500245e-07,0,1
cal,fp32,posterior,65,0,0,0,0,3.9760553427470313e-07,3.9810573589120439e-07,1.0012580348445443,3.9760428706188285e-07,4.9936084675664081e-05,0.0058559443925654741,0,6.7398736495501528e-07,0,1
cal,fp32,posterior,66,0,0,0,0,4.2319976190086095e-07,4.2369976234495014e-07,1.0011814761942288,4.2319895868128534e-07,3.10085743161928e-05,0.0027387632581959104,0,5.3590548797435198e-07,0,1
cal,fp32,posterior,67,1,1,0,0,3.4734024989546697e-08,3.5231239662022515e-08,1.0143149166451471,3.473404813211562e-08,1.6414810048231555e-06,0.0052188098368661784,2.0255016318597535e-07,3.6718004716449603e-08,1,1
cal,fp32,posterior,68,0,0,0,0,6.8043081968838237e-07,6.8089495060290282e-07,1.0006821133039403,6.8042922189315717e-07,4.2128278684577565e-05,2.9220790465311214e-06,0,8.5749825856680097e-07,0,1
cal,fp32,posterior,69,0,0,0,0,6.6427407396929539e-07,6.6477408018654436e-07,1.0007527107211354,6.6427615070904485e-07,4.6580645863102926e-05,1.6527668327778935e-06,0,1.7880158320672372e-06,0,1
cal,fp32,posterior,70,0,0,0,0,5.3216124973332057e-07,5.3266248740994846e-07,1.0009418905959031,5.3215800511355026e-07,9.6679315506545288e-05,0.0029434272096652198,0,1.8893341265110884e-06,0,1
cal,fp32,posterior,71,0,0,0,0,1.188966610943254e-06,1.189466610943254e-06,1.0004205332558527,1.1889614873954303e-06,6.9154401953435945e-05,0.0032627828805853226,0,1.454930149330403e-06,0,1
cal,fp32,posterior,72,0,0,0,0,5.5726117853538426e-07,5.577634913519892e-07,1.0009013956757675,5.5726224925019713e-07,3.0523711281897204e-05,0.0036277036659491859,0,1.4731675331645982e-06,0,1
cal,fp32,posterior,73,0,0,0,0,1.2863482758973532e-06,1.2868482958813677e-06,1.0003887127564,1.286342083802894e-06,7.7186052738825272e-05,0.0013632834344312369,0,1.596047726935921e-06,0,1
cal,fp32,posterior,74,0,1,0,1,3.9446135691179052e-08,inf,inf,3.9446025696317741e-08,4.6965512085602846e-05,9.3986385637365827e-07,5.8722627596430672e-06,3.4176513864888183e-07,1,1
cal,fp32,posterior,75,0,0,0,0,9.4557374108461545e-07,9.4607374064052628e-07,1.0005287790197488,9.4556859232232747e-07,8.7516644599385649e-05,3.4257659062888744e-05,0,2.0596825123593521e-06,0,1
cal,fp32,posterior,76,0,0,0,0,6.1079835278476935e-07,6.1129835500521544e-07,1.0008186044022001,6.1079736241628853e-07,2.8797443146205291e-05,2.6998438054093299e-06,0,1.3324190152920783e-06,0,1
cal,fp32,posterior,77,0,0,0,0,2.3698110140912831e-07,inf,inf,2.3698327821674509e-07,0.00016307661992587394,0.0019815274050632142,0,1.0926448897337825e-06,0,1
cal,fp32,posterior,78,0,0,0,0,6.9034031602299706e-07,6.9083868888013221e-07,1.0007219234420586,6.903426182593834e-07,5.3327100154261816e-05,0.00099516513544588834,0,1.9894847749953419e-06,0,1
cal,fp32,posterior,79,0,0,0,0,7.2433883513411956e-07,7.2714293840348817e-07,1.0038712590480523,7.2711333243955194e-07,8.1427617465727547e-05,4.3674736641901896e-07,0,1.7672238962014514e-06,0,1
cal,fp32,posterior,80,0,0,0,0,1.6044581263585656e-07,1.6094533390768835e-07,1.0031133331785074,1.6044568824793466e-07,1.3109739469973067e-05,0.001831600044191759,0,4.9392399380239341e-07,0,1
cal,fp32,posterior,81,0,0,0,0,4.0914485710530357e-07,4.0962103216328431e-07,1.0011638299973991,4.0914597518254284e-07,3.9489508566357376e-05,2.0229999440579427e-06,0,7.9308198439826298e-07,0,1
cal,fp32,posterior,82,0,0,0,0,1.5064719467439147e-06,inf,inf,1.506480705799145e-06,9.3099887024735331e-05,0.0048580581771047434,0,1.9620284444614621e-06,0,1
cal,fp32,posterior,83,0,0,0,0,2.2444486846850964e-07,inf,inf,2.2444113791812737e-07,0.00026724611218266649,5.6547218937059115e-07,0,1.9446935362511296e-06,0,1
cal,fp32,posterior,84,0,0,0,0,1.8859395956027925e-07,1.8909395423120874e-07,1.0026511701228145,1.8859418015924084e-07,1.4777218549728647e-05,4.8282343106361147e-07,0,5.4859092805548335e-07,0,1
cal,fp32,posterior,85,0,0,0,0,4.9913394395417754e-07,4.9963158006731354e-07,1.0009969991405387,4.9914058633749537e-07,0.00022498746340942737,0.0037715585342399144,0,1.4126676263630948e-06,0,1
cal,fp32,posterior,86,0,0,0,0,1.70410076272276e-07,1.7091008071316811e-07,1.0029341248582813,1.7040982994019783e-07,2.6731935762011229e-05,2.2445195172117153e-06,0,4.3517900295399848e-07,0,1
cal,fp32,posterior,87,0,0,0,0,4.2218327678256173e-07,4.2268134987948018e-07,1.0011797556282054,4.2218657523170662e-07,0.00012284329276111415,3.4718402879508822e-06,0,1.0223608355902139e-06,0,1
cal,fp32,posterior,88,0,0,0,0,3.2309284359044455e-07,3.2355012931388431e-07,1.0014153384468627,3.2309718418015097e-07,0.00025010083065048769,0.0021268110095599311,0,1.1241219545403784e-06,0,1
cal,fp32,posterior,89,0,0,0,0,6.4477046990418785e-07,6.4559581587657298e-07,1.0012800616822723,6.447705022553134e-07,2.6237636922158505e-11,0.013350574299693108,0,6.4482796961459999e-07,0,1
cal,fp32,posterior,90,0,0,0,0,3.3962896184291935e-07,inf,inf,3.3963132106036508e-07,0.00011551563240532027,0.0082609423303305427,0,6.8914305307287956e-07,0,1
cal,fp32,posterior,91,0,0,0,0,1.056364486062833e-05,1.0727386082943624e-05,1.0155004474758114,1.054109271571193e-05,0.034129128522734489,0.0038628180464272475,0,1.008225712301353e-06,0,1
cal,fp32,posterior,92,0,0,0,0,8.9766257183043763e-07,inf,inf,8.9766522832764089e-07,4.2008145191181298e-05,7.9748448616301121e-07,0,1.5615790496514979e-06,0,1
cal,fp32,posterior,93,0,0,0,0,1.3349595675116177e-05,1.3592532992594099e-05,1.0181981030280012,1.3375753509595422e-05,0.031388144056467587,0.0045339365442606605,0,1.6114063112387122e-06,0,1
cal,fp32,posterior,94,0,0,0,0,1.0273008932415451e-07,1.0415220020121166e-07,1.013843177655281,1.0273019898246298e-07,0.026933400928318856,3.3764382776856414e-07,0,9.2465093238353967e-08,0,1
cal,fp32,posterior,95,0,0,0,0,7.5542248909599152e-06,7.5946245611657598e-06,1.0053479570424479,7.5485304866017217e-06,0.012064932323816866,0.0078698130698133077,0,1.0688251865134647e-06,0,1
cal,fp32,posterior,96,0,0,0,0,9.2857891775821599e-07,inf,inf,9.2857777322659247e-07,2.6609780619163147e-05,1.3783277731892907e-06,0,1.3357632565875809e-06,0,1
cal,fp32,posterior,97,0,0,0,0,1.5696304300760744e-07,inf,inf,1.5696302725019786e-07,3.5464158670653318e-06,0.037578638589641007,0,2.3752616286955112e-07,0,1
cal,fp32,posterior,98,0,0,0,0,7.3514666887319891e-07,inf,inf,7.351527591766427e-07,0.00013385582490517783,0.0022349301229229483,0,1.3721027952225114e-06,0,1
cal,fp32,posterior,99,0,0,0,0,7.6254884850968097e-07,inf,inf,7.6254125816989147e-07,0.00016298176559447267,2.422887782895684e-06,0,1.3764105488464957e-06,0,1
cal,fp32,posterior,100,0,0,0,0,4.1231513447925749e-07,4.13277034775047e-07,1.0023329250259134,4.1231516491764146e-07,1.5833344751718563e-11,0.12824332714080811,0,4.1572907100392917e-07,0,1
cal,fp32,posterior,101,0,0,0,0,1.7893321403672502e-05,1.8075050216595854e-05,1.0101562370017034,1.7913155619059508e-05,0.01775315013703048,0.00042553919356944417,0,1.6785106381837345e-06,0,1
cal,fp32,posterior,102,0,0,0,0,3.1900810371077171e-06,3.1912392800820612e-06,1.0003630763484912,3.1899162509037007e-06,0.00082881950157910622,0.0070773870004007342,0,1.50308348191953e-06,0,1
cal,fp32,posterior,103,0,0,0,0,2.1923307302884609e-07,2.1974252502358855e-07,1.0023237916966818,2.1923373007335106e-07,4.248693728577271e-05,0.0061710493737497877,0,1.1330562896538407e-07,0,1
cal,fp32,posterior,104,0,0,0,0,7.1591130179626816e-07,7.1605351599528198e-07,1.000198647791503,7.159113336906888e-07,2.9217013700558924e-11,0.19909405708312988,0,7.3033842235238122e-07,0,1
cal,fp32,posterior,105,0,0,0,0,1.5759951708105291e-05,1.5923269803821378e-05,1.0103628550861672,1.573716782924852e-05,0.023101652426691908,0.001348125767067799,0,1.0615486465416699e-06,0,1
cal,fp32,posterior,106,0,0,0,0,7.9412177411697371e-07,7.9548540664205293e-07,1.0017171579593009,7.9427626338188961e-07,0.0030353928407869032,0.0035751958330640442,0,6.6951408073499735e-08,0,1
cal,fp32,posterior,107,0,0,0,0,1.9777599161940884e-05,2.1242371682493462e-05,1.0740622008039944,1.9599603133465795e-05,0.14270777856500103,0.0027602699538235636,0,9.7127332440136606e-07,0,1
cal,fp32,posterior,108,0,0,0,0,1.1673608219631149e-05,1.2111658143398126e-05,1.0375248094269878,1.1719227129018209e-05,0.062702532451034368,0.0030958292027478173,0,7.5399399299285117e-07,0,1
cal,fp32,posterior,109,0,0,0,0,2.2171053615238634e-07,2.2221053615238635e-07,1.0022551927782826,2.217104563065114e-07,6.9735637592592191e-06,0.0034591312423011911,0,3.7584656085320049e-07,0,1
cal,fp32,posterior,110,0,0,0,0,6.1051774569165218e-07,6.1061383137662495e-07,1.0001573839346207,6.1052863361942653e-07,0.00027901716385768523,0.0017977824900299311,0,1.0715810325774113e-07,0,1
cal,fp32,posterior,111,0,0,0,0,5.8937525162505722e-06,5.9017549137657028e-06,1.0013577763051751,5.8946402263544743e-06,0.0024081347370326326,0.00038364416104741395,0,1.1166560287452643e-06,0,1
cal,fp32,posterior,112,0,0,0,0,1.0036783653077919e-06,1.0041798081536347e-06,1.0004996051157176,1.0036651710880387e-06,0.00021290442595777215,0.004650583888371156,0,5.0793920242989966e-07,0,1
cal,fp32,posterior,113,0,0,0,0,3.7815734366120068e-07,3.786573632011259e-07,1.0013222526239585,3.7815710093809826e-07,1.1155454514045103e-05,0.0012481376570499698,0,5.0327549100690262e-07,0,1
cal,fp32,posterior,114,0,0,0,0,1.0614519485585561e-07,1.0663963263850223e-07,1.0046581268546171,1.0614522499322536e-07,3.8957578571848412e-06,4.4876031828857803e-07,0,1.6915548390563628e-07,0,1
cal,fp32,posterior,115,0,0,0,0,1.12848092284068e-05,1.132298021646083e-05,1.0033825107081069,1.1289026394260363e-05,0.0059793456178284131,0.0034755738452076912,0,1.7873508254341326e-06,0,1
cal,fp32,posterior,116,0,0,0,0,3.2782925432073284e-06,3.279592874092289e-06,1.0003966488249059,3.2784372749133342e-06,0.00070447280240634638,0.0048123695207439466,0,1.6519947990475299e-06,0,1
cal,fp32,posterior,117,0,0,0,0,2.3275658520560683e-06,2.3280585703252942e-06,1.0002116882187417,2.3275011730726204e-06,0.0004463740326160181,0.0060272382670670732,0,1.2071067069293877e-06,0,1
cal,fp32,posterior,118,0,0,0,0,1.5108970430333102e-06,1.5113999225077469e-06,1.0003328350378045,1.5109239123721796e-06,0.00028260081325677847,0.0056796910339610238,0,7.9011087687733039e-07,0,1
cal,fp32,posterior,119,0,0,0,0,1.8610677385844099e-06,1.8615677434693912e-06,1.0002686656023394,1.8611159753873555e-06,0.00041247175804887072,0.0051958658052257013,0,9.2802036866940339e-07,0,1
cal,fp32,posterior,120,0,0,0,0,7.9451357595239358e-06,7.9824917574563863e-06,1.0047017444463011,7.9492555281737001e-06,0.0082926100180883006,0.0059763076157507778,0,1.5263674484797101e-06,0,1
cal,fp32,posterior,121,0,0,0,0,6.5501277544122161e-06,6.6042459542168953e-06,1.0082621594316576,6.5560668763507948e-06,0.014483895292047258,0.0046777457883128764,0,8.2281518589794821e-07,0,1
cal,fp32,posterior,122,0,0,0,0,1.0628506306176178e-06,1.0640113220174371e-06,1.0010920550511833,1.0629803683165432e-06,0.0019359846205370011,0.0022589264159209831,0,5.9542187314195749e-08,0,1
cal,fp32,posterior,123,0,0,0,0,2.3967581967987428e-06,2.3974449167576972e-06,1.0002865203339544,2.3966606068436752e-06,0.00065407411548476003,0.0076286629093490635,0,1.1087181329644002e-06,0,1
cal,fp32,posterior,124,0,0,0,0,2.5307337780944295e-07,2.536375504766231e-07,1.002229284929389,2.5307338954439182e-07,1.2287898359247784e-06,0.00276501985053626,0,2.4646458412505129e-07,0,1
cal,fp32,posterior,125,0,0,0,0,3.3390981506453699e-05,3.4631166414772182e-05,1.0371413133836387,3.3227898491785068e-05,0.077756952303107266,0.001564040788024437,0,1.5102341151094406e-06,0,1
cal,fp32,posterior,126,0,0,0,0,2.0755795309135294e-06,2.0777611150716652e-06,1.00105107230325,2.0752703171931968e-06,0.0023947044907852459,0.0064796464891367193,0,3.7189318203150145e-07,0,1
cal,fp32,posterior,127,0,0,0,0,7.9078900494522486e-07,7.9128901782381198e-07,1.0006322961946363,7.9079783642636155e-07,0.00017577430179000996,0.0052318185818983759,0,3.9392628463568822e-07,0,1
cal,fp32,posterior,128,0,0,0,0,3.6803928411544007e-06,3.6918596906011819e-06,1.0031156590999086,3.6816654964180913e-06,0.0055072761088804613,0.005756327225781851,0,5.9013862520522889e-07,0,1
cal,fp32,posterior,129,0,0,0,0,2.7892188247946592e-07,2.7942188247946591e-07,1.001792616612061,2.789218273619273e-07,4.3497054309295404e-06,0.0016211655147658633,0,3.9439971361271293e-07,0,1
cal,fp32,posterior,130,0,0,0,0,4.3420588102804913e-07,4.3470597783949687e-07,1.0011517504329137,4.3420579473979377e-07,4.0642511575197834e-06,0.010443629965685942,0,5.4846258275587275e-07,0,1
cal,fp32,posterior,131,0,0,0,0,3.7636447358657676e-06,3.765737383594551e-06,1.0005560162756175,3.7638775091553646e-06,0.00098729978717281876,0.0071852453304121072,0,1.7672867098821778e-06,0,1
cal,fp32,posterior,132,0,0,0,0,1.1641157022346249e-05,1.1686758504067584e-05,1.0039172636906966,1.1646190272768188e-05,0.006918497859070556,0.0046500274911522865,0,1.6982497074944829e-06,0,1
cal,fp32,posterior,133,0,0,0,0,4.2926066079473912e-07,4.2954343500183016e-07,1.0006587470805444,4.2926097784449192e-07,1.1085503011245022e-05,0.00095629014389134203,0,6.2787004741731019e-07,0,1
cal,fp32,posterior,134,0,0,0,0,2.5988282459366019e-06,2.6025704573123317e-06,1.001439961021503,2.5992457634667538e-06,0.0025516670680114147,0.0072184030850843172,0,5.1991055223052599e-07,0,1
cal,fp32,posterior,135,0,0,0,0,1.0447040161842835e-05,1.051814624372775e-05,1.00680633756388,1.0437045897596301e-05,0.015302129988239339,0.0075342538208801671,0,1.575841100215391e-06,0,1
cal,fp32,posterior,136,0,0,0,0,3.1263972486428315e-06,3.1274478345431933e-06,1.0003360372392913,3.1262477803369522e-06,0.0007671390787454918,0.006418260212023864,0,1.5041336461376011e-06,0,1
cal,fp32,posterior,137,1,1,0,0,8.3250069060625265e-08,8.3747689630638886e-08,1.0059774193058175,8.3250134539617762e-08,1.1856009900104684e-06,4.9692261908458223e-07,1.2634602251260016e-07,1.0569144600736407e-07,1,1
cal,fp32,posterior,138,0,0,0,0,1.500997669712234e-06,1.5015023979300513e-06,1.0003362618263851,1.5009591993251182e-06,0.00041297183945927573,0.0077185467136703509,0,6.9221846654032643e-07,0,1
cal,fp32,posterior,139,0,0,0,0,2.0656751891223735e-06,2.0693368724672883e-06,1.0017726326792309,2.0660840905265611e-06,0.0031388498892215193,0.0057083901902212422,0,3.2819770933304355e-07,0,1
cal,fp32,posterior,140,1,1,0,0,4.7132136415939385e-08,4.7632135971850173e-08,1.0106084636499035,4.7132156965656396e-08,1.6310111394208104e-06,0.0031816457495442833,1.9698388983151655e-07,8.3622434907903811e-08,1,1
cal,fp32,posterior,141,0,0,0,0,5.817304000865775e-05,6.6581054200778785e-05,1.1445345505558879,5.890507320500842e-05,0.20399299399921678,0.0041284652148496871,0,1.8499322351676575e-06,0,1
cal,fp32,posterior,142,0,0,0,0,4.261328219179461e-07,4.2668605711197686e-07,1.0012982693788777,4.2613280869331456e-07,1.4173757904890383e-06,0.021442674342317582,0,5.3822121139645267e-07,0,1
cal,fp32,posterior,143,0,0,0,0,4.3368628448448021e-06,4.3413395589198828e-06,1.0010322470954787,4.3373599228661838e-06,0.0018316871700366866,0.00081507617142051458,0,8.0346131665558463e-07,0,1
cal,fp32,posterior,144,0,0,0,0,9.4947903672704115e-06,9.5532120681245355e-06,1.006153026933118,9.5012201107011663e-06,0.01082546863643484,0.0066671271761422129,0,1.7669125396859036e-06,0,1
cal,fp32,posterior,145,0,0,0,0,1.7146446529281434e-07,1.7195653430361564e-07,1.0028698016814213,1.7146724524935742e-07,0.0002204094944152085,0.0062476781149877836,0,2.9927258754804576e-08,0,1
cal,fp32,posterior,146,0,0,0,0,3.9285689941159774e-06,3.9392953243555312e-06,1.0027303402983681,3.9270503344920631e-06,0.0061975182208529661,0.0078218760342527033,0,5.6136490734180003e-07,0,1
cal,fp32,posterior,147,0,0,0,0,1.2843049135291551e-06,1.284804727011687e-06,1.0003891704199421,1.2842818956490657e-06,0.00028925738683509289,0.0053936079395605786,0,6.3685201678694697e-07,0,1
cal,fp32,posterior,148,0,0,0,0,1.3793854538590722e-06,1.3804840631119272e-06,1.0007964483384839,1.3795081674150357e-06,0.0014128461747657773,0.0058804335446291187,0,2.6818798532069543e-07,0,1
cal,fp32,posterior,149,0,0,0,0,1.6527272341804178e-06,1.6532491279032174e-06,1.0003157772873867,1.6526531461027592e-06,0.00072072253865973284,0.0012225398095324636,0,2.9952558105278995e-07,0,1
cal,fp32,posterior,150,0,0,0,0,8.574130213823139e-06,8.6974976072622444e-06,1.0143883274877508,8.5571062845822972e-06,0.031762051948041624,0.0036231328686242075,0,7.3776030718180446e-07,0,1
cal,fp32,posterior,151,0,0,0,0,8.9309802500103785e-06,9.0060051773781404e-06,1.0084005255042048,8.9204718370794438e-06,0.018814334895270252,0.0027862324101024767,0,4.3916874397492457e-07,0,1
cal,fp32,posterior,152,0,0,0,0,8.2041124027654178e-07,8.2091116478137614e-07,1.0006093584293967,8.2041280560531779e-07,3.0211676404822025e-05,0.0006895380585665706,0,1.3114310887697835e-06,0,1
cal,fp32,posterior,153,0,0,0,0,1.09756540793704e-05,1.1060822290359024e-05,1.0077597389980342,1.0984992953397674e-05,0.013617337689091799,0.0068151982874786032,0,1.8721881119987673e-06,0,1
cal,fp32,posterior,154,0,0,0,0,8.3481972961152451e-06,8.408534234643482e-06,1.007227541035274,8.3548269391369886e-06,0.012692879121918261,0.0057083901902203549,0,1.3271649386437021e-06,0,1
cal,fp32,posterior,155,0,0,0,0,5.2223303370624308e-07,5.2272764379550316e-07,1.0009471060950508,5.2222989605688332e-07,9.9204082302087218e-05,0.0058954151445679108,0,2.7169997543334554e-07,0,1
cal,fp32,posterior,156,0,0,0,0,1.0536611378952898e-06,1.0541611378952898e-06,1.0004745358654858,1.0536582937787591e-06,4.3396861411424148e-05,0.0024448754393635204,0,1.8013445745362686e-06,0,1
cal,fp32,posterior,157,0,0,0,0,3.8068332202101374e-06,3.813204973240002e-06,1.0016737673182101,3.8059315859569456e-06,0.0038075655110496069,0.0071464975317491802,0,7.5452754193835093e-07,0,1
cal,fp32,posterior,158,0,0,0,0,8.3665145744760139e-07,8.3715812100619523e-07,1.0006055849829505,8.3665130169359719e-07,3.6569362641198089e-06,0.00067677112081935165,0,8.1600865293608506e-07,0,1
cal,fp32,posterior,159,0,0,0,0,3.9324143048524718e-06,3.9345579641752003e-06,1.000545125502184,3.9326527299062367e-06,0.00096799270115284042,0.0064542129886947632,0,1.8900264784683061e-06,0,1
cal,fp32,posterior,160,0,0,0,0,1.0493744408535122e-05,1.0783821291196709e-05,1.0276428385682477,1.052446488606076e-05,0.046944166526037528,0.0069709184626574544,0,6.3897232153970601e-07,0,1
cal,fp32,posterior,161,0,0,0,0,2.385523137249379e-06,2.3868265029407969e-06,1.0005463647243937,2.3853377911660937e-06,0.0012466622382018527,0.0033317632041871548,0,3.8124924108991435e-07,0,1
cal,fp32,posterior,162,0,0,0,0,1.3312434838930187e-05,1.3492619408143075e-05,1.0135350573650108,1.3287494132105335e-05,0.029943303997491962,0.004629810615397861,0,1.6454966792663682e-06,0,1
cal,fp32,posterior,163,0,0,0,0,1.0851497997954596e-06,1.0856870992922841e-06,1.000495138548545,1.0851312935930176e-06,0.00027580155474222454,0.0068257175637079885,0,5.1547348896661372e-07,0,1
cal,fp32,posterior,164,0,0,0,0,5.3194749805030028e-07,5.3245203086886526e-07,1.0009484635615624,5.3195094245502935e-07,0.00010057161173686247,0.0058294924074463418,0,2.7719205173431159e-07,0,1
cal,fp32,posterior,165,0,0,0,0,4.0860899323647004e-05,4.4078183955047234e-05,1.0787374894986299,4.1172876960339407e-05,0.12313623023375524,0.0037929068972466736,0,1.4797517813488784e-06,0,1
cal,fp32,posterior,166,0,0,0,0,2.7692705470983014e-06,2.7744451271555957e-06,1.0018685715134321,2.769847090221683e-06,0.0033090700889000886,0.0064993475516791962,0,5.0265250863715423e-07,0,1
cal,fp32,posterior,167,0,0,0,0,6.9666493640596627e-06,6.9780005038986331e-06,1.0016293542628296,6.9679077490567587e-06,0.0028885515273891923,0.00057539175031706691,0,1.3070226021698055e-06,0,1
cal,fp32,posterior,168,0,0,0,0,1.19560792439799e-05,1.2093457070764749e-05,1.0114902071140102,1.1971040720076151e-05,0.020040123698983673,0.0019233685639810337,0,7.214836199814219e-07,0,1
cal,fp32,posterior,169,0,0,0,0,1.3089206639005369e-05,1.3167983113852639e-05,1.0060184300714239,1.3097868769252842e-05,0.010592512553513053,0.00052745488937944174,0,1.4412677262287479e-06,0,1
cal,fp32,posterior,170,0,0,0,0,3.6294494494271134e-06,3.6308096375548135e-06,1.0003747643125087,3.6296007924391479e-06,0.00066566014872068994,0.0054040568047862775,0,1.9102428836688072e-06,0,1
cal,fp32,posterior,171,0,0,0,0,1.6110817724346305e-06,1.611584651464978e-06,1.0003121374960302,1.6111123068844425e-06,0.00030133989425319479,0.0056796910339650232,0,8.4250263087069491e-07,0,1
cal,fp32,posterior,172,0,0,0,0,2.0663506386853214e-05,2.1174763628651687e-05,1.0247420371076881,2.0717893153903455e-05,0.042221293590893758,0.0010846722950621751,0,1.0731726668484095e-06,0,1
cal,fp32,posterior,173,0,0,0,0,1.5769785391750446e-05,1.6115675492205388e-05,1.0219337227401892,1.5806766023637599e-05,0.037601676889073329,0.0031697277632647654,0,6.9900917639225581e-07,0,1
cal,fp32,posterior,174,0,0,0,0,7.0416140256490678e-06,7.0508726931829689e-06,1.0013148501892004,7.0402963820763583e-06,0.0029955005845051642,0.00091095000971108675,0,1.2975543952632628e-06,0,1
cal,fp32,posterior,175,0,0,0,0,1.6979542505346501e-06,1.6984547541318141e-06,1.0002947685999233,1.6979158405382028e-06,0.000364150956715802,0.0047884010029636366,0,8.5612662521145835e-07,0,1
cal,fp32,posterior,176,0,0,0,0,7.4193538752709287e-06,7.4624419220480803e-06,1.0058075201023591,7.4132871080804699e-06,0.01308714590604966,0.0082293408365183094,0,9.7334662934397745e-07,0,1
cal,fp32,posterior,177,1,1,0,0,2.0241514242513858e-08,2.0747929111150144e-08,1.0250186257099603,2.0241571373199513e-08,5.5421114814331314e-06,0.0076646156860199627,6.9461037542969858e-07,9.3524220535714545e-09,1,1
cal,fp32,posterior,178,0,0,0,0,5.1374939191717317e-07,5.1424833942574586e-07,1.0009711885141328,5.1374645870861116e-07,9.4380417341143646e-05,0.0054280253225630227,0,2.7023302549645619e-07,0,1
cal,fp32,posterior,179,0,0,0,0,1.0199289017798208e-06,1.0204339568472965e-06,1.0004951865434879,1.0199413745781473e-06,0.00019341573020351758,0.0058714391762061261,0,5.3094715785190205e-07,0,1
cal,fp32,posterior,180,0,0,0,0,1.5959040138291414e-06,1.5968699262020035e-06,1.000605244654122,1.5957670147752582e-06,0.0013803875443396858,0.001030792249366641,0,1.6659786882040942e-07,0,1
cal,fp32,posterior,181,0,0,0,0,6.6561145222188145e-06,6.686833484965953e-06,1.0046151493704916,6.6517844047608992e-06,0.010428065931899388,0.0056125161190986959,0,1.0372783839100978e-06,0,1
cal,fp32,posterior,182,0,0,0,0,1.1642816313717219e-05,1.1760767674873574e-05,1.0101308272825182,1.1655701215655429e-05,0.017707659265363107,0.0057083901902207964,0,1.8515088385516974e-06,0,1
cal,fp32,posterior,183,0,0,0,0,6.7965709504402838e-05,8.5550627116734104e-05,1.2587322009960347,6.6459090242569407e-05,0.34671999154243649,0.0033856425513920903,0,1.3901238652220517e-06,0,1
cal,fp32,posterior,184,0,0,0,0,9.8849688496827071e-06,9.9147708188506059e-06,1.0030148773983092,9.8882637954651582e-06,0.0053326814411797253,0.0036673215217888355,0,1.545655422949817e-06,0,1
cal,fp32,posterior,185,0,0,0,0,3.1099935648981614e-06,3.1109907957355102e-06,1.0003206536658482,3.1098516846408678e-06,0.00073204588241694373,0.0059269055975263033,0,1.5185592020602388e-06,0,1
cal,fp32,posterior,186,0,0,0,0,3.4240489572567867e-06,3.4256541645598412e-06,1.0004688038410352,3.4242275492337803e-06,0.00083255410086290581,0.00040076074473170746,0,1.5113807943563447e-06,0,1
cal,fp32,posterior,187,0,0,0,0,1.5490266636941641e-05,1.6247306908441385e-05,1.0488719974447911,1.5567541932700645e-05,0.080176308322743833,0.0031437662383079846,0,1.0335893726002943e-06,0,1
cal,fp32,posterior,188,0,0,0,0,6.096302453961755e-07,6.1012963877031488e-07,1.0008191742091386,6.0963005432692785e-07,1.2843073060369397e-05,2.4516557297467997e-06,0,5.2839023504115525e-07,0,1
cal,fp32,posterior,189,0,0,0,0,4.5551688021561176e-06,4.5627311020907883e-06,1.0016601580014095,4.5560075302846192e-06,0.002942826961239054,0.0054409867152571678,0,6.2491352901450035e-07,0,1
cal,fp32,posterior,190,0,0,0,0,3.0641033692546671e-06,3.0650686598843083e-06,1.0003150320055541,3.0642108353289387e-06,0.00055958581690191637,0.0053441317850358907,0,1.6149032017567452e-06,0,1
cal,fp32,posterior,191,0,0,0,0,7.695702733734322e-06,7.7114775639368818e-06,1.0020498232258128,7.6934613520347416e-06,0.0046616542009108586,0.0048417756333947182,0,1.1058525947793585e-06,0,1
cal,fp32,posterior,192,0,0,0,0,2.3025029025625088e-06,2.3030029025625086e-06,1.0002171549922667,2.3024972014025569e-06,4.3292031892823348e-05,5.0447744727796516e-06,0,1.9861105156458703e-06,0,1
cal,fp32,posterior,193,0,0,0,0,1.1396111343486837e-06,inf,inf,1.1396111671996279e-06,4.8049541994956879e-11,0.12255770765113534,0,1.2153164972741495e-06,0,1
