channel,unit,finite,nonfinite,min,median,max
AB2N009AxI,-,48001,0,0.03804738224919699,0.1454950021903107,0.31540457201564975
AB2N010AxI,-,48001,0,0.061931766782101785,0.1789300611168413,0.33251114637242146
AB2N011AxI,-,48001,0,0.06809145896034327,0.18368651914155604,0.4210579706125069
AB2N012AxI,-,48001,0,0.07459658713104642,0.19652088592812272,0.4863594382043248
AB2N013AxI,-,48001,0,0.08812835140004144,0.19325164116296273,0.5129843042963433
AB2N014AxI,-,48001,0,0.0916089712150512,0.20010072976816376,0.5857011207423809
AB2N015AxI,-,48001,0,0.09842068065527637,0.21420626867367076,0.6641695373418447
AB2N016AxI,-,48001,0,0.10987963877389709,0.2381943928667031,1.2739425064922245
AB2N017AxI,-,48001,0,0.12964669628181716,0.2728867721958722,1.284472490728894
AB2N018AxI,-,48001,0,0.1488412943969978,0.3100600444599493,1.2827212379570367
AB2N019AxI,-,48001,0,1.0,1.0,1.0
AB3N001AxI,-,48001,0,1.0,1.0,1.0
AB3N002AxI,-,48001,0,0.0,0.0,0.0
AB3N003AxI,-,48001,0,0.0,0.0,0.0
AB3N004AxI,-,48001,0,0.0,0.0,0.0
AB3N005AxI,-,48001,0,0.034553669299662665,0.14702928511134822,0.29104276450555394
AB3N006AxI,-,48001,0,0.03837934277705379,0.13899295107896503,0.2941981775341325
AB3N007AxI,-,48001,0,0.05164366139132533,0.1648289805574893,0.2805797389409119
AB3N008AxI,-,48001,0,0.045845112665141824,0.14444974106636843,0.2771922411305592
AB3N009AxI,-,48001,0,0.045519946005502465,0.14386843822210707,0.31991791139398656
AB3N010AxI,-,48001,0,0.062429375300806035,0.1778181222607128,0.3550327779955157
AB3N011AxI,-,48001,0,0.059306202706411904,0.18373587539207717,0.4296779945408911
AB3N012AxI,-,48001,0,0.06943269274395486,0.19674353409148415,0.4856716900736158
AB3N013AxI,-,48001,0,0.08219517636377763,0.19339266821340861,0.522496851808114
AB3N014AxI,-,48001,0,0.09080912254643614,0.2014698301228922,0.5464534654564479
AB3N015AxI,-,48001,0,0.0971450300128006,0.21460488783653778,0.639980096935828
AB3N016AxI,-,48001,0,0.10607140145131079,0.23904228821292461,1.2448242218467254
AB3N017AxI,-,48001,0,0.12324723470189258,0.2736884672564872,1.5049922285697341
AB3N018AxI,-,48001,0,0.1281737257401255,0.3097329626616407,1.5815180117138032
AB3N019AxI,-,48001,0,1.0,1.0,1.0
AB1N001TnI,-,48001,0,0.0,0.0,0.0
AB1N002TnI,-,48001,0,0.0,0.0,0.0
AB1N003TnI,-,48001,0,0.0,0.0,0.0
AB1N004TnI,-,48001,0,0.0,0.0,0.0
AB1N005TnI,-,48001,0,0.032947994342322935,0.12530404269995588,0.2271827639809223
AB1N006TnI,-,48001,0,0.01929931584066622,0.07026872549398626,0.10353366041647552
AB1N007TnI,-,48001,0,0.011002194625163556,0.05085253897274191,0.06634720125593371
AB1N008TnI,-,48001,0,0.004667117076722369,0.032624891808574544,0.0366629816859988
AB1N009TnI,-,48001,0,0.003510188248374087,0.024225050938167396,0.027479579928529525
AB1N010TnI,-,48001,0,0.004336597526218745,0.01943973475056532,0.02244304313766252
AB1N011TnI,-,48001,0,0.003457289421614045,0.0160084880081796,0.01831577889792545
AB1N012TnI,-,48001,0,0.0029369450039454,0.013443848229155569,0.015297368827629075
AB1N013TnI,-,48001,0,0.0026196355899472646,0.011468368022646334,0.014424361273412215
AB1N014TnI,-,48001,0,0.002590379147014484,0.009676487535595345,0.012921432391439888
AB1N015TnI,-,48001,0,0.0020471400370639845,0.00844174738091364,0.011612864207609591
AB1N016TnI,-,48001,0,0.001958123710265581,0.00789240576441948,0.011272601186989363
AB1N017TnI,-,48001,0,0.0011683888075842072,0.00776001330074624,0.012484450916127161
AB1N018TnI,-,48001,0,0.000907176870878177,0.0076105371470039235,0.013295916731382506
AB1N019TnI,-,48001,0,0.0,0.0,0.0
AB2N001TnI,-,48001,0,0.0,0.0,0.0
AB2N002TnI,-,48001,0,0.0,0.0,0.0
AB2N003TnI,-,48001,0,0.0,0.0,0.0
AB2N004TnI,-,48001,0,0.0,0.0,0.0
AB2N005TnI,-,48001,0,0.03706258054164823,0.12555279037451705,0.22304225291478189
AB2N006TnI,-,48001,0,0.018800115518787457,0.07032763715335531,0.10544037876637755
AB2N007TnI,-,48001,0,0.01022153198537709,0.05083676081890256,0.06528220592961705
AB2N008TnI,-,48001,0,0.0026425130726137965,0.032614917676822126,0.03759817070113032
AB2N009TnI,-,48001,0,0.005507830333346627,0.02421528880603612,0.02749033337030953
AB2N010TnI,-,48001,0,0.00471769067638231,0.01943494359463135,0.022435295883188947
AB2N011TnI,-,48001,0,0.0047118437729571205,0.01601751795528187,0.018327137542519686
AB2N012TnI,-,48001,0,0.004238094098387955,0.013438663580609753,0.015087501298881357
AB2N013TnI,-,48001,0,0.0030997614738261735,0.01146493404817751,0.014424196547019246
AB2N014TnI,-,48001,0,0.0025076096593437728,0.009698860325373343,0.012694510575060589
AB2N015TnI,-,48001,0,0.0022493945024948023,0.008449326146472936,0.011870935950517726
AB2N016TnI,-,48001,0,0.001021030658402812,0.007866473751520098,0.011544804914470547
AB2N017TnI,-,48001,0,-0.003685361446640908,0.007742783126458559,0.012332699131554924
AB2N018TnI,-,48001,0,-0.0035531515853078027,0.007577978250969226,0.01370329899710187
AB2N019TnI,-,48001,0,0.0,0.0,0.0
AB3N001TnI,-,48001,0,0.0,0.0,0.0
AB3N002TnI,-,48001,0,0.0,0.0,0.0
AB3N003TnI,-,48001,0,0.0,0.0,0.0
AB3N004TnI,-,48001,0,0.0,0.0,0.0
AB3N005TnI,-,48001,0,0.026947502442384266,0.12559422133724862,0.22297181947248723
AB3N006TnI,-,48001,0,0.012039791008868891,0.07037704151720374,0.10413404188266961
AB3N007TnI,-,48001,0,0.008513901318273261,0.050825539019866056,0.06469653830837768
AB3N008TnI,-,48001,0,0.005693617401588534,0.03257386371442306,0.036664148071852046
AB3N009TnI,-,48001,0,0.005582635603825857,0.024262368314103354,0.02748705290564924
AB3N010TnI,-,48001,0,0.005468258735335508,0.019406131201101327,0.022433091211511748
AB3N011TnI,-,48001,0,0.005004469458416309,0.016004346200412366,0.018314613014261537
AB3N012TnI,-,48001,0,0.00434000531292609,0.013445689279305232,0.015547670001978766
AB3N013TnI,-,48001,0,0.0032091679001733024,0.01144548290659379,0.014416217495199017
AB3N014TnI,-,48001,0,0.003196045384737691,0.00965024641092083,0.012855243358227228
AB3N015TnI,-,48001,0,0.0027429313505382275,0.008414396779644201,0.011762015325044407
AB3N016TnI,-,48001,0,0.001181227446084665,0.007843419227080468,0.011512192059559721
AB3N017TnI,-,48001,0,0.0011042749913944517,0.00772319188233809,0.01247078514804583
AB3N018TnI,-,48001,0,0.0008801494152991156,0.007573157309278925,0.014016058629981863
AB3N019TnI,-,48001,0,0.0,0.0,0.0
AB1N001Cl,-,48001,0,0.0,0.0,0.0
AB1N002Cl,-,48001,0,0.0,0.0,0.0
AB1N003Cl,-,48001,0,0.0,0.0,0.0
AB1N004Cl,-,48001,0,0.0,0.0,0.0
AB1N005Cl,-,48001,0,0.6756312524481178,1.8734210791024357,1.9289992486929135
AB1N006Cl,-,48001,0,0.5141028196525422,1.5517813092061388,1.7169959158487609
AB1N007Cl,-,48001,0,0.40914343740208153,1.562455123023671,1.7169976878348194
AB1N008Cl,-,48001,0,0.22299543207294517,1.3520116561216016,1.5579954516709793
AB1N009Cl,-,48001,0,0.2216234285071351,1.2873831001329359,1.441999154441749
AB1N010Cl,-,48001,0,0.32198626357873006,1.2825830854994857,1.441999694814304
AB1N011Cl,-,48001,0,0.3166787450682439,1.2748413284340774,1.4029985831378684
AB1N012Cl,-,48001,0,0.3321328205568884,1.2767755209336655,1.402998986845336
AB1N013Cl,-,48001,0,0.3518382255335386,1.3244490518072844,1.452999683257148
AB1N014Cl,-,48001,0,0.41377703927571435,1.2953871230668537,1.4529956375081665
AB1N015Cl,-,48001,0,0.29865942137277873,1.271346909899463,1.4529898100323375
AB1N016Cl,-,48001,0,0.3235243308521895,1.249985271311454,1.4529921512061963
AB1N017Cl,-,48001,0,0.16946610687417607,1.223127748670631,1.4529961423347915
AB1N018Cl,-,48001,0,0.2280410580720268,1.1850098255967192,1.452897974999875
AB1N019Cl,-,48001,0,0.37259172704338106,0.4088974421171207,0.43159374608567525
AB2N001Cl,-,48001,0,0.0,0.0,0.0
AB2N002Cl,-,48001,0,0.0,0.0,0.0
AB2N003Cl,-,48001,0,0.0,0.0,0.0
AB2N004Cl,-,48001,0,0.0,0.0,0.0
AB2N005Cl,-,48001,0,0.7400310394874698,1.873315678680635,1.928994970541117
AB2N006Cl,-,48001,0,0.5147950691874129,1.550638358058531,1.7169988912418523
AB2N007Cl,-,48001,0,0.37906680213181265,1.5621795927109738,1.7169982226344442
AB2N008Cl,-,48001,0,0.1235635976602808,1.3527767674832167,1.5579889221734666
AB2N009Cl,-,48001,0,0.329892409186945,1.2891108970592176,1.441998225199192
AB2N010Cl,-,48001,0,0.349033766035971,1.282173338167355,1.4419940745185273
AB2N011Cl,-,48001,0,0.4200101862198516,1.2751025069757302,1.402999266650572
AB2N012Cl,-,48001,0,0.4560274985824237,1.2749436498979303,1.4029996791369364
AB2N013Cl,-,48001,0,0.4149298317271424,1.3239400685035045,1.4529958818192943
AB2N014Cl,-,48001,0,0.41279603387281416,1.298815355490782,1.4529994933832555
AB2N015Cl,-,48001,0,0.43534081523279555,1.2728111292533943,1.4529965845636923
AB2N016Cl,-,48001,0,0.2655288643807232,1.2487325085489516,1.452982135805151
AB2N017Cl,-,48001,0,0.3131963439134252,1.2213488549571256,1.4529996120671669
AB2N018Cl,-,48001,0,0.33231152979840417,1.182727132332579,1.4529880431804842
AB2N019Cl,-,48001,0,0.3732327318611963,0.40881617253294,0.4323620854804222
AB3N001Cl,-,48001,0,0.0,0.0,0.0
AB3N002Cl,-,48001,0,0.0,0.0,0.0
AB3N003Cl,-,48001,0,0.0,0.0,0.0
AB3N004Cl,-,48001,0,0.0,0.0,0.0
AB3N005Cl,-,48001,0,0.5503711064414855,1.8744247967230723,1.9289999442281571
AB3N006Cl,-,48001,0,0.336012663197214,1.5513330819453404,1.7169969053132923
AB3N007Cl,-,48001,0,0.31343379538300903,1.5626780828189295,1.71699860624386
AB3N008Cl,-,48001,0,0.2666880893991358,1.3499671981951706,1.5579853462845068
AB3N009Cl,-,48001,0,0.3283449825877346,1.28895285373358,1.441996557077773
AB3N010Cl,-,48001,0,0.39894988596531833,1.282015978706338,1.4419929808303558
AB3N011Cl,-,48001,0,0.44352481286558054,1.275308483144786,1.4029998186873878
AB3N012Cl,-,48001,0,0.46227801137854463,1.2776792710821878,1.4029997220345347
AB3N013Cl,-,48001,0,0.414126889829767,1.3234583276637206,1.4529997724148862
AB3N014Cl,-,48001,0,0.5141086365587781,1.2928149034802854,1.4529990547925364
AB3N015Cl,-,48001,0,0.4889362104313878,1.2685839578936775,1.452997204137637
AB3N016Cl,-,48001,0,0.2554535494785175,1.245120249303366,1.4529850629726535
AB3N017Cl,-,48001,0,0.2738336484539482,1.2194897288637034,1.4529853455572606
AB3N018Cl,-,48001,0,0.24207751307528053,1.1837448635467553,1.4529316740208038
AB3N019Cl,-,48001,0,0.37254771201489867,0.40858873139064406,0.43332382381286855
AB1N001Cd,-,48001,0,0.5,0.5,0.5
AB1N002Cd,-,48001,0,0.5,0.5,0.5
AB1N003Cd,-,48001,0,0.5,0.5,0.5
AB1N004Cd,-,48001,0,0.35,0.35,0.35
AB1N005Cd,-,48001,0,0.011908295385033093,0.6326903608131428,1.7255837768496283
AB1N006Cd,-,48001,0,0.010123831822507477,0.33730664493726503,1.236049194923354
AB1N007Cd,-,48001,0,0.009907563878532474,0.14278742726053736,1.002515751983277
AB1N008Cd,-,48001,0,0.0087,0.09797758972725487,0.6029617381168688
AB1N009Cd,-,48001,0,0.0065,0.06874243471186525,0.4182512748171834
AB1N010Cd,-,48001,0,0.0065,0.03399386444717493,0.3391863797506089
AB1N011Cd,-,48001,0,0.0057,0.023474340487217294,0.2354988656825966
AB1N012Cd,-,48001,0,0.0057,0.018724863764640626,0.19439167714515243
AB1N013Cd,-,48001,0,0.0052,0.013571800941950624,0.1938238070866215
AB1N014Cd,-,48001,0,0.0052,0.01304340223757916,0.18682490563449902
AB1N015Cd,-,48001,0,0.0052,0.012639115164991051,0.1445707061059443
AB1N016Cd,-,48001,0,0.0052,0.012298471032139466,0.1160056072740027
AB1N017Cd,-,48001,0,0.0052,0.011909743730759132,0.1425132659615489
AB1N018Cd,-,48001,0,0.0052,0.011358036949426198,0.11778566610254117
AB1N019Cd,-,48001,0,0.0052,0.0052,0.0052
AB2N001Cd,-,48001,0,0.5,0.5,0.5
AB2N002Cd,-,48001,0,0.5,0.5,0.5
AB2N003Cd,-,48001,0,0.5,0.5,0.5
AB2N004Cd,-,48001,0,0.35,0.35,0.35
AB2N005Cd,-,48001,0,0.012036504724943047,0.6370978932098776,1.7056216080109368
AB2N006Cd,-,48001,0,0.010125867850551215,0.3357057361075701,1.2691036373008027
AB2N007Cd,-,48001,0,0.009863864930625816,0.1446939344256644,0.973110081678054
AB2N008Cd,-,48001,0,0.0087,0.0965009850227617,0.6762819754771408
AB2N009Cd,-,48001,0,0.0065,0.06654758248943635,0.5031384140541446
AB2N010Cd,-,48001,0,0.0065,0.032434898744154964,0.31767207338182657
AB2N011Cd,-,48001,0,0.0057,0.022649491353645076,0.22811783633878605
AB2N012Cd,-,48001,0,0.0057,0.018624823806729997,0.17611632745954234
AB2N013Cd,-,48001,0,0.0052,0.013562546700063717,0.19575173183215794
AB2N014Cd,-,48001,0,0.0052,0.013105733736196038,0.1743040692172738
AB2N015Cd,-,48001,0,0.0052,0.012663518820889907,0.16360424308524102
AB2N016Cd,-,48001,0,0.0052,0.012280338939524299,0.13649564509073864
AB2N017Cd,-,48001,0,0.0052,0.011883996584905765,0.13064130515199268
AB2N018Cd,-,48001,0,0.0052,0.011324997967971536,0.13902833053429098
AB2N019Cd,-,48001,0,0.0052,0.0052,0.0052
AB3N001Cd,-,48001,0,0.5,0.5,0.5
AB3N002Cd,-,48001,0,0.5,0.5,0.5
AB3N003Cd,-,48001,0,0.5,0.5,0.5
AB3N004Cd,-,48001,0,0.35,0.35,0.35
AB3N005Cd,-,48001,0,0.011916566842494147,0.6375518658259254,1.70596483019676
AB3N006Cd,-,48001,0,0.009801467627822049,0.34128228593869947,1.2466602425721487
AB3N007Cd,-,48001,0,0.009738382272522883,0.14837462568541637,0.9545795423846514
