index,h_relative,near_knot,fd,min_side_relative_error,branch_change,status
62,0.001,1,0.011768515559715476,8.3111798652992911e-10,0,1
63,0.001,1,0.0094154846811913013,0.010886955852859438,0,1
64,0.001,0,0.011545515914208746,1.8497251478577391e-08,0,1
65,0.001,0,0.0090491317237286102,4.6424825816971683e-08,0,1
66,0.001,0,0.01057745288624686,1.2974700418745373e-08,0,1
67,0.001,0,0.01787560583604543,1.3531727608746559e-08,0,1
68,0.001,1,0.012500096160819161,0.0025898257037816719,0,1
69,0.001,1,0.014666262398848077,5.7934088878043318e-09,0,1
70,0.001,0,0.0094726452629208813,5.318074839533256e-09,0,1
71,0.001,0,0.016482444258013026,1.9205109511584776e-08,0,1
72,0.001,0,0.014157732392272407,3.0478911411313977e-08,0,1
73,0.001,0,0.012877980314097218,2.113859692092764e-08,0,1
74,0.001,1,0.0021519304721309409,0.027337810087276256,0,1
75,0.001,0,0.0095693451945322878,7.5578499271586634e-10,0,1
76,0.001,1,0.018523412336805205,0.02503947569965094,0,1
77,0.001,0,0.002763431613132427,2.7009139938785113e-08,0,1
78,0.001,0,0.021485189705543403,1.2442850656915609e-08,0,1
79,0.001,1,0.01496446948350987,0.0047829740622119723,0,1
80,0.001,0,0.0091522153648272882,8.908895232177925e-08,0,1
81,0.001,1,0.012730868725249167,1.0397357292045793e-07,0,1
82,0.001,0,0.013956033309892035,5.1600223464075006e-08,0,1
83,0.001,1,0.0015001332342214828,0.028839675621151296,0,1
84,0.001,1,0.0093155693902975661,0.018887954529522563,0,1
85,0.001,0,0.0075500885827332826,6.5117504116531962e-08,0,1
86,0.001,1,0.012169799468929305,0.004736331498099898,0,1
87,0.001,1,0.0091902404677590699,0.0050260864204462888,0,1
88,0.001,0,0.0052196438031107762,1.965244657128622e-07,0,1
89,0.001,0,0.10057190387535719,5.7756231817357588e-07,0,1
90,0.001,0,0.0070720613456000236,5.6938636261803062e-08,0,1
91,0.001,0,0.15538972442701568,0.036979674761995138,0,1
92,0.001,1,0.016936209524709388,4.833294414556792e-09,0,1
93,0.001,0,0.11768497500747696,0.011073722385515381,0,1
94,0.001,1,0.017373965690751166,0.038422725761098224,0,1
95,0.001,0,0.082719683142580949,0.0035394112518729007,0,1
96,0.001,1,0.018996966764569783,0.0029815523261579823,0,1
97,0.001,0,0.029475508719868437,2.3351411322040428e-08,0,1
98,0.001,0,0.0081672511661162392,1.6070793711363812e-09,0,1
99,0.001,1,0.0075059495895238694,7.2257844964393095e-08,0,1
100,0.001,0,0.052254407048031554,6.6691360874345029e-08,0,1
