index,h_relative,near_knot,fd,min_side_relative_error,branch_change,status
346,0.0001,1,0.020592394632809048,0.0036975061943202202,0,1
347,0.0001,1,0.013547035192252027,0.025668946684674138,0,1
348,0.0001,1,0.020139377577441997,0.0038004994507052649,0,1
349,0.0001,0,0.041442817401621146,1.1587487814846502e-08,0,1
350,0.0001,1,0.018915443914511439,0.0026559408430478298,0,1
351,0.0001,0,0.02801574702493918,6.3639992996943793e-08,0,1
352,0.0001,1,0.012363279900494347,0.030739079208971943,0,1
353,0.0001,0,0.034957983831593237,5.6258290555190438e-08,0,1
354,0.0001,0,0.040942352707818187,1.0993646081493113e-08,0,1
355,0.0001,0,0.014776072125621454,1.0153270752964964e-09,0,1
356,0.0001,1,0.015707722980231129,0.028430381276878115,0,1
357,0.0001,0,0.014829026527917052,6.3040970858940562e-08,0,1
358,0.0001,0,0.047343080116706064,7.3569650966750588e-10,0,1
359,0.0001,0,0.040297807579571153,2.7184536422875904e-08,0,1
360,0.0001,0,0.017049278093251734,7.9900493401769717e-10,0,1
361,0.0001,0,0.022847679590455514,2.076022681256929e-09,0,1
362,0.0001,0,0.01900286809671025,8.4571090446029357e-10,0,1
363,0.0001,0,0.017087802612435882,1.0501394945986048e-09,0,1
364,0.0001,1,0.01737758430560277,0.00087961541208464347,0,1
365,0.0001,0,0.042736946419211004,7.7268812653270542e-07,0,1
366,0.0001,0,0.045149449889897886,2.8395838631296473e-07,0,1
367,0.0001,0,0.015440014940731054,1.1503821586781355e-06,0,1
368,0.0001,0,0.01679468923254995,1.0745584516961468e-08,0,1
369,0.0001,1,0.018196730547518802,0.032724283347336694,0,1
370,0.0001,1,0.016388111742690531,0.00094125387476862285,0,1
371,0.0001,0,-0.063248861751869556,3.1554133754721529e-06,0,1
372,0.0001,0,0.016460854664959057,8.7533211448658286e-09,0,1
373,0.0001,1,0.015592121750280524,0.021578603884401835,0,1
374,0.0001,0,0.029289048513551134,1.1947687949169036e-07,0,1
375,0.0001,0,0.012773932358247045,4.5948505035315518e-07,0,1
376,0.0001,0,0.022998458300008396,2.9773736286184101e-09,0,1
377,0.0001,1,0.018148505664768159,0.0076968060994973631,0,1
378,0.0001,0,0.02993232877328799,1.2262236980072302e-07,0,1
379,0.0001,0,0.10439192843559053,4.0409457043335594e-06,0,1
380,0.0001,0,0.17440074068296785,0.00074613141226487841,0,1
381,0.0001,0,0.094134475626109715,2.9683219585010393e-06,0,1
382,0.0001,1,0.015210158279292865,0.0060483675362314922,0,1
383,0.0001,0,0.078829790796674487,1.8067657158567218e-06,0,1
384,0.0001,0,0.090157242569425811,1.8097559588477603e-06,0,1
385,0.0001,0,0.030687300744255845,9.9941286874502279e-08,0,1
386,0.0001,0,0.029136768990207996,1.0325776645735937e-06,0,1
387,0.0001,0,0.015307530735059695,3.6753342206150061e-10,0,1
388,0.0001,0,0.081885212966370052,3.6655771754161798e-05,0,1
389,0.0001,0,0.029451778936573081,7.2335991964792259e-08,0,1
390,0.0001,0,0.01815473835898733,6.36276639993676e-09,0,1
391,0.0001,0,0.11330016794135021,9.3686090314794814e-06,0,1
392,0.0001,0,0.026375280309218485,7.9097450021044058e-08,0,1
393,0.0001,0,0.14340511024365762,0.0003167632782427682,0,1
394,0.0001,0,0.029025380927146464,7.0937326900390797e-06,0,1
395,0.0001,0,0.61480108950403212,0.010207966539384269,0,1
396,0.0001,0,0.024923791863627906,6.8209194399892776e-07,0,1
397,0.0001,0,0.027628077883101218,1.0224494211705998e-07,0,1
398,0.0001,1,0.023218193670680048,0.0084433518372441351,0,1
399,0.0001,0,0.02791988962078586,5.0133454799076942e-08,0,1
400,0.0001,0,0.074566604419688778,1.2606622082154807e-05,0,1
401,0.0001,1,0.022032736484556101,0.053492826828553781,0,1
402,0.0001,0,0.019352365427896107,5.0464599488541727e-08,0,1
403,0.0001,0,0.028772097138605467,9.0023229723966665e-08,0,1
404,0.0001,0,0.023810585172678912,1.6005093743727674e-08,0,1
405,0.0001,0,0.096419502248094896,5.426839861447595e-06,0,1
406,0.0001,0,0.090749550476625501,1.5733549662695039e-05,0,1
407,0.0001,0,0.10837012506676214,5.133137465382946e-06,0,1
408,0.0001,0,0.028730048531673678,8.8884471059973749e-08,0,1
409,0.0001,0,0.091759289357182097,3.0965641358529496e-06,0,1
410,0.0001,0,0.077870800263860951,1.1312991361648672e-05,0,1
411,0.0001,0,0.12659113628412483,0.00015871142042937596,0,1
412,0.0001,0,0.0130204392104277,1.8089343673304082e-08,0,1
413,0.0001,0,0.012905503331871116,1.7950281004707954e-08,0,1
414,0.0001,0,0.029924141731011964,9.4192989283922216e-08,0,1
415,0.0001,0,0.049268408080278402,6.8176628047275657e-07,0,1
416,0.0001,0,0.019120992267793305,1.5821139621184452e-07,0,1
417,0.0001,0,0.058901930017490806,1.9049172445285907e-10,0,1
418,0.0001,1,0.017419117373435544,0.0098312568643909668,0,1
419,0.0001,1,0.019524766800564242,0.054175648903011013,0,1
420,0.0001,0,0.074772436740728726,3.0732362086593204e-06,0,1
421,0.0001,0,0.027209286033921743,6.8902305613129112e-08,0,1
422,0.0001,0,0.02525574643874343,1.2441179737105154e-07,0,1
423,0.0001,0,0.025992665233544616,6.8815570604968964e-10,0,1
424,0.0001,0,0.019496899748411685,1.8276899305499893e-06,0,1
425,0.0001,0,0.056993101502784776,5.0437787754769468e-07,0,1
426,0.0001,0,0.024880656743392952,6.4351473360207167e-08,0,1
427,0.0001,0,0.020517826072715756,1.2135725788121591e-08,0,1
428,0.0001,0,0.089602912622841355,6.0027635433853213e-08,0,1
429,0.0001,0,0.15772308744244901,0.00057747886074209238,0,1
430,0.0001,0,0.02427665531230282,4.9175774964274408e-08,0,1
431,0.0001,0,0.058823644298050405,8.5064807902914884e-06,0,1
432,0.0001,1,0.021351440998332506,0.047509214629160086,0,1
433,0.0001,0,0.02480795946622533,5.0199296976538839e-08,0,1
434,0.0001,0,0.074366519435556333,1.3091983875509618e-05,0,1
435,0.0001,0,0.028075085267761282,8.0073602954436214e-08,0,1
436,0.0001,0,0.023980741342399466,8.2645224008399273e-08,0,1
437,0.0001,0,0.11659630071559492,8.8412407768352616e-06,0,1
438,0.0001,0,0.07474537159814848,5.3194650128774911e-05,0,1
439,0.0001,0,0.093428731703469339,7.9345947880196432e-05,0,1
440,0.0001,0,0.027600734369956414,8.9073844171736761e-08,0,1
441,0.0001,0,0.095070733524118864,4.9530281272868442e-06,0,1
442,0.0001,0,0.028072625959323933,1.3128125285684213e-07,0,1
443,0.0001,0,0.11354256498350339,1.6051078784760982e-05,0,1
444,0.0001,0,0.030785903078516773,9.6497360622680048e-08,0,1
445,0.0001,0,0.067678654284424197,1.8342812544201221e-06,0,1
446,0.0001,0,0.45107274137343029,0.0058619157123577202,0,1
447,0.0001,0,0.096566125019510146,4.2531411517805865e-05,0,1
448,0.0001,1,0.013735214028570445,0.0007464209959923122,0,1
449,0.0001,0,0.030705672336754281,9.0008165119160301e-08,0,1
450,0.0001,0,0.016850653830060687,4.6404395732884091e-09,0,1
451,0.0001,0,0.030212079659199045,6.2979286750777939e-08,0,1
452,0.0001,0,0.027876767017690474,4.6136964598805879e-08,0,1
453,0.0001,0,0.059543318716501495,6.7767103985496335e-09,0,1
454,0.0001,0,0.028381889718905855,9.194684254119028e-08,0,1
455,0.0001,0,0.13307268457029089,4.0490729625552738e-05,0,1
456,0.0001,0,0.17550175556994349,8.5099838578950413e-05,0,1
457,0.0001,0,0.024161732384118752,8.8869882953831543e-08,0,1
458,0.0001,0,0.15229920379134751,0.00047308941569346695,0,1
459,0.0001,0,0.061761140145670385,1.3710408889039497e-06,0,1
460,0.0001,0,0.13883007476523843,3.8169808747912796e-05,0,1
461,0.0001,0,0.016345198358428226,5.9219760662256214e-07,0,1
462,0.0001,0,0.06501506630328191,8.3415810480875609e-06,0,1
463,0.0001,0,0.094066749153394913,4.3061127096061507e-06,0,1
464,0.0001,0,0.073675584714214856,1.3854981680691376e-06,0,1
465,0.0001,0,0.023774678108652102,8.8710532433895528e-08,0,1
466,0.0001,0,0.019608138592382876,1.4294032591116943e-08,0,1
467,0.0001,0,0.01161084970291194,1.806484420751936e-10,0,1
468,0.0001,0,0.020324934410457286,3.1064444067920834e-07,0,1
469,0.0001,0,0.08958437290011434,6.8399231909974235e-09,0,1
470,0.0001,0,0.028320314798523632,6.2989972307146589e-08,0,1
471,0.0001,0,0.028038110794503912,4.5908944128384115e-08,0,1
472,0.0001,0,0.067417502461638149,1.8320668345792125e-06,0,1
473,0.0001,0,0.07557222756864039,1.4344093717127361e-05,0,1
474,0.0001,0,0.029795761027524837,6.9221533108357176e-08,0,1
475,0.0001,0,0.032367748987844842,1.4025883834560499e-07,0,1
476,0.0001,0,0.029211147075819385,1.2381326785976469e-07,0,1
477,0.0001,1,0.016168870618606234,0.020427888571023095,0,1
478,0.0001,0,0.030483740472212074,8.9054668407136404e-08,0,1
479,0.0001,0,0.073667315257392965,7.9678564983575334e-06,0,1
480,0.0001,0,0.074634097978723238,3.208949269438682e-06,0,1
481,0.0001,1,0.024746787496180225,0.007634033330861492,0,1
482,0.0001,0,0.36651085240673659,0.0012477233441092902,0,1
483,0.0001,0,0.21344413375450796,0.001589637844783629,0,1
484,0.0001,0,0.099692298187611189,5.3140192964826615e-05,0,1
485,0.0001,0,0.019204259868505585,9.6441642980451287e-09,0,1
486,0.0001,0,0.028471335732509349,3.0993145560651694e-07,0,1
487,0.0001,0,0.075959287201248754,1.0865811384556611e-05,0,1
488,0.0001,0,0.030152079745884134,6.8352826137784342e-08,0,1
489,0.0001,0,0.028971279638064971,8.1742199613810444e-08,0,1
490,0.0001,0,0.028773429888957341,7.3361774442801527e-08,0,1
491,0.0001,0,0.028477799220541326,4.6904917665077828e-08,0,1
492,0.0001,0,0.029756819021703598,4.7615528180507508e-08,0,1
493,0.0001,0,0.045639837562133967,1.1781338121373676e-10,0,1
494,0.0001,0,0.029586668454794008,8.2970313334388601e-08,0,1
495,0.0001,0,0.015348868837730765,6.0900220683267072e-10,0,1
496,0.0001,0,0.0200822042486219,5.355293293590636e-07,0,1
497,0.0001,0,0.029979461514639583,5.4629473791211179e-06,0,1
498,0.0001,0,0.01733661240547061,4.3850805593993416e-08,0,1
499,0.0001,0,0.04321835978072551,6.668001887377096e-10,0,1
500,0.0001,1,0.013775299733912021,0.00072078715538505549,0,1
501,0.0001,1,0.021736031366139118,0.0010690739225008325,0,1
502,0.0001,0,0.035753005434987238,5.1748404786616178e-10,0,1
503,0.0001,0,0.047177865278779117,9.7499400594950523e-11,0,1
504,0.0001,0,0.021424727104487888,1.0917188029189996e-07,0,1
505,0.0001,1,0.015297072385182893,0.003756428924058666,0,1
506,0.0001,0,0.018072796356873998,3.1519520154737046e-06,0,1
507,0.0001,1,0.0152511799994986,0.013908363963184074,0,1
508,0.0001,0,0.014199386674942107,8.5040766353330637e-09,0,1
509,0.0001,0,0.016418161651606478,1.0711821178902369e-08,0,1
510,0.0001,1,0.022955498100841354,0.0073006705147509472,0,1
511,0.0001,0,0.014892277522423234,2.824680997219428e-07,0,1
512,0.0001,0,0.01384816127948036,6.4520013337930232e-10,0,1
513,0.0001,0,0.029126694627841163,8.3306967511037815e-10,0,1
514,0.0001,0,0.036281118511115241,1.4857539557787045e-06,0,1
515,0.0001,1,0.017444084360918807,0.021420678598263899,0,1
516,0.0001,0,0.028295969770163167,1.1944561101376342e-09,0,1
517,0.0001,1,0.017296269782312943,0.0011335977293860302,0,1
518,0.0001,0,0.017788935758744892,5.354482410101857e-10,0,1
519,0.0001,1,0.015368560078275703,0.0016912038845140159,0,1
520,0.0001,1,0.014978978416619991,0.018211330688811624,0,1
521,0.0001,0,0.014354166721007052,5.9631194254077535e-10,0,1
522,0.0001,0,0.028927875702487341,6.3335980256859908e-08,0,1
523,0.0001,0,0.015225698513757045,3.1146309642184549e-08,0,1
524,0.0001,1,0.018143848513513063,0.004003025256499042,0,1
525,0.0001,0,0.02691555401979737,6.6906278815006017e-10,0,1
526,0.0001,0,0.015165446539019406,7.0636980981350313e-10,0,1
527,0.0001,0,0.048267084276341493,7.4497010444378432e-07,0,1
528,0.0001,0,0.040369509276568787,1.3469107914564223e-06,0,1
529,0.0001,0,0.01468409671946631,1.49743948933446e-07,0,1
530,0.0001,0,0.017797402865321724,7.2060382434429605e-10,0,1
531,0.0001,0,0.032294921614845595,7.6174307145241503e-10,0,1
532,0.0001,0,0.020196380171262563,1.870640898560934e-09,0,1
533,0.0001,0,0.016877246837117495,1.6969541165700101e-08,0,1
534,0.0001,0,0.015107717814922615,8.7626758669815499e-11,0,1
535,0.0001,1,0.014198026880431825,0.019614483138273252,0,1
536,0.0001,0,0.015053695446809101,1.6750709431188897e-08,0,1
537,0.0001,0,0.0591289056308517,7.3270676516425363e-07,0,1
538,0.0001,0,0.043500103656906472,6.3775890905722181e-07,0,1
539,0.0001,0,0.015004703136566202,7.6793741948811373e-08,0,1
540,0.0001,1,0.018255236274215124,0.041213051264295822,0,1
541,0.0001,0,0.014861432879871721,8.8950152609419064e-07,0,1
542,0.0001,1,0.016438926658098225,0.0033733367306630524,0,1
543,0.0001,1,0.034171827148931161,0.0040662001625234,0,1
544,0.0001,1,0.014778354531151597,0.00133714881210921,0,1
545,0.0001,1,0.015938069118470094,0.022387078625773254,0,1
546,0.0001,1,0.014455179713839181,0.021698156372366502,0,1
547,0.0001,0,0.014877415261438733,3.4815153460642838e-08,0,1
548,0.0001,1,0.017063592627094139,0.011683878166339296,0,1
549,0.0001,0,0.012579332984498943,9.1042313254887824e-09,0,1
550,0.0001,0,0.016368284776900138,6.669959303677452e-10,0,1
551,0.0001,0,0.014519999523250624,8.015160751716155e-09,0,1
552,0.0001,0,0.019727054768579132,1.3602526344279208e-09,0,1
553,0.0001,0,0.01838399582353515,9.3413219570801565e-10,0,1
554,0.0001,0,0.01583926284535795,7.7745236901765624e-09,0,1
555,0.0001,1,0.013198628978647143,0.029837593403474114,0,1
556,0.0001,0,0.02582378167091583,2.7166222263123385e-08,0,1
557,0.0001,0,0.015384489496903698,3.6061932023902728e-08,0,1
558,0.0001,1,0.01302028727341626,0.024423472667637121,0,1
559,0.0001,0,0.03162421745782009,1.77199495348981e-08,0,1
560,0.0001,1,0.027764956620038646,0.0027102404072641573,0,1
561,0.0001,1,0.012820220104812948,0.013458312442387283,0,1
562,0.0001,0,0.016582555719882951,1.9129416765641803e-05,0,1
563,0.0001,0,0.029482200925419887,6.5640449935106823e-08,0,1
564,0.0001,0,0.026446569267772276,3.0967600024044063e-07,0,1
565,0.0001,0,0.016729345978416819,2.698719428297608e-08,0,1
566,0.0001,0,0.018097919230856949,3.0236441979787539e-07,0,1
567,0.0001,1,0.012159669268148323,0.027913712249546346,0,1
568,0.0001,1,0.014244587024512822,0.032099076732482433,0,1
569,0.0001,0,0.040414466672349492,7.7884501610763162e-07,0,1
570,0.0001,0,0.012830358866078924,6.0813580167389772e-10,0,1
571,0.0001,0,0.021627300622478262,1.8820263248925431e-09,0,1
572,0.0001,0,0.018487192728271623,9.70505801552764e-07,0,1
573,0.0001,0,0.012506967973529239,2.2701386251583081e-07,0,1
574,0.0001,0,0.025893822083991901,1.7371729919254247e-08,0,1
575,0.0001,1,0.021707338681404762,0.00067939339315071547,0,1
576,0.0001,0,0.027238596212650009,7.4532581538640231e-09,0,1
577,0.0001,0,0.01867430769257444,3.1518315541342511e-09,0,1
578,0.0001,0,0.037102065445123469,2.8880699053375324e-06,0,1
579,0.0001,1,0.015376101720503518,0.013148077797802469,0,1
580,0.0001,0,0.013433194173942741,3.493962400568536e-07,0,1
581,0.0001,0,0.012596197897227495,2.5841713855153365e-07,0,1
582,0.0001,0,0.038516302652390873,5.7684303932455093e-07,0,1
583,0.0001,0,0.024172757144473454,6.9281302223688266e-08,0,1
584,0.0001,0,0.013542953847964787,2.7606069223412373e-08,0,1
585,0.0001,0,0.027801583032537762,8.9066913478045042e-08,0,1
586,0.0001,1,0.017832796311769653,0.0027409872300795937,0,1
587,0.0001,0,0.016686285235972556,7.0268597021937067e-08,0,1
588,0.0001,0,0.013511496308738147,1.9166961941971889e-09,0,1
589,0.0001,0,0.012457590810687392,4.5395647866967494e-09,0,1
590,0.0001,0,0.014837243639843591,9.6520896252943772e-07,0,1
591,0.0001,0,0.035072696698126939,9.8073633933334849e-09,0,1
592,0.0001,0,0.013900126547861205,1.1780682905086542e-08,0,1
593,0.0001,0,0.014425549545394231,1.6352714462709754e-09,0,1
594,0.0001,1,0.012863711123909419,0.026600059207194156,0,1
595,0.0001,1,0.017099945555047649,0.0077200436290065476,0,1
596,0.0001,1,0.019507544977452232,0.0048011808725710895,0,1
597,0.0001,0,0.020658025943041718,2.2936525255851786e-07,0,1
598,0.0001,0,0.016887486005150977,7.7523728948379538e-10,0,1
599,0.0001,0,0.024278604963306999,8.9577950644057748e-10,0,1
0,3.0000000000000001e-05,1,0.022390625817779536,2.331311760746123e-09,0,1
1,3.0000000000000001e-05,0,0.012874546734133125,2.0688535261795709e-10,0,1
2,3.0000000000000001e-05,0,0.017882258694943858,1.5616941814300929e-10,0,1
3,3.0000000000000001e-05,0,0.019408421309331535,3.1834255553451994e-10,0,1
4,3.0000000000000001e-05,0,0.042186705392506761,1.2357986232668841e-07,0,1
5,3.0000000000000001e-05,0,0.030117985595895114,2.4720263323877818e-08,0,1
6,3.0000000000000001e-05,0,0.041058796277915213,2.6835497096496251e-10,0,1
7,3.0000000000000001e-05,0,0.018637946339255508,1.7064458282024433e-09,0,1
8,3.0000000000000001e-05,0,0.03391199563072856,3.8454433400131432e-10,0,1
9,3.0000000000000001e-05,1,0.041337512085854657,0.018292664115416517,0,1
10,3.0000000000000001e-05,1,0.026840995581684755,0.013115471371912373,0,1
11,3.0000000000000001e-05,0,0.019412806494626043,1.2164578097876346e-10,0,1
12,3.0000000000000001e-05,0,0.016083156864106222,1.7200254898193505e-07,0,1
13,3.0000000000000001e-05,1,0.020271268367405063,0.0059326179727237699,0,1
14,3.0000000000000001e-05,0,0.016847551684418607,4.5072243702986587e-08,0,1
15,3.0000000000000001e-05,0,0.030892630875434479,5.8770368592514353e-10,0,1
16,3.0000000000000001e-05,0,0.010783608772794365,1.6219804265935959e-07,0,1
17,3.0000000000000001e-05,0,0.020351267192884305,7.3808459047867481e-10,0,1
18,3.0000000000000001e-05,0,0.037364251104288648,1.9068774627012686e-10,0,1
19,3.0000000000000001e-05,0,0.028532229761931458,1.1277583601301964e-07,0,1
20,3.0000000000000001e-05,1,0.021762019325230982,0.0064751402129383257,0,1
21,3.0000000000000001e-05,1,0.018147182571448605,0.0059490629707921669,0,1
22,3.0000000000000001e-05,1,0.01984558481460582,0.0094231207246156801,0,1
23,3.0000000000000001e-05,0,0.017248418062139812,3.1297925348491684e-10,0,1
24,3.0000000000000001e-05,1,0.018873843461837039,0.0058169245174290365,0,1
25,3.0000000000000001e-05,0,0.023019368355967868,1.9781861350242569e-10,0,1
26,3.0000000000000001e-05,0,0.025809642999328173,1.251269788586344e-10,0,1
27,3.0000000000000001e-05,1,0.020589136140399911,0.0030225347781808027,0,1
28,3.0000000000000001e-05,1,0.024504867822986637,0.029035837340081735,0,1
29,3.0000000000000001e-05,0,0.018726472826123303,2.9246368547826698e-07,0,1
30,3.0000000000000001e-05,0,0.0562675578757596,5.3005840285182166e-09,0,1
31,3.0000000000000001e-05,0,0.046885090346572678,1.7107224485038846e-07,0,1
32,3.0000000000000001e-05,0,0.013381328250261622,7.3872736887336146e-07,0,1
33,3.0000000000000001e-05,1,0.01153809339285615,0.00070797217820197603,0,1
34,3.0000000000000001e-05,0,0.015454100670937521,5.0150883733610295e-10,0,1
35,3.0000000000000001e-05,1,0.02519694191069239,0.01064971047443415,0,1
36,3.0000000000000001e-05,1,0.020003346547399336,0.0020849080949297831,0,1
37,3.0000000000000001e-05,1,0.014959443461005041,0.02977663728190345,0,1
38,3.0000000000000001e-05,0,0.018163602304704474,6.5638048191797441e-11,0,1
39,3.0000000000000001e-05,0,0.039250595369446313,2.6217253872434132e-10,0,1
40,3.0000000000000001e-05,1,0.022227704289366042,0.0033229870582669645,0,1
41,3.0000000000000001e-05,0,0.016178505778300913,1.438572750128556e-06,0,1
42,3.0000000000000001e-05,1,0.018628270977048625,0.0025206852143654073,0,1
43,3.0000000000000001e-05,0,0.018750590170445731,8.835801901485626e-11,0,1
44,3.0000000000000001e-05,0,0.014090618375571578,1.6652938413030973e-07,0,1
45,3.0000000000000001e-05,0,0.043803178000544812,2.5433715801585715e-10,0,1
46,3.0000000000000001e-05,0,0.017142412010303171,1.6711650305264049e-06,0,1
47,3.0000000000000001e-05,0,0.012839488977395957,1.4247924480413935e-06,0,1
48,3.0000000000000001e-05,0,0.015983136074979525,5.6852991708683139e-08,0,1
49,3.0000000000000001e-05,1,0.016331092411583079,0.0040471784655733882,0,1
50,3.0000000000000001e-05,1,0.015438441446425963,0.0015523263934787992,0,1
51,3.0000000000000001e-05,1,0.013944533908305993,0.0045904025110044371,0,1
52,3.0000000000000001e-05,1,0.018562548563151086,0.0020925857785063268,0,1
53,3.0000000000000001e-05,1,0.012532639812554191,1.1381090289962053e-09,0,1
54,3.0000000000000001e-05,1,0.012134954015070622,0.00019383684391305675,0,1
55,3.0000000000000001e-05,1,0.012009285291476266,0.0016725976784846518,0,1
56,3.0000000000000001e-05,0,0.016111518833590473,3.6699455359801015e-11,0,1
57,3.0000000000000001e-05,0,0.071669987561964438,1.4814191310584395e-06,0,1
58,3.0000000000000001e-05,1,0.022310469942415468,0.0065445520508939014,0,1
59,3.0000000000000001e-05,1,0.01440722479875459,8.4034668007817929e-07,0,1
60,3.0000000000000001e-05,1,0.0231839364640367,0.0023005044614860881,0,1
61,3.0000000000000001e-05,1,0.013806742813536188,9.0535104189553461e-11,0,1
62,3.0000000000000001e-05,1,0.011768515549922464,1.0185600017384098e-12,0,1
63,3.0000000000000001e-05,1,0.0094924587230320687,0.0028006988598951962,0,1
64,3.0000000000000001e-05,0,0.011545516127706174,5.4468933874559397e-12,0,1
65,3.0000000000000001e-05,0,0.0090491321447801702,1.0467040927936935e-10,0,1
66,3.0000000000000001e-05,0,0.010577453023244147,2.2878607336604216e-11,0,1
67,3.0000000000000001e-05,0,0.017875605864450597,1.5120774030570777e-08,0,1
68,3.0000000000000001e-05,1,0.012467839467746428,2.6270239075232152e-06,0,1
69,3.0000000000000001e-05,1,0.014666262314974466,7.4595915124830272e-11,0,1
70,3.0000000000000001e-05,0,0.009472645195930959,1.7538592176204409e-09,0,1
71,3.0000000000000001e-05,0,0.016482444574272826,1.7433911156123145e-11,0,1
72,3.0000000000000001e-05,0,0.014157732440035122,3.3852524910278369e-08,0,1
73,3.0000000000000001e-05,0,0.012877980584750447,1.2185231713094562e-10,0,1
74,3.0000000000000001e-05,1,0.0022124129974207978,4.9641681754145464e-10,0,1
75,3.0000000000000001e-05,0,0.0095693451875024614,2.1165618432641462e-11,0,1
76,3.0000000000000001e-05,1,0.01819215198055385,0.006708353133357498,0,1
77,3.0000000000000001e-05,0,0.0027634314173100249,4.385290220073592e-08,0,1
78,3.0000000000000001e-05,0,0.021485189552646378,1.9559242231533248e-08,0,1
79,3.0000000000000001e-05,1,0.014947319334305379,0.0036314345477448232,0,1
80,3.0000000000000001e-05,0,0.0091522148747509892,3.5541660970815939e-08,0,1
81,3.0000000000000001e-05,1,0.012730869012366279,8.1420745797664783e-08,0,1
82,3.0000000000000001e-05,0,0.013956033388199765,4.598919314389186e-08,0,1
83,3.0000000000000001e-05,1,0.0015446813413510705,1.1285811289895651e-09,0,1
84,3.0000000000000001e-05,1,0.0093651032965040779,0.013671063322740281,0,1
85,3.0000000000000001e-05,0,0.0075500890434051547,4.1020819620924332e-09,0,1
86,3.0000000000000001e-05,1,0.012112430990332089,8.0698578589240366e-10,0,1
87,3.0000000000000001e-05,1,0.0091442803235112832,2.1880715001653611e-08,0,1
88,3.0000000000000001e-05,0,0.0052196441062110745,1.3845532341143081e-07,0,1
89,3.0000000000000001e-05,0,0.10057190387158244,5.7759985108245111e-07,0,1
90,3.0000000000000001e-05,0,0.0070720609414512744,2.0860164389784229e-10,0,1
91,3.0000000000000001e-05,0,0.14985266145654377,2.8571467172734852e-05,0,1
92,3.0000000000000001e-05,1,0.016936209606485227,4.8327060744336188e-12,0,1
93,3.0000000000000001e-05,0,0.11639714856014179,9.5446533030695338e-06,0,1
94,3.0000000000000001e-05,1,0.017598968155483743,0.025969768239157125,0,1
95,3.0000000000000001e-05,0,0.082438259317807988,0.00012523111123925488,0,1
96,3.0000000000000001e-05,1,0.019017390361796675,0.0019096599837947507,0,1
97,3.0000000000000001e-05,0,0.029475509045718353,1.2296473747203623e-08,0,1
98,3.0000000000000001e-05,0,0.0081672511792213638,2.4850790337530891e-12,0,1
99,3.0000000000000001e-05,1,0.0075059495522103907,6.7286657648666472e-08,0,1
100,3.0000000000000001e-05,0,0.052254407033304091,6.6409519320313065e-08,0,1
101,3.0000000000000001e-05,0,0.13822325859200191,2.9073850578055061e-06,0,1
102,3.0000000000000001e-05,0,0.028251772361862264,2.4616593266644821e-08,0,1
103,3.0000000000000001e-05,0,0.026905079489802572,1.0007524622891871e-08,0,1
104,3.0000000000000001e-05,0,0.074508293778164036,6.8250132890610723e-07,0,1
105,3.0000000000000001e-05,0,0.20925884376500439,1.2398557553464021e-05,0,1
106,3.0000000000000001e-05,0,0.15929558669447727,4.9683457418517321e-05,0,1
107,3.0000000000000001e-05,0,0.27320397006107661,0.00054884085634417459,0,1
108,3.0000000000000001e-05,0,0.18061157029922364,0.00016023785324120095,0,1
109,3.0000000000000001e-05,0,0.028320113648197486,4.6157547731358709e-11,0,1
110,3.0000000000000001e-05,0,0.066139686518854282,7.9401888110663017e-08,0,1
111,3.0000000000000001e-05,0,0.07313017076252229,8.6019622708312023e-08,0,1
112,3.0000000000000001e-05,0,0.027358180435755629,1.2360962672731716e-09,0,1
113,3.0000000000000001e-05,0,0.0118825931625755,2.077688258671306e-10,0,1
114,3.0000000000000001e-05,1,0.013849388254999049,0.0011755783779200401,0,1
115,3.0000000000000001e-05,0,0.076751330422560687,1.2914615077346221e-07,0,1
116,3.0000000000000001e-05,0,0.022493069262062765,3.1414955004589229e-09,0,1
117,3.0000000000000001e-05,0,0.028160730809184076,9.4898407900163484e-09,0,1
118,3.0000000000000001e-05,0,0.029425591442759535,4.4267301758129979e-09,0,1
119,3.0000000000000001e-05,0,0.029318559306483364,7.8987295955359328e-09,0,1
120,3.0000000000000001e-05,0,0.059638963282066033,7.6938548406588737e-07,0,1
121,3.0000000000000001e-05,0,0.10311157674787699,2.1536003062542202e-05,0,1
122,3.0000000000000001e-05,0,0.26802611792601999,2.7464847735651977e-05,0,1
123,3.0000000000000001e-05,0,0.03167369830958449,2.2151958273571146e-08,0,1
124,3.0000000000000001e-05,0,0.021352177857455811,2.2686336140007309e-07,0,1
125,3.0000000000000001e-05,0,0.26236591285046357,7.1163891448082137e-05,0,1
126,3.0000000000000001e-05,0,0.062597317649308176,1.0468349973678148e-06,0,1
127,3.0000000000000001e-05,0,0.023357427652248852,7.7778124297793987e-09,0,1
128,3.0000000000000001e-05,0,0.069002195772158686,2.3710187037272265e-06,0,1
129,3.0000000000000001e-05,0,0.023437231197795658,5.8374123701710713e-11,0,1
130,3.0000000000000001e-05,0,0.02738794062466636,1.3713858662200875e-09,0,1
131,3.0000000000000001e-05,0,0.027383652300647088,2.976819823238329e-08,0,1
132,3.0000000000000001e-05,0,0.099994056126933545,6.4042260133406828e-07,0,1
133,3.0000000000000001e-05,0,0.023270321090883454,2.472278388444453e-06,0,1
134,3.0000000000000001e-05,0,0.071618748282200453,7.7125895284329287e-07,0,1
