domain,n,method,timing_kind,median_ms,p05_ms,p95_ms,fp64_over_method_median,ci95_low,ci95_high
kepler,8,adaptive_frozen_v3,kernel,0.10674764961,0.106735140085,0.10689663887,0.9043855853324856,0.904344515981036,0.9044104113756697
kepler,8,adaptive_no_gradient_gate_v3,e2e,0.112553600222,0.112400323153,0.115604475141,0.8862073936759093,0.8849200381657545,0.8873113298030963
kepler,8,adaptive_no_gradient_gate_v3,kernel,0.106748048216,0.106671236455,0.106907807291,0.9044038582547578,0.904351824315602,0.9045187513182756
kepler,8,fp32,e2e,0.0126416003332,0.0124361598864,0.0128371203318,7.9228529502206975,7.885524280653986,7.9516890999665275
kepler,8,fp32,kernel,0.01024001603945,0.0102382721379,0.010241728276,9.427696799620286,9.42716693980516,9.42803369040169
kepler,8,fp64,e2e,0.09974464029075,0.099479675293,0.1033481583,1.0,1.0,1.0
kepler,8,fp64,kernel,0.09654085338115,0.0964595153928,0.0966234207153,1.0,1.0,1.0
kepler,32,adaptive_frozen_v3,e2e,0.1346020847555,0.12296256423,0.134728953242,0.9094457624568855,0.9086700593041481,0.9309336670280337
kepler,32,adaptive_frozen_v3,kernel,0.1189684793355,0.118965148926,0.119201220572,0.9139639250883262,0.9139165895544068,0.9139779057130292
kepler,32,adaptive_no_gradient_gate_v3,e2e,0.134513445199,0.122926719487,0.134812802076,0.9099365735049266,0.9087431232620273,0.9313265456042688
kepler,32,adaptive_no_gradient_gate_v3,kernel,0.11896842718100001,0.118964098394,0.119344644248,0.9139667528685607,0.9138515272815749,0.9139916529387451
kepler,32,fp32,e2e,0.01691295951605,0.0133804799989,0.0199295990169,7.164556444688227,6.180071925853177,8.518639031242238
kepler,32,fp32,kernel,0.01023942418395,0.0101935686544,0.010444640182,10.619136238735894,10.618032747901605,10.620371533742201
kepler,32,fp64,e2e,0.122362077236,0.112455040216,0.125397756696,1.0,1.0,1.0
kepler,32,fp64,kernel,0.10873444750899999,0.108726114035,0.108961060643,1.0,1.0,1.0
kepler,128,adaptive_frozen_v3,e2e,0.135281436145,0.135185599327,0.13839648664,0.9900231538009088,0.9727831275932779,0.9959340176179745
kepler,128,adaptive_frozen_v3,kernel,0.1300789117815,0.130042552948,0.130334720016,0.9227685218506898,0.9223271188830195,0.9232269487258171
kepler,128,adaptive_no_gradient_gate_v3,e2e,0.13587455451449998,0.135236799717,0.142329916358,0.9868571697070923,0.9526091202254054,0.9931914545038042
kepler,128,adaptive_no_gradient_gate_v3,kernel,0.130102708936,0.130028128624,0.13037481904,0.922675191709381,0.9223376131655723,0.9232645707976529
kepler,128,fp32,e2e,0.01991232018915,0.0140086403117,0.0200975984335,6.764810565601138,6.733952647564088,6.906312306011488
kepler,128,fp32,kernel,0.010239535942699999,0.0102378558367,0.0104451198131,11.72206588215526,11.718139550247733,11.728739207326202
kepler,128,fp64,e2e,0.134687356651,0.124944001436,0.134739518166,1.0,1.0,1.0
kepler,128,fp64,kernel,0.12003878131500001,0.119927868247,0.120322406292,1.0,1.0,1.0
kepler,512,adaptive_frozen_v3,e2e,0.221126407385,0.221049591899,0.224159672856,0.9442720935640688,0.9441127618670406,0.944561062409739
kepler,512,adaptive_frozen_v3,kernel,0.20956429839149998,0.209507644176,0.20979359746,0.9406336777329969,0.9403832181806606,0.940757660891427
kepler,512,adaptive_no_gradient_gate_v3,e2e,0.2211148738865,0.221043527126,0.224207043648,0.9443118413020423,0.9442426574743765,0.9443778314533343
kepler,512,adaptive_no_gradient_gate_v3,kernel,0.20957171916950001,0.209538504481,0.209724292159,0.9406946158528948,0.9405519799216466,0.9407313654392855
kepler,512,fp32,e2e,0.02209472004325,0.0219968017191,0.022172478959,9.454299308712883,9.44601824061326,9.463916230419443
kepler,512,fp32,kernel,0.0122877121903,0.0122847352177,0.0125130880624,16.043854458367633,16.042465190947077,16.04583347091073
kepler,512,fp64,e2e,0.2087955176835,0.208761274815,0.211847037077,1.0,1.0,1.0
kepler,512,fp64,kernel,0.19712925702349998,0.197103485465,0.197275161743,1.0,1.0,1.0
kepler,2048,adaptive_frozen_v3,e2e,0.224585592747,0.223564788699,0.226316809654,0.9456785824288751,0.9441375776228296,0.9476677149119093
kepler,2048,adaptive_frozen_v3,kernel,0.2118764743205,0.211751997471,0.215019211173,0.9411641225306115,0.9408754750821487,0.941481893511741
kepler,2048,adaptive_no_gradient_gate_v3,e2e,0.225201591849,0.223555207253,0.226505592465,0.9448599570498029,0.9402706067566762,0.9486710478645742
kepler,2048,adaptive_no_gradient_gate_v3,kernel,0.211889281869,0.211751669645,0.214215025306,0.9413277727654112,0.9409912383632021,0.9415652050313699
kepler,2048,fp32,e2e,0.0257423995063,0.0247999988496,0.0260448008776,8.279971232754148,8.239219406396098,8.315380208676974
kepler,2048,fp32,kernel,0.0123020801693,0.0122924800962,0.0123052801937,16.213502633264177,16.210203861850353,16.219940631071218
kepler,2048,fp64,e2e,0.212374404073,0.21103040874,0.214220806956,1.0,1.0,1.0
kepler,2048,fp64,kernel,0.19944544881600001,0.199313923717,0.201735988259,1.0,1.0,1.0
kepler,8192,adaptive_frozen_v3,e2e,0.257614403963,0.255910396576,0.259036809206,0.9529582834539377,0.9473847210563888,0.9565958567951963
kepler,8192,adaptive_frozen_v3,kernel,0.216533116996,0.216420158744,0.218773439527,0.9429872073347147,0.9428764611453115,0.9431265656172602
kepler,8192,adaptive_no_gradient_gate_v3,e2e,0.25727519392950005,0.25513920188,0.258886396885,0.9521154456364872,0.9501704122537296,0.9559530689012301
kepler,8192,adaptive_no_gradient_gate_v3,kernel,0.216501437128,0.216347202659,0.218751683831,0.9431662490109511,0.9429171940553537,0.9434798586725306
kepler,8192,fp32,e2e,0.0512672010809,0.050089597702,0.0532767996192,4.7730499751235556,4.7342658322765425,4.8164463547383
kepler,8192,fp32,kernel,0.0123020801693,0.0122931189835,0.0123129598796,16.599802460861333,16.592446738675413,16.60397537005931
kepler,8192,fp64,e2e,0.245051190257,0.243635207415,0.246979191899,1.0,1.0,1.0
kepler,8192,fp64,kernel,0.20420799404399997,0.204034239054,0.206565767527,1.0,1.0,1.0
kepler,32768,adaptive_frozen_v3,e2e,0.34075200557700003,0.333375990391,0.350463986397,0.9608701483562446,0.949787887828941,0.9733218085932357
kepler,32768,adaptive_frozen_v3,kernel,0.216646403074,0.216233611107,0.217030405998,0.9456396817458701,0.9450604362240201,0.9461737109882588
kepler,32768,adaptive_no_gradient_gate_v3,e2e,0.3403840065,0.334399998188,0.35075199604,0.9575895746962035,0.9487040822986446,0.9699962786453027
kepler,32768,adaptive_no_gradient_gate_v3,kernel,0.2166735976935,0.215971201658,0.216953605413,0.945501333356914,0.945019740034104,0.9465282916897065
kepler,32768,fp32,e2e,0.137552000582,0.127552002668,0.142591997981,2.4020369401763277,2.3421771979196118,2.4473455793281937
kepler,32768,fp32,kernel,0.0117696002126,0.0113375997171,0.0121120000258,17.3855867978098,17.196204041379097,17.416484726926683
kepler,32768,fp64,e2e,0.328063994646,0.319808006287,0.335072010756,1.0,1.0,1.0
kepler,32768,fp64,kernel,0.204940795898,0.204492807388,0.205113604665,1.0,1.0,1.0
kepler,131072,adaptive_frozen_v3,e2e,1.269648015495,1.26019203663,1.28255999088,0.9846773710341455,0.981947503350862,0.9877830882625973
kepler,131072,adaptive_frozen_v3,kernel,0.8116320073604999,0.809343993664,0.812960028648,0.9781670006265548,0.9772937922348937,0.9792238845336456
kepler,131072,adaptive_no_gradient_gate_v3,e2e,1.27158397436,1.25667202473,1.28201603889,0.9857290861941903,0.9830853324427854,0.9869307801011656
kepler,131072,adaptive_no_gradient_gate_v3,kernel,0.8116640150545,0.809664011002,0.81379199028,0.9773905493361036,0.976975687662279,0.9780773806466233
kepler,131072,fp32,e2e,0.48185600340400003,0.471744000912,0.491872012615,2.5952796764569968,2.577868278640195,2.614487944266023
kepler,131072,fp32,kernel,0.0221120007336,0.0218560006469,0.022752000019,35.90009328689791,35.77561408032159,36.06919640636123
kepler,131072,fp64,e2e,1.2496960163100002,1.24041604996,1.26262402534,1.0,1.0,1.0
kepler,131072,fp64,kernel,0.7933280169965,0.791647970676,0.794911980629,1.0,1.0,1.0
kepler,524288,adaptive_frozen_v3,e2e,4.456719875335001,4.39651203156,4.51171207428,0.980571701010285,0.9784801744517075,0.9845001155410751
kepler,524288,adaptive_frozen_v3,kernel,2.62367999554,2.61046409607,2.63113594055,0.969301350290037,0.9681466112105346,0.9720713626667252
kepler,524288,adaptive_no_gradient_gate_v3,e2e,4.44395184517,4.39804792404,4.5311999321,0.9820615397296858,0.9762241834428158,0.9857511348124022
kepler,524288,adaptive_no_gradient_gate_v3,kernel,2.62422394753,2.61615991592,2.63414406776,0.9696181565657058,0.9683400489718501,0.9708629298664817
kepler,524288,fp32,e2e,1.89097601175,1.84502398968,1.95132803917,2.320022827816447,2.291336941572216,2.329280445948176
kepler,524288,fp32,kernel,0.0635519996285,0.0632639974356,0.0649280026555,39.96804234861281,39.638463129189816,40.096759734544285
kepler,524288,fp64,e2e,4.376048088075001,4.32038402557,4.44332790375,1.0,1.0,1.0
kepler,524288,fp64,kernel,2.543583989145,2.53612804413,2.56064009666,1.0,1.0,1.0
kepler,2097152,adaptive_frozen_v3,e2e,17.0106239319,16.9286727905,17.1803207397,0.9823566283398886,0.9797364701045266,0.9829534644104407
kepler,2097152,adaptive_frozen_v3,kernel,9.86252832413,9.84867191315,10.181183815,0.9707507246162798,0.9703007715247998,0.9712684019080167
kepler,2097152,adaptive_no_gradient_gate_v3,e2e,16.97316837315,16.9257278442,17.1927032471,0.9826137211704704,0.9811456837362007,0.9831042384944504
kepler,2097152,adaptive_no_gradient_gate_v3,kernel,9.85649585724,9.84793567657,10.1788158417,0.9713399238821038,0.9704690015983867,0.9716767150004215
kepler,2097152,fp32,e2e,7.37603187561,7.30742406845,7.50112009048,2.273595074475153,2.263409197019649,2.27511147283285
kepler,2097152,fp32,kernel,0.23286399990349999,0.231135994196,0.23398399353,41.28026101476276,41.03400270410347,41.35080711088217
kepler,2097152,fp64,e2e,16.67183971405,16.6357765198,16.8966712952,1.0,1.0,1.0
kepler,2097152,fp64,kernel,9.572512149809999,9.5648317337,9.91836833954,1.0,1.0,1.0
kepler,8388608,adaptive_frozen_v3,e2e,67.2151184082,67.0315551758,67.6889266968,0.9835774581886647,0.9822808863707735,0.9859941142284079
kepler,8388608,adaptive_frozen_v3,kernel,38.8051509857,38.7840003967,39.1412467957,0.97184198748814,0.9675915358904734,0.9766502725169072
kepler,8388608,adaptive_no_gradient_gate_v3,e2e,67.21766662595,67.015296936,67.8340835571,0.9840242682315958,0.9791732375420398,0.9854931881158344
kepler,8388608,adaptive_no_gradient_gate_v3,kernel,38.8092327118,38.7876472473,39.2414398193,0.9718723216449258,0.968838400860413,0.9763984970929946
kepler,8388608,fp32,e2e,29.27192020415,29.155456543,29.4934082031,2.2614384130567498,2.257810503587031,2.26502600013294
kepler,8388608,fp32,kernel,0.8972959816455,0.895071983337,0.899071991444,42.08000880909759,42.03217216525358,42.308504763651285
kepler,8388608,fp64,e2e,66.1346244812,65.9359664917,66.6116485596,1.0,1.0,1.0
kepler,8388608,fp64,kernel,37.72795295715,37.6861763,38.0637435913,1.0,1.0,1.0
kepler,16777216,adaptive_frozen_v3,e2e,134.498382568,134.032577515,134.692321777,0.9840200338699349,0.9837347226725435,0.9843330010196856
kepler,16777216,adaptive_frozen_v3,kernel,77.7901763916,77.4567642212,77.8110427856,0.9724021848017055,0.971922465378102,0.972762071947968
kepler,16777216,adaptive_no_gradient_gate_v3,e2e,134.51009368849998,134.047073364,134.857223511,0.9839777366840503,0.9834452399106084,0.9844344864187983
kepler,16777216,adaptive_no_gradient_gate_v3,kernel,77.81257629395,77.4793624878,77.9432601929,0.9719702774174108,0.9715271707595622,0.9722478406461376
kepler,16777216,fp32,e2e,58.42742347715,58.3113288879,58.5848655701,2.26483914800611,2.2633722531410196,2.2670377246155358
kepler,16777216,fp32,kernel,1.7849919796,1.78406405449,1.7879999876,42.33887216905466,42.26572317586061,42.38495585594411
kepler,16777216,fp64,e2e,132.389137268,131.86416626,132.681991577,1.0,1.0,1.0
kepler,16777216,fp64,kernel,75.63582229615,75.2946853638,75.8097305298,1.0,1.0,1.0
peng_robinson,1,adaptive_frozen_v3,e2e,0.010317760054000001,0.0101702399552,0.0103699192405,1.2120074894334452,1.2050733823227728,1.2196748787189164
peng_robinson,1,adaptive_frozen_v3,kernel,0.006144111743195,0.00614239973947,0.00614643190056,1.3335061051761044,1.3333784282312053,1.3336909144642557
peng_robinson,1,adaptive_no_gradient_gate_v3,e2e,0.010382399428650001,0.0101958392188,0.0105119999498,1.2022166603628812,1.196280486035775,1.2079343279488794
peng_robinson,1,adaptive_no_gradient_gate_v3,kernel,0.006144111743195,0.00614217622206,0.00618207966909,1.333509679272633,1.3333940553408299,1.3335816163844378
peng_robinson,1,fp32,e2e,0.006053280085325,0.00597919989377,0.00629343977198,2.060191981247859,2.0495558413238917,2.0743216457424682
peng_robinson,1,fp32,kernel,0.00409726402722,0.0040956158191,0.00409936020151,1.9995470173557641,1.9991878316518101,1.9998204197816363
peng_robinson,1,fp64,e2e,0.0124500798993,0.0123564805835,0.0126009592786,1.0,1.0,1.0
peng_robinson,1,fp64,kernel,0.00819340813905,0.00819113664329,0.00819539185613,1.0,1.0,1.0
peng_robinson,8,adaptive_frozen_v3,e2e,0.017112799920150003,0.0167433600873,0.0222806409001,0.7487084773137759,0.6239565882574799,0.7629340373789445
peng_robinson,8,adaptive_frozen_v3,kernel,0.01433556806295,0.0143316807225,0.0143385604024,0.7143434458318177,0.7143146005657859,0.7143704330653741
peng_robinson,8,adaptive_no_gradient_gate_v3,e2e,0.019822879694399997,0.0167334396392,0.0222342386842,0.6755442456018519,0.6211064173164811,0.7608613419062038
peng_robinson,8,adaptive_no_gradient_gate_v3,kernel,0.0143356798217,0.0143335359171,0.0145633276552,0.714329883246329,0.7142994405329632,0.7143938337698881
peng_robinson,8,fp32,e2e,0.006290239980445,0.00621472019702,0.00648991996422,2.172402017249482,2.0422361893665357,2.194365804588954
peng_robinson,8,fp32,kernel,0.004097423749045,0.00409641582519,0.00409875204787,2.4994044171253846,2.499061199400667,2.499531168560986
peng_robinson,8,fp64,e2e,0.013708319980649999,0.0127027202398,0.0138844801113,1.0,1.0,1.0
peng_robinson,8,fp64,kernel,0.010240399744349999,0.0102381762117,0.0102430405095,1.0,1.0,1.0
peng_robinson,32,adaptive_frozen_v3,e2e,0.022216479294000002,0.0221596788615,0.0223695989698,0.8887166362012842,0.6379152511789226,0.8963609262982812
peng_robinson,32,adaptive_frozen_v3,kernel,0.01433603232725,0.0143332155421,0.014541439712,0.7143268499928344,0.7142883871572082,0.7143711423404784
peng_robinson,32,adaptive_no_gradient_gate_v3,e2e,0.0221915207803,0.0213126391172,0.0223145596683,0.893331698860436,0.6381764372009568,0.8981269452440307
peng_robinson,32,adaptive_no_gradient_gate_v3,kernel,0.0143358716741,0.0143346246332,0.0144967352971,0.7143061450752922,0.7142919415776762,0.7143469682044661
peng_robinson,32,fp32,e2e,0.00899040000513,0.00827072001994,0.00928576011211,2.1434222268239145,1.5937938097562294,2.201930887126485
peng_robinson,32,fp32,kernel,0.00409752014093,0.0040966719389,0.0040994877927,2.499263957570729,2.498772069974714,2.49944568961434
peng_robinson,32,fp64,e2e,0.019850239157699998,0.0140406405553,0.0200563184917,1.0,1.0,1.0
peng_robinson,32,fp64,kernel,0.01024086400865,0.0102388160303,0.0104445759207,1.0,1.0,1.0
peng_robinson,128,adaptive_frozen_v3,e2e,0.022959679365149997,0.0228672008961,0.0230700802058,0.886769351252966,0.8840233219863713,0.889840708017906
peng_robinson,128,adaptive_frozen_v3,kernel,0.01434820797295,0.0143463360146,0.0145503357053,0.7142933548805352,0.7142364764592961,0.7143266491520637
peng_robinson,128,adaptive_no_gradient_gate_v3,e2e,0.0229617608711,0.0227654408664,0.0231353584677,0.887014455568991,0.883223513013508,0.8902303687216704
peng_robinson,128,adaptive_no_gradient_gate_v3,kernel,0.01434820797295,0.0143468156457,0.0145046720281,0.714240939627883,0.7142000095520432,0.7143258598006798
peng_robinson,128,fp32,e2e,0.009454719722270001,0.00929119996727,0.00963872019202,2.1556806498677137,2.1388732307959284,2.165417398056441
peng_robinson,128,fp32,kernel,0.00409766403027,0.00409644795582,0.00409900816157,2.5011911564951186,2.500851557379489,2.501294274624276
peng_robinson,128,fp64,e2e,0.020383679308,0.0143337594345,0.0206243209541,1.0,1.0,1.0
peng_robinson,128,fp64,kernel,0.01024897582825,0.0102459518239,0.0102501763031,1.0,1.0,1.0
peng_robinson,512,adaptive_frozen_v3,e2e,0.03521632216875,0.0351443178952,0.035291839391,0.9244302043771864,0.6881601388457464,0.9467947980614861
peng_robinson,512,adaptive_frozen_v3,kernel,0.0225455034524,0.0225435532629,0.0227718707174,0.7273162330666871,0.7272984153172555,0.7273493055638092
peng_robinson,512,adaptive_no_gradient_gate_v3,e2e,0.03518399968745,0.0351126417518,0.0352857597172,0.9048752796497146,0.6888419869431472,0.9451311921555878
peng_robinson,512,adaptive_no_gradient_gate_v3,kernel,0.0225433930755,0.0225412808359,0.0227715503424,0.7273800527194456,0.7273285759890975,0.7274202652598551
peng_robinson,512,fp32,e2e,0.0119174402207,0.011626239866,0.0176476798952,2.0392061868983236,1.940600243319992,2.1064343455543884
peng_robinson,512,fp32,kernel,0.004101391881705,0.0040991678834,0.00410358374938,3.998123531322758,3.9976982599898445,3.9986071440371935
peng_robinson,512,fp64,e2e,0.03302527964115,0.0241619199514,0.0334268808365,1.0,1.0,1.0
peng_robinson,512,fp64,kernel,0.01639753580095,0.0163964163512,0.0166258569807,1.0,1.0,1.0
peng_robinson,2048,adaptive_frozen_v3,e2e,0.038228800520300005,0.0374848023057,0.0383199974895,0.8868636221088937,0.8237546546612855,0.9390919178556074
peng_robinson,2048,adaptive_frozen_v3,kernel,0.022555520758,0.0225385595113,0.0226105600595,0.7274737728203947,0.7271844020562558,0.7277808899452964
peng_robinson,2048,adaptive_no_gradient_gate_v3,e2e,0.0381055995822,0.0370431989431,0.0383232012391,0.9018889628024881,0.827890778067345,0.9417471841955402
peng_robinson,2048,adaptive_no_gradient_gate_v3,kernel,0.02255376055835,0.0225385595113,0.0225801616907,0.7275830575369494,0.72721788437203,0.7278938294179808
peng_robinson,2048,fp32,e2e,0.01754239946605,0.0162400007248,0.0208128001541,1.8860390959459479,1.7889125765227771,1.9248958740791304
peng_robinson,2048,fp32,kernel,0.00467648007907,0.00445024017245,0.00487967999652,3.5142687848528578,3.4816646851457524,3.588782958652434
peng_robinson,2048,fp64,e2e,0.03447039984165,0.0289887990803,0.0361759997904,1.0,1.0,1.0
peng_robinson,2048,fp64,kernel,0.0164113603532,0.0163961593062,0.0164265595376,1.0,1.0,1.0
peng_robinson,8192,adaptive_frozen_v3,e2e,0.06388800218705,0.0625696033239,0.0658272057772,0.9155400312232611,0.9030285247734906,0.9223171379668407
peng_robinson,8192,adaptive_frozen_v3,kernel,0.02255679946395,0.0225376002491,0.022580480203,0.7277001568065131,0.7274546566818545,0.7278913459663282
peng_robinson,8192,adaptive_no_gradient_gate_v3,e2e,0.0638432018459,0.0620191991329,0.0668703988194,0.9214167304729861,0.9034716888656193,0.9273594680968634
peng_robinson,8192,adaptive_no_gradient_gate_v3,kernel,0.022550879046350003,0.0225392002612,0.0225792005658,0.7278654061879772,0.7276640514706872,0.7281051290456488
peng_robinson,8192,fp32,e2e,0.045959999784800004,0.0444671995938,0.0467967987061,1.2709024165532554,1.259853159490716,1.2893446185072963
peng_robinson,8192,fp32,kernel,0.0055800003465249996,0.00536159984767,0.00575936026871,2.9416792456701275,2.9067606158732535,2.965377612558286
peng_robinson,8192,fp64,e2e,0.0586383994669,0.0568256005645,0.0597311966121,1.0,1.0,1.0
peng_robinson,8192,fp64,kernel,0.0164160002023,0.0163968000561,0.0164246410131,1.0,1.0,1.0
peng_robinson,32768,adaptive_frozen_v3,e2e,0.1479680016635,0.142719998956,0.150943994522,0.9502316492509153,0.9244469862150207,0.9622978421354502
peng_robinson,32768,adaptive_frozen_v3,kernel,0.02262239996345,0.0225856006145,0.0228159986436,0.8175659150068453,0.8140258754433911,0.8188831313722076
peng_robinson,32768,adaptive_no_gradient_gate_v3,e2e,0.1478079929945,0.139487996697,0.151040002704,0.9514641710888183,0.9265087368029226,0.9763767277469917
peng_robinson,32768,adaptive_no_gradient_gate_v3,kernel,0.0226208008826,0.0225952006876,0.0227039996535,0.8187411715974601,0.8178925088052453,0.8190759046039574
peng_robinson,32768,fp32,e2e,0.12526399642199998,0.122336000204,0.132479995489,1.1033469372665001,1.0792640977660561,1.117255022043519
peng_robinson,32768,fp32,kernel,0.006235199980435001,0.00620799977332,0.00632639974356,2.9709442046815484,2.9638365732508203,2.972272080059624
peng_robinson,32768,fp64,e2e,0.1377600058915,0.135680004954,0.145631998777,1.0,1.0,1.0
peng_robinson,32768,fp64,kernel,0.0185199994594,0.0184000004083,0.0186144001782,1.0,1.0,1.0
peng_robinson,131072,adaptive_frozen_v3,e2e,0.5438239872455,0.532127976418,0.552864015102,0.9647723054706789,0.9592593273192707,0.9740120826635025
peng_robinson,131072,adaptive_frozen_v3,kernel,0.0827999971807,0.0818559974432,0.0839039981365,0.7557636363691886,0.7529434380241309,0.7659783666253742
peng_robinson,131072,adaptive_no_gradient_gate_v3,e2e,0.54249599576,0.531040012836,0.551680028439,0.9695879549068529,0.9662593422951457,0.9733783297944463
peng_robinson,131072,adaptive_no_gradient_gate_v3,kernel,0.0824800021946,0.0818559974432,0.0829439982772,0.7612728148882884,0.7559839924437415,0.7654440210841919
peng_robinson,131072,fp32,e2e,0.4756640046835,0.464863985777,0.488959997892,1.102677147921019,1.0920584628854177,1.1096514912937219
peng_robinson,131072,fp32,kernel,0.0118079995736,0.0115200001746,0.0124479997903,5.314874571450005,5.252393088983013,5.356927553408183
peng_robinson,131072,fp64,e2e,0.524208009243,0.51625597477,0.534528017044,1.0,1.0,1.0
peng_robinson,131072,fp64,kernel,0.0624319985509,0.0615679994226,0.0638400018215,1.0,1.0,1.0
peng_robinson,524288,adaptive_frozen_v3,e2e,2.0562399625800003,2.03084802628,2.1495039463,0.9695074166939226,0.9640295953209859,0.9756239555892919
peng_robinson,524288,adaptive_frozen_v3,kernel,0.26001600921150003,0.258175998926,0.26102399826,0.7539775240088984,0.7522156454175019,0.7557490073379286
peng_robinson,524288,adaptive_no_gradient_gate_v3,e2e,2.06089603901,2.03689599037,2.15152001381,0.9709993500628835,0.9680263530339621,0.9735798020673625
peng_robinson,524288,adaptive_no_gradient_gate_v3,kernel,0.256944000721,0.256000012159,0.259039998055,0.7616554153204189,0.7598628838874679,0.7647310458659915
peng_robinson,524288,fp32,e2e,1.826496005055,1.80745601654,1.91430401802,1.0927309798535374,1.0870410522738172,1.0996613634111432
peng_robinson,524288,fp32,kernel,0.0321439988911,0.0309120006859,0.0328320004046,6.095753637268823,6.047587657126483,6.1831705203053735
peng_robinson,524288,fp64,e2e,1.98736000061,1.97254395485,2.09270405769,1.0,1.0,1.0
peng_robinson,524288,fp64,kernel,0.195583999157,0.194624006748,0.197472006083,1.0,1.0,1.0
peng_robinson,2097152,adaptive_frozen_v3,e2e,8.079199790955,8.03187179565,8.19564819336,0.970323283706088,0.9690676513302452,0.9711205564233437
peng_robinson,2097152,adaptive_frozen_v3,kernel,0.970256000757,0.968352019787,0.971967995167,0.7534908555795017,0.7529544885042707,0.7541365087606742
peng_robinson,2097152,adaptive_no_gradient_gate_v3,e2e,8.062272071835,8.02575969696,8.20076847076,0.9705408044582612,0.9697653697563613,0.9718774282842968
peng_robinson,2097152,adaptive_no_gradient_gate_v3,kernel,0.962191998959,0.960128009319,0.964511990547,0.7600478694981587,0.7594461792338487,0.7606580115737501
peng_robinson,2097152,fp32,e2e,7.247168064115,7.18028783798,7.35932779312,1.0854713519694197,1.079860088063582,1.086078711630222
peng_robinson,2097152,fp32,kernel,0.116127997637,0.112576000392,0.119295999408,6.313860590057114,6.265448688883017,6.3666986884319625
peng_robinson,2097152,fp64,e2e,7.8338081836699995,7.7965760231,7.96931219101,1.0,1.0,1.0
peng_robinson,2097152,fp64,kernel,0.7312319874765001,0.729215979576,0.732640028,1.0,1.0,1.0
peng_robinson,8388608,adaptive_frozen_v3,e2e,32.14350509645,32.0506248474,32.3249588013,0.971263526992938,0.9700718490396192,0.9724220961081129
peng_robinson,8388608,adaptive_frozen_v3,kernel,3.805152058605,3.80134391785,3.80729603767,0.7521578954343124,0.75195877186493,0.7524494659760421
peng_robinson,8388608,adaptive_no_gradient_gate_v3,e2e,32.1082077026,32.015838623,32.3260498047,0.9722001040032581,0.9714734084131841,0.9736431604139082
peng_robinson,8388608,adaptive_no_gradient_gate_v3,kernel,3.768191933635,3.76476788521,3.77072000504,0.7596382868833363,0.7592965792600936,0.7599215534131014
peng_robinson,8388608,fp32,e2e,28.7982711792,28.707359314,28.9409599304,1.0837459863918881,1.082744881045631,1.0848800142707713
peng_robinson,8388608,fp32,kernel,0.46505600214,0.463744014502,0.469312012196,6.152837508114582,6.131622268575718,6.160233970888658
peng_robinson,8388608,fp64,e2e,31.2182559967,31.1174087524,31.4719047546,1.0,1.0,1.0
peng_robinson,8388608,fp64,kernel,2.86191999912,2.85993599892,2.86540794373,1.0,1.0,1.0
peng_robinson,16777216,adaptive_frozen_v3,e2e,64.2512168884,64.1279067993,64.5992660522,0.9710450287025634,0.9700475968232138,0.9718608258934673
peng_robinson,16777216,adaptive_frozen_v3,kernel,7.603536129,7.60076808929,7.93625593185,0.7520599221013072,0.7519167275158842,0.7521438981815967
peng_robinson,16777216,adaptive_no_gradient_gate_v3,e2e,64.1892814636,64.0366744995,64.5070724487,0.9724023933795729,0.9714737833743475,0.9727130967484526
peng_robinson,16777216,adaptive_no_gradient_gate_v3,kernel,7.5233438015,7.51769590378,7.53084802628,0.7600836145981738,0.7598924054670485,0.7602990782314307
peng_robinson,16777216,fp32,e2e,57.62894248965,57.4536628723,57.8089904785,1.083172487806479,1.0826045642216764,1.0838092109285773
peng_robinson,16777216,fp32,kernel,0.932176023722,0.928608000278,0.935168027878,6.136645239258304,6.131411263380858,6.148234891551149
peng_robinson,16777216,fp64,e2e,62.4471359253,62.2377586365,62.5989456177,1.0,1.0,1.0
peng_robinson,16777216,fp64,kernel,5.7179360389700005,5.71574401855,5.72092819214,1.0,1.0,1.0
pv,1,adaptive_frozen_v3,e2e,0.1482067257165,0.147825285792,0.152348801494,0.9305072534987862,0.928343076804313,0.933404887121885
pv,1,adaptive_frozen_v3,kernel,0.145523585379,0.14540733397,0.145809516311,0.930676878916857,0.93011514961651,0.9312853466527249
pv,1,adaptive_no_gradient_gate_v3,e2e,0.1483502388,0.147929921746,0.151730239391,0.9293268178129006,0.92771141671577,0.9325067704688454
pv,1,adaptive_no_gradient_gate_v3,kernel,0.1456533670425,0.145431905985,0.145900949836,0.9305454599676011,0.9296787731500367,0.9309838795859464
pv,1,fp32,e2e,0.0162147199735,0.015722559765,0.0211583990604,8.530056967542114,8.383129503394285,8.595748592903435
pv,1,fp32,kernel,0.0122986882925,0.0122951362282,0.0123037118465,11.014437648655072,11.009659880098138,11.021562467778802
pv,1,fp64,e2e,0.138429276645,0.137341111898,0.140440002084,1.0,1.0,1.0
pv,1,fp64,kernel,0.13543377816649999,0.135336518288,0.135766550899,1.0,1.0,1.0
pv,8,adaptive_frozen_v3,e2e,0.14827391505249998,0.147862389684,0.151904642582,0.9361017275231011,0.9268484507124939,0.9389643256665502
pv,8,adaptive_frozen_v3,kernel,0.1457727625965,0.145644262433,0.146026343107,0.9300060940140036,0.9288981877436937,0.9300571618567006
