domain,n,method,timing_kind,median_ms,p05_ms,p95_ms,fp64_over_method_median,ci95_low,ci95_high
bem,8192,adaptive_frozen_v3,e2e,0.46696639060949996,0.462911993265,0.470908790827,0.959931812349709,0.9548379741750068,0.9619774904037202
bem,8192,adaptive_frozen_v3,kernel,0.4259876906875,0.425652474165,0.428982079029,0.9526556473735222,0.952414647256572,0.9528247279277856
bem,8192,adaptive_no_gradient_gate_v3,e2e,0.46592637896550004,0.462579190731,0.470358431339,0.9617017718131152,0.9570363335753104,0.9634471583781297
bem,8192,adaptive_no_gradient_gate_v3,kernel,0.4259721636775,0.42574557662,0.428905308247,0.9525050628680434,0.9523006795732467,0.9529112934495956
bem,8192,fp32,e2e,0.06204320117835,0.0575680024922,0.0668608024716,7.223683967866796,7.033859676865671,7.4194555916520235
bem,8192,fp32,kernel,0.0208777599037,0.02073247917,0.0209622401744,19.48623777005082,19.43930572891501,19.531437677379444
bem,8192,fp64,e2e,0.44781599938899996,0.446044772863,0.448716789484,1.0,1.0,1.0
bem,8192,fp64,kernel,0.4057484716175,0.405503034592,0.408022075891,1.0,1.0,1.0
bem,32768,adaptive_frozen_v3,e2e,0.5506719946865,0.543008029461,0.560064017773,0.9654191604305229,0.9574959786225604,0.9720002958455316
bem,32768,adaptive_frozen_v3,kernel,0.4284591823815,0.428137600422,0.429020792246,0.9520807782177572,0.9516688061532188,0.952474266691456
bem,32768,adaptive_no_gradient_gate_v3,e2e,0.5515839755534999,0.544095993042,0.560639977455,0.9615507375621548,0.9539061453645247,0.9670784251926244
bem,32768,adaptive_no_gradient_gate_v3,kernel,0.428614377975,0.428233623505,0.429088026285,0.9520062026551164,0.9515830341449538,0.9526402443709054
bem,32768,fp32,e2e,0.147039994597,0.137567996979,0.156287997961,3.6036440442322926,3.557174607475991,3.653781839406918
bem,32768,fp32,kernel,0.020577600225799998,0.020518399775,0.0206560008228,19.83960571935128,19.82225344415676,19.85736465266585
bem,32768,fp64,e2e,0.531423985958,0.524384021759,0.535903990269,1.0,1.0,1.0
bem,32768,fp64,kernel,0.40806879103149996,0.407267183065,0.408540815115,1.0,1.0,1.0
bem,131072,adaptive_frozen_v3,e2e,2.1099359989149997,2.0880959034,2.1244161129,0.9855073607017716,0.9839373902346908,0.9863312459430014
bem,131072,adaptive_frozen_v3,kernel,1.650287985805,1.6395200491,1.65388798714,0.9786457679631797,0.977714147150096,0.9823084260500053
bem,131072,adaptive_no_gradient_gate_v3,e2e,2.10863995552,2.09328007698,2.12156796455,0.985523632996965,0.9826649880513223,0.9876427006986963
bem,131072,adaptive_no_gradient_gate_v3,kernel,1.6512479782099998,1.64070403576,1.65388798714,0.9787831530679839,0.9777855328361287,0.9823565145441874
bem,131072,fp32,e2e,0.519248008728,0.507103979588,0.549408018589,4.000828677167126,3.8873627579848176,4.026977116162405
bem,131072,fp32,kernel,0.0604320000857,0.0593920014799,0.0615359991789,26.713444468264505,26.301744958042804,26.80929516195953
bem,131072,fp64,e2e,2.07595193386,2.05881595612,2.09401607513,1.0,1.0,1.0
bem,131072,fp64,kernel,1.61479997635,1.61286401749,1.61728000641,1.0,1.0,1.0
bem,524288,adaptive_frozen_v3,e2e,7.207376003265001,7.13273620605,7.27164793015,0.983971391357825,0.9824679511209818,0.9867166052989578
bem,524288,adaptive_frozen_v3,kernel,5.37318396568,5.35721588135,5.38700819016,0.9759775259121064,0.9750125573739707,0.9769128478598497
bem,524288,adaptive_no_gradient_gate_v3,e2e,7.22529602051,7.146048069,7.29254388809,0.9807940636185084,0.979558790930011,0.982822846745181
bem,524288,adaptive_no_gradient_gate_v3,kernel,5.36772799492,5.35369586945,5.38230419159,0.9765044889560881,0.975763901192321,0.9772886311732231
bem,524288,fp32,e2e,2.02302396297,1.97001600266,2.07593607903,3.499042634091164,3.4803824635375022,3.53861550595431
bem,524288,fp32,kernel,0.188975997269,0.187808007002,0.191039994359,27.769373529521687,27.689788398147186,27.8218274401018
bem,524288,fp64,e2e,7.089792013169999,7.01827192307,7.14572811127,1.0,1.0,1.0
bem,524288,fp64,kernel,5.242096185685,5.23308801651,5.2548160553,1.0,1.0,1.0
bem,2097152,adaptive_frozen_v3,e2e,27.37559986115,27.2596168518,27.8448638916,0.9840858142120908,0.9830781924800813,0.9851546747777326
bem,2097152,adaptive_frozen_v3,kernel,20.21486473085,20.1934070587,20.5466556549,0.9773079963491911,0.9765338085994906,0.9777105106009065
bem,2097152,adaptive_no_gradient_gate_v3,e2e,27.3632640839,27.2727031708,27.9034233093,0.9831474306309627,0.9823963376439909,0.9869085319671949
bem,2097152,adaptive_no_gradient_gate_v3,kernel,20.2052488327,20.1861763,20.5350723267,0.9778489078812176,0.9769974658787606,0.9784153445387225
bem,2097152,fp32,e2e,7.86375999451,7.78367996216,8.02476787567,3.431649142815049,3.412094012501831,3.446939148080622
bem,2097152,fp32,kernel,0.7034559845924999,0.701152026653,0.706816017628,28.115470382027738,28.054939533406063,28.136205954630658
bem,2097152,fp64,e2e,26.946000099149998,26.8231678009,27.494304657,1.0,1.0,1.0
bem,2097152,fp64,kernel,19.75687980655,19.7444152832,20.1032009125,1.0,1.0,1.0
bem,8388608,adaptive_frozen_v3,e2e,108.331695557,107.862785339,108.52457428,0.9846593038610143,0.9839198220270973,0.9851729471988055
bem,8388608,adaptive_frozen_v3,kernel,79.90172576904999,79.5709762573,79.9418869019,0.9790630920955294,0.978778309822139,0.9792756723793368
bem,8388608,adaptive_no_gradient_gate_v3,e2e,108.349117279,107.881629944,108.484512329,0.9845796187411494,0.9843531331248642,0.9848392928525407
bem,8388608,adaptive_no_gradient_gate_v3,kernel,79.91136169435,79.5722885132,80.1271362305,0.9787238303834538,0.9762773680861399,0.9793211980281791
bem,8388608,fp32,e2e,31.11185646055,31.0065917969,31.3490562439,3.4281920805640143,3.4164790166502685,3.4377961351412076
bem,8388608,fp32,kernel,2.76515197754,2.76284790039,2.76816010475,28.288273398373086,28.276557295648637,28.296897098195167
bem,8388608,fp64,e2e,106.67812728850001,106.146270752,106.895874023,1.0,1.0,1.0
bem,8388608,fp64,kernel,78.23052597045,77.8638076782,78.2574386597,1.0,1.0,1.0
bem,16777216,adaptive_frozen_v3,e2e,216.4436950685,215.934234619,216.689758301,0.9838955094290517,0.9834927955092183,0.9850453717236967
bem,16777216,adaptive_frozen_v3,kernel,159.495727539,159.156326294,159.702941895,0.9793961060615716,0.9790327003086381,0.9796632855568773
bem,16777216,adaptive_no_gradient_gate_v3,e2e,216.251914978,215.895843506,216.921539307,0.9841914620726224,0.983531923307852,0.9854257464892583
bem,16777216,adaptive_no_gradient_gate_v3,kernel,159.5670394895,159.227264404,159.628890991,0.9791459909658371,0.978944433360434,0.9795747144450369
bem,16777216,fp32,e2e,62.18054389955,62.0437774658,62.3606414795,3.424156691610002,3.4211924654590984,3.4278917377209845
bem,16777216,fp32,kernel,5.521807909015,5.51951980591,5.52441596985,28.290656387511213,28.258996148849064,28.2970020199814
bem,16777216,fp64,e2e,212.9662857055,212.404541016,213.306976318,1.0,1.0,1.0
bem,16777216,fp64,kernel,156.2385635375,155.910430908,156.382720947,1.0,1.0,1.0
cstr,1,adaptive_frozen_v3,e2e,0.03799231909215,0.0378569588065,0.0380902402103,8.88240963299523,8.84607115635983,8.988259962288536
cstr,1,adaptive_frozen_v3,kernel,0.0307402396575,0.0307262726128,0.0309646725655,10.843412581230323,10.84206454504095,10.847822159458643
cstr,1,adaptive_no_gradient_gate_v3,e2e,0.03793952055275,0.0377721600235,0.0380844809115,8.914588479866277,8.86205279800486,8.984332318789495
