effective_irradiance_W_m2,cell_temperature_C,V,I,P
1000,10,18.20309394853248,4.990344173609445,90.83970382772442
1000,10,18.55315344754272,4.989428452721256,92.56963169887311
1000,10,18.90321294655296,4.988512716442805,94.2989181655057
1000,10,19.2532724455632,4.987596962471104,96.0275631671196
1000,10,19.60333194457344,4.98668118815854,97.75556663323174
1000,10,19.95339144358368,4.985765390461322,99.48292848174658
1000,10,20.30345094259392,4.984849565880181,101.2096486170589
1000,10,20.65351044160416,4.983933710392228,102.9357269278488
1000,10,21.0035699406144,4.983017819372587,104.66116328452
1000,10,21.35362943962464,4.982101887504323,106.3859575362218
1000,10,21.70368893863488,4.981185908674887,108.1101095073911
1000,10,22.05374843764512,4.980269875857049,109.8336189937334
1000,10,22.40380793665536,4.979353780972049,111.5564857575564
1000,10,22.7538674356656,4.978437614732225,113.2787095223483
1000,10,23.10392693467584,4.977521366460138,115.0002899664829
1000,10,23.45398643368608,4.976605023880602,116.7212267159096
1000,10,23.80404593269632,4.975688572881606,118.4415193356659
1000,10,24.15410543170656,4.974771997239469,120.1611673200236
1000,10,24.5041649307168,4.973855278302856,121.8801700810495
1000,10,24.85422442972704,4.972938394629528,123.5985269353288
1000,10,25.20428392873728,4.972021321568733,125.3162370885539
1000,10,25.55434342774752,4.97110403078112,127.0332996176407
1000,10,25.90440292675776,4.97018648968682,128.7497134499751
1000,10,26.254462425768,4.969268660830946,130.4654773393325
1000,10,26.60452192477824,4.968350501154182,132.1805898379394
1000,10,26.95458142378848,4.967431961154225,133.8950492640608
1000,10,27.30464092279872,4.966512983921794,135.6088536644022
1000,10,27.65470042180896,4.965593504032419,137.3220007704971
1000,10,28.0047599208192,4.964673446272458,139.0344879481263
1000,10,28.35481941982944,4.963752724174551,140.7463121386558
1000,10,28.70487891883968,4.962831238334001,142.4574697910127
1000,10,29.05493841784992,4.961908874473369,144.1679567828067
1000,10,29.40499791686016,4.9609855012176,145.877768328877
1000,10,29.7550574158704,4.960060967536458,147.586898875265
1000,10,30.10511691488064,4.959135099804539,149.2953419763039
1000,10,30.45517641389088,4.958207698421716,151.0030901521452
1000,10,30.80523591290112,4.957278533928409,152.7101347236252
1000,10,31.15529541191136,4.956347342540198,154.4164656208817
1000,10,31.5053549109216,4.955413821015142,156.1220711615682
1000,10,31.85541440993184,4.954477620754226,157.826937793859
1000,10,32.20547390894207,4.953538341020566,159.531049798682
1000,10,32.55553340795232,4.952595521145994,161.2343889447434
1000,10,32.90559290696256,4.951648631574178,162.9369340888981
1000,10,33.2556524059728,4.950697063567041,164.6386607132557
1000,10,33.60571190498304,4.949740117375601,166.3395403890614
1000,10,33.95577140399327,4.948776988647015,168.0395401558403
1000,10,34.30583090300352,4.947806752805882,169.7386218024975
1000,10,34.65589040201376,4.946828347109353,171.4367410349966
1000,10,35.005949901024,4.945840550031499,173.1338465128556
1000,10,35.35600940003424,4.944841957581926,174.8298787339503
1000,10,35.70606889904447,4.943830956106046,176.5247687439514
1000,10,36.05612839805472,4.942805691048634,178.2184366430851
1000,10,36.40618789706496,4.941764031087351,179.9107898587233
1000,10,36.7562473960752,4.940703526957532,181.6017211475123
1000,10,37.10630689508544,4.939621364192543,183.2911062852491
1000,10,37.45636639409567,4.938514308893867,184.9788013964129
1000,10,37.80642589310592,4.937378645520385,186.6646398680701
1000,10,38.15648539211616,4.936210105545475,188.3484287846621
1000,10,38.5065448911264,4.935003785671905,190.0299448108539
1000,10,38.85660439013664,4.933754054116343,191.7089294390315
1000,10,39.20666388914687,4.932454443276325,193.3850835060639
1000,10,39.55672338815712,4.931097526870944,195.0580608704596
1000,10,39.90678288716736,4.929674779401703,196.7274611259284
1000,10,40.2568423861776,4.928176415511081,198.3928212105073
1000,10,40.60690188518784,4.926591206523833,200.0536057517425
1000,10,40.95696138419807,4.924906271141286,201.7091959679286
1000,10,41.30702088320832,4.923106836925178,203.3588769231339
1000,10,41.65708038221856,4.921175968860107,205.0018229098478
1000,10,42.0071398812288,4.919094260931375,206.637080707894
1000,10,42.35719938023904,4.916839486310344,208.2635504422794
1000,10,42.70725887924927,4.914386201420992,209.8799637366968
1000,10,43.05731837825952,4.911705298894145,211.4848588346696
