e,M_rad,E_rad,residual,condition_dE_dM,x_over_a,y_over_a
0.99999999524205574,0.29039932092006487,1.2343248165482421,5.5511151231257827e-17,1.4928905297731494,-0.66984147237086322,9.2079381088994817e-05
0.99999999524205574,0.31679925918552537,1.2726951667144986,5.5511151231257827e-17,1.4158402788051436,-0.70629435131545093,9.3247087782277958e-05
0.99999999524205574,0.34319919745098582,1.309169725045277,1.1102230246251565e-16,1.348894434018304,-0.74134785250989155,9.4229861088664723e-05
0.99999999524205574,0.36959913571644626,1.34398825201686,1.6653345369377348e-16,1.2901036726213286,-0.77513149811409132,9.5051089502657993e-05
0.99999999524205574,0.39599907398190665,1.3773457964268401,5.5511151231257827e-17,1.2380009826266991,-0.80775379584557261,9.5729799920604721e-05
0.99999999524205574,0.42239901224736714,1.4094034174768793,5.5511151231257827e-17,1.1914593840829484,-0.83930682554473934,9.628170357360985e-05
0.99999999524205574,0.44879895051282764,1.440295834423984,5.5511151231257827e-17,1.1495975881267433,-0.86986959971618483,9.6719942246553019e-05
0.99999999524205574,0.47519888877828803,1.4701370113512531,1.6653345369377348e-16,1.1117156571880105,-0.89951057872873386,9.7055633069214792e-05
0.99999999524205574,0.50159882704374847,1.4990243170448521,1.1102230246251565e-16,1.0772500379732888,-0.92828958854188393,9.7298274309847368e-05
0.99999999524205574,0.52799876530920897,1.5270416786450676,1.1102230246251565e-16,1.0457414506506602,-0.95625930691050398,9.7456053011993785e-05
0.99999999524205574,0.55439870357466936,1.5542620101174609,0,1.0168115175287173,-0.98346643192290206,9.753608189043162e-05
0.99999999524205574,0.58079864184012975,1.5807491085588519,0,0.99014546105524581,-1.0099526126899396,9.7544584314714533e-05
0.99999999524205574,0.60719858010559025,1.6065591536146013,0,0.96547909806940913,-1.0357551992271736,9.7487040576453029e-05
0.99999999524205574,0.63359851837105075,1.6317419065584797,0,0.94258892792334759,-1.0609078530038645,9.7368304858855642e-05
0.99999999524205574,0.65999845663651124,1.6563416790869585,1.1102230246251565e-16,0.92128448349164005,-1.0854410487856414,9.7192699742046506e-05
0.99999999524205574,0.68639839490197163,1.6803981234147873,1.1102230246251565e-16,0.90140236082316161,-1.1093824907082548,9.6964093276427843e-05
0.99999999524205574,0.71279833316743202,1.7039468821788524,1.1102230246251565e-16,0.8828015101948814,-1.1327574599827657,9.6685962380421679e-05
0.99999999524205574,0.73919827143289252,1.7270201272520123,0,0.86535948630623993,-1.1555891075878173,9.6361445401445335e-05
0.99999999524205574,0.76559820969835302,1.7496470097120629,0,0.84896943575637618,-1.1778987023111278,9.5993386010121058e-05
0.99999999524205574,0.79199814796381329,1.771854038148942,0,0.8335376569829267,-1.1997058422599565,9.5584370103923093e-05
0.99999999524205574,0.81839808622927379,1.7936653987123443,1.1102230246251565e-16,0.81898160883933302,-1.2210286362618255,9.5136757027635652e-05
0.99999999524205574,0.84479802449473429,1.8151032274472119,1.1102230246251565e-16,0.80522827381980588,-1.2418838602769455,9.4652706139521057e-05
0.99999999524205574,0.87119796276019479,1.8361878432875398,0,0.79221280389597382,-1.262287092939546,9.4134199539729592e-05
0.99999999524205574,0.89759790102565529,1.8569379484031676,1.1102230246251565e-16,0.77987739325826855,-1.2822528335624577,9.3583061614011773e-05
0.99999999524205574,0.92399783929111556,1.8773708012930388,1.1102230246251565e-16,0.7681703345200549,-1.3017946053239753,9.3000975918865059e-05
0.99999999524205574,0.95039777755657606,1.8975023669998512,2.2204460492503131e-16,0.75704522424010678,-1.3209250458686248,9.2389499834885083e-05
0.99999999524205574,0.97679771582203656,1.9173474480175652,1.1102230246251565e-16,0.74646029072827391,-1.3396559871645346,9.1750077336716899e-05
0.99999999524205574,1.0031976540874969,1.9369197988249478,2.2204460492503131e-16,0.73637782257939022,-1.3579985261476872,9.108405016573517e-05
0.99999999524205574,1.0295975923529574,1.95623222646779,0,0.7267636806372666,-1.3759630874306854,9.0392667641780712e-05
0.99999999524205574,1.0559975306184179,1.9752966792014957,2.2204460492503131e-16,0.71758687942098442,-1.3935594791481696,8.967709531019351e-05
0.99999999524205574,1.0823974688838782,1.9941243248729872,0,0.70881922666900354,-1.410796942842901,8.8938422587921695e-05
0.99999999524205574,1.1087974071493387,2.0127256204498618,2.2204460492503131e-16,0.70043501173630673,-1.427684198158206,8.8177669546050187e-05
0.99999999524205574,1.1351973454147992,2.0311103738828651,0,0.692410735238569,-1.4442294829881466,8.7395792944448911e-05
