inlet_temperature_K,residence_time_s,steady_temperature_K,heat_release_rate_W_m3,X_CH4,X_CO,X_CO2,X_H2O
600,0.004445159245362464,1686.125093533238,63035126.38953862,8.800534029365863e-05,0.002131621741099203,0.0475358519379388,0.09769736434441004
600,0.004033051825545544,1684.030458836088,69408400.21737543,9.390572298195401e-05,0.002275044319516732,0.04737828205907391,0.09760777585400759
600,0.003659150579252181,1681.816164616374,76421596.70944372,0.0001002464170040693,0.002428056633282837,0.04721020258042146,0.09751420236720118
600,0.003319913440445412,1679.475580214618,84138218.92714487,0.0001070678079050644,0.002591309956282781,0.04703089453944975,0.09741647647503678
600,0.003012126725405938,1677.001718778841,92627944.43405271,0.000114415116239157,0.002765504669371107,0.04683958346139462,0.09731442428973096
600,0.002732874688650746,1674.387211775558,101967203.3742795,0.0001223391364286462,0.002951395127571064,0.04663543362656115,0.09720786484375332
600,0.002479511901300032,1671.624279179408,112239806.4607469,0.0001308971134543978,0.003149795202478293,0.04641754150260143,0.09709660928988989
600,0.002249638190225193,1668.70469422071,123537626.2563752,0.0001401537882690858,0.003361584614665277,0.0461849281904861,0.09698045983674758
600,0.002041075900569873,1665.61974126062,135961335.1027453,0.0001501826511174248,0.003587716193369249,0.04593653070054718,0.09685920833397821
600,0.001851849266245829,1662.360164958315,149621202.9171993,0.0001610674528860332,0.003829224228977642,0.04567119183375452,0.09673263439477195
600,0.001680165692974834,1658.916108357571,164637957.7963588,0.0001729040391817563,0.004087234119933309,0.04538764838997759,0.09660050290746215
600,0.001524398776565902,1655.277036799058,181143711.8664586,0.0001858025914783663,0.004362973562840203,0.04508451735452269,0.09646256073991748
600,0.001383072895555441,1651.431643582014,199282954.0155611,0.0001998903864612757,0.004657785597561893,0.04476027961943507,0.09631853237473968
600,0.001254849232252331,1647.367731938187,219213609.8944887,0.0002153152217295013,0.004973143905351484,0.04441326066585709,0.09616811412264402
600,0.001138513089761537,1643.072065963614,241108167.6784623,0.0002322497079544544,0.005310670879118997,0.0440416074509826,0.09601096643456881
600,0.001032962384837093,1638.530180401394,265154865.2357644,0.0002508967016413013,0.005672159159266717,0.04364326048081518,0.0958467036527694
600,0.0009371972075541283,1633.726135136634,291558930.0760996,0.0002714962601224764,0.006059597586154254,0.04321591966442804,0.09567488028035377
