T_K,P_Pa,Z_liq_coolprop,Z_liq_cubic_root,Z_vap_coolprop,Z_vap_cubic_root,liquid_absolute_error,vapor_absolute_error
290.445072327044,777309.3256287661,0.02686560550961504,0.02686560551642793,0.8463378924047581,0.8463379314564705,6.812893998953129e-12,3.90517124193579e-08
291.4686672955975,798976.4573766586,0.02762340821158421,0.02762340821858463,0.8431877373813393,0.8431877744340679,7.000417606706222e-12,3.70527285520339e-08
292.492262264151,821088.8258883372,0.02839887275675483,0.02839887276390857,0.8399952937241796,0.8399953286925185,7.153742875853908e-12,3.496833889116147e-08
293.5158572327044,843652.1169475064,0.02919239030429254,0.02919239031156122,0.8367601791898756,0.83676021200663,7.268675245031275e-12,3.281675442501353e-08
294.5394522012579,866672.0427940353,0.03000436434352402,0.03000436435086526,0.8334819997728747,0.8334820303895536,7.341231789137481e-12,3.061667885884134e-08
295.5630471698113,890154.3422276613,0.03083521130937407,0.03083521131674189,0.8301603490336982,0.8301603774208701,7.367818161130302e-12,2.838717194642015e-08
296.5866421383648,914104.7807244346,0.03168536123634155,0.03168536124368692,0.8267948073897283,0.8267948335370733,7.345374308798114e-12,2.614734495587356e-08
297.6102371069182,938529.1505658677,0.03255525845396735,0.03255525846123859,0.8233849413653186,0.8233849652814509,7.271239166328769e-12,2.391613229679734e-08
298.6338320754717,963433.2912312612,0.0334453587627919,0.03344536303001688,0.8199173450024101,0.819930320032264,4.267224976151063e-09,1.297502985386778e-05
299.6574270440252,988823.0069901773,0.03435614425600863,0.03435614869334103,0.81641797481859,0.8164304434296054,4.437332404294558e-09,1.246861101533714e-05
300.6810220125786,1014704.193220387,0.03528810346014184,0.03528810805203002,0.8128729259905035,0.8128848505507524,4.5918881752538e-09,1.192456024889932e-05
301.7046169811321,1041082.750990024,0.03624174579349741,0.03624175052057278,0.80928169865023,0.8092930439297282,4.727075376964596e-09,1.13452794981983e-05
302.7282119496855,1067964.609010422,0.03721759919386011,0.03721760403260841,0.8056437742853817,0.8056545077234083,4.838748304814011e-09,1.073343802659998e-05
303.751806918239,1095355.723841752,0.03821621114257721,0.03821621606501723,0.8019586146733314,0.8019687066380957,4.922440018095831e-09,1.009196476431384e-05
304.7754018867925,1123262.080111656,0.03923814976042149,0.03923815473379813,0.7982256607449771,0.7982350847851557,4.973376641070892e-09,9.424040178562798e-06
305.7989968553459,1151689.690746749,0.04028400498144413,0.04028400996794636,0.7944443313711625,0.7944530644594753,4.986502231962842e-09,8.733088312729009e-06
306.8225918238994,1180644.597217171,0.04135438981168649,0.04135439476820096,0.7906140220652982,0.7906220448338419,4.956514476628371e-09,8.022768543725078e-06
307.8461867924528,1210132.869794125,0.04244994168033758,0.04244994655825219,0.7867341035940768,0.7867414005616804,4.877914606959965e-09,7.296967603598326e-06
308.8697817610063,1240160.607820512,0.04357132389174841,0.04357132863682292,0.7828039204880674,0.7828104802796608,4.745074513867742e-09,6.559791593474529e-06
309.8933767295597,1270733.939994777,0.04471922718763292,0.04471923173995714,0.7788227894427877,0.7788286050008794,4.552324218976e-09,5.815558091648576e-06
310.9169716981132,1301859.024667986,0.04589437142982253,0.04589437572388654,0.7747899975996131,0.7747950663881806,4.294064014087606e-09,5.06878856754156e-06
311.9405666666667,1333542.050154074,0.04709750741511105,0.04709751138001705,0.7707048006949592,0.7707091248961011,3.964905993802947e-09,4.324201141936435e-06
312.9641616352201,1365789.235053646,0.04832941883507219,0.04832942239492357,0.7665664210648453,0.7665700077684986,3.559851378953649e-09,3.586703653302159e-06
313.9877566037736,1398606.828591111,0.0495909243952228,0.04959092746973213,0.7623740454903669,0.7623769068774769,3.074509327682939e-09,2.861387110031366e-06
315.011351572327,1432001.110965411,0.05088288010963744,0.05088288261500469,0.7581268228676428,0.7581289763874779,2.505367253935464e-09,2.153519835124129e-06
316.0349465408805,1465978.393714391,0.05220618178907487,0.05220618363919569,0.7538238616843604,0.753825330226452,1.850120820434675e-09,1.468542091598302e-06
317.058541509434,1500545.020092923,0.05356176774291693,0.05356176885099277,0.749464227282298,0.7494650393437627,1.108075839417744e-09,8.120614647388891e-07
318.0821364779874,1535707.365464842,0.0549506217177863,0.05495062199842349,0.7450469388828332,0.7450471287319357,2.806371940389241e-10,1.898491024387994e-07
319.1057314465409,1571471.837708934,0.05637377609866575,0.05637377547056499,0.7405709663496225,0.7405705741863935,6.28100758903738e-10,3.921632290015964e-07
320.1293264150943,1607844.877638957,0.05783231540172627,0.05783231379108665,0.7360352266587898,0.7360342987739066,1.610639614735287e-09,9.27884883261676e-07
321.1529213836478,1644832.959437927,0.05932738009200538,0.05932737743678925,0.7314385800435912,0.7314371689766084,2.655216130298399e-09,1.411066982814901e-06
322.1765163522012,1682442.591106772,0.06086017076361448,0.06086016701884937,0.7267798257754517,0.7267779904738096,3.744765109114923e-09,1.835301642105769e-06
323.2001113207547,1720680.314927555,0.06243195272543479,0.06243194786976455,0.7220576975382573,0.7220555035185974,4.855670233949727e-09,2.194019659951252e-06
324.2237062893082,1759552.707941319,0.06404406104140674,0.06404405508514514,0.7172708583464849,0.717268377860076,5.956261595052581e-09,2.48048640882903e-06
325.2473012578616,1799066.382440857,0.06569790608171346,0.06569789907670598,0.7124178949505462,0.7124152071548423,7.005007476856839e-09,2.687795703892881e-06
326.2708962264151,1839227.986478565,0.06739497964958484,0.06739497170124759,0.7074973116642382,0.7074945028028636,7.948337252261517e-09,2.808861374603566e-06
327.2944911949685,1880044.204389457,0.06913686175836757,0.0691368530403495,0.70250752353919,0.7025046871330638,8.718018071340872e-09,2.836406126194291e-06
328.318086163522,1921521.757329773,0.07092522814523793,0.07092521891724517,0.6974468487994093,0.6974440858520385,9.227992758820136e-09,2.76294737078242e-06
329.3416811320755,1963667.403831219,0.07276185862181517,0.07276184925125483,0.6923135004350229,0.6923109196555471,9.370560341559475e-09,2.580779475791495e-06
330.3652761006289,2006487.940371183,0.07464864637848502,0.0746486373667279,0.687105576837631,0.6871032948857759,9.0117571183157e-09,2.281951855032105e-06
331.3888710691824,2049990.201959247,0.07658760837901447,0.07658760039325227,0.6818210513398829,0.681819193097518,7.985762204287816e-09,1.858242364871643e-06
332.4124660377358,2094181.062740163,0.07858089700576845,0.07858089091766698,0.6764577604976812,0.6764564593727787,6.088101467405238e-09,1.301124902597373e-06
333.4360610062893,2139067.436613741,0.0806308131444826,0.08063081007710417,0.671013390924893,0.6710127891944119,3.067378434584711e-09,6.017304811090085e-07
334.4596559748428,2184656.277872036,0.08273982093224114,0.08273982231705908,0.665485464455273,0.6654857136547867,1.384817940874861e-09,2.491995136910674e-07
335.4832509433962,2230954.581854021,0.08491056443456328,0.08491057208083302,0.6598713213635194,0.6598725827330392,7.646269742367373e-09,1.261369519722777e-06
336.5068459119497,2277969.385618594,0.08714588656929552,0.08714590274860023,0.6541681013255208,0.6541705463224938,1.617930471542461e-08,2.444996972994495e-06
337.5304408805032,2325707.768636067,0.08944885065872009,0.08944887820822427,0.6483727217331723,0.6483765326260836,2.754950417793722e-08,3.810892911348951e-06
338.5540358490566,2374176.853498936,0.09182276507030715,0.09182280751916405,0.6424818528994534,0.6424872234581607,4.244885690174449e-08,5.370558707307183e-06
