method,index,near_knot,multi_root,root_abs,residual,status,path
fp32_df32_refine,122,0,1,3.8635761256955448e-14,2.003436555925553e-15,1,1
fp32_df32_refine,123,0,1,4.4408920985006262e-16,2.0287600188146862e-16,1,1
fp32_df32_refine,124,0,0,4.4408920985006262e-16,3.5283395491455407e-16,1,1
fp32_df32_refine,125,0,1,4.8849813083506888e-15,1.2398563323410079e-16,1,1
fp32_df32_refine,126,0,1,1.7763568394002505e-15,1.67983311232523e-16,1,1
fp32_df32_refine,127,0,1,8.8817841970012523e-16,4.634812150862057e-16,1,1
fp32_df32_refine,128,0,1,3.5527136788005009e-15,5.7231747668754314e-16,1,1
fp32_df32_refine,129,0,0,4.4408920985006262e-16,4.4186708643431227e-16,1,1
fp32_df32_refine,130,0,0,0,2.2779514639106579e-16,1,1
fp32_df32_refine,131,0,1,4.4408920985006262e-16,3.6567914593501998e-16,1,1
fp32_df32_refine,132,0,1,6.2172489379008766e-15,1.0262652406268501e-15,1,1
fp32_df32_refine,133,0,0,0,1.9151674742356606e-16,1,1
fp32_df32_refine,134,0,1,2.6645352591003757e-15,6.7838742370293699e-16,1,1
fp32_df32_refine,135,0,1,2.2204460492503131e-15,3.0853807707815365e-16,1,1
fp32_df32_refine,136,0,1,0,1.393268069057388e-16,1,1
fp32_df32_refine,137,1,0,0,3.0233941345135161e-16,1,1
fp32_df32_refine,138,0,1,4.4408920985006262e-16,1.8995308999212453e-16,1,1
fp32_df32_refine,139,0,1,8.8817841970012523e-16,2.210548502904983e-16,1,1
fp32_df32_refine,140,0,0,8.8817841970012523e-16,1.5245769772198482e-15,1,1
fp32_df32_refine,141,0,1,2.9753977059954195e-14,1.0215060487842453e-15,1,1
fp32_df32_refine,142,0,0,2.2204460492503131e-15,2.9144382511080261e-15,1,1
fp32_df32_refine,143,0,1,3.0198066269804258e-14,4.7700008053600326e-15,1,1
fp32_df32_refine,144,0,1,3.1086244689504383e-15,6.8629427053153297e-16,1,1
fp32_df32_refine,145,0,1,8.8817841970012523e-16,1.8657384283154053e-16,1,1
fp32_df32_refine,146,0,1,1.3322676295501878e-15,1.0793579419029721e-16,1,1
fp32_df32_refine,147,0,1,4.4408920985006262e-16,9.0265399974378932e-17,1,1
fp32_df32_refine,148,0,1,4.4408920985006262e-16,5.365812081368497e-18,1,1
fp32_df32_refine,149,0,1,6.4392935428259079e-14,1.1172871597052942e-14,1,1
fp32_df32_refine,150,0,1,3.9968028886505635e-15,2.2926462240969737e-16,1,1
fp32_df32_refine,151,0,1,7.9491968563161208e-14,4.0527153276022858e-15,1,1
fp32_df32_refine,152,0,0,0,1.7604296082047538e-16,1,1
fp32_df32_refine,153,0,1,0,1.9732680368704201e-17,1,1
fp32_df32_refine,154,0,1,1.7763568394002505e-15,3.4101284347520836e-16,1,1
fp32_df32_refine,155,0,1,0,9.3245513145655133e-17,1,1
fp32_df32_refine,156,0,0,4.4408920985006262e-16,9.7641619451022791e-16,1,1
fp32_df32_refine,157,0,1,4.4408920985006262e-16,1.4627213938551292e-16,1,1
fp32_df32_refine,158,0,0,0,1.2660049979984147e-16,1,1
fp32_df32_refine,159,0,1,0,1.2222816999534757e-16,1,1
fp32_df32_refine,160,0,1,3.1086244689504383e-15,8.8297381086923571e-17,1,1
fp32_df32_refine,161,0,1,3.3306690738754696e-14,5.2325908207768765e-15,1,1
fp32_df32_refine,162,0,1,1.3322676295501878e-15,2.4030237683978653e-16,1,1
fp32_df32_refine,163,0,1,8.8817841970012523e-16,2.7410671158150818e-16,1,1
fp32_df32_refine,164,0,1,0,4.4541279806202978e-17,1,1
fp32_df32_refine,165,0,1,9.3258734068513149e-14,3.5187487339708829e-15,1,1
fp32_df32_refine,166,0,1,4.4408920985006262e-16,2.1849733574082084e-16,1,1
fp32_df32_refine,167,0,1,9.8587804586713901e-14,1.8779198056427289e-14,1,1
fp32_df32_refine,168,0,1,7.1054273576010019e-15,5.2673244906267146e-16,1,1
fp32_df32_refine,169,0,1,1.6431300764452317e-14,2.0124350117717506e-15,1,1
fp32_df32_refine,170,0,1,0,3.3648456615726186e-17,1,1
fp32_df32_refine,171,0,1,0,3.7558737597490087e-17,1,1
fp32_df32_refine,172,0,1,1.6431300764452317e-14,7.9545431904426065e-16,1,1
fp32_df32_refine,173,0,1,3.907985046680551e-14,1.8767399478051415e-15,1,1
fp32_df32_refine,174,0,1,1.2878587085651816e-14,2.4467411363010137e-15,1,1
fp32_df32_refine,175,0,1,4.4408920985006262e-16,2.3651498462142906e-16,1,1
fp32_df32_refine,176,0,1,1.3322676295501878e-15,3.2846685061274003e-16,1,1
fp32_df32_refine,177,0,1,4.4408920985006262e-16,3.3914913043304929e-16,1,1
fp32_df32_refine,178,0,1,0,3.1594729923170896e-18,1,1
fp32_df32_refine,179,0,1,8.8817841970012523e-16,4.0220698590753066e-16,1,1
fp32_df32_refine,180,0,1,3.9968028886505635e-14,4.5493049640902358e-15,1,1
fp32_df32_refine,181,0,1,1.3322676295501878e-15,1.081682167851704e-16,1,1
fp32_df32_refine,182,0,1,1.7763568394002505e-15,1.7232297091503123e-16,1,1
fp32_df32_refine,183,0,1,1.6431300764452317e-14,2.9754942595739032e-16,1,1
fp32_df32_refine,184,0,1,1.3322676295501878e-15,1.8016271987462891e-16,1,1
fp32_df32_refine,185,0,1,8.8817841970012523e-16,4.3833273523901718e-16,1,1
fp32_df32_refine,186,0,0,4.4408920985006262e-16,2.6055073082662252e-16,1,1
fp32_df32_refine,187,0,1,3.9968028886505635e-15,3.1907458389291575e-16,1,1
fp32_df32_refine,188,1,0,3.4727776210274897e-13,3.0113943814591617e-13,1,1
fp32_df32_refine,189,0,1,1.3322676295501878e-15,2.3639931389515354e-16,1,1
fp32_df32_refine,190,0,1,0,1.3023574521287742e-16,1,1
fp32_df32_refine,191,0,1,2.2648549702353193e-14,3.2513632873179027e-15,1,1
fp32_df32_refine,192,1,0,8.1712414612411521e-14,7.0316423819232786e-14,1,1
fp32_df32_refine,193,0,0,5.3290705182007514e-15,5.6066262743570405e-15,1,1
fp32_df32_refine,194,0,1,8.8817841970012523e-16,1.0807429541619721e-16,1,1
fp32_df32_refine,195,0,1,3.1086244689504383e-15,5.6494063296315922e-16,1,1
fp32_df32_refine,196,0,1,8.8817841970012523e-15,1.1270191358643283e-15,1,1
fp32_df32_refine,197,0,1,9.3258734068513149e-15,1.3525344588715993e-15,1,1
fp32_df32_refine,198,0,1,8.4376949871511897e-15,1.5528446539669308e-15,1,1
fp32_df32_refine,199,0,1,4.4408920985006262e-15,6.3093977565846712e-16,1,1
fp32_df32_refine,200,0,1,0,2.6105918142638081e-17,1,1
fp32_df32_refine,201,1,1,0,1.6254446874553498e-16,1,1
fp32_df32_refine,202,0,0,0,2.3207706427742284e-16,1,1
fp32_df32_refine,203,0,1,9.7699626167013776e-15,5.181528260153004e-16,1,1
fp32_df32_refine,204,1,0,0,5.3573769541626325e-17,1,1
fp32_df32_refine,205,0,0,8.8817841970012523e-16,8.8817841970012523e-16,1,1
fp32_df32_refine,206,0,1,2.708944180085382e-14,4.9078650770103914e-15,1,1
fp32_df32_refine,207,0,1,1.7763568394002505e-15,3.0800976390068169e-16,1,1
fp32_df32_refine,208,0,1,7.1054273576010019e-15,1.0520987110521004e-15,1,1
fp32_df32_refine,209,0,1,5.3290705182007514e-15,1.1038419964777613e-16,1,1
fp32_df32_refine,210,0,1,9.3258734068513149e-15,1.1801960261614658e-15,1,1
fp32_df32_refine,211,0,1,8.8817841970012523e-15,3.7002565634780501e-16,1,1
fp32_df32_refine,212,0,1,4.4408920985006262e-16,1.6537026768211176e-16,1,1
fp32_df32_refine,213,0,1,4.4408920985006262e-16,2.2465528924469511e-16,1,1
fp32_df32_refine,214,0,0,0,6.8272404359757343e-17,1,1
fp32_df32_refine,215,1,0,8.8817841970012523e-16,1.0584640834854593e-15,1,1
fp32_df32_refine,216,0,0,4.4408920985006262e-16,3.8935219924273574e-16,1,1
fp32_df32_refine,217,0,1,8.8817841970012523e-16,3.4489448811282319e-16,1,1
fp32_df32_refine,218,0,1,4.4408920985006262e-16,1.1387180598666234e-16,1,1
fp32_df32_refine,219,0,1,4.4408920985006262e-16,1.1629747025304969e-16,1,1
fp32_df32_refine,220,0,1,0,1.4354213307453679e-16,1,1
fp32_df32_refine,221,0,1,0,1.8576905422403335e-16,1,1
fp32_df32_refine,222,0,0,0,1.6621041279417904e-16,1,1
fp32_df32_refine,223,0,0,4.4408920985006262e-16,4.5921755586315123e-16,1,1
fp32_df32_refine,224,0,1,3.1086244689504383e-15,2.4230058860000013e-16,1,1
fp32_df32_refine,225,0,1,3.1086244689504383e-15,5.8550349668589694e-16,1,1
fp32_df32_refine,226,0,1,4.4408920985006262e-16,1.1660144742645634e-16,1,1
fp32_df32_refine,227,0,1,6.6613381477509392e-14,1.1647516154888851e-14,1,1
fp32_df32_refine,228,0,0,1.3322676295501878e-15,1.4833340200370193e-15,1,1
fp32_df32_refine,229,0,0,0,1.1102230246251565e-16,1,1
fp32_df32_refine,230,1,0,8.0824236192711396e-14,7.6561124256972832e-14,1,1
fp32_df32_refine,231,0,0,4.4408920985006262e-16,7.302692543942111e-16,1,1
fp32_df32_refine,232,0,0,4.4408920985006262e-16,4.04932785930751e-16,1,1
fp32_df32_refine,233,0,0,4.4408920985006262e-16,3.6805625012861154e-16,1,1
fp32_df32_refine,234,0,0,4.4408920985006262e-16,5.347016656482843e-16,1,1
fp32_df32_refine,235,0,0,1.7763568394002505e-15,2.5269706631802497e-15,1,1
fp32_df32_refine,236,0,0,1.3322676295501878e-15,1.7356062405777232e-15,1,1
fp32_df32_refine,237,1,0,1.0880185641326534e-12,1.1227009421044896e-12,1,1
fp32_df32_refine,238,0,0,4.4408920985006262e-16,4.4101718706584343e-16,1,1
fp32_df32_refine,239,0,0,1.3322676295501878e-15,1.1123316186213553e-15,1,1
fp32_df32_refine,240,0,0,2.6645352591003757e-15,3.3306690738754696e-15,1,1
fp32_df32_refine,241,0,0,0,2.9871710629796376e-16,1,1
fp32_df32_refine,242,1,0,5.3734794391857577e-14,5.4279377580817492e-14,1,1
fp32_df32_refine,243,1,0,5.7331916991643084e-13,6.9946625977174449e-13,1,1
fp32_df32_refine,244,0,0,4.4408920985006262e-16,6.6613381477509392e-16,1,1
fp32_df32_refine,245,1,0,0,2.4927639778104712e-16,1,1
fp32_df32_refine,246,0,0,8.8817841970012523e-16,7.3563292676784809e-16,1,1
fp32_df32_refine,247,1,0,2.6645352591003757e-15,3.299407119084326e-15,1,1
fp32_df32_refine,248,1,0,6.2172489379008766e-15,6.8331579803971721e-15,1,1
fp32_df32_refine,249,0,0,8.8817841970012523e-16,8.0499723567244867e-16,1,1
fp32_df32_refine,250,0,0,0,4.349665847117619e-17,1,1
fp32_df32_refine,251,0,0,0,1.9199159780837899e-16,1,1
fp32_df32_refine,252,0,0,0,2.0510254531010483e-16,1,1
fp32_df32_refine,253,1,0,3.7614356074300304e-13,3.7231214406951238e-13,1,1
fp32_df32_refine,254,0,0,4.4408920985006262e-16,3.1841648518255799e-16,1,1
fp32_df32_refine,255,1,0,4.4408920985006262e-16,4.7036558674300355e-16,1,1
fp32_df32_refine,256,0,0,3.1086244689504383e-15,4.0648014155742551e-15,1,1
fp32_df32_refine,257,1,0,7.2519767968515225e-13,6.4260396479927773e-13,1,1
fp32_df32_refine,258,1,0,3.1974423109204508e-14,3.5668967102615081e-14,1,1
fp32_df32_refine,259,0,0,8.8817841970012523e-16,9.8892380683225095e-16,1,1
fp32_df32_refine,260,1,0,8.8817841970012523e-16,8.7701090261803505e-16,1,1
fp32_df32_refine,261,1,0,4.4408920985006262e-16,5.7746175733599592e-16,1,1
fp32_df32_refine,262,0,0,1.7763568394002505e-15,9.8809849191638932e-15,1,1
fp32_df32_refine,263,0,0,2.6645352591003757e-15,4.6629367034256575e-15,1,1
fp32_df32_refine,264,0,0,1.7763568394002505e-15,3.3306690738754696e-15,1,1
fp32_df32_refine,265,1,0,1.7763568394002505e-15,2.0260424945962669e-15,1,1
fp32_df32_refine,266,0,0,8.8817841970012523e-16,7.0607438442185869e-16,1,1
fp32_df32_refine,267,0,0,1.7763568394002505e-15,1.9445724347030715e-15,1,1
fp32_df32_refine,268,0,0,1.3322676295501878e-15,1.7603284944950636e-15,1,1
fp32_df32_refine,269,0,0,0,1.0643638487023474e-16,1,1
fp32_df32_refine,270,0,0,8.8817841970012523e-16,3.5527136788005009e-15,1,1
fp32_df32_refine,271,0,0,2.2204460492503131e-15,6.3282712403633923e-15,1,1
fp32_df32_refine,272,1,0,8.8817841970012523e-16,1.1326915917800228e-15,1,1
fp32_df32_refine,273,0,0,4.4408920985006262e-16,7.4961920723100966e-16,1,1
fp32_df32_refine,274,0,0,0,1.0781489292725917e-16,1,1
fp32_df32_refine,275,1,0,4.4408920985006262e-16,3.195771439682912e-16,1,1
fp32_df32_refine,276,0,0,0,6.5491559749405485e-17,1,1
fp32_df32_refine,277,0,0,2.2204460492503131e-15,2.9976021664879227e-15,1,1
fp32_df32_refine,278,0,0,4.4408920985006262e-16,4.5749481241509637e-16,1,1
fp32_df32_refine,279,0,0,4.4408920985006262e-16,5.4386059602834499e-16,1,1
fp32_df32_refine,280,0,0,4.4408920985006262e-16,7.7750612488621844e-16,1,1
fp32_df32_refine,281,1,0,8.8817841970012523e-16,8.5488397017581301e-16,1,1
fp32_df32_refine,282,0,0,0,2.7754258348359487e-16,1,1
fp32_df32_refine,283,1,0,4.4408920985006262e-16,7.6790113069422088e-16,1,1
fp32_df32_refine,284,0,0,4.4408920985006262e-16,3.1196369148486501e-16,1,1
fp32_df32_refine,285,0,0,4.4408920985006262e-16,3.6017280200499958e-16,1,1
fp32_df32_refine,286,1,0,2.2648549702353193e-14,2.0680569322136751e-14,1,1
fp32_df32_refine,287,1,0,6.794564910705958e-14,7.1557089853450741e-14,1,1
fp32_df32_refine,288,0,0,4.4408920985006262e-16,3.8238782331427178e-16,1,1
fp32_df32_refine,289,0,0,8.8817841970012523e-16,1.0129021613555843e-15,1,1
fp32_df32_refine,290,1,0,1.3322676295501878e-15,1.5711832809993858e-15,1,1
fp32_df32_refine,291,1,0,6.6746608240464411e-13,8.3286732306969653e-13,1,1
fp32_df32_refine,292,0,0,8.8817841970012523e-16,1.2919593514743451e-15,1,1
fp32_df32_refine,293,0,0,1.7763568394002505e-15,2.042181030935381e-15,1,1
fp32_df32_refine,294,0,0,1.7763568394002505e-15,2.042810365310288e-14,1,1
fp32_df32_refine,295,0,0,4.4408920985006262e-16,3.2864396389861881e-16,1,1
fp32_df32_refine,296,1,0,9.5923269327613525e-14,1.0443363290360166e-13,1,1
fp32_df32_refine,297,0,0,0,2.7663056311164436e-16,1,1
fp32_df32_refine,298,0,0,4.4408920985006262e-16,5.5194201588315166e-16,1,1
fp32_df32_refine,299,0,0,0,3.9654214699784876e-17,1,1
fp32_df32_refine,300,1,0,8.8817841970012523e-16,1.2633143758032251e-15,1,1
fp32_df32_refine,301,0,0,4.4408920985006262e-15,9.9920072216264089e-15,1,1
fp32_df32_refine,302,1,0,0,1.0392726908931175e-16,1,1
fp32_df32_refine,303,1,0,1.8474111129762605e-13,1.8811758179273113e-13,1,1
fp32_df32_refine,304,0,0,4.4408920985006262e-16,6.5891639277889756e-16,1,1
fp32_df32_refine,305,0,0,1.7763568394002505e-15,7.4384942649885488e-15,1,1
fp32_df32_refine,306,0,0,8.8817841970012523e-16,1.1206259585843145e-15,1,1
fp32_df32_refine,307,0,0,8.8817841970012523e-16,7.7592457007340081e-16,1,1
fp32_df32_refine,308,1,0,8.8817841970012523e-16,8.4058658993215435e-16,1,1
fp32_df32_refine,309,0,0,0,1.1135861661812e-16,1,1
fp32_df32_refine,310,1,0,7.1942451995710144e-14,8.9968837830742347e-14,1,1
fp32_df32_refine,311,0,0,8.8817841970012523e-16,9.465833391403464e-16,1,1
fp32_df32_refine,312,1,0,3.9035441545820504e-13,4.6674305753653408e-13,1,1
fp32_df32_refine,313,0,0,4.4408920985006262e-16,3.5004285920617814e-16,1,1
fp32_df32_refine,314,0,0,8.8817841970012523e-16,1.0523392844443881e-15,1,1
fp32_df32_refine,315,0,0,8.8817841970012523e-16,1.2521729718785648e-15,1,1
fp32_df32_refine,316,0,0,0,1.5483278842756332e-16,1,1
fp32_df32_refine,317,0,0,4.4408920985006262e-16,6.1789920594415684e-16,1,1
fp32_df32_refine,318,0,0,0,1.3576762761987222e-16,1,1
fp32_df32_refine,319,0,0,5.3290705182007514e-15,9.5479180117763462e-15,1,1
fp32_df32_refine,320,1,0,2.19824158875781e-13,2.2095527027627606e-13,1,1
fp32_df32_refine,321,0,0,8.8817841970012523e-16,1.2759466392890223e-15,1,1
fp32_df32_refine,322,0,0,4.4408920985006262e-16,4.7581929281832997e-16,1,1
fp32_df32_refine,323,1,0,1.3766765505351941e-13,1.2132524670864992e-13,1,1
fp32_df32_refine,324,0,0,0,2.651416094439046e-16,1,1
fp32_df32_refine,325,1,0,4.4408920985006262e-16,6.3321198716870132e-16,1,1
fp32_df32_refine,326,0,0,8.8817841970012523e-16,1.3517143178095853e-15,1,1
fp32_df32_refine,327,0,0,1.3322676295501878e-15,1.0879492052967054e-15,1,1
fp32_df32_refine,328,0,0,2.6645352591003757e-15,3.216282712793484e-15,1,1
fp32_df32_refine,329,1,0,2.7533531010703882e-14,2.5039957065266863e-14,1,1
fp32_df32_refine,330,0,0,0,2.137321663035203e-16,1,1
fp32_df32_refine,331,1,0,0,9.5543781475805732e-17,1,1
fp32_df32_refine,332,0,0,1.3322676295501878e-15,1.3841921674872401e-15,1,1
fp32_df32_refine,333,0,0,0,1.0402849376554676e-16,1,1
fp32_df32_refine,334,0,0,8.8817841970012523e-16,8.8677223891263344e-16,1,1
fp32_df32_refine,335,0,0,8.8817841970012523e-16,9.7235636222721244e-16,1,1
fp32_df32_refine,336,0,0,8.8817841970012523e-16,6.7276435016725125e-16,1,1
fp32_df32_refine,337,1,0,7.6161299489285739e-13,9.5216066153677891e-13,1,1
fp32_df32_refine,338,0,0,4.4408920985006262e-16,6.3782151069036403e-16,1,1
fp32_df32_refine,339,0,0,1.7763568394002505e-15,5.6621374255882984e-15,1,1
fp32_df32_refine,340,0,0,1.3322676295501878e-15,1.8202329096668402e-15,1,1
fp32_df32_refine,341,0,0,3.1086244689504383e-15,4.9960036108132044e-15,1,1
fp32_df32_refine,342,1,0,1.5099033134902129e-14,1.4221822725149114e-14,1,1
fp32_df32_refine,343,0,0,0,9.6992130096143542e-17,1,1
fp32_df32_refine,344,0,0,1.3322676295501878e-15,6.7723604502134549e-15,1,1
fp32_df32_refine,345,0,0,1.3322676295501878e-15,1.5027410504256333e-15,1,1
fp32_df32_refine,346,1,0,1.7763568394002505e-15,1.9477563468876643e-15,1,1
fp32_df32_refine,347,1,0,1.9539925233402755e-14,1.7280478489481378e-14,1,1
fp32_df32_refine,348,1,0,0,2.4192891200730087e-16,1,1
fp32_df32_refine,349,0,0,4.4408920985006262e-16,7.1313200736002181e-16,1,1
fp32_df32_refine,350,1,0,2.6645352591003757e-15,3.2140376071998985e-15,1,1
fp32_df32_refine,351,0,0,4.4408920985006262e-16,5.3173805124553879e-16,1,1
fp32_df32_refine,352,1,0,4.454214774796128e-13,5.2074244534540639e-13,1,1
fp32_df32_refine,353,0,0,5.3290705182007514e-15,6.4590283267339824e-15,1,1
fp32_df32_refine,354,0,0,0,3.1148284029100834e-16,1,1
fp32_df32_refine,355,0,0,0,1.8707442173333869e-16,1,1
fp32_df32_refine,356,1,0,1.5809575870662229e-13,1.5651576645462553e-13,1,1
fp32_df32_refine,357,0,0,8.8817841970012523e-16,8.3934537338986731e-16,1,1
fp32_df32_refine,358,0,0,0,2.2204460492503131e-16,1,1
fp32_df32_refine,359,0,0,1.3322676295501878e-15,2.2123878905366424e-15,1,1
fp32_df32_refine,360,0,0,8.8817841970012523e-16,1.1463325174189625e-15,1,1
fp32_df32_refine,361,0,0,0,3.5007982503482914e-17,1,1
fp32_df32_refine,362,0,0,0,2.2371518474428191e-16,1,1
fp32_df32_refine,363,0,0,8.8817841970012523e-16,7.6336550286475877e-16,1,1
fp32_df32_refine,364,1,0,4.4408920985006262e-16,4.4527299079852917e-16,1,1
fp32_df32_refine,365,0,0,8.8817841970012523e-16,1.7763568394002505e-15,1,1
fp32_df32_refine,366,0,0,2.2204460492503131e-15,2.7916425192405294e-15,1,1
fp32_df32_refine,367,0,0,0,6.3739222098574847e-17,1,1
fp32_df32_refine,368,0,0,4.4408920985006262e-16,5.0635730347548627e-16,1,1
fp32_df32_refine,369,1,0,7.8914652590356127e-13,7.555381477495701e-13,1,1
fp32_df32_refine,370,1,0,1.7763568394002505e-15,2.1835031324928556e-15,1,1
fp32_df32_refine,371,0,0,3.1086244689504383e-15,4.5519144009631418e-15,1,1
fp32_df32_refine,372,0,0,4.4408920985006262e-16,4.7252244278601867e-16,1,1
fp32_df32_refine,373,1,0,1.6564527527407336e-13,1.4298520101281933e-13,1,1
fp32_df32_refine,374,0,1,0,9.5761208863249334e-17,1,1
fp32_df32_refine,375,0,0,4.4408920985006262e-16,4.9141391443490355e-16,1,1
fp32_df32_refine,376,0,0,0,9.0452953116456174e-17,1,1
fp32_df32_refine,377,1,0,0,1.3018570366425002e-16,1,1
fp32_df32_refine,378,0,1,4.4408920985006262e-16,3.3544376184390606e-16,1,1
fp32_df32_refine,379,0,1,8.8817841970012523e-16,1.8989960396293788e-16,1,1
fp32_df32_refine,380,0,1,2.3980817331903381e-14,1.9730087171780232e-15,1,1
fp32_df32_refine,381,0,1,7.9936057773011271e-15,1.2062111540201268e-15,1,1
fp32_df32_refine,382,1,0,1.7763568394002505e-15,2.1340495347741094e-15,1,1
fp32_df32_refine,383,0,1,1.3322676295501878e-15,2.7670443338152359e-16,1,1
fp32_df32_refine,384,0,1,2.6645352591003757e-14,4.8826189418597615e-15,1,1
fp32_df32_refine,385,0,1,8.8817841970012523e-16,4.6297806595619668e-16,1,1
fp32_df32_refine,386,0,1,4.4408920985006262e-16,2.2157907880113839e-16,1,1
fp32_df32_refine,387,0,0,0,5.9152635609086091e-17,1,1
fp32_df32_refine,388,0,1,5.773159728050814e-15,9.8038570996264657e-16,1,1
fp32_df32_refine,389,0,1,4.4408920985006262e-16,2.5119664100859888e-16,1,1
fp32_df32_refine,390,0,0,4.4408920985006262e-16,3.4243261371561192e-16,1,1
fp32_df32_refine,391,0,1,6.6613381477509392e-15,7.4032199739070914e-16,1,1
fp32_df32_refine,392,0,1,4.4408920985006262e-16,2.3421799430438887e-16,1,1
fp32_df32_refine,393,0,1,2.2204460492503131e-15,2.4593271041774508e-16,1,1
fp32_df32_refine,394,0,1,0,1.3953371796277965e-16,1,1
fp32_df32_refine,395,0,1,4.7961634663806763e-14,1.269242346259013e-15,1,1
fp32_df32_refine,396,0,1,4.4408920985006262e-16,3.9545391471232731e-16,1,1
fp32_df32_refine,397,0,1,0,1.2937292191873128e-16,1,1
fp32_df32_refine,398,1,0,4.4408920985006262e-16,4.9802860370974993e-16,1,1
fp32_df32_refine,399,0,1,4.4408920985006262e-16,1.180666738615521e-16,1,1
fp32_df32_refine,400,0,1,0,6.6734917132351009e-17,1,1
fp32_df32_refine,401,1,0,1.1429079904701211e-11,6.850259751723639e-12,1,1
fp32_df32_refine,402,0,0,4.4408920985006262e-16,5.2676136160177423e-16,1,1
fp32_df32_refine,403,0,1,0,4.9491573144745667e-17,1,1
fp32_df32_refine,404,0,0,8.8817841970012523e-16,5.8237152623128966e-16,1,1
fp32_df32_refine,405,0,1,1.0658141036401503e-14,1.633440952939577e-15,1,1
fp32_df32_refine,406,0,1,1.9095836023552692e-14,3.0991952286594638e-15,1,1
fp32_df32_refine,407,0,1,3.9968028886505635e-15,4.2683333834287807e-16,1,1
fp32_df32_refine,408,0,1,0,2.9612542637074462e-17,1,1
fp32_df32_refine,409,0,1,7.9936057773011271e-15,1.2620646816831304e-15,1,1
fp32_df32_refine,410,0,1,0,8.6716306373295096e-17,1,1
fp32_df32_refine,411,0,1,4.4408920985006262e-16,3.2465455424496529e-17,1,1
fp32_df32_refine,412,0,0,4.4408920985006262e-16,6.7409082230659953e-16,1,1
fp32_df32_refine,413,0,0,8.8817841970012523e-16,1.0547049361051928e-15,1,1
fp32_df32_refine,414,0,1,4.4408920985006262e-16,3.6879660185536887e-16,1,1
fp32_df32_refine,415,0,0,8.8817841970012523e-16,7.2164496600635175e-16,1,1
fp32_df32_refine,416,0,0,4.4408920985006262e-16,2.0885664729172454e-16,1,1
fp32_df32_refine,417,0,0,1.7763568394002505e-15,2.31683655403821e-15,1,1
fp32_df32_refine,418,1,0,1.1546319456101628e-14,1.752801089204584e-14,1,1
fp32_df32_refine,419,1,0,7.4971140406887571e-12,4.52465264634265e-12,1,1
fp32_df32_refine,420,0,1,7.9936057773011271e-15,1.3497309793222665e-15,1,1
fp32_df32_refine,421,0,1,8.8817841970012523e-16,4.5104566743533943e-16,1,1
fp32_df32_refine,422,0,1,0,1.5057487116490913e-16,1,1
fp32_df32_refine,423,0,0,4.4408920985006262e-16,5.8666449518637611e-16,1,1
fp32_df32_refine,424,0,0,4.4408920985006262e-16,4.2149366826258439e-16,1,1
fp32_df32_refine,425,0,0,4.4408920985006262e-16,4.9960036108132044e-16,1,1
fp32_df32_refine,426,0,1,4.4408920985006262e-16,3.6364825246577514e-16,1,1
fp32_df32_refine,427,0,0,8.8817841970012523e-16,1.1077314242717975e-15,1,1
fp32_df32_refine,428,0,0,4.4408920985006262e-15,5.6991992089293834e-15,1,1
fp32_df32_refine,429,0,1,0,5.0576580502373064e-17,1,1
fp32_df32_refine,430,0,1,0,1.0175714755352884e-16,1,1
fp32_df32_refine,431,0,1,8.8817841970012523e-16,2.2616629460527561e-16,1,1
fp32_df32_refine,432,1,0,2.7436719562956569e-11,1.602919999246427e-11,1,1
fp32_df32_refine,433,0,1,8.8817841970012523e-16,4.0210249134453705e-16,1,1
fp32_df32_refine,434,0,1,2.6645352591003757e-15,4.2921042686064475e-16,1,1
fp32_df32_refine,435,0,1,4.4408920985006262e-16,1.9066633873766904e-16,1,1
fp32_df32_refine,436,0,1,4.4408920985006262e-16,3.2095581983416074e-16,1,1
fp32_df32_refine,437,0,1,3.0642155479654321e-14,3.9832326776055572e-15,1,1
fp32_df32_refine,438,0,1,4.4408920985006262e-16,2.6226790345217986e-17,1,1
fp32_df32_refine,439,0,1,6.2172489379008766e-15,7.346430518551764e-16,1,1
fp32_df32_refine,440,0,1,4.4408920985006262e-16,1.0317679412139762e-16,1,1
fp32_df32_refine,441,0,1,3.1530333899354446e-14,4.5581857376139103e-15,1,1
fp32_df32_refine,442,0,1,0,6.7090290869566534e-17,1,1
fp32_df32_refine,443,0,1,1.9095836023552692e-14,2.1248419112659838e-15,1,1
fp32_df32_refine,444,0,1,4.4408920985006262e-16,3.4398641255837965e-16,1,1
fp32_df32_refine,445,0,1,9.3258734068513149e-15,1.5180484707107871e-15,1,1
fp32_df32_refine,446,0,1,4.4408920985006262e-16,8.3815508470871276e-18,1,1
fp32_df32_refine,447,0,1,3.1086244689504383e-15,5.3627714406888295e-16,1,1
fp32_df32_refine,448,1,0,0,1.0301268039175999e-16,1,1
fp32_df32_refine,449,0,1,4.4408920985006262e-16,3.3831390298471406e-16,1,1
fp32_df32_refine,450,0,0,0,7.7629146119520135e-17,1,1
fp32_df32_refine,451,0,1,4.4408920985006262e-16,1.9027344658186449e-16,1,1
fp32_df32_refine,452,0,1,4.4408920985006262e-16,3.3022792833852465e-16,1,1
fp32_df32_refine,453,0,0,4.4408920985006262e-15,1.0769163338864018e-14,1,1
fp32_df32_refine,454,0,1,8.8817841970012523e-16,4.3506107244878273e-16,1,1
