channel,unit,finite,nonfinite,min,median,max
AB2N007Vy,m/s,48001,0,11.870765473224033,25.335806113962896,39.737004516699315
AB2N008Vy,m/s,48001,0,16.90588437471574,30.577442539728825,45.178880671012216
AB2N009Vy,m/s,48001,0,22.718913339075314,35.795541069875334,50.94872808663926
AB2N010Vy,m/s,48001,0,27.778122922266235,40.93245269456804,56.53100906550875
AB2N011Vy,m/s,48001,0,33.601350905959904,46.14211338934123,62.51379425357264
AB2N012Vy,m/s,48001,0,39.1241053672325,51.302959540515474,68.3370548442232
AB2N013Vy,m/s,48001,0,44.68801201689621,56.42981383995516,74.00329289751554
AB2N014Vy,m/s,48001,0,48.70208787782262,61.61579423454638,78.65281727205333
AB2N015Vy,m/s,48001,0,55.055916169454484,66.80247183285039,82.33727365768819
AB2N016Vy,m/s,48001,0,59.82054210636638,71.0897714890143,85.34277654841334
AB2N017Vy,m/s,48001,0,62.89231340713755,74.59006366617177,88.71992456954659
AB2N018Vy,m/s,48001,0,66.5412513503702,78.09854150829574,92.43336234642346
AB2N019Vy,m/s,48001,0,68.34744750508416,79.85236750878269,94.60470490491718
AB3N001Vy,m/s,48001,0,-11.634020624901254,1.8208700224407095,14.471223858438073
AB3N002Vy,m/s,48001,0,-10.434205563707534,3.6275647937567443,16.20374477743652
AB3N003Vy,m/s,48001,0,-6.78234891702446,7.074728463936226,20.470975566323965
AB3N004Vy,m/s,48001,0,-2.905578201439808,10.585501048526437,23.59521315909376
AB3N005Vy,m/s,48001,0,2.220022755237803,14.878467308974383,28.83609569881287
AB3N006Vy,m/s,48001,0,7.196564956733981,20.127832165664753,34.71452676555655
AB3N007Vy,m/s,48001,0,11.85537989918187,25.307913376624345,39.72578650252558
AB3N008Vy,m/s,48001,0,17.8648673773217,30.498119409226717,46.172028434243664
AB3N009Vy,m/s,48001,0,22.821246412652048,35.741938263122734,51.52241726168122
AB3N010Vy,m/s,48001,0,28.78649029119009,40.91984209984251,56.49968595718712
AB3N011Vy,m/s,48001,0,34.04792835450295,46.09788803010985,61.24665579672644
AB3N012Vy,m/s,48001,0,38.75181718173669,51.2227945216975,67.28340137589343
AB3N013Vy,m/s,48001,0,44.317039885898126,56.38253277144956,72.31985232373972
AB3N014Vy,m/s,48001,0,49.867305183178125,61.61238124355617,77.34624078993383
AB3N015Vy,m/s,48001,0,54.84954241329307,66.79731585200317,83.08528721382564
AB3N016Vy,m/s,48001,0,59.83458445454689,71.12217387321691,86.23348938335674
AB3N017Vy,m/s,48001,0,62.89226100426124,74.60462320610522,90.40413842432946
AB3N018Vy,m/s,48001,0,66.10435008435638,78.09460281923442,92.18394406895783
AB3N019Vy,m/s,48001,0,67.42484297136008,79.84579635157247,94.11492704455108
AB1N001Phi,deg,48001,0,-180.0,0.0,180.0
AB1N002Phi,deg,48001,0,-179.99567368480467,-64.98423574157985,179.74740701267027
AB1N003Phi,deg,48001,0,-179.7492097640243,-51.38151135979517,179.51081768189275
AB1N004Phi,deg,48001,0,-126.67927030184723,-41.24183663876257,108.51708391170467
AB1N005Phi,deg,48001,0,-77.64555839947865,-33.81707334721053,53.93124551280016
AB1N006Phi,deg,48001,0,-50.68653536943413,-27.308990265114204,41.15256371205527
AB1N007Phi,deg,48001,0,-38.58986526993382,-22.768149125539583,29.944997512868675
AB1N008Phi,deg,48001,0,-32.16902845618064,-19.414327731453433,26.024950840676457
AB1N009Phi,deg,48001,0,-27.527168808668616,-16.94755435625013,21.264162885376482
AB1N010Phi,deg,48001,0,-25.3986775097735,-15.096961936449352,18.60607962472076
AB1N011Phi,deg,48001,0,-21.99214428946926,-13.731345561063952,15.529593156368804
AB1N012Phi,deg,48001,0,-20.079113782504564,-12.61170436404957,14.265711987222787
AB1N013Phi,deg,48001,0,-18.69697233952453,-11.764059092206143,13.408435116821085
AB1N014Phi,deg,48001,0,-17.088075221701704,-10.744391803690725,11.830008132264854
AB1N015Phi,deg,48001,0,-16.451107100347656,-9.644973016312417,11.007750335733123
AB1N016Phi,deg,48001,0,-15.4437128619214,-8.86285117036858,10.035518383283572
AB1N017Phi,deg,48001,0,-15.164790789291079,-8.327204277744332,9.671166439906795
AB1N018Phi,deg,48001,0,-14.956116176934728,-7.903715695960127,8.904376453483323
AB1N019Phi,deg,48001,0,0.0,0.0,0.0
AB2N001Phi,deg,48001,0,-180.0,0.0,180.0
AB2N002Phi,deg,48001,0,-179.95465629561585,-65.34037242742617,179.98789567746962
AB2N003Phi,deg,48001,0,-179.08975623907514,-51.31205282551641,179.59006350042162
AB2N004Phi,deg,48001,0,-134.67747913392984,-41.25291395000837,109.13883245964574
AB2N005Phi,deg,48001,0,-77.00177259489242,-33.85876936868138,57.0517518338646
AB2N006Phi,deg,48001,0,-48.23069315652302,-27.32920572329628,41.65958107385459
AB2N007Phi,deg,48001,0,-38.92447547743342,-22.7351567686791,30.262537367016986
AB2N008Phi,deg,48001,0,-32.72214392353843,-19.37417106410111,24.720020188887464
AB2N009Phi,deg,48001,0,-27.66158417532673,-16.875491437418916,20.567070037470078
AB2N010Phi,deg,48001,0,-25.826592208367128,-15.003630397218553,18.914757603957444
AB2N011Phi,deg,48001,0,-23.06919300337536,-13.699689919432757,16.223450414585365
