domain,n,method,timing_kind,speedup_median,ci95_low,ci95_high,significant_speedup
kepler,8192,adaptive_no_gradient_gate,e2e,1.2594538383335487,1.2582953599431588,1.262631492934468,True
kepler,8192,adaptive_no_gradient_gate,kernel,1.4504558484906198,1.4423252102177968,1.4667815012036067,True
kepler,8192,fp32,e2e,7.050240292574017,6.952351103363149,7.175317312906747,True
kepler,8192,fp32,kernel,30.742378732861226,30.63835008502363,31.015414584648028,True
kepler,8192,fp64,e2e,1.3233165772236117,1.3157016881721415,1.3301276263679997,True
kepler,8192,fp64,kernel,1.5393642588383607,1.5349335371558361,1.553378397653928,True
kepler,32768,adaptive_frozen_v1,e2e,3.818251935224553,3.7919872457704455,3.8400229772770773,True
kepler,32768,adaptive_frozen_v1,kernel,5.965153593005644,5.9536935438177325,5.981413907433755,True
kepler,32768,adaptive_no_gradient_gate,e2e,3.817530143845378,3.8061627074458375,3.8476476317107715,True
kepler,32768,adaptive_no_gradient_gate,kernel,5.964752327980587,5.951719671973217,5.983114695487256,True
kepler,32768,fp32,e2e,9.78824523036516,9.721326834989064,9.947859130745003,True
kepler,32768,fp32,kernel,124.16567666491517,123.90584599489837,124.61872739878538,True
kepler,32768,fp64,e2e,3.956964843125566,3.9359318902777494,3.9722905924203413,True
kepler,32768,fp64,kernel,6.321545404136147,6.309864241023405,6.344434560972703,True
kepler,131072,adaptive_frozen_v1,e2e,1.825777697483701,1.7987473978115522,2.9624494377840893,True
kepler,131072,adaptive_frozen_v1,kernel,2.8533154670296383,2.81257761289549,4.655670541855017,True
kepler,131072,adaptive_no_gradient_gate,e2e,1.8263939238967155,1.7989752665788983,2.9783987238482967,True
kepler,131072,adaptive_no_gradient_gate,kernel,2.8547827711904574,2.8185491614504734,4.644582111092433,True
kepler,131072,fp32,e2e,4.820263429747447,4.779757186585165,7.689392187433657,True
kepler,131072,fp32,kernel,111.93644455534499,103.95709108419291,170.20556127829633,True
kepler,131072,fp64,e2e,1.8639219496556934,1.8300699787539272,3.024745020857731,True
kepler,131072,fp64,kernel,2.9447546561980187,2.9023486206636813,4.801383257008319,True
kepler,524288,adaptive_frozen_v1,e2e,2.045565538853843,2.0416525527660587,2.049888594922903,True
kepler,524288,adaptive_frozen_v1,kernel,3.432669366404501,3.4299218618095857,3.4374773601148183,True
kepler,524288,adaptive_no_gradient_gate,e2e,2.04296838010426,2.0371984728961965,2.051538092461848,True
kepler,524288,adaptive_no_gradient_gate,kernel,3.43587465722781,3.4285688565586776,3.440457058620714,True
kepler,524288,fp32,e2e,4.889629970948565,4.8777926610806155,4.900950891789869,True
kepler,524288,fp32,kernel,141.97393992662546,141.49530166754596,142.47162157006628,True
kepler,524288,fp64,e2e,2.0782417438328062,2.0719144822174638,2.0837187558914305,True
kepler,524288,fp64,kernel,3.5430063867679973,3.5334795604592664,3.545343037105438,True
kepler,2097152,adaptive_frozen_v1,e2e,2.0914827979039208,2.0777488404151003,2.110643079101269,True
kepler,2097152,adaptive_frozen_v1,kernel,3.6304246545443433,3.5566436431054687,3.652788027349596,True
kepler,2097152,adaptive_no_gradient_gate,e2e,2.103282109771918,2.077613097222515,2.11283194850013,True
kepler,2097152,adaptive_no_gradient_gate,kernel,3.568637876186089,3.54924608340408,3.663834069066068,True
