domain,n,method,kernel_median_ms,e2e_median_ms,cpu128_median_ms,kernel_mroots_s,e2e_mroots_s,correction_fraction,checksum
peng_robinson,8,adaptive_frozen_v1,0.0124427843839,0.0159881599247,0.0349804759026,0.642942909977,0.500370276358,0.125,8.16452116428
peng_robinson,8,adaptive_no_gradient_gate,0.00614544004202,0.0105398409069,0.0349804759026,1.30177822016,0.759024739623,0,8.16452088952
peng_robinson,8,fp32,0.00409756787121,0.00625536032021,0.0349804759026,1.95237766681,1.27890314714,0,8.16452088952
peng_robinson,32,fp32,0.00409734388813,0.00839328020811,0.0394806265831,7.80993757753,3.81257377409,0,72.8397116363
peng_robinson,32,fp64,0.0102466875687,0.0187315195799,0.0394806265831,3.12296044799,1.70835045515,1,72.8397113328
peng_robinson,32,adaptive_frozen_v1,0.0144881280139,0.0223545599729,0.0394806265831,2.20870494582,1.43147528016,0.15625,72.8397114001
peng_robinson,32,adaptive_no_gradient_gate,0.0144829759374,0.0222729612142,0.0394806265831,2.20949065567,1.4367196033,0.09375,72.8397111088
peng_robinson,128,fp32,0.00409814389423,0.00902624055743,0.0417996197939,31.2336519419,14.1808762115,0,269.498425812
peng_robinson,128,fp64,0.0102487681434,0.0191484801471,0.0417996197939,12.489305857,6.6846036352,1,269.498452843
peng_robinson,128,adaptive_frozen_v1,0.0145104639232,0.0224982406944,0.0417996197939,8.8212203743,5.68933374563,0.1640625,269.498451892
peng_robinson,128,adaptive_no_gradient_gate,0.0124428486452,0.0222496017814,0.0417996197939,10.2870334318,5.75291195131,0.109375,269.498451225
peng_robinson,512,fp32,0.00410051224753,0.0135270403698,0.0421302393079,124.862448663,37.8501125156,0,1295.49214742
peng_robinson,512,fp64,0.0165504645556,0.0242899209261,0.0421302393079,30.9356875319,21.0787018022,1,1295.49231581
