comparison,domain,n,ratio,ci95_low,ci95_high,bootstrap_design
strict_omp96_over_pgo_omp96,peng_robinson,2048,1.0126695417042821,1.0046600816064952,1.0188492953957957,independent_sequential_modes
strict_omp96_over_pgo_omp96,peng_robinson,8192,1.003563768886733,0.9900517501840667,1.0141292886691797,independent_sequential_modes
strict_omp96_over_pgo_omp96,peng_robinson,32768,1.0067123844949928,0.9839531036467175,1.0607307798774983,independent_sequential_modes
strict_omp96_over_pgo_omp96,peng_robinson,131072,1.0016537659206408,0.9975625146661019,1.0055408340860776,independent_sequential_modes
strict_omp96_over_pgo_omp96,peng_robinson,524288,1.0204891093781412,1.0152963609827488,1.0252615117422448,independent_sequential_modes
strict_omp96_over_pgo_omp96,peng_robinson,2097152,1.0390175181720434,1.0365400519454928,1.0428919714818894,independent_sequential_modes
strict_omp96_over_pgo_omp96,peng_robinson,8388608,1.0245070781561747,1.0160246355423102,1.0357792786177267,independent_sequential_modes
strict_omp96_over_pgo_omp96,peng_robinson,16777216,1.0135279074961725,1.0066452956585445,1.0174912729674956,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,1,1.0005271613630433,0.9895282736608637,1.0111420612861743,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,8,1.0060578639102986,0.9885028805111941,1.019593962530902,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,32,0.9914650437870085,0.9853317582195503,0.9984341601639223,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,128,0.991781472683501,0.9875671963439056,1.002537463493056,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,512,1.014571488735516,1.0099361398210616,1.0203392691362858,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,2048,1.0099176723595267,1.000285120769801,1.0181770682947884,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,8192,1.0072727272726494,0.988610441767042,1.0449164706458882,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,32768,1.0465341985012855,1.0286024176011774,1.0657843783320498,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,131072,1.0316065345363161,1.0220837845604678,1.0518614478116934,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,524288,1.0155690471963572,1.0022910522904285,1.0292237030638305,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,2097152,1.0132022610743137,1.000272763438255,1.0207090803424586,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,8388608,1.010730128851392,1.0096701365075063,1.0111522516523623,independent_sequential_modes
strict_omp96_over_pgo_omp96,pv,16777216,0.9993715741435077,0.9986324195129941,1.0002107323524891,independent_sequential_modes
