build_mode,domain,n,median_ms,p05_ms,p95_ms,throughput_mroots_s,repetitions,nonfinite_sum,checksum_variants
strict_omp96,kepler,524288,7.22726392746,7.0971031189,7.3680229187,72.54308203799877,30,0,1
strict_omp96,kepler,2097152,28.85239887235,28.6192827225,29.6922645569,72.6855333339286,30,0,1
strict_omp96,kepler,8388608,116.75625515,116.572706223,116.932326317,71.84718274171198,30,0,1
strict_omp96,kepler,16777216,232.9647660255,232.565850258,233.388691902,72.0161090718911,30,0,1
strict_omp96,peng_robinson,1,0.019169807434100003,0.0190000534058,0.0196294784546,0.05216536490716964,30,0,1
strict_omp96,peng_robinson,8,0.0192446708679,0.0187797546387,0.019829750061,0.415699497014727,30,0,1
strict_omp96,peng_robinson,32,0.0192198753357,0.0188093185425,0.0196905136108,1.664943161236927,30,0,1
strict_omp96,peng_robinson,128,0.0193600654602,0.0188999176025,0.0196199417114,6.611547892910776,30,0,1
strict_omp96,peng_robinson,512,0.019724845886250002,0.0194702148438,0.0201396942139,25.957110283782253,30,0,1
strict_omp96,peng_robinson,2048,0.02161026000975,0.0212202072144,0.0219898223877,94.769799117456,30,0,1
strict_omp96,peng_robinson,8192,0.0296754837036,0.0291395187378,0.0310392379761,276.05278760818345,30,0,1
strict_omp96,peng_robinson,32768,0.0660800933838,0.0600004196167,0.0768699645996,495.8830764611678,30,0,1
strict_omp96,peng_robinson,131072,0.2088103294375,0.193169593811,0.218339920044,627.7084105613261,30,0,1
strict_omp96,peng_robinson,524288,0.7573256492614999,0.736949920654,0.772250175476,692.2887142555587,30,0,1
strict_omp96,peng_robinson,2097152,2.6393814086900003,2.61344146729,2.9160118103,794.5619352683384,30,0,1
strict_omp96,peng_robinson,8388608,8.685344696045,8.41987419128,10.8181247711,965.8347818734098,30,0,1
strict_omp96,peng_robinson,16777216,15.330022811900001,14.6888065338,15.583026886,1094.4025462882291,30,0,1
strict_omp96,pv,1,0.0190052986145,0.0186100006104,0.0193796157837,0.05261690543694246,30,0,1
strict_omp96,pv,8,0.0190849304199,0.0184803009033,0.0201597213745,0.4191788926648818,30,0,1
strict_omp96,pv,32,0.0191102027893,0.0188503265381,0.0194206237793,1.6744981909829408,30,0,1
strict_omp96,pv,128,0.0199098587036,0.0196199417114,0.0202398300171,6.428975810705059,30,0,1
strict_omp96,pv,512,0.022974967956549998,0.0227499008179,0.0233402252197,22.285123573111775,30,0,1
strict_omp96,pv,2048,0.0351548194885,0.0348196029663,0.0378293991089,58.25659268908921,30,0,1
strict_omp96,pv,8192,0.08942079544065,0.0844602584839,0.0968503952026,91.61179968967241,30,0,1
strict_omp96,pv,32768,0.36815023422250004,0.344980239868,0.506770133972,89.00714152526088,30,0,1
strict_omp96,pv,131072,1.417850494385,1.37966060638,1.61502933502,92.4441614394987,30,0,1
strict_omp96,pv,524288,5.698518276215,5.62461185455,5.82945251465,92.00426752833653,30,0,1
strict_omp96,pv,2097152,22.766610145599998,22.6252412796,23.5539312363,92.11525064943879,30,0,1
strict_omp96,pv,8388608,93.58188438415,93.39199543,93.6741533279,89.63922937868071,30,0,1
strict_omp96,pv,16777216,186.24691295600002,185.875308037,186.741698265,90.08050514084785,30,0,1
pgo_omp96,bem,1,0.0186653137207,0.0184307098389,0.019100189209,0.05357531166974125,30,0,1
pgo_omp96,bem,8,0.018460273742699998,0.0180902481079,0.0186100006104,0.43336302112873876,30,0,1
pgo_omp96,bem,32,0.01891040802,0.0186395645142,0.0191602706909,1.6921898229882824,30,0,1
pgo_omp96,bem,128,0.0203151702881,0.0200204849243,0.0206699371338,6.300710168054976,30,0,1
pgo_omp96,bem,512,0.025735378265350002,0.0254602432251,0.0260601043701,19.89479209207329,30,0,1
pgo_omp96,bem,2048,0.0495548248291,0.0489702224731,0.0522394180298,41.327963665757046,30,0,1
pgo_omp96,bem,8192,0.1594800949095,0.14965057373,0.191140174866,51.36691199393069,30,0,1
pgo_omp96,bem,32768,0.6133704185485,0.594929695129,0.748530387878,53.42285674216777,30,0,1
pgo_omp96,bem,131072,2.3568716049200003,2.3327703476,2.50817108154,55.61270275664805,30,0,1
pgo_omp96,bem,524288,9.4806637764,9.36972427368,9.54720401764,55.30076926734794,30,0,1
pgo_omp96,bem,2097152,37.972783565499995,37.4568777084,38.4897689819,55.227765865059155,30,0,1
pgo_omp96,bem,8388608,150.854581833,150.545860291,150.976642609,55.607247045942636,30,0,1
pgo_omp96,bem,16777216,301.5140933995,301.336874008,301.948083878,55.643223210035934,30,0,1
pgo_omp96,cstr,1,0.01898002624515,0.0186195373535,0.0202302932739,0.05268696613396579,30,0,1
pgo_omp96,cstr,8,0.0186252593994,0.0184392929077,0.0187997817993,0.4295242191503499,30,0,1
pgo_omp96,cstr,32,0.01928520202635,0.0190296173096,0.0232400894165,1.6593033330051383,30,0,1
pgo_omp96,cstr,128,0.035744667053249995,0.02174949646,0.0370903015137,3.5809537632373027,30,0,1
pgo_omp96,cstr,512,0.0905051231384,0.031909942627,0.10555934906,5.6571383170989336,30,0,1
pgo_omp96,cstr,2048,0.08986473083495,0.0770702362061,0.118790626526,22.789808426194007,30,0,1
pgo_omp96,cstr,8192,0.3623147010805,0.314611434937,0.408659934998,22.61017832169024,30,0,1
pgo_omp96,cstr,32768,1.39568090439,1.28272151947,1.52383136749,23.478145969419614,30,0,1
pgo_omp96,cstr,131072,6.272693157195,6.19610214233,6.38568305969,20.895649877223118,30,0,1
pgo_omp96,cstr,524288,25.159097194650002,24.9321527481,25.2806415558,20.83890355618516,30,0,1
pgo_omp96,cstr,2097152,100.3819384575,100.238628387,101.598508835,20.891726462205135,30,0,1
