cpu_mode,domain,n,cpu_over_gpu_e2e,ci95_low,ci95_high,bootstrap_design
pgo_omp96,peng_robinson,32,0.9612056508094372,0.9537309692116621,1.3467652983877492,independent
pgo_omp96,peng_robinson,128,0.9546718299606797,0.9465679617608171,0.9610877866756039,independent
pgo_omp96,peng_robinson,512,0.592745801652759,0.5860842355007887,0.8106451877814702,independent
pgo_omp96,peng_robinson,2048,0.6190787875722686,0.5923020455944884,0.6802328306355852,independent
pgo_omp96,peng_robinson,8192,0.5042788166198436,0.4989411881989182,0.5109784015148742,independent
pgo_omp96,peng_robinson,32768,0.4764771562313794,0.46440887353294324,0.48326900525561195,independent
pgo_omp96,peng_robinson,131072,0.39767720541515883,0.3937261349113058,0.4006970222696821,independent
pgo_omp96,peng_robinson,524288,0.3734201482029998,0.3644650985713661,0.3748764137780583,independent
pgo_omp96,peng_robinson,2097152,0.3242696852241448,0.3222043938567076,0.325890238099554,independent
pgo_omp96,peng_robinson,8388608,0.27155853568793664,0.26897376475193996,0.27278245298242826,independent
pgo_omp96,peng_robinson,16777216,0.24221139162960476,0.24154447552498867,0.2432449145935021,independent
pgo_omp96,pv,1,0.13722014225981366,0.13596760227718677,0.13868403863346662,independent
pgo_omp96,pv,8,0.1366405327651446,0.1350596590497728,0.13808979595373058,independent
pgo_omp96,pv,32,0.13093422622743148,0.13033120986782945,0.13163891934753705,independent
pgo_omp96,pv,128,0.12590024704364064,0.12480197955293654,0.12630057280752274,independent
pgo_omp96,pv,512,0.08777162881202222,0.08744437924218297,0.08806725275130688,independent
pgo_omp96,pv,2048,0.13381139702352096,0.133276784001936,0.13502395907386264,independent
pgo_omp96,pv,8192,0.29651654280712536,0.2905041891125549,0.2996826812438596,independent
pgo_omp96,pv,32768,0.9180073336889863,0.9091983058096621,0.9289017547121977,independent
pgo_omp96,pv,131072,0.9612980697463627,0.9546408213659251,0.9697744892403559,independent
pgo_omp96,pv,524288,1.1366239784950916,1.124369150961172,1.1526025820757824,independent
pgo_omp96,pv,2097152,1.199853648294106,1.193553153735182,1.215084646622987,independent
pgo_omp96,pv,8388608,1.2483057747490225,1.2428312690894687,1.2511917994122497,independent
pgo_omp96,pv,16777216,1.2546957015266498,1.253863253692021,1.2562358826094726,independent
