epsilon,goal_median_ms,uniform_median_ms,uniform_over_goal,ci95_low,ci95_high,predicted_bound,load_error,torque_error,bound_pass,goal_failures,uniform_failures
0.0001,504.329224,501.411835,0.994234189848427,0.9928630623606635,0.9957363291761483,8.153846583439603e-06,1.1234287309077982e-08,6.181947011084313e-09,True,0,0
1e-05,613.626892,502.60379,0.8191231495836894,0.8172299824710489,0.8204515914510635,1.5414616504227361e-06,2.9976331314605088e-09,3.730412034798737e-09,True,0,0
1e-06,624.014343,654.911499,1.049498909935062,1.0485744110809008,1.0515000341955294,8.471982547308578e-08,8.155130954328758e-11,1.0990180655781122e-10,True,0,0
1e-07,626.594788,637.497314,1.017451663932948,1.0155772868012445,1.0190080813372182,6.477306403148226e-09,1.1666838062505853e-10,6.256309339376302e-11,True,0,0
