index,near_knot,multi_root,root_abs,gradient_left_rel,gradient_right_rel,residual,knot_distance_rad,status
246,0,0,9.1748830755022937e-13,2.4976356119307282e-09,3.2448143646558672e-09,9.6530123888974728e-13,0,0
247,1,0,3.3666402998733247e-12,2.5258544915068119e-09,2.2966392181091543e-09,3.904592612582867e-12,0,0
248,1,0,3.4477665167287341e-10,1.1962386381389257e-09,2.1252223242995949e-09,3.716266252235788e-10,0,0
249,0,0,5.6188831365489023e-11,3.4400098596721463e-09,6.078978770575978e-09,6.4260994773439152e-11,0,0
250,0,0,1.7925305684229897e-10,2.6654321173681205e-09,4.250106154716645e-09,2.1608767129848185e-10,0,0
251,0,0,2.9132252166164108e-13,4.1075225848461549e-09,4.2341222434350705e-09,3.4320922205130217e-13,0,0
252,0,0,7.815970093361102e-13,3.8721204705248079e-09,3.5775182908474692e-09,8.9716161935891066e-13,0,0
253,1,0,0,5.905262065031287e-10,3.4094054073111586e-09,2.4324290271669531e-17,0,0
254,0,0,4.9529269574577484e-12,5.4794750095818599e-09,7.1112980211346316e-09,5.5826104789770469e-12,0,0
255,1,0,7.6516570857165789e-13,7.5755171902966051e-09,3.6408289029071471e-09,9.5129809280664909e-13,0,0
256,0,0,9.7913233076951656e-11,7.5149676126567876e-10,1.01408082746347e-08,1.2706490573293903e-10,0,0
257,1,0,2.6645352591003757e-15,3.612889362921319e-09,4.4173842247456821e-09,2.296657547824495e-15,0,0
258,1,0,5.0150994468367571e-12,2.6668911122315541e-09,2.3742331862984862e-09,5.5630048244451549e-12,0,0
259,0,0,0,8.0031256845515361e-09,7.6334073233360708e-09,9.7459705261853011e-18,0,0
260,1,0,2.9143532032094299e-10,6.2258032275221071e-09,9.0436081236293536e-10,3.4732254577760045e-10,0,0
261,1,0,3.1086244689504383e-15,9.4949993441392142e-09,1.9421884078569815e-09,3.833412949149856e-15,0,0
262,0,0,0,7.0007248151897322e-11,8.7387220344205226e-11,0,1,0
263,0,0,0,4.0861177281952831e-11,2.666460949869901e-11,2.2204460492503131e-16,1,0
264,0,0,0,1.8419372531363918e-13,6.8873592020262561e-11,0,1,0
265,1,0,2.7395863355650363e-12,1.0682729143757807e-08,4.7046236837502972e-09,3.3949605900060372e-12,0,0
266,0,0,1.4939605108565956e-10,8.5308944179521121e-09,5.7300497624032912e-09,1.3068216326075798e-10,0,0
267,0,0,1.5582646284428847e-11,7.1612739958155746e-09,8.9509441866206652e-09,1.8816526717536369e-11,0,0
268,0,0,3.3706371027619753e-13,1.6352375277844637e-09,2.6982381446462627e-09,4.3737673590796326e-13,0,0
269,0,0,5.3999205107402304e-10,1.0250808140876541e-08,5.5296904149304408e-09,4.7378703912871807e-10,0,0
270,0,0,0,1.1706933687261999e-10,8.7437454077055442e-11,1.1102230246251565e-16,1,0
271,0,0,9.9865893332662381e-11,1.6905752852040882e-10,1.6905752852040882e-10,2.7534619029268015e-10,1,0
272,1,0,3.187978769858546e-10,1.2897039614843517e-08,8.0521425415736681e-09,4.2262646331046415e-10,0,0
273,0,0,4.3653969328261155e-13,2.0960611221118764e-09,5.4723806119032459e-10,5.1832656850404909e-13,0,0
274,0,0,1.085354028873553e-10,2.5965938112103173e-09,1.7314570601674915e-09,1.1181872230299456e-10,0,0
275,1,0,2.5865087849297197e-11,6.8644231985627029e-09,2.0229314657128127e-08,2.1174849832559565e-11,0,0
276,0,0,2.7222668563808838e-13,1.8443729609989069e-09,4.1413835861910273e-10,3.1316979411385849e-13,0,0
277,0,0,4.744382664512159e-11,1.1078660803107526e-08,2.8643502544890662e-09,6.4123928389392404e-11,0,0
278,0,0,0,1.4043031287856592e-09,8.0664391256498238e-09,4.1787251726619947e-17,0,0
279,0,0,7.3639316866547233e-11,8.8292445537903223e-10,1.8108278051782346e-09,8.8680831331296879e-11,0,0
280,0,0,0,7.8123718714394091e-09,9.7757738738966581e-09,2.7019575919901153e-17,0,0
281,1,0,3.9474645774362216e-10,2.4185853042000139e-09,1.6944727535061377e-09,3.6236279934230977e-10,0,0
282,0,0,2.4869972747865177e-10,4.8500488018557717e-09,6.0321491430197e-10,3.0929825115626074e-10,0,0
283,1,0,1.9239587700781158e-10,1.0549048736101771e-08,7.8219203432169411e-09,2.3239367560933481e-10,0,0
284,0,0,0,9.0576769825870858e-09,1.4541404946474293e-08,2.1725671412790588e-18,0,0
285,0,0,1.1879386363489175e-12,9.7751453026168684e-09,8.093104257984218e-09,1.4590313468663638e-12,0,0
286,1,0,2.4040014423576395e-10,8.5353956563106339e-10,3.9202946637449882e-09,2.2032824090697252e-10,0,0
287,1,0,1.545874539488068e-10,5.3490864507653794e-09,1.9255598927956106e-09,1.6236286244948351e-10,0,0
288,0,0,2.1405099914773018e-13,3.7245521190258768e-09,7.4905232688394069e-10,2.0381851607839543e-13,0,0
289,0,0,1.5301093725383907e-11,1.8162994778168768e-08,5.2488885289759602e-09,2.0939074198258064e-11,0,0
290,1,0,2.9708502324865549e-10,4.8671456026376109e-09,4.6130789176796927e-09,3.4899027201603805e-10,0,0
291,1,0,0,9.1404273019327935e-09,5.8942112312497958e-09,1.7601019693157698e-17,0,0
292,0,0,0,5.4157970627927206e-09,6.4404158200875256e-09,4.3913433280162807e-17,0,0
293,0,0,2.1016122175865348e-10,4.5080810788767965e-09,2.7141416547419283e-09,2.3792179007767681e-10,0,0
294,0,0,0,9.0552146173314706e-11,6.5708647311092792e-11,4.4408920985006262e-16,1,0
295,0,0,9.1401997082130038e-11,6.2213001469957851e-10,1.9055156845097077e-09,1.0177143090323806e-10,0,0
296,1,0,0,5.3872472869113408e-09,4.8589829642407946e-09,1.0265247270284074e-16,0,0
297,0,0,9.8882679822054342e-11,8.4863443713163482e-10,5.6920415334542311e-09,1.1320891897401499e-10,0,0
298,0,0,9.1127105861232849e-13,6.2087567832822486e-09,3.0610270666948304e-09,8.1407280945562859e-13,0,0
299,0,0,1.4592771435673058e-12,6.477976897962491e-10,1.4416763433155149e-08,1.3398524212572014e-12,0,0
300,1,0,4.2565506674918652e-11,5.1233160740253348e-09,1.6166790529504171e-09,4.9066543390009248e-11,0,0
301,0,0,0,7.3307833077157817e-11,7.3307833077157817e-11,3.3306690738754696e-16,1,0
302,1,0,2.3271207183483966e-10,1.8384018846865378e-09,5.1792781591332392e-09,2.7733834249490126e-10,0,0
303,1,0,0,6.8106892765812492e-10,9.6076285036652007e-09,4.5480320722059122e-18,0,0
304,0,0,3.2832048191266949e-10,1.0694171866712615e-09,1.3853158379606538e-09,4.0159709649227185e-10,0,0
305,0,0,0,8.1300348498426105e-11,1.0531847156310053e-10,3.3306690738754696e-16,1,0
306,0,0,1.3264811471458415e-10,9.616436029591574e-09,5.1807460701795395e-09,1.5008993845361768e-10,0,0
307,0,0,1.0027534358414414e-12,7.9419726783408767e-09,3.8986024708516803e-09,9.409021046328655e-13,0,0
308,1,0,3.7623681947707155e-11,2.5187596026681012e-09,2.5595957682652336e-09,4.870448382081286e-11,0,0
309,0,0,1.0369483049998962e-12,5.5821782191874673e-10,5.2521056398088983e-10,9.6873657885233724e-13,0,0
310,1,0,2.0206059048177849e-13,6.1633706974646048e-09,4.8917077710654178e-09,2.5286036262776104e-13,0,0
311,0,0,8.7410079174787825e-12,6.372466591053498e-09,7.7056166388484612e-09,8.0158197065923345e-12,0,0
312,1,0,0,7.8984194608789433e-09,3.2772110214271059e-09,4.0025237597823684e-17,0,0
313,0,0,6.2172489379008766e-14,3.3531109624421742e-09,2.1937362302844044e-09,6.1765527052050988e-14,0,0
314,0,0,3.4638958368304884e-14,8.3909511801580777e-09,3.2996253936763915e-09,4.0022336010902769e-14,0,0
315,0,0,8.524958516886727e-11,3.865731816742135e-09,8.9593598368852645e-10,1.0064765586945976e-10,0,0
316,0,0,6.1248783822520636e-12,5.3529401868931983e-09,1.3782716345674406e-08,5.6171719622447077e-12,0,0
317,0,0,2.2259794008050449e-10,6.0700057081404979e-09,8.1155112157527095e-09,2.6123443637920972e-10,0,0
318,0,0,7.9491968563161208e-14,2.9600309878200024e-10,7.8307619666445568e-10,8.8490857520366089e-14,0,0
319,0,0,0,1.130080161484453e-10,7.019486559739249e-11,1.1102230246251565e-16,1,0
320,1,0,8.8817841970012523e-16,3.1066560324933093e-09,3.1335992092882491e-09,1.0259006313140672e-15,0,0
321,0,0,7.5495165674510645e-15,4.1845019289684879e-09,3.7841003244355604e-09,1.0585538848849772e-14,0,0
322,0,0,1.0969003483296547e-12,9.5809503051739674e-09,4.1260043538582464e-09,1.3194917744574789e-12,0,0
323,1,0,2.9162583459196867e-10,7.4637955277171324e-09,5.0915255987678387e-09,2.5708494694604311e-10,0,0
324,0,0,1.9095836023552692e-13,9.5933666562269814e-09,9.7778501575399375e-09,2.4589611216695289e-13,0,0
325,1,0,7.2164496600635175e-13,6.2146262987637857e-09,3.1231176583183168e-09,8.643309505579971e-13,0,0
326,0,0,0,4.5185838041052902e-09,2.5959067830818257e-09,7.5710563294568559e-18,0,0
327,0,0,1.3861800596259855e-10,4.8764696646389372e-09,2.9346298996244251e-09,1.2183199471619053e-10,0,0
328,0,0,1.5543122344752192e-13,6.7519199298757557e-10,8.6188395899631123e-09,1.8647930862401665e-13,0,0
329,1,0,2.4014479294010016e-10,2.4833465101003115e-10,1.2350775330521159e-09,2.2009404501118295e-10,0,0
330,0,0,1.9841905896100798e-12,5.2830388562011506e-09,2.0499675147151727e-09,1.7833484751654091e-12,0,0
331,1,0,1.042277375518097e-12,1.1837502960440069e-08,8.2477187054838105e-09,1.2956753160915125e-12,0,0
332,0,0,1.5099033134902129e-14,1.7569419358988982e-10,1.400203843307276e-10,1.7839151808854277e-14,0,0
333,0,0,1.0471623568264476e-12,8.1735998635375915e-09,5.7585103370239556e-09,9.5167732964917278e-13,0,0
334,0,0,4.0699887904338539e-11,3.8438136724019797e-09,2.7925474990516125e-09,4.8487495075979073e-11,0,0
335,0,0,6.0174087934683484e-13,1.2924927876696458e-08,1.0573523166629057e-08,7.7178167493457511e-13,0,0
336,0,0,6.5725203057809267e-14,8.4206766238140675e-09,8.5399960133031085e-09,6.0609039444077871e-14,0,0
337,1,0,0,2.279487892519331e-09,8.5998074851260906e-09,1.1916469312045682e-16,0,0
338,0,0,1.2445688923889975e-10,5.8382953069538044e-09,1.6674040102067498e-09,1.5738824141324702e-10,0,0
339,0,0,0,1.2043289165058224e-10,8.3164135270696965e-11,3.3306690738754696e-16,1,0
340,0,0,3.5083047578154947e-14,3.6087084816902106e-10,1.2390048201626084e-08,5.241067212951861e-14,0,0
341,0,0,1.546309746913721e-10,1.9744556811949831e-10,1.9744556811949831e-10,2.5582103102550491e-10,1,0
342,1,0,4.4408920985006262e-16,5.2165311121651781e-09,2.526782638545854e-10,3.5967006267634544e-16,0,0
343,0,0,1.8199663998075266e-11,3.8835182747339317e-09,5.1407376380496831e-09,1.668707440255256e-11,0,0
344,0,0,0,5.5696505418409962e-11,7.7619983861473164e-11,1.1102230246251565e-16,1,0
345,0,0,1.5276668818842154e-12,7.4300865546276806e-09,6.7948118521684484e-09,1.7872944040819839e-12,0,0
346,1,0,2.7187141427020833e-12,1.514618729581301e-09,1.5186424775302508e-09,3.1517396582122296e-12,0,0
347,1,0,3.1086244689504383e-15,7.8157451522878436e-09,3.3309544046857136e-09,2.8610731767071045e-15,0,0
348,1,0,2.7244873024301342e-12,1.8420938815531142e-09,2.8558979702499834e-09,3.1581879349313622e-12,0,0
349,0,0,1.3185008640448359e-12,6.8914124383954785e-09,1.512947837238293e-08,1.9515211141866229e-12,0,0
350,1,0,1.0392575688911165e-11,7.2635140327239618e-09,6.8725975984298736e-09,1.219574076344682e-11,0,0
351,0,0,1.3481660232628201e-11,2.1601384788499962e-09,1.9696102886383892e-09,1.5597360996617977e-11,0,0
352,1,0,5.773159728050814e-15,8.5105321222351962e-09,7.5028368815779519e-09,6.5438488489482396e-15,0,0
353,0,0,4.0304648507571983e-11,1.077366120567774e-08,1.9422545373672557e-09,5.0323625011673657e-11,0,0
354,0,0,9.7424290856906737e-12,1.2692328012632036e-12,1.8474891473047887e-08,1.6818441064659899e-11,0,0
355,0,0,0,6.0696527676036435e-09,3.8627120783344941e-09,1.3206302127904218e-16,0,0
356,1,0,0,3.7826590541696177e-09,3.7488420649774776e-09,3.2103269892714791e-18,0,0
357,0,0,4.1690650931514028e-11,1.270766336475889e-09,2.9147125888163669e-09,3.9732226946912842e-11,0,0
358,0,0,0,6.7199394239963579e-09,6.7199394239963579e-09,0,0,0
359,0,0,2.376143726223745e-11,2.3777421046279696e-09,1.2245742073941838e-08,3.5199315554449985e-11,0,0
360,0,0,0,3.7254396695935229e-09,7.6001170508425466e-09,1.888833314026091e-17,0,0
361,0,0,1.7719159473017498e-13,1.5794177163467633e-09,1.5414452046368813e-09,2.0752938329538369e-13,0,0
362,0,0,0,5.9248609403874545e-09,7.9655662635675205e-09,2.9426155434879511e-17,0,0
363,0,0,0,6.470173842228458e-09,3.4972272949216465e-09,8.5091611766799665e-17,0,0
364,1,0,1.276525551929808e-10,2.7466949757511988e-09,1.4970784943979232e-10,1.2146102742276924e-10,0,0
365,0,0,6.2604144090983027e-11,3.1017781526064114e-11,2.7085842585440714e-11,1.1962197898895965e-10,1,0
366,0,0,1.8451062899771387e-10,5.6604068072052491e-09,1.1934338437416612e-08,2.3910108597727978e-10,0,0
367,0,0,1.5987389190286194e-10,2.5846520523518196e-09,5.6274776900773645e-09,2.0273655452409709e-10,0,0
368,0,0,1.4699352846037073e-12,1.0272682198927842e-09,2.2155141119693171e-09,1.3693776617705604e-12,0,0
369,1,0,2.7977620220553945e-12,1.1588016775810307e-09,5.7723944615651913e-09,2.6788954928137816e-12,0,0
370,1,0,8.8817841970012523e-16,1.2237222544791296e-08,1.0825539753170334e-08,1.2851176547948755e-15,0,0
371,0,0,0,3.2992513089178141e-09,4.2733550455356685e-09,0,0,0
372,0,0,3.5527136788005009e-13,1.5183271162785523e-08,1.09860664240101e-08,2.8087834889009665e-13,0,0
373,1,0,1.8518520050747611e-13,9.157097388784068e-09,3.6726718864779682e-09,1.5956996258274404e-13,0,0
374,0,1,3.8498537691111778e-11,1.6265098710425395e-07,1.525260248528463e-07,1.8392269394341686e-11,0,0
375,0,0,3.7655745188658329e-10,8.4251260540129086e-09,4.4661770797070819e-09,4.0658419928086768e-10,0,0
376,0,0,5.5910831520122883e-13,8.2317571751190566e-09,7.8223037651450324e-09,6.7725123124898326e-13,0,0
377,1,0,0,4.5253933240916871e-09,4.2058111410954403e-09,6.4103325645152378e-17,0,0
378,0,1,3.8316905204283103e-11,1.5861234446366432e-07,1.4744693801898081e-07,1.8329454029649075e-11,0,0
379,0,1,1.1215659512231468e-09,4.3704340391745289e-07,3.193873594765202e-07,1.5535275791049085e-10,0,0
380,0,1,2.5333779518632582e-10,2.4309919802464381e-06,2.7788738895209793e-06,2.0015487675475147e-11,0,0
381,0,1,1.6750067999282692e-10,3.3116586038422032e-07,3.7988921672888626e-07,2.5969176198725691e-11,0,0
382,1,0,0,1.1585407374213376e-08,1.1324841346673829e-08,2.3529196955118057e-18,0,0
383,0,1,4.8907500271866411e-10,2.4999969788451998e-07,2.2028247205800924e-07,8.5774420806871723e-11,0,0
384,0,1,2.3878410360111957e-10,4.295278216269823e-07,3.3688096260700555e-07,4.0672011672394645e-11,0,0
385,0,1,1.0945910844384343e-11,1.2892615142464024e-07,1.6547292848495489e-07,5.0786954682804702e-12,0,0
386,0,1,1.1648015885157292e-11,1.2779574739466579e-07,1.7073433319052899e-07,6.0122783658407201e-12,0,0
387,0,0,0,1.3391887051844133e-08,1.0750208984395071e-08,7.9625242469058477e-17,0,0
388,0,1,6.2616578588858829e-14,1.0105492831027695e-06,1.0491894653960875e-06,9.3860899900185968e-15,0,0
389,0,1,1.0168310637936884e-11,1.0762380949081883e-07,1.4082660930364308e-07,4.9446675618845675e-12,0,0
390,0,0,6.6209260296545835e-12,1.2736795717731004e-09,2.7156290779557915e-09,6.4782924024307191e-12,0,0
391,0,1,3.0335733924857777e-12,4.8372869290181991e-07,4.5248861858419742e-07,3.8688582200302876e-13,0,0
392,0,1,5.545786052607582e-12,1.5392781246197604e-07,1.3998219743733626e-07,2.7103134259103732e-12,0,0
393,0,1,7.1942451995710144e-14,1.9380020791477089e-06,1.8276000598504636e-06,6.2523555443922234e-15,0,0
394,0,1,5.0515014393681668e-10,1.2813649651112909e-07,1.4382734856790817e-07,2.5260927015357862e-10,0,0
395,0,1,2.7122037948856814e-10,2.9396935616983006e-06,2.6882057842709813e-06,6.5583210328041628e-12,0,0
396,0,1,1.4132250925058543e-11,6.1803583562139568e-08,5.3554421320987625e-08,9.7594363532608782e-12,0,0
397,0,1,9.8308028384508361e-12,1.7354193213339567e-07,1.6475738890004864e-07,4.5569863159943831e-12,0,0
398,1,0,3.4068925458541344e-10,1.1917916741540176e-08,1.2025840343905172e-08,4.3434321651973926e-10,0,0
399,0,1,1.1568523916594131e-12,1.1873163108949872e-07,1.5850530514048007e-07,6.0815672028787641e-13,0,0
400,0,1,1.4627410394041362e-11,7.1400711344138054e-07,7.2264881354321579e-07,2.6987447203464371e-12,0,0
401,1,0,5.5946358656910888e-11,4.5357342718730759e-08,3.7987331647526173e-08,3.3532601955183247e-11,0,0
402,0,0,4.9764636855798017e-12,4.6652659108275714e-10,5.0064284625682446e-09,5.067758368196492e-12,0,0
403,0,1,1.9984014443252818e-14,1.4159717129497984e-07,1.2891759670525298e-07,1.0099953982078956e-14,0,0
404,0,0,9.3258734068513149e-14,1.3843722906010692e-08,4.2750199854067082e-08,5.3965676519915167e-14,0,0
405,0,1,2.0494970165430004e-09,4.6870570501430131e-07,1.7519984915783825e-07,3.003620313596596e-10,0,0
406,0,1,2.2095214546880015e-11,4.0552529582121886e-07,4.6481108175376387e-07,3.5934598432235141e-12,0,0
407,0,1,4.8729154045190626e-10,4.198385572247606e-07,3.9969641131799577e-07,6.6012863729152257e-11,0,0
408,0,1,9.7699626167013776e-13,1.4939664990719287e-07,1.3615103331732872e-07,4.8193570486460365e-13,0,0
409,0,1,9.7793773079501989e-11,3.4581374251908738e-07,3.5650888952423351e-07,1.5265716272555335e-11,0,0
410,0,1,9.2987839650504611e-12,7.3127117940851229e-07,6.8700835598904117e-07,1.6796236021864249e-12,0,0
411,0,1,7.390088541114892e-12,1.8447560507268524e-06,1.6693323032238278e-06,8.2030054658447337e-13,0,0
412,0,0,3.4554581418433372e-12,1.6178493278207819e-08,1.5687282668076218e-08,4.8106373869490443e-12,0,0
413,0,0,3.0415669982630789e-12,1.6645300463295279e-08,1.3030763853571029e-08,4.2689248853420364e-12,0,0
414,0,1,3.2668090454990306e-11,1.68746606715378e-07,1.5588919443234551e-07,1.5422203468881115e-11,0,0
415,0,0,2.4011814758750916e-10,1.3454270446317608e-09,1.3454270446317608e-09,2.5658064561895344e-10,0,0
416,0,0,6.4863225901490296e-11,1.7699298776889012e-08,3.2710425322392803e-08,4.8202894514056344e-11,0,0
417,0,0,6.2172489379008766e-15,4.0881078847227173e-09,1.0551718562174925e-09,9.0184567821628065e-15,0,0
418,1,0,4.4408920985006262e-16,1.2993364990145741e-08,1.5307125401929101e-08,9.3583199314771919e-16,0,0
419,1,0,1.4139800441625994e-12,5.3300118155918866e-08,4.7870697680915769e-08,8.5317826484274797e-13,0,0
420,0,1,1.1000622635037871e-10,3.6453069243022616e-07,3.9218278295069675e-07,1.7148274682509782e-11,0,0
421,0,1,1.3356871164660333e-11,1.6086411785095323e-07,1.4675760059344436e-07,6.4775011646932893e-12,0,0
422,0,1,3.8135272717454427e-11,1.6165742898555414e-07,1.4833945677535223e-07,1.825650767071781e-11,0,0
423,0,0,0,7.0374393854948237e-09,4.5325892257984726e-09,3.2064463525626494e-17,0,0
424,0,0,1.3477086113766745e-10,1.6931208643203721e-08,1.2930173675896628e-08,1.9363397792847857e-10,0,0
425,0,0,3.6560976468535955e-10,9.4853710478057564e-09,6.3540445723643742e-09,3.843974027972763e-10,0,0
426,0,1,2.0010659795843821e-11,1.6248106370964963e-07,1.9245554265063255e-07,9.6576991087410439e-12,0,0
427,0,0,5.0230930526140583e-12,1.5420330323427955e-08,1.3121776559126574e-08,7.3218374335801494e-12,0,0
428,0,0,1.3753886918266289e-11,1.5540830707909597e-09,6.6029618764204919e-09,1.837150541568201e-11,0,0
429,0,1,3.6787914936553534e-09,6.3102348693318418e-07,3.7968262400704542e-06,2.7153339271754804e-10,0,0
430,0,1,1.8038903704109543e-12,1.1955749511312042e-07,1.1071187281556103e-07,9.4616357642060508e-13,0,0
431,0,1,1.0960565788309395e-11,6.0238656556683214e-07,6.4250494229402506e-07,2.1687998398337012e-12,0,0
432,1,0,2.7132962543419126e-11,8.6742803317891675e-08,7.5945024420468138e-08,1.5851746121892116e-11,0,0
433,0,1,1.120881165661558e-12,1.22209448800104e-07,1.0747938754742893e-07,5.895808163734511e-13,0,0
434,0,1,1.1651519749023009e-09,1.1482448022577822e-06,7.488488002627578e-07,1.8240110221551419e-10,0,0
435,0,1,3.4194869158454821e-13,1.4260570495042389e-07,1.3139667335232838e-07,1.7219045347103895e-13,0,0
436,0,1,1.4166445794216997e-13,1.3965205403673177e-07,1.2682194779537147e-07,7.1095789867697975e-14,0,0
437,0,1,1.6269559033332825e-09,3.7296685807473691e-07,7.3299317727678584e-07,1.7557248853634265e-10,0,0
438,0,1,3.1318108106859199e-09,1.6603385188035952e-07,1.3648995210270969e-06,4.979433183174453e-10,0,0
439,0,1,4.9167248050707713e-10,1.6156757776323806e-06,1.1822307679654609e-06,6.4041383968596479e-11,0,0
440,0,1,8.9794838231682661e-13,1.4870203472741167e-07,1.3534445854880913e-07,4.4301714522587679e-13,0,0
441,0,1,2.0661627964102536e-09,6.0443239929944858e-07,2.4745733200105072e-07,2.9975865373541725e-10,0,0
442,0,1,2.0103918529912335e-12,1.7989765037484386e-07,1.6758230064614588e-07,9.233506568051146e-13,0,0
443,0,1,3.1552538359846949e-12,5.347525735570174e-07,5.4181223566077068e-07,3.5801025763415625e-13,0,0
444,0,1,3.4028335704761048e-11,1.203172074739024e-07,1.5541394153956903e-07,1.6087711651073311e-11,0,0
445,0,1,4.9994053341606559e-10,3.111766246063228e-07,3.2824165070250481e-07,8.7890910624687253e-11,0,0
446,0,1,5.8859184193238434e-10,2.7712944452961851e-06,2.4131859572750704e-06,1.6228120824246295e-11,0,0
447,0,1,2.5794477664931037e-11,1.0925866559618287e-06,1.0422827105901716e-06,3.4960667539623795e-12,0,0
448,1,0,0,1.2857377554015031e-08,1.4768062316072955e-08,3.5602555601585176e-17,0,0
449,0,1,5.3290705182007514e-13,1.481927628939295e-07,1.3251508449879783e-07,2.6349371924484893e-13,0,0
450,0,0,0,3.3536740322155337e-08,2.6976965563218984e-08,9.1506933927334592e-17,0,0
451,0,1,2.5527135960601299e-11,1.6049771658804552e-07,1.4699259158051768e-07,1.2276721521364393e-11,0,0
452,0,1,5.3499427110637043e-12,1.2371527863681705e-07,1.1233068221324694e-07,2.783720744375483e-12,0,0
453,0,0,0,7.8712900925342626e-11,1.6506724952203067e-10,1.1102230246251565e-16,1,0
454,0,1,1.6535661728767082e-11,1.74799669807608e-07,1.6148644101431484e-07,7.7063335139942674e-12,0,0
455,0,1,2.1882673451045775e-10,6.6605836261213706e-07,8.1458625228330679e-07,1.9689607882408035e-11,0,0
456,0,1,1.3670931053866298e-10,7.3400476785768705e-07,8.1057408997612727e-07,1.0624890884524138e-11,0,0
457,0,1,9.8099306455878832e-13,1.5202138548551857e-07,1.3775194325188685e-07,4.8398306212348669e-13,0,0
458,0,1,1.7259749185427609e-10,2.1757683876112662e-06,2.356118516364322e-06,1.5095100438591272e-11,0,0
459,0,1,1.0635936575909e-12,3.441722218554559e-07,6.7876212970057875e-07,2.0107193762464502e-13,0,0
460,0,1,5.6534776859962221e-11,4.2515530654060003e-07,4.4305545707003468e-07,5.0996029977217749e-12,0,0
461,0,0,5.3631765695172362e-11,6.5902871007036688e-09,4.0145062334754928e-09,4.9103122357135504e-11,0,0
462,0,1,1.397326698793222e-11,6.2289195133585738e-07,6.4529299195223547e-07,2.781314739342966e-12,0,0
463,0,1,1.9104131609992692e-09,5.4047395246212774e-07,3.5316113794783274e-07,2.7294551643842304e-10,0,0
464,0,1,9.5168317670868419e-12,1.0575592075270214e-07,6.5294009543709279e-08,1.7958331072727798e-12,0,0
465,0,1,4.4408920985006262e-16,1.4346050742260197e-07,1.3179747005454396e-07,1.6309520390770853e-16,0,0
466,0,0,2.7108537636877372e-11,1.335760703895804e-08,1.6017165238571713e-08,3.9677116062098479e-11,0,0
467,0,0,0,2.2419255203135159e-08,1.8943058326529773e-08,1.4839063884230815e-17,0,0
468,0,0,8.3195672573310731e-12,8.4372511471259903e-09,5.689987043012836e-09,7.3540740137323568e-12,0,0
469,0,0,0,8.863194900661158e-11,4.5958362596024519e-11,0,1,0
470,0,1,2.6391333562969521e-11,1.6160816158440361e-07,1.4875759351496461e-07,1.2685448276330546e-11,0,0
471,0,1,5.9428018062135379e-12,1.2422259198386843e-07,1.1474056355407748e-07,3.0889381322890135e-12,0,0
472,0,1,4.9917536770749393e-10,1.5774714694321917e-07,9.5419006974568075e-08,8.7739784528918532e-11,0,0
473,0,1,1.234390367699234e-11,7.1874816963564468e-07,7.8830387561251421e-07,2.2233314901382211e-12,0,0
474,0,1,2.4007462684494385e-12,1.3752022475312918e-07,1.2381068201480548e-07,1.2181235929012775e-12,0,0
475,0,1,9.1127105861232849e-13,1.8385937771083807e-07,1.6886229466768074e-07,4.17478580411166e-13,0,0
476,0,1,3.8200109742092536e-11,1.6114757356986674e-07,1.9966746701317375e-07,1.8283112333509207e-11,0,0
477,1,0,1.4654943925052066e-14,8.3812925488745667e-09,3.443941747416115e-09,1.7227495383490261e-14,0,0
478,0,1,9.1393559387142886e-13,1.5016514681644589e-07,1.3796734696418175e-07,4.5080774575602152e-13,0,0
479,0,1,8.8471452386329474e-12,6.6287059466990035e-07,6.2159738796145339e-07,1.7157343343046379e-12,0,0
480,0,1,3.8801850621439371e-11,2.5208948292058553e-07,3.1163744975469838e-07,6.1133972546104553e-12,0,0
481,1,0,0,6.4925519723846746e-09,9.6659466617818518e-09,1.5117526591385699e-16,0,0
482,0,1,3.2859643894767032e-09,2.6003711808734487e-06,1.2962754600218362e-07,1.3297224972014908e-10,0,0
483,0,1,1.9890222802132485e-10,3.1640677078380605e-06,3.4956663004191424e-06,1.3242518806055831e-11,0,0
484,0,1,1.2067236099255751e-11,1.1875323001240614e-06,1.2272413223144252e-06,1.6852691033217399e-12,0,0
485,0,0,0,6.1719694460008411e-11,8.9444543832760342e-11,8.8817841970012523e-16,1,0
486,0,0,3.4252023439762525e-10,4.3810817860495403e-09,2.4936362120829214e-10,4.2259276546516398e-10,0,0
487,0,1,9.85833636946154e-12,7.2337430396951898e-07,6.8954291652509241e-07,1.7962412879085714e-12,0,0
488,0,1,1.397415516635192e-11,1.5439037233482809e-07,1.4049657723819103e-07,6.7734919774267815e-12,0,0
489,0,1,2.0161650127192843e-13,1.4069147085209538e-07,1.2823681199939786e-07,1.0140864339860277e-13,0,0
490,0,1,9.3494101349733683e-12,1.1081719818207251e-07,1.4281425436605187e-07,4.5500951893943553e-12,0,0
491,0,1,4.0363268283272191e-12,1.2275360748698144e-07,1.1127902431547252e-07,2.1054095475706208e-12,0,0
492,0,1,3.1796787425264483e-12,1.2552043650746837e-07,1.1338874184775675e-07,1.6616507176973173e-12,0,0
493,0,0,0,4.7363560817550728e-09,4.6757896912159291e-09,0,0,0
494,0,1,3.525180147789797e-12,1.5581647609146156e-07,1.3846749292738133e-07,1.7277983347112858e-12,0,0
495,0,0,0,1.1214437307780445e-08,9.3386540144832417e-09,3.1496881602463485e-17,0,0
