domain,n,method,timing_kind,speedup_vs_brent,ci95_low,ci95_high,faster_than_brent
kepler,32,safeguarded_newton,kernel,2.870392780390628,2.870249117721434,2.8725845811603463,True
kepler,128,bracketed_secant,e2e,0.8177328688026236,0.8173798772773173,0.8818891582132626,False
kepler,128,bracketed_secant,kernel,0.8145239958653254,0.8141255734822705,0.8148367755572773,False
kepler,128,mikkola_kepler,e2e,5.166191712263867,5.163407308899437,5.173969043034215,True
kepler,128,mikkola_kepler,kernel,7.917772447774483,7.914700309687334,7.920403937240254,True
kepler,128,safeguarded_halley,e2e,2.322359360727867,2.319680994391514,2.9100436248016224,True
kepler,128,safeguarded_halley,kernel,2.966912595989455,2.965527233683441,2.967887388580553,True
kepler,128,safeguarded_newton,e2e,2.308106481909327,2.3064134563344454,2.319824328138893,True
kepler,128,safeguarded_newton,kernel,2.7949390381503356,2.7867088447185813,2.795837568252598,True
kepler,512,bracketed_secant,e2e,0.8877337276956033,0.8830031506159421,0.8879064272967144,False
kepler,512,bracketed_secant,kernel,0.8537962297911516,0.8535267300362311,0.8540436268277193,False
kepler,512,mikkola_kepler,e2e,7.626995998395369,5.859019545161707,7.89295376339936,True
kepler,512,mikkola_kepler,kernel,9.693371465990376,9.692406275811697,9.69439127277089,True
kepler,512,safeguarded_halley,e2e,2.8069724826396847,2.7017092114345087,3.094118384761271,True
kepler,512,safeguarded_halley,kernel,3.218163223096603,3.216853658272349,3.230160326928975,True
kepler,512,safeguarded_newton,e2e,3.0334556023284307,2.6976156426311997,3.0948751217240256,True
kepler,512,safeguarded_newton,kernel,3.1019550766130553,3.101472657940286,3.1136204545525055,True
kepler,2048,bracketed_secant,e2e,0.8656772615938587,0.8468923188642108,0.8759620390899097,False
kepler,2048,bracketed_secant,kernel,0.8513564457791649,0.8510764957693521,0.85147720326601,False
kepler,2048,mikkola_kepler,e2e,5.641007988008677,5.61350792298502,5.941227871681922,True
kepler,2048,mikkola_kepler,kernel,9.731019752372259,9.728371385113872,9.732340227551576,True
kepler,2048,safeguarded_halley,e2e,2.6766929944314235,2.671582182972947,2.6847660371224555,True
kepler,2048,safeguarded_halley,kernel,3.241807743342935,3.2411376399909146,3.2422701826502833,True
kepler,2048,safeguarded_newton,e2e,2.643130654762052,2.626138248303868,2.660702597318411,True
kepler,2048,safeguarded_newton,kernel,3.126243124840202,3.125880799860175,3.1266539769233077,True
kepler,8192,bracketed_secant,e2e,0.8626264993891937,0.8600949161229771,0.8655751550258415,False
kepler,8192,bracketed_secant,kernel,0.8375755813367168,0.8373463846332602,0.8377866147688596,False
kepler,8192,mikkola_kepler,e2e,3.84860577890624,3.8176433568953003,3.869271360405613,True
kepler,8192,mikkola_kepler,kernel,9.769087571786535,9.767249833824373,9.771754282867372,True
kepler,8192,safeguarded_halley,e2e,2.282779569682294,2.263860355220124,2.3030053680107794,True
kepler,8192,safeguarded_halley,kernel,3.142079852481325,3.1416527072127485,3.1430326520144374,True
kepler,8192,safeguarded_newton,e2e,2.1714925600142796,2.157705252442677,2.2000447722458594,True
kepler,8192,safeguarded_newton,kernel,3.0323834795822715,3.0319579323284365,3.033063562047093,True
kepler,32768,bracketed_secant,e2e,0.9049664924804515,0.8898603475818984,0.9152935244678868,False
kepler,32768,bracketed_secant,kernel,0.8470703287635828,0.8456658041670755,0.8485916784157963,False
kepler,32768,mikkola_kepler,e2e,2.212233096552062,2.1728890979954816,2.2624545835645793,True
kepler,32768,mikkola_kepler,kernel,9.956781742316993,9.937089850268334,9.974068359348603,True
kepler,32768,safeguarded_halley,e2e,1.723675901084641,1.6912972723496849,1.745349463363461,True
kepler,32768,safeguarded_halley,kernel,3.204755737304925,3.1986299135871312,3.2090720860392596,True
kepler,32768,safeguarded_newton,e2e,1.675758330954079,1.636709016534657,1.722400978971014,True
kepler,32768,safeguarded_newton,kernel,3.093093132784566,3.088015656071715,3.0979534287244612,True
kepler,131072,bracketed_secant,e2e,0.8917450185891899,0.8883165023161781,0.8936862514939035,False
kepler,131072,bracketed_secant,kernel,0.8286377695918761,0.8250324012834558,0.8307360830181786,False
kepler,131072,mikkola_kepler,e2e,2.2257370910508487,2.215194833975623,2.2324901696118133,True
kepler,131072,mikkola_kepler,kernel,10.49521962650527,10.454286085230876,10.553712898945943,True
kepler,131072,safeguarded_halley,e2e,1.7270778919733956,1.7204933111362863,1.7370588615707525,True
kepler,131072,safeguarded_halley,kernel,3.2488902732698173,3.241526988048115,3.2518880038101536,True
kepler,131072,safeguarded_newton,e2e,1.7117136155584058,1.6943339475589474,1.7197648438087607,True
kepler,131072,safeguarded_newton,kernel,3.127189863193769,3.1150680867720117,3.1311229811294363,True
kepler,524288,bracketed_secant,e2e,0.8697332440963904,0.8674547851002503,0.8957378159449848,False
kepler,524288,bracketed_secant,kernel,0.7864633603721485,0.7856572581632814,0.7881409640570696,False
