domain,n,mode,repetition,time_ms,throughput_mroots_s,checksum,nonfinite
bem,1,omp_parallel_simd,0,0.0191097259521,0.052329374189,0.12307233740234183,0
bem,1,omp_parallel_simd,1,0.0193290710449,0.0517355437142,0.12307233740234183,0
bem,1,omp_parallel_simd,2,0.0194902420044,0.0513077261829,0.12307233740234183,0
bem,1,omp_parallel_simd,3,0.0192203521729,0.052028182991,0.12307233740234183,0
bem,1,omp_parallel_simd,4,0.0186796188354,0.0535342829428,0.12307233740234183,0
bem,1,omp_parallel_simd,5,0.0188102722168,0.0531624416954,0.12307233740234183,0
bem,1,omp_parallel_simd,6,0.0186901092529,0.053504235126,0.12307233740234183,0
bem,1,omp_parallel_simd,7,0.0186405181885,0.0536465773048,0.12307233740234183,0
bem,1,omp_parallel_simd,8,0.0185499191284,0.053908590818,0.12307233740234183,0
bem,1,omp_parallel_simd,9,0.0187997817993,0.0531921067316,0.12307233740234183,0
bem,1,omp_parallel_simd,10,0.0188207626343,0.0531328097289,0.12307233740234183,0
bem,1,omp_parallel_simd,11,0.0187005996704,0.053474221021,0.12307233740234183,0
bem,1,omp_parallel_simd,12,0.0185604095459,0.0538781214675,0.12307233740234183,0
bem,1,omp_parallel_simd,13,0.0189599990845,0.0527426185806,0.12307233740234183,0
bem,1,omp_parallel_simd,14,0.0189905166626,0.0526578616984,0.12307233740234183,0
bem,1,omp_parallel_simd,15,0.0186500549316,0.0536191450194,0.12307233740234183,0
bem,1,omp_parallel_simd,16,0.0185899734497,0.0537924383112,0.12307233740234183,0
bem,1,omp_parallel_simd,17,0.0181894302368,0.0549769831699,0.12307233740234183,0
bem,1,omp_parallel_simd,18,0.0189599990845,0.0527426185806,0.12307233740234183,0
bem,1,omp_parallel_simd,19,0.0289001464844,0.0346019007392,0.12307233740234183,0
bem,1,omp_parallel_simd,20,0.0214099884033,0.0467071714922,0.12307233740234183,0
bem,1,omp_parallel_simd,21,0.0191698074341,0.0521653649072,0.12307233740234183,0
bem,1,omp_parallel_simd,22,0.0190801620483,0.0524104563403,0.12307233740234183,0
bem,1,omp_parallel_simd,23,0.0187501907349,0.0533327908041,0.12307233740234183,0
bem,1,omp_parallel_simd,24,0.0191602706909,0.052191329451,0.12307233740234183,0
bem,1,omp_parallel_simd,25,0.01891040802,0.0528809319683,0.12307233740234183,0
bem,1,omp_parallel_simd,26,0.0190105438232,0.05260238788,0.12307233740234183,0
bem,1,omp_parallel_simd,27,0.0187397003174,0.0533626463104,0.12307233740234183,0
bem,1,omp_parallel_simd,28,0.0188798904419,0.0529664090519,0.12307233740234183,0
bem,1,omp_parallel_simd,29,0.0194101333618,0.0515194811576,0.12307233740234183,0
bem,8,omp_parallel_simd,0,0.0190706253052,0.419493323999,8.033630044887845,0
bem,8,omp_parallel_simd,1,0.0184898376465,0.43267010522,8.033630044887845,0
bem,8,omp_parallel_simd,2,0.0185298919678,0.431734843026,8.033630044887845,0
bem,8,omp_parallel_simd,3,0.0187301635742,0.427118533605,8.033630044887845,0
bem,8,omp_parallel_simd,4,0.0184602737427,0.433363021129,8.033630044887845,0
bem,8,omp_parallel_simd,5,0.0187501907349,0.426662326433,8.033630044887845,0
bem,8,omp_parallel_simd,6,0.0184001922607,0.43477806572,8.033630044887845,0
bem,8,omp_parallel_simd,7,0.0185499191284,0.431268726544,8.033630044887845,0
bem,8,omp_parallel_simd,8,0.018479347229,0.432915724828,8.033630044887845,0
bem,8,omp_parallel_simd,9,0.0184297561646,0.434080620957,8.033630044887845,0
bem,8,omp_parallel_simd,10,0.0182399749756,0.438597092962,8.033630044887845,0
bem,8,omp_parallel_simd,11,0.0184001922607,0.43477806572,8.033630044887845,0
bem,8,omp_parallel_simd,12,0.0184497833252,0.433609428306,8.033630044887845,0
bem,8,omp_parallel_simd,13,0.0187397003174,0.426901170483,8.033630044887845,0
bem,8,omp_parallel_simd,14,0.0187301635742,0.427118533605,8.033630044887845,0
bem,8,omp_parallel_simd,15,0.0186100006104,0.429876396433,8.033630044887845,0
bem,8,omp_parallel_simd,16,0.018500328064,0.432424764163,8.033630044887845,0
bem,8,omp_parallel_simd,17,0.0186500549316,0.428953160155,8.033630044887845,0
bem,8,omp_parallel_simd,18,0.0188503265381,0.424395831225,8.033630044887845,0
bem,8,omp_parallel_simd,19,0.0184993743896,0.432447056398,8.033630044887845,0
bem,8,omp_parallel_simd,20,0.0185604095459,0.43102497174,8.033630044887845,0
bem,8,omp_parallel_simd,21,0.0188598632812,0.424181229773,8.033630044887845,0
bem,8,omp_parallel_simd,22,0.0184097290039,0.43455283879,8.033630044887845,0
bem,8,omp_parallel_simd,23,0.0186500549316,0.428953160155,8.033630044887845,0
bem,8,omp_parallel_simd,24,0.0184698104858,0.4331392575,8.033630044887845,0
bem,8,omp_parallel_simd,25,0.0185804367065,0.430560385978,8.033630044887845,0
bem,8,omp_parallel_simd,26,0.018310546875,0.436906666667,8.033630044887845,0
bem,8,omp_parallel_simd,27,0.0187997817993,0.425536853853,8.033630044887845,0
bem,8,omp_parallel_simd,28,0.0186700820923,0.428493027532,8.033630044887845,0
bem,8,omp_parallel_simd,29,0.0189199447632,0.422834215434,8.033630044887845,0
bem,32,omp_parallel_simd,0,0.0190095901489,1.68336085888,39.746720201545187,0
bem,32,omp_parallel_simd,1,0.0192804336548,1.65971370629,39.746720201545187,0
bem,32,omp_parallel_simd,2,0.0193195343018,1.65635462533,39.746720201545187,0
bem,32,omp_parallel_simd,3,0.0194597244263,1.64442205342,39.746720201545187,0
bem,32,omp_parallel_simd,4,0.0194597244263,1.64442205342,39.746720201545187,0
bem,32,omp_parallel_simd,5,0.0192604064941,1.66143949297,39.746720201545187,0
bem,32,omp_parallel_simd,6,0.0193605422974,1.65284626373,39.746720201545187,0
bem,32,omp_parallel_simd,7,0.0193300247192,1.65545572056,39.746720201545187,0
bem,32,omp_parallel_simd,8,0.0192203521729,1.66490185571,39.746720201545187,0
bem,32,omp_parallel_simd,9,0.0193405151367,1.65455779093,39.746720201545187,0
bem,32,omp_parallel_simd,10,0.0191497802734,1.6710374502,39.746720201545187,0
bem,32,omp_parallel_simd,11,0.0192899703979,1.6588931626,39.746720201545187,0
bem,32,omp_parallel_simd,12,0.0193300247192,1.65545572056,39.746720201545187,0
bem,32,omp_parallel_simd,13,0.0194406509399,1.6460354182,39.746720201545187,0
bem,32,omp_parallel_simd,14,0.0192098617554,1.66581105099,39.746720201545187,0
bem,32,omp_parallel_simd,15,0.0191802978516,1.6683786794,39.746720201545187,0
bem,32,omp_parallel_simd,16,0.0198097229004,1.61536838051,39.746720201545187,0
bem,32,omp_parallel_simd,17,0.0193204879761,1.65627286638,39.746720201545187,0
bem,32,omp_parallel_simd,18,0.0192594528198,1.66152176281,39.746720201545187,0
bem,32,omp_parallel_simd,19,0.0194301605225,1.64692411898,39.746720201545187,0
bem,32,omp_parallel_simd,20,0.0193490982056,1.65382384543,39.746720201545187,0
bem,32,omp_parallel_simd,21,0.0189199447632,1.69133686174,39.746720201545187,0
bem,32,omp_parallel_simd,22,0.0192098617554,1.66581105099,39.746720201545187,0
bem,32,omp_parallel_simd,23,0.0190401077271,1.68066275983,39.746720201545187,0
bem,32,omp_parallel_simd,24,0.0198707580566,1.61040660395,39.746720201545187,0
bem,32,omp_parallel_simd,25,0.0194702148438,1.64353605016,39.746720201545187,0
bem,32,omp_parallel_simd,26,0.0191698074341,1.66929167703,39.746720201545187,0
bem,32,omp_parallel_simd,27,0.0190896987915,1.67629674776,39.746720201545187,0
bem,32,omp_parallel_simd,28,0.019570350647,1.63512655329,39.746720201545187,0
bem,32,omp_parallel_simd,29,0.0190496444702,1.67982137672,39.746720201545187,0
bem,128,omp_parallel_simd,0,0.0206098556519,6.21062088751,303.74111367175885,0
bem,128,omp_parallel_simd,1,0.0206203460693,6.20746128943,303.74111367175885,0
bem,128,omp_parallel_simd,2,0.020770072937,6.16271307223,303.74111367175885,0
bem,128,omp_parallel_simd,3,0.0205698013306,6.2227144513,303.74111367175885,0
bem,128,omp_parallel_simd,4,0.0203094482422,6.30248534936,303.74111367175885,0
bem,128,omp_parallel_simd,5,0.0207099914551,6.1805916375,303.74111367175885,0
bem,128,omp_parallel_simd,6,0.0207595825195,6.16582726939,303.74111367175885,0
bem,128,omp_parallel_simd,7,0.0207405090332,6.17149751701,303.74111367175885,0
bem,128,omp_parallel_simd,8,0.020580291748,6.21954253939,303.74111367175885,0
bem,128,omp_parallel_simd,9,0.0206499099731,6.19857423914,303.74111367175885,0
bem,128,omp_parallel_simd,10,0.020770072937,6.16271307223,303.74111367175885,0
bem,128,omp_parallel_simd,11,0.020580291748,6.21954253939,303.74111367175885,0
bem,128,omp_parallel_simd,12,0.0204200744629,6.26834149075,303.74111367175885,0
bem,128,omp_parallel_simd,13,0.0210094451904,6.09249786655,303.74111367175885,0
bem,128,omp_parallel_simd,14,0.0206699371338,6.192568423,303.74111367175885,0
bem,128,omp_parallel_simd,15,0.0207595825195,6.16582726939,303.74111367175885,0
bem,128,omp_parallel_simd,16,0.0205307006836,6.234565589,303.74111367175885,0
bem,128,omp_parallel_simd,17,0.0206604003906,6.19542688331,303.74111367175885,0
bem,128,omp_parallel_simd,18,0.0210905075073,6.06908107619,303.74111367175885,0
bem,128,omp_parallel_simd,19,0.020619392395,6.20774839277,303.74111367175885,0
bem,128,omp_parallel_simd,20,0.0207996368408,6.15395359927,303.74111367175885,0
bem,128,omp_parallel_simd,21,0.0209102630615,6.12139596826,303.74111367175885,0
bem,128,omp_parallel_simd,22,0.0207500457764,6.16866109017,303.74111367175885,0
bem,128,omp_parallel_simd,23,0.0208501815796,6.13903526506,303.74111367175885,0
bem,128,omp_parallel_simd,24,0.0206003189087,6.21349604185,303.74111367175885,0
bem,128,omp_parallel_simd,25,0.020899772644,6.12446853753,303.74111367175885,0
bem,128,omp_parallel_simd,26,0.0207901000977,6.15677651376,303.74111367175885,0
bem,128,omp_parallel_simd,27,0.0208606719971,6.1359480662,303.74111367175885,0
bem,128,omp_parallel_simd,28,0.021089553833,6.06935552139,303.74111367175885,0
bem,128,omp_parallel_simd,29,0.0206604003906,6.19542688331,303.74111367175885,0
bem,512,omp_parallel_simd,0,0.0257301330566,19.8988477391,1436.1135911046765,0
bem,512,omp_parallel_simd,1,0.0261192321777,19.6024139039,1436.1135911046765,0
bem,512,omp_parallel_simd,2,0.0257892608643,19.8532250573,1436.1135911046765,0
bem,512,omp_parallel_simd,3,0.0257806777954,19.8598347205,1436.1135911046765,0
bem,512,omp_parallel_simd,4,0.0257501602173,19.8833714307,1436.1135911046765,0
bem,512,omp_parallel_simd,5,0.0259799957275,19.7074705235,1436.1135911046765,0
bem,512,omp_parallel_simd,6,0.025710105896,19.9143481583,1436.1135911046765,0
bem,512,omp_parallel_simd,7,0.0259199142456,19.7531517716,1436.1135911046765,0
bem,512,omp_parallel_simd,8,0.0258798599243,19.783723772,1436.1135911046765,0
bem,512,omp_parallel_simd,9,0.0257501602173,19.8833714307,1436.1135911046765,0
bem,512,omp_parallel_simd,10,0.0259599685669,19.7226741119,1436.1135911046765,0
bem,512,omp_parallel_simd,11,0.0262298583984,19.5197393834,1436.1135911046765,0
bem,512,omp_parallel_simd,12,0.0258302688599,19.8217061842,1436.1135911046765,0
bem,512,omp_parallel_simd,13,0.0260601043701,19.6468898485,1436.1135911046765,0
bem,512,omp_parallel_simd,14,0.0262699127197,19.4899772018,1436.1135911046765,0
bem,512,omp_parallel_simd,15,0.0256605148315,19.952834281,1436.1135911046765,0
bem,512,omp_parallel_simd,16,0.0259599685669,19.7226741119,1436.1135911046765,0
bem,512,omp_parallel_simd,17,0.0261096954346,19.6095738184,1436.1135911046765,0
bem,512,omp_parallel_simd,18,0.0261507034302,19.5788232377,1436.1135911046765,0
bem,512,omp_parallel_simd,19,0.0260601043701,19.6468898485,1436.1135911046765,0
bem,512,omp_parallel_simd,20,0.0261001586914,19.6167389652,1436.1135911046765,0
bem,512,omp_parallel_simd,21,0.0260696411133,19.6397026632,1436.1135911046765,0
bem,512,omp_parallel_simd,22,0.0257501602173,19.8833714307,1436.1135911046765,0
bem,512,omp_parallel_simd,23,0.0262498855591,19.5048469391,1436.1135911046765,0
bem,512,omp_parallel_simd,24,0.026180267334,19.5567139735,1436.1135911046765,0
bem,512,omp_parallel_simd,25,0.0262508392334,19.5041383419,1436.1135911046765,0
bem,512,omp_parallel_simd,26,0.0803499221802,6.37212813787,1436.1135911046765,0
bem,512,omp_parallel_simd,27,0.0291595458984,17.5585724751,1436.1135911046765,0
bem,512,omp_parallel_simd,28,0.0264701843262,19.3425173656,1436.1135911046765,0
bem,512,omp_parallel_simd,29,0.0261297225952,19.5945440345,1436.1135911046765,0
bem,2048,omp_parallel_simd,0,0.0462493896484,44.2816654569,5635.5293330603863,0
bem,2048,omp_parallel_simd,1,0.0470695495605,43.5100828268,5635.5293330603863,0
bem,2048,omp_parallel_simd,2,0.0468807220459,43.6853339843,5635.5293330603863,0
bem,2048,omp_parallel_simd,3,0.046950340271,43.6205571286,5635.5293330603863,0
bem,2048,omp_parallel_simd,4,0.0876903533936,23.3549064492,5635.5293330603863,0
bem,2048,omp_parallel_simd,5,0.0507297515869,40.3707870812,5635.5293330603863,0
bem,2048,omp_parallel_simd,6,0.0470790863037,43.5012690516,5635.5293330603863,0
bem,2048,omp_parallel_simd,7,0.0467300415039,43.826196898,5635.5293330603863,0
bem,2048,omp_parallel_simd,8,0.0466604232788,43.8915864042,5635.5293330603863,0
bem,2048,omp_parallel_simd,9,0.0468902587891,43.6764490726,5635.5293330603863,0
bem,2048,omp_parallel_simd,10,0.0467205047607,43.8351428455,5635.5293330603863,0
bem,2048,omp_parallel_simd,11,0.0467395782471,43.8172546011,5635.5293330603863,0
bem,2048,omp_parallel_simd,12,0.0467395782471,43.8172546011,5635.5293330603863,0
bem,2048,omp_parallel_simd,13,0.0466003417969,43.9481755075,5635.5293330603863,0
bem,2048,omp_parallel_simd,14,0.0472898483276,43.3073920181,5635.5293330603863,0
bem,2048,omp_parallel_simd,15,0.0468797683716,43.6862226743,5635.5293330603863,0
bem,2048,omp_parallel_simd,16,0.0468702316284,43.6951115633,5635.5293330603863,0
bem,2048,omp_parallel_simd,17,0.0469999313354,43.5745317452,5635.5293330603863,0
bem,2048,omp_parallel_simd,18,0.047080039978,43.5003878704,5635.5293330603863,0
bem,2048,omp_parallel_simd,19,0.047080039978,43.5003878704,5635.5293330603863,0
bem,2048,omp_parallel_simd,20,0.0468702316284,43.6951115633,5635.5293330603863,0
bem,2048,omp_parallel_simd,21,0.0531797409058,38.5109059412,5635.5293330603863,0
bem,2048,omp_parallel_simd,22,0.0524101257324,39.0764183711,5635.5293330603863,0
bem,2048,omp_parallel_simd,23,0.0575103759766,35.6109652428,5635.5293330603863,0
bem,2048,omp_parallel_simd,24,0.0483493804932,42.3583503886,5635.5293330603863,0
bem,2048,omp_parallel_simd,25,0.0476198196411,43.0073027457,5635.5293330603863,0
bem,2048,omp_parallel_simd,26,0.0471506118774,43.4352793835,5635.5293330603863,0
bem,2048,omp_parallel_simd,27,0.0471792221069,43.4089395403,5635.5293330603863,0
bem,2048,omp_parallel_simd,28,0.0469799041748,43.5931072226,5635.5293330603863,0
bem,2048,omp_parallel_simd,29,0.0472898483276,43.3073920181,5635.5293330603863,0
bem,8192,omp_parallel_simd,0,0.131010055542,62.5295513853,23613.149247674632,0
bem,8192,omp_parallel_simd,1,0.134929656982,60.713116621,23613.149247674632,0
bem,8192,omp_parallel_simd,2,0.142169952393,57.621177064,23613.149247674632,0
bem,8192,omp_parallel_simd,3,0.138390541077,59.1947971029,23613.149247674632,0
bem,8192,omp_parallel_simd,4,0.152750015259,53.630109209,23613.149247674632,0
bem,8192,omp_parallel_simd,5,0.167409896851,48.9337856012,23613.149247674632,0
bem,8192,omp_parallel_simd,6,0.139329910278,58.7957028296,23613.149247674632,0
bem,8192,omp_parallel_simd,7,0.137710571289,59.487081662,23613.149247674632,0
bem,8192,omp_parallel_simd,8,0.140080451965,58.4806793886,23613.149247674632,0
bem,8192,omp_parallel_simd,9,0.139399528503,58.7663393696,23613.149247674632,0
bem,8192,omp_parallel_simd,10,0.140069961548,58.4850592481,23613.149247674632,0
bem,8192,omp_parallel_simd,11,0.167449951172,48.922080554,23613.149247674632,0
bem,8192,omp_parallel_simd,12,0.29421043396,27.8440158962,23613.149247674632,0
bem,8192,omp_parallel_simd,13,0.141550064087,57.8735167154,23613.149247674632,0
bem,8192,omp_parallel_simd,14,0.141989707947,57.6943224862,23613.149247674632,0
bem,8192,omp_parallel_simd,15,0.141459465027,57.9105823597,23613.149247674632,0
bem,8192,omp_parallel_simd,16,0.150489807129,54.4355804309,23613.149247674632,0
bem,8192,omp_parallel_simd,17,0.14262008667,57.4393144141,23613.149247674632,0
bem,8192,omp_parallel_simd,18,0.145530700684,56.2905281258,23613.149247674632,0
bem,8192,omp_parallel_simd,19,0.142129898071,57.6374155696,23613.149247674632,0
bem,8192,omp_parallel_simd,20,0.142351150513,57.5478313347,23613.149247674632,0
bem,8192,omp_parallel_simd,21,0.15550994873,52.678301722,23613.149247674632,0
bem,8192,omp_parallel_simd,22,0.154009819031,53.1914137135,23613.149247674632,0
bem,8192,omp_parallel_simd,23,0.150189399719,54.5444619615,23613.149247674632,0
bem,8192,omp_parallel_simd,24,0.145910263062,56.1440972562,23613.149247674632,0
bem,8192,omp_parallel_simd,25,0.155090332031,52.8208295946,23613.149247674632,0
bem,8192,omp_parallel_simd,26,0.144419670105,56.7235750784,23613.149247674632,0
bem,8192,omp_parallel_simd,27,0.144089698792,56.8534743893,23613.149247674632,0
bem,8192,omp_parallel_simd,28,0.14478969574,56.5786118836,23613.149247674632,0
bem,8192,omp_parallel_simd,29,0.153589248657,53.3370666998,23613.149247674632,0
bem,32768,omp_parallel_simd,0,0.552709579468,59.2861083239,95193.221636595292,0
bem,32768,omp_parallel_simd,1,0.590320587158,55.50882133,95193.221636595292,0
bem,32768,omp_parallel_simd,2,0.574639320374,57.0235952157,95193.221636595292,0
bem,32768,omp_parallel_simd,3,0.586721420288,55.8493330343,95193.221636595292,0
bem,32768,omp_parallel_simd,4,0.606639862061,54.0155734058,95193.221636595292,0
bem,32768,omp_parallel_simd,5,0.58586025238,55.9314271055,95193.221636595292,0
bem,32768,omp_parallel_simd,6,0.582951545715,56.2105036702,95193.221636595292,0
bem,32768,omp_parallel_simd,7,0.579730033875,56.5228607892,95193.221636595292,0
bem,32768,omp_parallel_simd,8,0.576419830322,56.8474543662,95193.221636595292,0
bem,32768,omp_parallel_simd,9,0.615720748901,53.2189309171,95193.221636595292,0
bem,32768,omp_parallel_simd,10,0.735500335693,44.5519851043,95193.221636595292,0
bem,32768,omp_parallel_simd,11,0.693779945374,47.2311144456,95193.221636595292,0
bem,32768,omp_parallel_simd,12,0.565511703491,57.9439820568,95193.221636595292,0
bem,32768,omp_parallel_simd,13,0.570139884949,57.4736145726,95193.221636595292,0
bem,32768,omp_parallel_simd,14,0.557970046997,58.7271667652,95193.221636595292,0
bem,32768,omp_parallel_simd,15,0.577020645142,56.7882627353,95193.221636595292,0
bem,32768,omp_parallel_simd,16,0.583790779114,56.1296977827,95193.221636595292,0
bem,32768,omp_parallel_simd,17,0.57264995575,57.2216930622,95193.221636595292,0
bem,32768,omp_parallel_simd,18,0.575029373169,56.9849150825,95193.221636595292,0
bem,32768,omp_parallel_simd,19,0.56464099884,58.0333345742,95193.221636595292,0
bem,32768,omp_parallel_simd,20,0.549660682678,59.6149607069,95193.221636595292,0
bem,32768,omp_parallel_simd,21,0.569479942322,57.5402179511,95193.221636595292,0
bem,32768,omp_parallel_simd,22,0.564281463623,58.0703108509,95193.221636595292,0
bem,32768,omp_parallel_simd,23,0.565770149231,57.9175130476,95193.221636595292,0
bem,32768,omp_parallel_simd,24,0.556699752808,58.8611721754,95193.221636595292,0
bem,32768,omp_parallel_simd,25,0.553971290588,59.1510797702,95193.221636595292,0
bem,32768,omp_parallel_simd,26,0.642560005188,50.9960155245,95193.221636595292,0
bem,32768,omp_parallel_simd,27,0.5669298172,57.7990414437,95193.221636595292,0
bem,32768,omp_parallel_simd,28,0.550639152527,59.5090266459,95193.221636595292,0
bem,32768,omp_parallel_simd,29,0.561321258545,58.3765526446,95193.221636595292,0
bem,131072,omp_parallel_simd,0,2.21684074402,59.1255823647,384749.15279506525,0
bem,131072,omp_parallel_simd,1,2.26034069061,57.987718641,384749.15279506525,0
bem,131072,omp_parallel_simd,2,2.24252033234,58.4485224548,384749.15279506525,0
bem,131072,omp_parallel_simd,3,2.22705078125,58.8545178689,384749.15279506525,0
bem,131072,omp_parallel_simd,4,2.37659168243,55.1512491476,384749.15279506525,0
bem,131072,omp_parallel_simd,5,2.19619083405,59.681516728,384749.15279506525,0
bem,131072,omp_parallel_simd,6,2.19942092896,59.5938677651,384749.15279506525,0
bem,131072,omp_parallel_simd,7,2.20751094818,59.3754699645,384749.15279506525,0
bem,131072,omp_parallel_simd,8,2.20555114746,59.4282296064,384749.15279506525,0
bem,131072,omp_parallel_simd,9,2.23192119598,58.7260877471,384749.15279506525,0
bem,131072,omp_parallel_simd,10,2.36294174194,55.4698398498,384749.15279506525,0
bem,131072,omp_parallel_simd,11,2.19928073883,59.5976664942,384749.15279506525,0
bem,131072,omp_parallel_simd,12,2.20124053955,59.5446057098,384749.15279506525,0
bem,131072,omp_parallel_simd,13,2.20842170715,59.3509833631,384749.15279506525,0
bem,131072,omp_parallel_simd,14,2.20220088959,59.5186391122,384749.15279506525,0
bem,131072,omp_parallel_simd,15,2.22436237335,58.925650591,384749.15279506525,0
bem,131072,omp_parallel_simd,16,2.2113609314,59.2720971683,384749.15279506525,0
bem,131072,omp_parallel_simd,17,2.36860179901,55.3372880383,384749.15279506525,0
bem,131072,omp_parallel_simd,18,2.2104511261,59.2964931242,384749.15279506525,0
bem,131072,omp_parallel_simd,19,2.21470069885,59.1827148779,384749.15279506525,0
bem,131072,omp_parallel_simd,20,2.21002101898,59.3080332152,384749.15279506525,0
bem,131072,omp_parallel_simd,21,2.21459102631,59.1856457662,384749.15279506525,0
bem,131072,omp_parallel_simd,22,2.21040153503,59.2978234599,384749.15279506525,0
bem,131072,omp_parallel_simd,23,2.20803070068,59.3614934609,384749.15279506525,0
bem,131072,omp_parallel_simd,24,2.36766052246,55.3592876836,384749.15279506525,0
bem,131072,omp_parallel_simd,25,2.2243013382,58.9272675196,384749.15279506525,0
bem,131072,omp_parallel_simd,26,2.19080066681,59.8283549872,384749.15279506525,0
bem,131072,omp_parallel_simd,27,2.19084072113,59.8272611677,384749.15279506525,0
bem,131072,omp_parallel_simd,28,2.21170139313,59.2629730249,384749.15279506525,0
bem,131072,omp_parallel_simd,29,2.20486164093,59.4468140616,384749.15279506525,0
bem,524288,omp_parallel_simd,0,8.78252506256,59.6967268827,1541597.1972558007,0
bem,524288,omp_parallel_simd,1,8.97899436951,58.3905032595,1541597.1972558007,0
bem,524288,omp_parallel_simd,2,8.91972351074,58.7785035454,1541597.1972558007,0
bem,524288,omp_parallel_simd,3,8.83999347687,59.3086410496,1541597.1972558007,0
bem,524288,omp_parallel_simd,4,8.96268463135,58.4967586795,1541597.1972558007,0
bem,524288,omp_parallel_simd,5,8.84840393066,59.2522678789,1541597.1972558007,0
bem,524288,omp_parallel_simd,6,8.89646339417,58.9321820111,1541597.1972558007,0
bem,524288,omp_parallel_simd,7,8.96963405609,58.4514370064,1541597.1972558007,0
