domain,n,method,kernel_median_ms,e2e_median_ms,kernel_mroots_s,e2e_mroots_s,root_p99,root_max,wrong_root,iterations_median,iterations_p99,checksum
cstr,131072,safeguarded_halley,2.4275200367,2.88108801842,53.9941990256,45.4939242266,4.58212027349e-14,3.08642000846e-13,0,3,3,371398.235481
cstr,131072,brent_dekker,2.89705610275,3.35062408447,45.2431693937,39.1186825784,4.62033840007e-14,3.50941498084e-13,0,23,36,371398.235481
cstr,131072,bracketed_secant,2.40777611732,2.86604809761,54.4369549382,45.7326588864,4.62303806348e-14,3.67594843453e-13,0,3,6,371398.235481
cstr,131072,safeguarded_newton,2.39139199257,2.84572792053,54.8099184104,46.0592170651,4.59632332195e-14,3.133604487e-13,0,3,4,371398.235481
cstr,524288,safeguarded_halley,7.87964820862,9.70822429657,66.5369806011,54.0045207016,4.58212027349e-14,3.08642000846e-13,0,3,3,371398.235481
cstr,524288,brent_dekker,9.42089557648,11.2454395294,55.6516093129,46.622277291,4.62033840007e-14,3.50941498084e-13,0,23,36,371398.235481
cstr,524288,bracketed_secant,7.82223987579,9.65647983551,67.0253032795,54.2939051218,4.62303806348e-14,3.67594843453e-13,0,3,6,371398.235481
cstr,524288,safeguarded_newton,7.76473617554,9.59062385559,67.5216759652,54.6667253241,4.59632332195e-14,3.133604487e-13,0,3,4,371398.235481
cstr,2097152,safeguarded_halley,30.2295684814,37.3272628784,69.374195708,56.1828496997,4.58212027349e-14,3.08642000846e-13,0,3,3,371398.235481
cstr,2097152,brent_dekker,36.0204162598,43.1224975586,58.2212039105,48.6324336189,4.62033840007e-14,3.50941498084e-13,0,23,36,371398.235481
cstr,2097152,bracketed_secant,29.9990711212,37.0858230591,69.9072311781,56.5486168841,4.62303806348e-14,3.67594843453e-13,0,3,6,371398.235481
cstr,2097152,safeguarded_newton,29.7844486237,36.8475189209,70.4109727361,56.9143340289,4.59632332195e-14,3.133604487e-13,0,3,4,371398.235481
cstr,8388608,safeguarded_halley,118.901535034,146.970748901,70.5508805886,57.0767180729,4.58212027349e-14,3.08642000846e-13,0,3,3,371398.235481
cstr,8388608,brent_dekker,142.315429688,170.449920654,58.9437703165,49.2145022292,4.62033840007e-14,3.50941498084e-13,0,23,36,371398.235481
cstr,8388608,bracketed_secant,118.011360168,146.379623413,71.0830549536,57.3072112389,4.62303806348e-14,3.67594843453e-13,0,3,6,371398.235481
cstr,8388608,safeguarded_newton,117.171264648,145.539871216,71.5927068396,57.6378687842,4.59632332195e-14,3.133604487e-13,0,3,4,371398.235481
cstr,16777216,safeguarded_halley,237.74105835,294.546600342,70.5692828848,56.9594623755,4.58212027349e-14,3.08642000846e-13,0,3,3,371398.235481
cstr,16777216,brent_dekker,284.230987549,340.97845459,59.0266956629,49.2031557248,4.62033840007e-14,3.50941498084e-13,0,23,36,371398.235481
cstr,16777216,bracketed_secant,235.960128784,292.54864502,71.1019106764,57.3484659239,4.62303806348e-14,3.67594843453e-13,0,3,6,371398.235481
cstr,16777216,safeguarded_newton,234.243270874,290.89276123,71.623043588,57.6749174817,4.59632332195e-14,3.133604487e-13,0,3,4,371398.235481
peng_robinson,1,analytic_cubic,0.00819481536746,0.0123836807907,0.122028374669,0.08075143545,2.77555756156e-17,2.77555756156e-17,0,1,1,0.0671926921223
peng_robinson,1,brent_dekker,0.035136833787,0.0372060798109,0.0284601625196,0.0268773277132,1.66533453694e-16,1.66533453694e-16,0,23,23,0.0671926921223
peng_robinson,1,bracketed_secant,0.0186164807528,0.0252688005567,0.053715845292,0.0395744941576,2.51743070834e-14,2.51743070834e-14,0,13,13,0.0671926921223
peng_robinson,1,safeguarded_newton,0.0122920321301,0.0145705603063,0.0813535133507,0.0686315405158,1.66533453694e-16,1.66533453694e-16,0,6,6,0.0671926921223
peng_robinson,1,safeguarded_halley,0.0122948484495,0.0144406398758,0.0813348781081,0.0692490089497,1.38777878078e-16,1.38777878078e-16,0,4,4,0.0671926921223
peng_robinson,8,brent_dekker,0.0701525732875,0.0754713565111,0.114037156801,0.106000479782,1.66533453694e-16,3.99680288865e-15,0,29,37,8.16452053855
peng_robinson,8,bracketed_secant,0.0511332154274,0.0536390393972,0.156454076536,0.149145101961,1.87627691162e-14,2.51743070834e-14,0,18,38,8.16452053855
peng_robinson,8,safeguarded_newton,0.0166764799505,0.0249401591718,0.479717543734,0.320767800433,2.22044604925e-16,3.5527136788e-15,0,7,9,8.16452053855
peng_robinson,8,safeguarded_halley,0.0144934393466,0.0224412791431,0.551973883404,0.35648591816,1.38777878078e-16,1.11022302463e-15,0,5,6,8.16452053855
peng_robinson,8,analytic_cubic,0.0102447038516,0.0124793602154,0.780891289378,0.641058504758,1.11022302463e-16,1.11022302463e-16,0,1,1,8.16452053855
peng_robinson,32,safeguarded_halley,0.016553632915,0.0233459211886,1.93311040327,1.37068911274,2.84772205816e-14,3.08642000846e-14,0,5,7,72.8397113328
peng_robinson,32,analytic_cubic,0.0102436803281,0.0204399991781,3.12387725651,1.5655577929,1.38777878078e-16,2.22044604925e-16,0,1,1,72.8397113328
peng_robinson,32,brent_dekker,0.0764873549342,0.0857724770904,0.418369808023,0.373080049516,3.03645997235e-14,6.26304563767e-14,0,29,41,72.8397113328
peng_robinson,32,bracketed_secant,0.0578713603318,0.0696310400963,0.552950540933,0.459565158811,3.67483821151e-14,4.39648317752e-14,0,23,46,72.8397113328
peng_robinson,32,safeguarded_newton,0.0185660794377,0.023804159835,1.72357336439,1.34430285386,3.5527136788e-15,4.55191440096e-15,0,8,11,72.8397113328
peng_robinson,128,brent_dekker,0.0909284800291,0.0995491221547,1.40769976534,1.2857973755,1.05471187339e-13,1.30614408178e-11,0,29,43,269.498452843
peng_robinson,128,bracketed_secant,0.0639924779534,0.0745529606938,2.00023509159,1.71690029221,1.09162678896e-13,1.30403465803e-11,0,19,50,269.498452843
peng_robinson,128,safeguarded_newton,0.0186185911298,0.027238400653,6.87484885982,4.69924800764,8.16013923099e-14,1.30613297955e-11,0,8,11,269.498452843
peng_robinson,128,safeguarded_halley,0.0186179839075,0.0274940803647,6.87507308182,4.65554760523,8.14903700075e-14,1.30612187732e-11,0,5,7,269.498452843
peng_robinson,128,analytic_cubic,0.0102508161217,0.0209916811436,12.4868106578,6.09765359545,2.22044604925e-16,2.22044604925e-16,0,1,1,269.498452843
peng_robinson,512,safeguarded_halley,0.028957311064,0.0405718423426,17.6811997104,12.6195896079,2.84772205816e-14,1.30612187732e-11,0,5,7,1295.49231581
peng_robinson,512,analytic_cubic,0.0165474563837,0.0274809598923,30.9413113489,18.6310813744,2.22044604925e-16,2.77555756156e-16,0,1,1,1295.49231581
peng_robinson,512,brent_dekker,0.159103393555,0.172757431865,3.21803318308,2.96369304911,6.26304563767e-14,1.30614408178e-11,0,30,45,1295.49231581
peng_robinson,512,bracketed_secant,0.11273689568,0.124250240624,4.54154779507,4.12071636585,7.06101843662e-14,1.30403465803e-11,0,25,50,1295.49231581
peng_robinson,512,safeguarded_newton,0.031955871731,0.0473052784801,16.0220946031,10.8233164765,2.15660822533e-14,1.30613297955e-11,0,8,11,1295.49231581
peng_robinson,2048,brent_dekker,0.160354554653,0.173728004098,12.7716983433,11.7885427317,3.35564909193e-14,1.30614408178e-11,0,30,46,5267.51261418
peng_robinson,2048,bracketed_secant,0.111945927143,0.125113591552,18.2945467715,16.3691248457,7.9936057773e-14,1.30403465803e-11,0,25,50,5267.51261418
peng_robinson,2048,safeguarded_newton,0.0327964797616,0.0494528003037,62.4457263367,41.4132260948,2.64233079861e-14,1.30613297955e-11,0,8,11,5267.51261418
peng_robinson,2048,safeguarded_halley,0.0307423993945,0.0486752018332,66.6180922874,42.0748126945,3.34177130412e-14,1.30612187732e-11,0,5,7,5267.51261418
peng_robinson,2048,analytic_cubic,0.0164115205407,0.0362464003265,124.790387028,56.5021624645,2.22044604925e-16,2.77555756156e-16,0,1,1,5267.51261418
peng_robinson,8192,safeguarded_halley,0.0307344011962,0.0696479976177,266.541714859,117.620036185,3.04201108747e-14,1.30160326961e-10,0,5,7,21388.2018572
peng_robinson,8192,analytic_cubic,0.0164160002023,0.0565472021699,499.025334981,144.870120636,2.22044604925e-16,2.77555756156e-16,0,1,1,21388.2018572
peng_robinson,8192,brent_dekker,0.160508155823,0.199113592505,51.0379049464,41.1423444122,4.38538094727e-14,1.30160326961e-10,0,30,45,21388.2018572
peng_robinson,8192,bracketed_secant,0.114351682365,0.152799993753,71.6386486895,53.6125676367,7.78543896018e-14,1.30166877277e-10,0,25,49,21388.2018572
peng_robinson,8192,safeguarded_newton,0.0330816023052,0.0732320025563,247.630085279,111.863662252,3.45279360658e-14,1.30155553002e-10,0,8,11,21388.2018572
peng_robinson,32768,brent_dekker,0.159935995936,0.282400012016,204.881957987,116.033989397,4.38538094727e-14,5.9539539965e-10,0,30,45,86371.5593769
peng_robinson,32768,bracketed_secant,0.12502720952,0.244320005178,262.086949918,134.119185108,7.87148124459e-14,5.95400062586e-10,0,25,49,86371.5593769
peng_robinson,32768,safeguarded_newton,0.0348800010979,0.156256005168,939.449511713,209.70714031,3.50830475782e-14,5.95395510672e-10,0,8,11,86371.5593769
peng_robinson,32768,safeguarded_halley,0.0309248007834,0.154303997755,1059.60262216,212.36001968,2.68673971959e-14,5.95395510672e-10,0,5,7,86371.5593769
peng_robinson,32768,analytic_cubic,0.0171936005354,0.138400003314,1905.82536407,236.763000111,2.22044604925e-16,3.33066907388e-16,0,1,1,86371.5593769
peng_robinson,131072,safeguarded_halley,0.10755199939,0.567583978176,1218.68492211,230.929703867,2.49245069028e-14,5.95395510672e-10,0,5,7,264705.749828
peng_robinson,131072,analytic_cubic,0.0625599995255,0.520031988621,2095.14068085,252.046033452,2.22044604925e-16,3.88578058619e-16,0,1,1,264705.749828
peng_robinson,131072,brent_dekker,0.611840009689,1.06972801685,214.22593803,122.528341723,3.66373598126e-14,5.9539539965e-10,0,30,45,264705.749828
peng_robinson,131072,bracketed_secant,0.43248000741,0.892224013805,303.070657034,146.904810868,7.76601005725e-14,5.95400062586e-10,0,26,49,264705.749828
peng_robinson,131072,safeguarded_newton,0.120127998292,0.580447971821,1091.10283916,225.81179772,3.48610029732e-14,5.95395510672e-10,0,8,11,264705.749828
peng_robinson,524288,brent_dekker,1.96489596367,3.78217601776,266.827358646,138.620729849,3.66373598126e-14,5.9539539965e-10,0,30,45,264705.749828
peng_robinson,524288,bracketed_secant,1.39551997185,3.21308803558,375.693655825,163.172622161,7.76601005725e-14,5.95400062586e-10,0,26,49,264705.749828
peng_robinson,524288,safeguarded_newton,0.385215997696,2.20233607292,1361.02343396,238.059943006,3.48610029732e-14,5.95395510672e-10,0,8,11,264705.749828
peng_robinson,524288,safeguarded_halley,0.33801600337,2.14921593666,1551.07448988,243.943845314,2.49245069028e-14,5.95395510672e-10,0,5,7,264705.749828
peng_robinson,524288,analytic_cubic,0.194879993796,2.00553607941,2690.3120725,261.420378014,2.22044604925e-16,3.88578058619e-16,0,1,1,264705.749828
peng_robinson,2097152,safeguarded_halley,1.27046394348,8.40476799011,1650.69777128,249.519320755,2.49245069028e-14,5.95395510672e-10,0,5,7,264705.749828
peng_robinson,2097152,analytic_cubic,0.728896021843,7.84384012222,2877.16208781,267.362920116,2.22044604925e-16,3.88578058619e-16,0,1,1,264705.749828
peng_robinson,2097152,brent_dekker,7.40579223633,14.597536087,283.177266264,143.664792983,3.66373598126e-14,5.9539539965e-10,0,30,45,264705.749828
peng_robinson,2097152,bracketed_secant,5.25759983063,12.5214080811,398.880110233,167.485316861,7.76601005725e-14,5.95400062586e-10,0,26,49,264705.749828
peng_robinson,2097152,safeguarded_newton,1.44262397289,8.58777618408,1453.70660644,244.201986061,3.48610029732e-14,5.95395510672e-10,0,8,11,264705.749828
peng_robinson,8388608,brent_dekker,29.6626567841,57.9218559265,282.800291999,144.826298568,3.66373598126e-14,5.9539539965e-10,0,30,45,264705.749828
peng_robinson,8388608,bracketed_secant,20.9561595917,49.3789138794,400.293191284,169.882391915,7.76601005725e-14,5.95400062586e-10,0,26,49,264705.749828
peng_robinson,8388608,safeguarded_newton,5.66825580597,34.1140785217,1479.92756276,245.898712892,3.48610029732e-14,5.95395510672e-10,0,8,11,264705.749828
peng_robinson,8388608,safeguarded_halley,4.99084806442,33.3436470032,1680.79811121,251.580398485,2.49245069028e-14,5.95395510672e-10,0,5,7,264705.749828
peng_robinson,8388608,analytic_cubic,2.86425590515,31.2761592865,2928.72155205,268.210937384,2.22044604925e-16,3.88578058619e-16,0,1,1,264705.749828
peng_robinson,16777216,bracketed_secant,41.8616943359,98.6765136719,400.777280188,170.022382994,7.76601005725e-14,5.95400062586e-10,0,26,49,264705.749828
peng_robinson,16777216,safeguarded_newton,11.3342399597,68.0859832764,1480.22417556,246.412186366,3.48610029732e-14,5.95395510672e-10,0,8,11,264705.749828
peng_robinson,16777216,safeguarded_halley,9.9628162384,66.947517395,1683.98328329,250.602511532,2.49245069028e-14,5.95395510672e-10,0,5,7,264705.749828
peng_robinson,16777216,analytic_cubic,5.72035217285,62.5468788147,2932.89914555,268.23426393,2.22044604925e-16,3.88578058619e-16,0,1,1,264705.749828
peng_robinson,16777216,brent_dekker,58.9909744263,115.680381775,284.403100019,145.030780004,3.66373598126e-14,5.9539539965e-10,0,30,45,264705.749828
