index,branch,root_count,root_abs,gradient_rel,condition_rel,regularized_rel,residual,status
36,0,1,1.1102230246251565e-16,1.9823741307819158e-11,1.3321782005257979e-15,1.982352588532239e-11,0,0
37,0,1,0,3.481899171315657e-14,2.1962423420504552e-16,3.4605378620786784e-14,1.1102230246251565e-16,0
38,0,1,1.0842021724855044e-19,2.1740343647220769e-16,0,4.3480687739001926e-16,1.0842021724855044e-19,0
39,0,1,4.632211430296955e-23,8.8817292848663106e-16,0,1.1102161717105199e-15,6.6174449004242214e-24,0
40,0,1,0,9.864946340131502e-12,0,9.864946438781587e-12,0,0
41,3,3,6.106226635438361e-15,3.3361633624162735e-12,3.2646987382782526e-12,3.3362309854319115e-12,1.1102230246251565e-16,0
42,1,3,1.0408340855860843e-16,2.4793309800476577e-14,2.2668313537252158e-14,2.4671810366813259e-14,0,0
43,2,3,7.3760442198533838e-15,5.9008531258359715e-11,5.9143992940745498e-11,5.8718738994598867e-11,0,0
44,2,3,3.6859404417555197e-14,1.4651102887043982e-10,1.4663605429349475e-10,1.4435283026878494e-10,1.1102230246251565e-16,0
45,3,3,4.7961634663806763e-13,9.3558048719793546e-09,9.3534429172283706e-09,7.8347125591991853e-09,0,0
46,1,3,1.7295193055488767e-15,3.3105696250282344e-11,3.2985348502774552e-11,3.3047073238872877e-11,1.7347234759768071e-18,0
47,0,1,6.3527471044072525e-22,4.4406250605483389e-16,0,6.6609376574360904e-16,0,0
48,0,1,1.1102230246251565e-16,2.8875369501868155e-12,2.220322916407629e-16,2.8875369790653878e-12,1.1102230246251565e-16,0
49,0,1,0,6.7390220850296991e-15,0,6.6142254472229542e-15,0,0
50,0,1,1.0842021724855044e-19,0,0,0,0,0
51,0,1,2.6469779601696886e-23,8.8817527238895188e-16,0,1.1102191015884206e-15,0,0
52,0,1,1.1102230246251565e-16,1.4607957187184319e-10,4.4408799316527658e-16,1.460794319960472e-10,0,0
53,3,3,6.7723604502134549e-15,1.811971456273819e-11,1.8042393110044007e-11,1.8101466400380161e-11,1.1102230246251565e-16,0
54,1,3,2.6520452500733427e-14,1.4340471189032326e-09,1.4335513253073006e-09,1.2017544878016042e-09,0,0
55,2,3,1.4710455076283324e-15,4.3683330749356398e-12,4.3947307060178224e-12,4.364901867419174e-12,2.0816681711721685e-17,0
56,2,3,1.1768364061026659e-14,3.5439556626994274e-12,3.581659628519028e-12,3.543784658121199e-12,0,0
57,3,3,2.0650148258027912e-14,7.5293351259410443e-12,7.4280463534591711e-12,7.5289997236232909e-12,3.3306690738754696e-16,0
58,1,3,2.6020852139652106e-17,9.3428406149126741e-14,9.138619707431076e-14,9.364733952190519e-14,1.7347234759768071e-18,0
59,0,1,2.1175823681357508e-21,1.1101030454656872e-15,2.220319761761547e-16,8.8808244525438435e-16,4.2351647362715017e-22,0
60,0,1,1.1102230246251565e-16,3.9703954502174723e-11,1.3322201549050763e-15,3.9703756692634509e-11,0,0
61,0,1,2.2204460492503131e-16,1.278009542454931e-13,6.6247321630002602e-16,1.2801756732671224e-13,1.1102230246251565e-16,0
62,0,1,5.4210108624275222e-20,0,0,2.183728934029587e-16,0,0
63,0,1,9.9261673506363321e-24,4.4408764109606737e-16,0,2.2204382276847982e-16,0,0
64,0,1,1.1102230246251565e-16,2.6109559993301006e-10,4.4408824398170413e-16,2.6109577072247411e-10,0,0
65,3,3,2.2204460492503131e-16,2.2854588216211908e-14,2.0681887615997639e-14,2.2725490389895095e-14,1.1102230246251565e-16,0
66,1,3,1.0116907311896739e-14,1.0015779807284683e-10,9.998353354898795e-11,9.9461653109970046e-11,0,0
67,2,3,1.0262624083878791e-14,5.6890192125065719e-11,5.707132323115445e-11,5.6741420894792025e-11,1.3877787807814457e-17,0
68,2,3,2.2515322939398175e-13,2.1441867015986585e-09,2.145001172448608e-09,1.9828462742346128e-09,1.1102230246251565e-16,0
69,3,3,7.5495165674510645e-15,2.1168567569308555e-11,2.1131851866879968e-11,2.108961965636501e-11,1.1102230246251565e-16,0
70,1,3,6.2450045135165055e-17,6.9742806253234474e-14,6.5386532916226985e-14,6.9900801470093079e-14,0,0
71,0,1,1.2705494208814505e-21,6.6607784461428465e-16,0,6.6607785127565194e-16,0,0
72,0,1,1.1102230246251565e-16,1.769880807780575e-11,8.881318990902543e-16,1.7698808254812372e-11,0,0
73,0,1,0,7.3523141294827456e-14,6.6158070389750423e-16,7.335334263596376e-14,1.1102230246251565e-16,0
74,0,1,2.1684043449710089e-19,2.1802413157078278e-16,0,2.1802413379323033e-16,0,0
75,0,1,3.3087224502121107e-24,4.440872622867309e-16,0,2.2204363336381158e-16,0,0
76,0,1,1.1102230246251565e-16,1.3099673837971023e-11,0,1.3099673968968148e-11,1.1102230246251565e-16,0
77,3,3,8.3266726846886741e-15,2.5809908209298897e-11,2.571250746944371e-11,2.57759739708966e-11,1.1102230246251565e-16,0
78,1,3,2.4563684419831588e-15,3.9770399063578024e-12,3.9300802025991807e-12,3.9764578673025199e-12,0,0
79,2,3,9.0275009689833041e-15,1.0660205294393457e-10,1.0675905208849334e-10,1.0530845762456238e-10,2.0816681711721685e-17,0
80,2,3,2.4924506902834764e-13,3.278651483688264e-09,3.2794831438115861e-09,2.7770871367825177e-09,0,0
81,3,3,4.0434322556848201e-13,1.0860555330277151e-08,1.0858646798712874e-08,7.6032801592024897e-09,0,0
82,1,3,2.4980018054066022e-16,4.9450442294682492e-13,4.7825987473134064e-13,4.9434868496752754e-13,1.7347234759768071e-18,0
83,0,1,4.2351647362715017e-22,2.2202767542502098e-16,0,2.2202767764547569e-16,0,0
84,0,1,0,1.460628859867655e-12,2.2202785290824459e-16,1.4606288744761479e-12,0,0
85,0,1,0,2.9896003730592298e-14,2.2046251770417049e-16,2.9896004033858545e-14,0,0
86,0,1,1.6263032587282567e-19,4.3643360566282003e-16,0,4.3643361010738282e-16,0,0
87,0,1,5.6248281653605882e-23,2.4424827633764435e-15,0,2.4424827878013513e-15,0,0
88,0,1,2.2204460492503131e-16,4.374496138684553e-10,4.4408863135529521e-16,4.374496182429628e-10,1.1102230246251565e-16,0
89,3,3,6.3282712403633923e-15,3.6509781207249981e-12,3.5716894317918324e-12,3.6508664834310894e-12,0,0
90,1,3,2.6367796834847468e-16,1.6762684547778492e-13,1.6297829236181534e-13,1.6762883898320433e-13,0,0
91,2,3,7.4246164771807344e-16,3.4199772313789346e-13,3.5514164371628843e-13,3.4200085906003896e-13,2.0816681711721685e-17,0
92,2,3,9.0949470177292824e-13,1.7250575839879576e-08,1.7253710796437976e-08,1.2342221953436759e-08,1.1102230246251565e-16,0
93,3,3,7.0476957603204937e-13,1.0591920722048576e-08,1.0588918514443159e-08,9.3286741935542487e-09,0,0
94,1,3,1.1622647289044608e-16,2.4798291113149908e-13,2.4022991210502649e-13,2.4798585555209904e-13,0,0
95,0,1,1.2705494208814505e-21,6.6609367515901175e-16,0,6.6609368182036987e-16,2.1175823681357508e-22,0
96,0,1,0,2.9433606613156576e-11,6.6611653846016363e-16,2.9433606907507911e-11,0,0
97,0,1,0,1.1454550214990111e-13,6.6177805305823509e-16,1.145455033104843e-13,1.1102230246251565e-16,0
98,0,1,5.4210108624275222e-20,0,0,0,5.4210108624275222e-20,0
99,0,1,3.6395946952333218e-23,1.5543060812242789e-15,0,1.5543060967674022e-15,3.3087224502121107e-24,0
100,0,1,1.1102230246251565e-16,5.4224288787481598e-10,8.8817721601315396e-16,5.4224289329725962e-10,0,0
101,3,3,6.7668093350903291e-13,2.7314004638439239e-08,2.7306218730398565e-08,2.1667984965425701e-08,0,0
102,1,3,1.0207112932647533e-14,1.6007749545273178e-10,1.5990369398964655e-10,1.5723774519857709e-10,6.9388939039072284e-18,0
103,2,3,1.1136924715771102e-14,1.2939035357719344e-09,1.2941048550555329e-09,3.8318078143026655e-10,2.0816681711721685e-17,0
104,2,3,4.7295500849031669e-14,4.5567572938904587e-10,4.5585225649897054e-10,4.2228194557662284e-10,1.1102230246251565e-16,0
105,3,3,2.4080737404119645e-13,2.9288241735398202e-09,2.9277790743355263e-09,2.7002410607865002e-09,1.1102230246251565e-16,0
106,1,3,3.3081176686877711e-15,1.3212938269622169e-10,1.3190707515584802e-10,1.3104083809055239e-10,0,0
107,0,1,2.1175823681357508e-22,0,2.2203763989651403e-16,0,0,0
108,0,1,0,1.4202236906310332e-11,6.661015399529645e-16,1.4202089987677461e-11,0,0
109,0,1,1.1102230246251565e-16,2.8663451688645951e-14,2.2039685853526535e-16,2.8663451979582403e-14,1.1102230246251565e-16,0
110,0,1,1.6263032587282567e-19,4.3780239923563465e-16,2.2038972570503809e-16,4.3780240367965362e-16,0,0
111,0,1,6.6174449004242214e-23,2.220436860403971e-15,0,2.2204368826084325e-15,3.3087224502121107e-24,0
112,0,1,0,4.5166603809550267e-11,0,4.5166604261218521e-11,0,0
113,3,3,4.4297898682543746e-14,7.6990173745595174e-10,7.6939321709155898e-10,7.3744472661278076e-10,1.1102230246251565e-16,0
114,1,3,2.9143354396410359e-15,1.8068383808364851e-11,1.8013282523449012e-11,1.8027622334516788e-11,0,0
115,2,3,9.7144514654701197e-17,1.3372000163203498e-14,1.4864907783726231e-14,1.3248196563802952e-14,0,0
116,2,3,1.2434497875801753e-14,2.9199704466567525e-11,2.9241733695789014e-11,2.9049297342226644e-11,1.1102230246251565e-16,0
117,3,3,2.2204460492503131e-16,2.8502779318219373e-14,2.6678693733374106e-14,2.85028216357865e-14,1.1102230246251565e-16,0
118,1,3,1.214306433183765e-16,1.6236636806452076e-13,1.5426639409643454e-13,1.6248986519690273e-13,0,0
119,0,1,2.1175823681357508e-22,0,0,2.2202992995293325e-16,2.1175823681357508e-22,0
120,0,1,2.2204460492503131e-16,2.0741344785127572e-11,8.881340534150721e-16,2.0741344992561745e-11,1.1102230246251565e-16,0
121,0,1,1.1102230246251565e-16,8.9227978937414735e-15,0,8.922797984551995e-15,1.1102230246251565e-16,0
122,0,1,1.6263032587282567e-19,2.1824114864077887e-16,0,4.3648230172626957e-16,5.4210108624275222e-20,0
123,0,1,4.963083675318166e-23,2.220438315760946e-15,2.2204421268508399e-16,1.9983945041688669e-15,0,0
124,0,1,1.1102230246251565e-16,4.592573077677388e-10,6.6613304038786997e-16,4.5925714984762345e-10,0,0
125,3,3,3.184119634624949e-13,1.657870588705151e-08,1.6574989484565898e-08,1.1376428395156963e-08,0,0
126,1,3,4.8572257327350599e-16,7.7814625373120193e-12,7.772888581227155e-12,7.6564148038125894e-12,0,0
127,2,3,1.5820678100908481e-15,5.9001826179398987e-12,5.9300206790633347e-12,5.8945140105072302e-12,6.9388939039072284e-18,0
128,2,3,1.3522516439934407e-13,6.3896456034848042e-10,6.3941235081545584e-10,6.2554889637327307e-10,0,0
129,3,3,1.2212453270876722e-15,2.0789835719842895e-13,1.9998873147830969e-13,2.0789927073184304e-13,4.4408920985006262e-16,0
130,1,3,2.6367796834847468e-16,1.2996108451116211e-12,1.2825532272968401e-12,1.299452012923592e-12,0,0
131,0,1,1.6940658945086007e-21,2.220126259646892e-16,0,2.2201262818515247e-16,8.4703294725430034e-22,0
132,0,1,1.1102230246251565e-16,3.3567686252087723e-12,2.2203686152965452e-16,3.3567686587787997e-12,1.1102230246251565e-16,0
