index,branch,root_count,root_abs,gradient_rel,condition_rel,regularized_rel,residual,status
168,0,1,0,5.0345352544580473e-12,2.2203405607839257e-16,5.0343874303058988e-12,0,0
169,0,1,1.1102230246251565e-16,3.4608578458744207e-14,2.2078181683759683e-16,3.439625623942113e-14,1.1102230246251565e-16,0
170,0,1,0,2.1915765243723961e-16,0,2.1915765465901453e-16,5.4210108624275222e-20,0
171,0,1,9.9261673506363321e-24,6.6613259278864752e-16,0,6.6613259944998583e-16,1.6543612251060553e-24,0
172,0,1,1.1102230246251565e-16,8.1578566935456271e-11,4.4408778944612112e-16,8.1578776132009129e-11,1.1102230246251565e-16,0
173,3,3,2.55351295663786e-15,2.5012088635854396e-12,2.4699754155023693e-12,2.5008764936809659e-12,1.1102230246251565e-16,0
174,1,3,8.3953677343373556e-14,7.4773250118327251e-09,7.4758495439919021e-09,4.2969103620635672e-09,0,0
175,2,3,2.4147350785597155e-15,4.8282945322145655e-12,4.8696489408851847e-12,4.826437148211521e-12,6.9388939039072284e-18,0
176,2,3,2.6645352591003757e-15,1.6958861209259133e-13,1.7865965804924675e-13,1.6976688268624364e-13,2.2204460492503131e-16,0
177,3,3,6.0396132539608516e-14,4.9975541585834658e-11,4.9668946632143044e-11,4.9960235833786426e-11,1.1102230246251565e-16,0
178,1,3,4.3368086899420177e-17,5.0698016473074336e-14,4.7676713254071319e-14,5.0698151489621547e-14,0,0
179,0,1,1.9058241313221758e-21,1.3321981932966513e-15,0,1.3321982066193624e-15,0,0
180,0,1,1.1102230246251565e-16,1.5307621828714276e-11,6.6611023431075906e-16,1.5307820906091564e-11,1.1102230246251565e-16,0
181,0,1,1.1102230246251565e-16,8.3110244451484362e-14,6.6109477235517657e-16,8.3110245295304866e-14,0,0
182,0,1,1.0842021724855044e-19,6.5498955938983197e-16,0,4.3665971070425925e-16,5.4210108624275222e-20,0
183,0,1,4.632211430296955e-23,1.5543050142701257e-15,0,1.332261454125642e-15,0,0
184,0,1,1.1102230246251565e-16,1.8929746448823471e-10,4.4408815660979105e-16,1.8929746638121834e-10,0,0
185,3,3,8.8817841970012523e-16,2.4438085999703286e-13,2.3468091524477499e-13,2.4449902130597311e-13,1.1102230246251565e-16,0
186,1,3,2.4980018054066022e-16,1.2055454573518922e-13,1.157981521719247e-13,1.2055531246859196e-13,6.9388939039072284e-18,0
187,2,3,1.7257723028407668e-13,1.7887941458429642e-08,1.7891134983257697e-08,7.5738216596480468e-09,1.3877787807814457e-17,0
188,2,3,1.0365042157900461e-12,1.6124927498118239e-08,1.6128639373527652e-08,1.3071099368927743e-08,1.1102230246251565e-16,0
