method,kernel_median_ms,e2e_median_ms,fp64_over_method_kernel,kernel_ci95_low,kernel_ci95_high,fp64_over_method_e2e,e2e_ci95_low,e2e_ci95_high,fp32,df32,fp64,solver_failures
fp64_compacted,163.857407,175.155426,1.0,0.9991032919873037,1.0008689332897,1.0,0.999197330986973,1.0008030144073032,0,0,2448000,0
fixed_df32,241.680389,253.074814,0.6779098322601532,0.6771680951368211,0.6786772715321125,0.6921647942449501,0.6904926181131286,0.693359218575088,0,2448000,0,888
threshold_adaptive,248.193024,259.173096,0.6602244101824982,0.6596071943185744,0.6608930661027212,0.6759196437027443,0.6749999379153147,0.6765383994767733,0,2447017,983,0
certificate_root_branch,440.556549,451.290436,0.3720125903085532,0.37136972253773665,0.3724916292473094,0.3881750594672143,0.3876568129832326,0.3887069663737482,204279,2107668,136053,0
certificate_root_branch_gradient,499.106812,509.930786,0.3283052729297652,0.32801303260914016,0.3286972273401727,0.3436667654360336,0.34321588211905013,0.34405246971619763,201120,2110820,136060,0
