sample_id,fold_side,relative_fold_offset,fold_x,fold_Da,root_spacing_min,Fx,condition,raw_gradient,regularized_gradient_lambda_1e-4,regularization_relative_bias,root_count,selected_branch
cstrfold_0001685,upper,-0.005246759301236920533658952,0.828425150168408831258292251224,0.0000000304367190788763465179275204612,+inf,0.999997764286919999247953866394,1.00000223571807842490317483679,1.0000044108844534864022274348,1.00000440088436476295024399929,0.0000000100000446144106595611084249072,1,single
cstrfold_0001686,lower,0.001163454158655506783539719,0.055477425365225144657239987128,0.0201008978958178011815730040145,+inf,0.999920596237102484034037966903,1.00007941006835575536189632676,0.000305318344593635086580749388825,0.000305318341539966744920393543739,0.0000000100015881643949378592538798617,1,single
cstrfold_0001687,lower,0.0001295292827889891328236639,0.0506416979806253364561512278745,0.0174689013548438901063087552163,+inf,0.99371110112870062256662549558,1.00632869942195087732821089176,0.0736304727635145421265442514924,0.0736304720178606286360334802325,0.000000010126974410247139815874105638,1,single
cstrfold_0001688,lower,-0.001440682945293616441452833,0.0150287566017232073783204511876,0.00531562985700273395113510995887,0.00167909966375195465729041708237,0.0500907463437172750023521247177,19.9637672223549701485953774271,52.6712013132525648469942046454,52.6709913919620525365138715075,0.00000398550413277724744746887105308,3,low_triple
cstrfold_0001689,upper,-9.541768656203458761789642e-8,0.920856847962155729016495930777,0.00000247776975764350458357904540348,+inf,0.999949741674403767677439027983,1.00005026085162247790897732348,1.00009556685215940566828018259,1.0000955568501984988145262789,0.0000000100010051422738767602568400866,1,single
cstrfold_0001690,upper,1.757734248651047348177939e-8,0.795921200729113287145502861223,0.000349047942028599667375167235432,0.0000687280043316157819970885730752,-0.000166174360868554077334862904823,6017.77551466565925243364003324,-2800742.81872160038095889672446,-2056140.03549663873689770124366,0.265859035055862691882307732558,3,middle_triple
cstrfold_0001691,upper,0.001537303466109161737567728,0.831245756355914972543547961278,0.0000000173571858017175733461454904649,0.0164147745432054630871020115557,0.0516939023165109606540002344515,19.3446413442964507614387451416,150045286.299814310522725631818,150044724.809724188094522604166,0.00000374213748374928508887718255198,3,high_triple
cstrfold_0001692,lower,-0.000000680172881576370252337345,0.0535350217613818118197037265313,0.019419960487984533361603106663,+inf,0.999954679240745647396267680922,1.00004532281331866374885785918,0.000172161487150662916205715579251,0.000172161485428892001523032508451,0.0000000100009063767898179885744056072,1,single
cstrfold_0001693,lower,-0.0000002991559943074143797442639,0.0544479910676333856577288849863,0.0187022369833587434073222798558,0.0000902718176782650411574438931221,0.000682348417150590658330606620629,1465.52695787862482959611920341,4031.14423267830452437744600351,3946.38498883831060652544785659,0.0210261005182837672131279140231,3,low_triple
cstrfold_0001694,lower,0.000000141041239170737707608985,0.0145884617987627492721633892161,0.0051479586336080148796384094663,+inf,0.999997478935348511191685462134,1.00000252107100727180864077905,0.0000940564002876379739419855563942,0.0000940563993470692380080862950954,0.0000000100000503214826959942086024733,1,single
cstrfold_0001695,upper,0.0000001239887552752300177758243,0.920382258937456216694296271615,0.0000033106841393976471914143036837,0.000078368598554393471965198268764,-0.000463803841775033693968007733355,2156.08390860428929438175415034,-47744260.9910683290462282503407,-45623368.4558220311239231563851,0.0444219366102045237067706964357,3,middle_triple
cstrfold_0001696,upper,-0.000321315371697191500133872,0.793714960398087100629250841332,0.000414295742578916840622491152101,+inf,0.990949119652672438927245214109,1.00913354698826504197524519503,1.01746605769456527664425065213,1.01746604733319453699057867112,0.0000000101835050528673930758493831289,1,single
cstrfold_0001697,upper,-0.001101102558544373276742373,0.834464268778584947336351709469,0.000000022599279832140979321995078424,+inf,0.999998345217612947176917477095,1.00000165478512536210288872861,1.00000326442274089875374069634,1.00000325442267525868939023547,0.0000000100000329957292294644857550893,1,single
