domain,n,method,kernel_median_ms,e2e_median_ms,cpu128_median_ms,kernel_mroots_s,e2e_mroots_s,correction_fraction,checksum
pv,8192,adaptive_no_gradient_gate_v3,0.272418558598,0.313036799431,nan,30.071372678,26.169447218,0.98388671875,424574.890011
pv,8192,fp32,0.0184460803866,0.058188803494,nan,444.10518811,140.783097574,0,424308.485988
pv,8192,fp64,0.258248329163,0.299420803785,nan,31.7214056198,27.3594883737,1,424574.890011
pv,32768,adaptive_frozen_v3,0.276569604874,0.398719996214,nan,118.480120095,82.1829863341,0.982818603516,1687236.03361
pv,32768,adaptive_no_gradient_gate_v3,0.276755183935,0.399776011705,nan,118.400672877,81.9658985046,0.982818603516,1687236.03361
pv,32768,fp32,0.0185183994472,0.142655998468,nan,1769.48337751,229.699419245,0,1686153.47615
pv,32768,fp64,0.260003209114,0.383552014828,nan,126.029213684,85.4330018699,1,1687236.03361
pv,131072,adaptive_frozen_v3,1.01532804966,1.47763204575,nan,129.093252219,88.7040859579,0.98168,5136677.06995
pv,131072,adaptive_no_gradient_gate_v3,1.01616001129,1.47795200348,nan,128.987559581,88.6848826562,0.98168,5136677.06995
pv,131072,fp32,0.0538560003042,0.516128003597,nan,2433.74924353,253.952506135,0,5133693.64184
pv,131072,fp64,0.968191981316,1.42975997925,nan,135.378109434,91.6741284568,1,5136677.06995
pv,524288,adaptive_frozen_v3,3.24249601364,5.06972789764,nan,161.692719989,103.415412145,0.98168,5136677.06995
pv,524288,adaptive_no_gradient_gate_v3,3.24435210228,5.06867218018,nan,161.600215843,103.436951802,0.98168,5136677.06995
pv,524288,fp32,0.166559994221,2.00579190254,nan,3147.74266446,261.387035881,0,5133693.64184
pv,524288,fp64,3.07990407944,4.94000005722,nan,170.228678062,106.13117286,1,5136677.06995
pv,2097152,adaptive_frozen_v3,12.2063999176,19.3341121674,nan,171.807577513,108.469009689,0.98168,5136677.06995
pv,2097152,adaptive_no_gradient_gate_v3,12.2090883255,19.3686084747,nan,171.769745954,108.275821814,0.98168,5136677.06995
pv,2097152,fp32,0.619647979736,7.73999977112,nan,3384.42481632,270.949878813,0,5133693.64184
pv,2097152,fp64,11.5974397659,18.7283191681,nan,180.828876228,111.977587587,1,5136677.06995
pv,8388608,adaptive_frozen_v3,48.0839042664,76.5882568359,nan,174.457713615,109.528645076,0.98168,5136677.06995
pv,8388608,adaptive_no_gradient_gate_v3,48.3180809021,76.5549468994,nan,173.61219327,109.576302248,0.98168,5136677.06995
pv,8388608,fp32,2.42476797104,30.766336441,nan,3459.55081071,272.655407513,0,5133693.64184
pv,8388608,fp64,45.6792640686,74.2498245239,nan,183.641487468,112.978152525,1,5136677.06995
pv,16777216,adaptive_frozen_v3,96.431388855,153.213058472,nan,173.980860373,109.502520003,0.98168,5136677.06995
pv,16777216,adaptive_no_gradient_gate_v3,96.4072341919,153.236282349,nan,174.024450972,109.48592424,0.98168,5136677.06995
pv,16777216,fp32,4.84163188934,61.5136642456,nan,3465.19859077,272.739662086,0,5133693.64184
pv,16777216,fp64,91.628288269,148.563522339,nan,183.100833999,112.929578781,1,5136677.06995
cstr,1,adaptive_no_gradient_gate_v3,0.0307397115976,0.03794015944,nan,0.0325312095667,0.0263572956666,0,0.0131063517183
cstr,1,fp32,0.0286727044731,0.0374595187604,nan,0.0348763752278,0.0266954844347,0,0.0131063517183
cstr,1,fp64,0.333348274231,0.33974814415,nan,0.00299986553795,0.00294335676948,1,0.013106352801
cstr,1,adaptive_frozen_v3,0.0307403840125,0.038000959903,nan,0.0325304979793,0.0263151247377,0,0.0131063517183
cstr,8,fp32,0.0286823678762,0.0375391989946,nan,0.278916999968,0.213110567467,0,22.0587643165
cstr,8,fp64,0.335685908794,0.344493091106,nan,0.0238318016646,0.023222526682,1,22.0587650549
cstr,8,adaptive_frozen_v3,0.364175379276,0.370768010616,nan,0.0219674378205,0.021576834492,0.25,22.0587649573
cstr,8,adaptive_no_gradient_gate_v3,0.364250540733,0.370783686638,nan,0.0219629049387,0.0215759222649,0.25,22.0587649573
cstr,32,adaptive_no_gradient_gate_v3,0.365476250648,0.370768010616,nan,0.0875569888419,0.086307337968,0.1875,120.872186961
cstr,32,fp32,0.0286832321435,0.036162558943,nan,1.11563438318,0.884893130777,0,120.872184039
cstr,32,fp64,0.334624916315,0.344127058983,nan,0.0956294598513,0.092988909662,1,120.872187463
cstr,32,adaptive_frozen_v3,0.364841103554,0.371656000614,nan,0.087709415656,0.0861011256299,0.1875,120.872186961
cstr,128,adaptive_no_gradient_gate_v3,0.399448901415,0.405685424805,nan,0.320441487125,0.315515402264,0.21875,443.74573342
