domain,n,method,kernel_median_ms,e2e_median_ms,cpu128_median_ms,kernel_mroots_s,e2e_mroots_s,correction_fraction,checksum
peng_robinson,32768,fp64,0.0185215994716,0.137792006135,nan,1769.17765932,237.807699584,1,86371.5593769
peng_robinson,32768,adaptive_frozen_v3,0.0226272009313,0.148000001907,nan,1448.16851627,221.405402552,0.51953125,86371.5593987
peng_robinson,32768,adaptive_no_gradient_gate_v3,0.0226208008826,0.147839993238,nan,1448.5782431,221.645031782,0.479125976562,86371.5593622
peng_robinson,131072,fp32,0.0118079995736,0.476447999477,nan,11100.2714035,275.102424911,0,264705.752929
peng_robinson,131072,fp64,0.0624319985509,0.524255990982,nan,2099.4362353,250.015264021,1,264705.749828
peng_robinson,131072,adaptive_frozen_v3,0.0828159973025,0.543839991093,nan,1582.68938695,241.012066319,0.52341,264705.749837
peng_robinson,131072,adaptive_no_gradient_gate_v3,0.0825280025601,0.542944014072,nan,1588.21243619,241.409789228,0.4838,264705.749731
peng_robinson,524288,fp32,0.0321599990129,1.82713603973,nan,16302.4880625,286.945245783,0,264705.752929
peng_robinson,524288,fp64,0.195583999157,1.98777604103,nan,2680.62828381,263.756071699,1,264705.749828
peng_robinson,524288,adaptive_frozen_v3,0.260064005852,2.05647993088,nan,2015.99601715,254.944379533,0.52341,264705.749837
peng_robinson,524288,adaptive_no_gradient_gate_v3,0.256960004568,2.06121611595,nan,2040.34865613,254.358577901,0.4838,264705.749731
peng_robinson,2097152,fp32,0.116127997637,7.24915218353,nan,18058.9697806,289.296175181,0,264705.752929
peng_robinson,2097152,fp64,0.731263995171,7.8555521965,nan,2867.84528412,266.964300859,1,264705.749828
peng_robinson,2097152,adaptive_frozen_v3,0.970272004604,8.09622383118,nan,2161.40627582,259.02841173,0.52341,264705.749837
peng_robinson,2097152,adaptive_no_gradient_gate_v3,0.962239980698,8.07574367523,nan,2179.44799849,259.685310027,0.4838,264705.749731
peng_robinson,8388608,fp32,0.465088009834,28.7991352081,nan,18036.6034441,291.279857516,0,264705.752929
peng_robinson,8388608,fp64,2.86198401451,31.2226886749,nan,2931.04642006,268.670263709,1,264705.749828
peng_robinson,8388608,adaptive_frozen_v3,3.80534410477,32.1546897888,nan,2204.42823804,260.882877586,0.52341,264705.749837
peng_robinson,8388608,adaptive_no_gradient_gate_v3,3.7683839798,32.1122550964,nan,2226.04916191,261.227620882,0.4838,264705.749731
peng_robinson,16777216,fp32,0.932192027569,57.647102356,nan,17997.5965293,291.033119001,0,264705.752929
peng_robinson,16777216,fp64,5.71798419952,62.4478721619,nan,2934.11373914,268.659530248,1,264705.749828
peng_robinson,16777216,adaptive_frozen_v3,7.60364818573,64.2520675659,nan,2206.46926188,261.115581733,0.52341,264705.749837
peng_robinson,16777216,adaptive_no_gradient_gate_v3,7.5236158371,64.1931838989,nan,2229.94054498,261.355100043,0.4838,264705.749731
